rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
16,Gökhan Akkan,tr TUR,GK,Ankaragücü,27,1995,23,23,2011,22.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
17,Hamza Akman,tr TUR,MF,Galatasaray,17,2004,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
18,Özgur Aksaka,,MF,Galatasaray,19,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
19,Engin Aksoy,tr TUR,DF,Hatayspor,18,2003,2,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
20,Fatih Aksoy,tr TUR,DF,Alanyaspor,24,1997,27,25,1910,21.2,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
21,Kerem Aktürkoğlu,tr TUR,MF,Galatasaray,23,1998,34,31,2588,28.8,9,11,20,9,0,0,3,0,0.31,0.38,0.70,0.31,0.70,Matches
22,Ufuk Akyol,de GER,MF,Antalyaspor,24,1997,26,17,1624,18.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
23,Mehmet Albayrak,tr TUR,MF,Sivasspor,18,2004,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
24,Danijel Aleksić,rs SRB,MF,Başakşehir,31,1991,30,18,1636,18.2,8,2,10,8,0,1,5,0,0.44,0.11,0.55,0.44,0.55,Matches
25,Rúnar Alex Rúnarsson,is ISL,GK,Alanyaspor,27,1995,30,30,2644,29.4,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Mehmet Ali Büyüksayar,tr TUR,FW,Konyaspor,18,2004,7,0,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
27,Hasan Ali Kaldırım,tr TUR,"DF,MF",Ankaragücü,32,1989,8,6,469,5.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
28,Hasan Ali Kaldırım,tr TUR,DF,Başakşehir,32,1989,6,5,489,5.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
29,Ömer Ali Şahiner,tr TUR,"DF,MF",Başakşehir,30,1992,27,23,1947,21.6,1,1,2,1,0,0,5,1,0.05,0.05,0.09,0.05,0.09,Matches
30,Kerim Alıcı,tr TUR,DF,Hatayspor,25,1997,4,4,280,3.1,0,1,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches
31,Ezgjan Alioski,mk MKD,"DF,MF",Fenerbahçe,30,1992,17,9,848,9.4,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches
32,Dele Alli,eng ENG,MF,Beşiktaş,26,1996,13,10,707,7.9,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches
33,Barış Alper Yılmaz,tr TUR,"MF,FW",Galatasaray,22,2000,25,8,857,9.5,4,2,6,4,0,0,5,0,0.42,0.21,0.63,0.42,0.63,Matches
34,Taha Altıkardeş,tr TUR,DF,Trabzonspor,18,2003,3,2,181,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
35,Amilton,br BRA,MF,Konyaspor,32,1989,7,2,219,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
36,Karol Angielski,pl POL,FW,Sivasspor,26,1996,15,2,335,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
37,Taylan Antalyalı,tr TUR,MF,Ankaragücü,27,1995,30,27,2127,23.6,3,4,7,3,0,0,3,0,0.13,0.17,0.30,0.13,0.30,Matches
38,Taylan Antalyalı,tr TUR,MF,Galatasaray,27,1995,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
39,Nicholas Anwan,ng NGA,MF,Fatih Karagümrük,21,2001,19,5,508,5.6,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
40,Aaron Appindangoyé,ga GAB,DF,Sivasspor,30,1992,18,14,1318,14.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
41,Willian Arão,br BRA,MF,Fenerbahçe,29,1992,31,28,2296,25.5,0,4,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches
42,Alp Arda,,GK,İstanbulspor,27,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
43,Ramón Arias,uy URU,DF,Giresunspor,30,1992,31,30,2596,28.8,0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matches
44,Batuhan Arici,,DF,Ümraniyespor,19,2003,2,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
45,Gboly Ariyibi,us USA,MF,Ankaragücü,27,1995,10,2,282,3.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Hakan Arslan,tr TUR,MF,Sivasspor,34,1988,29,14,1347,15.0,1,0,1,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,Matches
47,Muhammet Arslantaş,tr TUR,FW,Başakşehir,21,2001,2,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
48,Ömürcan Artan,,"DF,MF",Gaziantep FK,23,1999,5,3,291,3.2,0,1,1,0,0,0,2,0,0.00,0.31,0.31,0.00,0.31,Matches
49,Serkan Asan,tr TUR,DF,Trabzonspor,23,1999,4,1,102,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
50,Britt Assombalonga,cd COD,FW,Adana Demirspor,29,1992,12,4,408,4.5,2,1,3,2,0,0,1,0,0.44,0.22,0.66,0.44,0.66,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Kerem Atakan Kesgin,tr TUR,MF,Beşiktaş,21,2000,6,0,42,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
52,Kerem Atakan Kesgin,tr TUR,MF,Sivasspor,21,2000,2,2,155,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
53,Onur Atasayar,,DF,Ümraniyespor,27,1995,18,18,1472,16.4,0,1,1,0,0,0,4,1,0.00,0.06,0.06,0.00,0.06,Matches
54,Christian Atsu,gh GHA,"FW,MF",Hatayspor,30,1992,3,0,48,0.5,1,0,1,1,0,0,0,0,1.87,0.00,1.87,1.87,1.87,Matches
55,Durel Avounou,cg CGO,MF,Ümraniyespor,24,1997,27,20,1739,19.3,5,2,7,5,0,0,3,1,0.26,0.10,0.36,0.26,0.36,Matches
56,Abdullah Aydın,,MF,İstanbulspor,22,2000,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
57,Oğuz Aydın,tr TUR,"MF,FW",Alanyaspor,21,2000,28,9,1242,13.8,1,1,2,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,Matches
58,Taylan Aydın,tr TUR,DF,Kasımpaşa,16,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
59,Soner Aydoğdu,tr TUR,MF,Antalyaspor,31,1991,13,7,502,5.6,0,1,1,0,0,0,3,1,0.00,0.18,0.18,0.00,0.18,Matches
60,Berkay Aydoğmuş,,MF,Başakşehir,18,2004,3,1,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Kaan Ayhan,tr TUR,DF,Galatasaray,27,1994,5,1,113,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Onur Ayık,tr TUR,"FW,MF",Ümraniyespor,32,1990,30,14,1483,16.5,2,0,2,2,0,0,2,0,0.12,0.00,0.12,0.12,0.12,Matches
63,Serdar Aziz,tr TUR,DF,Fenerbahçe,31,1990,14,11,968,10.8,0,1,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
64,Mahamadou Ba,ml MLI,MF,İstanbulspor,22,1999,15,14,1142,12.7,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
65,Mame Baba Thiam,sn SEN,"FW,MF",Kayserispor,29,1992,27,22,1932,21.5,8,3,11,7,1,2,2,0,0.37,0.14,0.51,0.33,0.47,Matches
66,Volkan Babacan,tr TUR,GK,Başakşehir,33,1988,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
67,Onurhan Babuscu,at AUT,MF,Gaziantep FK,18,2003,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
68,Kağan Bağış,,MF,İstanbulspor,24,1998,9,0,145,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
69,Stéphane Bahoken,cm CMR,FW,Kasımpaşa,30,1992,26,18,1564,17.4,4,2,6,4,0,0,3,0,0.23,0.12,0.35,0.23,0.35,Matches
70,Riad Bajić,ba BIH,FW,Giresunspor,28,1994,34,34,2868,31.9,14,2,16,11,3,5,1,0,0.44,0.06,0.50,0.35,0.41,Matches
71,Anastasios Bakasetas,gr GRE,MF,Trabzonspor,29,1993,27,26,2098,23.3,8,5,13,3,5,5,9,1,0.34,0.21,0.56,0.13,0.34,Matches
72,Bünyamin Balcı,tr TUR,"DF,MF",Antalyaspor,22,2000,34,32,2810,31.2,0,3,3,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,Matches
73,Jure Balkovec,si SVN,DF,Alanyaspor,27,1994,29,21,1906,21.2,4,1,5,4,0,0,4,0,0.19,0.05,0.24,0.19,0.24,Matches
74,Mario Balotelli,it ITA,FW,Adana Demirspor,31,1990,2,0,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Rayyan Baniya,,DF,Fatih Karagümrük,23,1999,25,25,2249,25.0,2,0,2,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Abdülkerim Bardakcı,tr TUR,DF,Galatasaray,27,1994,30,30,2653,29.5,3,3,6,3,0,0,6,2,0.10,0.10,0.20,0.10,0.20,Matches
77,Enis Bardhi,mk MKD,MF,Trabzonspor,27,1995,30,12,1333,14.8,6,0,6,5,1,1,2,0,0.41,0.00,0.41,0.34,0.34,Matches
78,Marc Bartra,es ESP,DF,Trabzonspor,31,1991,29,25,2270,25.2,4,1,5,4,0,0,4,1,0.16,0.04,0.20,0.16,0.20,Matches
79,Sadık Baş,,"FW,DF",Hatayspor,28,1994,5,2,140,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Emrah Başsan,tr TUR,MF,Kayserispor,30,1992,26,13,1220,13.6,2,4,6,2,0,0,1,0,0.15,0.30,0.44,0.15,0.44,Matches
81,Michy Batshuayi,be BEL,FW,Fenerbahçe,28,1993,19,16,1211,13.5,12,1,13,9,3,3,6,1,0.89,0.07,0.97,0.67,0.74,Matches
82,Bilal Bayazit,nl NED,GK,Kayserispor,23,1999,30,30,2692,29.9,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
83,Altay Bayındır,tr TUR,GK,Fenerbahçe,24,1998,26,26,2340,26.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Furkan Bayır,tr TUR,DF,Alanyaspor,22,2000,32,31,2789,31.0,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches
85,Gökdeniz Bayrakdar,tr TUR,MF,Antalyaspor,20,2001,13,3,412,4.6,2,0,2,2,0,0,1,0,0.44,0.00,0.44,0.44,0.44,Matches
86,Emin Bayram,tr TUR,DF,Galatasaray,19,2003,7,4,426,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
87,Burak Bekaroğlu,,DF,Hatayspor,25,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
88,Burak Bekaroğlu,,DF,Fatih Karagümrük,25,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Efkan Bekiroğlu,,MF,Alanyaspor,26,1995,25,17,1423,15.8,4,1,5,4,0,0,2,0,0.25,0.06,0.32,0.25,0.32,Matches
90,Younès Belhanda,ma MAR,"FW,MF",Adana Demirspor,32,1990,30,27,2271,25.2,12,7,19,9,3,5,5,2,0.48,0.28,0.75,0.36,0.63,Matches
91,Mortadha Ben Ouanes,tn TUN,"DF,MF",Kasımpaşa,28,1994,29,27,2386,26.5,4,4,8,4,0,0,9,1,0.15,0.15,0.30,0.15,0.30,Matches
92,Oğuzhan Berber,tr TUR,"DF,MF",İstanbulspor,30,1992,18,14,1139,12.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Giorgi Beridze,ge GEO,MF,Ankaragücü,25,1997,29,20,1670,18.6,4,2,6,4,0,0,0,0,0.22,0.11,0.32,0.22,0.32,Matches
94,Rahmetullah Berişbek,tr TUR,MF,Giresunspor,23,1999,18,0,260,2.9,1,0,1,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,Matches
95,Mergim Berisha,de GER,FW,Fenerbahçe,24,1998,1,0,17,0.2,1,0,1,1,0,0,1,0,5.29,0.00,5.29,5.29,5.29,Matches
96,Andrea Bertolacci,it ITA,MF,Kayserispor,31,1991,7,3,245,2.7,1,0,1,1,0,0,1,0,0.37,0.00,0.37,0.37,0.37,Matches
97,Andrea Bertolacci,it ITA,MF,Fatih Karagümrük,31,1991,14,11,830,9.2,0,3,3,0,0,0,5,0,0.00,0.33,0.33,0.00,0.33,Matches
98,Adel Bettaieb,tn TUN,FW,Ümraniyespor,25,1997,21,7,723,8.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
99,Lucas Biglia,ar ARG,MF,Başakşehir,36,1986,25,18,1638,18.2,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
100,Hayrullah Bilazer,,DF,Giresunspor,27,1995,31,31,2738,30.4,0,2,2,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Emre Bilgin,tr TUR,GK,Beşiktaş,18,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
102,Tayfur Bingöl,tr TUR,MF,Alanyaspor,29,1993,4,1,135,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Tayfur Bingöl,tr TUR,"MF,DF",Beşiktaş,29,1993,26,6,957,10.6,2,2,4,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,Matches
104,Mame Biram Diouf,sn SEN,FW,Konyaspor,34,1987,28,17,1644,18.3,9,1,10,8,1,1,2,1,0.49,0.05,0.55,0.44,0.49,Matches
105,Davide Biraschi,it ITA,DF,Fatih Karagümrük,28,1994,29,28,2474,27.5,2,0,2,2,0,0,5,1,0.07,0.00,0.07,0.07,0.07,Matches
106,Birkir Bjarnason,is ISL,"MF,FW",Adana Demirspor,34,1988,9,2,221,2.5,0,2,2,0,0,0,0,0,0.00,0.81,0.81,0.00,0.81,Matches
107,Sacha Boey,fr FRA,DF,Galatasaray,21,2000,31,31,2711,30.1,1,4,5,1,0,0,8,1,0.03,0.13,0.17,0.03,0.17,Matches
108,Ruud Boffin,be BEL,GK,Antalyaspor,34,1987,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Fabio Borini,it ITA,"FW,MF",Fatih Karagümrük,31,1991,30,29,2367,26.3,20,8,28,14,6,6,6,0,0.76,0.30,1.06,0.53,0.84,Matches
110,Arif Boşluk,,"MF,DF",Trabzonspor,19,2003,6,3,287,3.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Andreas Bouchalakis,gr GRE,MF,Konyaspor,29,1993,12,11,727,8.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Mehdi Boudjemaa,dz ALG,MF,Hatayspor,24,1998,19,14,1082,12.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
113,Tyler Boyd,us USA,"FW,MF",Beşiktaş,27,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
114,Umut Bozok,tr TUR,FW,Trabzonspor,25,1996,27,11,1142,12.7,8,1,9,8,0,0,3,0,0.63,0.08,0.71,0.63,0.71,Matches
115,Bruma,pt POR,"FW,MF",Fenerbahçe,27,1994,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Jeffrey Bruma,nl NED,DF,Kasımpaşa,30,1991,10,8,726,8.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
117,Onur Bulut,tr TUR,DF,Beşiktaş,28,1994,8,6,586,6.5,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches
118,Onur Bulut,tr TUR,DF,Kayserispor,28,1994,21,21,1890,21.0,3,3,6,3,0,0,1,0,0.14,0.14,0.29,0.14,0.29,Matches
119,Zymer Bytyqi,no NOR,MF,Konyaspor,25,1996,19,18,1485,16.5,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
120,Torgeir Børven,no NOR,FW,Gaziantep FK,30,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Musa Çağıran,tr TUR,MF,Hatayspor,29,1992,12,5,403,4.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Oğulcan Çağlayan,tr TUR,"FW,MF",Giresunspor,26,1996,8,0,177,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Júnior Caiçara,br BRA,DF,Başakşehir,33,1989,12,6,635,7.1,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
124,Jordy Caicedo,ec ECU,FW,Sivasspor,24,1997,14,5,476,5.3,3,1,4,3,0,0,0,0,0.57,0.19,0.76,0.57,0.76,Matches
125,Aldin Čajić,ba BIH,MF,İstanbulspor,29,1992,8,0,123,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Uğurcan Çakır,tr TUR,GK,Trabzonspor,26,1996,31,31,2760,30.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
127,Francisco Calvo,cr CRC,DF,Konyaspor,30,1992,31,31,2768,30.8,3,0,3,3,0,0,12,0,0.10,0.00,0.10,0.10,0.10,Matches
128,Samba Camara,ml MLI,DF,Sivasspor,29,1992,11,6,521,5.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Gustavo Campanharo,br BRA,MF,Kayserispor,30,1992,24,21,1701,18.9,0,1,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,Matches
130,Jorman Campuzano,co COL,MF,Giresunspor,26,1996,27,25,2105,23.4,2,0,2,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches
131,Erol Can Akdağ,,MF,Giresunspor,25,1996,4,0,66,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
132,İrfan Can Eğribayat,tr TUR,GK,Fenerbahçe,24,1998,8,8,720,8.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Faruk Can Genç,,DF,Giresunspor,22,2000,13,5,620,6.9,1,1,2,1,0,0,3,0,0.15,0.15,0.29,0.15,0.29,Matches
134,Mert Can,,DF,Ankaragücü,17,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Daniel Candeias,pt POR,"MF,FW",Alanyaspor,34,1988,27,17,1562,17.4,1,3,4,0,1,2,5,0,0.06,0.17,0.23,0.00,0.17,Matches
136,Atakan Çankaya,tr TUR,DF,Ankaragücü,24,1998,20,15,1337,14.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Erdem Canpolat,de GER,GK,Kasımpaşa,21,2001,10,9,811,9.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Miguel Filipe Nunes Cardoso,pt POR,"MF,FW",Kayserispor,28,1994,31,28,2333,25.9,7,6,13,7,0,0,8,0,0.27,0.23,0.50,0.27,0.50,Matches
139,Lionel Carole,fr FRA,DF,Kayserispor,31,1991,23,23,2002,22.2,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,Matches
140,Steven Caulker,sl SLE,DF,Fatih Karagümrük,30,1991,6,4,382,4.2,1,0,1,1,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches
141,Ivan Cavaleiro,pt POR,"MF,FW",Alanyaspor,28,1993,22,12,1082,12.0,2,5,7,2,0,0,2,0,0.17,0.42,0.58,0.17,0.58,Matches
142,Endri Çekiçi,al ALB,MF,Konyaspor,25,1996,20,13,1101,12.2,2,0,2,2,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches
143,Batuhan Çelik,tr TUR,FW,Başakşehir,17,2005,3,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Bersant Celina,xk KVX,MF,Kasımpaşa,25,1996,18,12,984,10.9,1,1,2,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches
145,Murat Cem Akpınar,tr TUR,MF,Giresunspor,23,1999,30,7,808,9.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Muzaffer Cem Kablan,,GK,Fatih Karagümrük,22,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Sahverdi Cetin,de GER,MF,Ankaragücü,21,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Erdem Çetinkaya,tr TUR,FW,Kasımpaşa,21,2001,2,0,33,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
149,Oğuz Ceylan,tr TUR,DF,Ankaragücü,31,1990,12,8,727,8.1,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches
150,Nacer Chadli,be BEL,MF,Başakşehir,32,1989,1,1,61,0.7,1,0,1,1,0,0,0,0,1.48,0.00,1.48,1.48,1.48,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Charis Charisis,gr GRE,MF,Sivasspor,27,1995,26,21,1741,19.3,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches
152,Anastasios Chatzigiovannis,gr GRE,"MF,FW",Ankaragücü,25,1997,25,7,834,9.3,1,2,3,1,0,0,2,0,0.11,0.22,0.32,0.11,0.32,Matches
153,Mounir Chouiar,fr FRA,"FW,MF",Başakşehir,23,1999,16,12,948,10.5,1,4,5,1,0,0,1,0,0.09,0.38,0.47,0.09,0.47,Matches
154,Mounir Chouiar,fr FRA,"MF,FW",Kasımpaşa,23,1999,16,12,956,10.6,2,1,3,2,0,0,1,0,0.19,0.09,0.28,0.19,0.28,Matches
155,Alexandru Cicâldău,ro ROU,MF,Galatasaray,25,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
156,Ibrahim Cicek,,MF,Ankaragücü,15,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
