rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches
16,Gökhan Akkan,tr TUR,GK,Ankaragücü,27,1995,22.3,2,0,0,0,4,0,0,0,0,,,0,Matches
17,Hamza Akman,tr TUR,MF,Galatasaray,17,2004,0.1,0,0,0,0,0,0,1,0,0,,,0,Matches
18,Özgur Aksaka,,MF,Galatasaray,19,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
19,Engin Aksoy,tr TUR,DF,Hatayspor,18,2003,1.1,0,0,0,2,0,0,3,0,1,,,0,Matches
20,Fatih Aksoy,tr TUR,DF,Alanyaspor,24,1997,21.2,3,1,0,34,17,0,8,21,32,,,0,Matches
21,Kerem Aktürkoğlu,tr TUR,MF,Galatasaray,23,1998,28.8,3,0,0,14,48,9,113,19,15,,,0,Matches
22,Ufuk Akyol,de GER,MF,Antalyaspor,24,1997,18.0,1,0,0,18,11,0,1,13,17,,,0,Matches
23,Mehmet Albayrak,tr TUR,MF,Sivasspor,18,2004,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
24,Danijel Aleksić,rs SRB,MF,Başakşehir,31,1991,18.2,5,0,0,20,12,4,26,2,11,,,0,Matches
25,Rúnar Alex Rúnarsson,is ISL,GK,Alanyaspor,27,1995,29.4,4,0,0,2,6,0,0,1,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
26,Mehmet Ali Büyüksayar,tr TUR,FW,Konyaspor,18,2004,1.3,0,0,0,2,3,1,1,3,2,,,0,Matches
27,Hasan Ali Kaldırım,tr TUR,"DF,MF",Ankaragücü,32,1989,5.2,0,0,0,5,2,3,16,6,2,,,0,Matches
28,Hasan Ali Kaldırım,tr TUR,DF,Başakşehir,32,1989,5.4,0,0,0,4,4,1,16,7,6,,,0,Matches
29,Ömer Ali Şahiner,tr TUR,"DF,MF",Başakşehir,30,1992,21.6,5,1,1,20,14,0,23,17,37,,,0,Matches
30,Kerim Alıcı,tr TUR,DF,Hatayspor,25,1997,3.1,0,0,0,4,0,0,14,7,5,,,0,Matches
31,Ezgjan Alioski,mk MKD,"DF,MF",Fenerbahçe,30,1992,9.4,1,0,0,11,19,4,34,6,12,,,0,Matches
32,Dele Alli,eng ENG,MF,Beşiktaş,26,1996,7.9,0,0,0,12,19,4,4,4,9,,,0,Matches
33,Barış Alper Yılmaz,tr TUR,"MF,FW",Galatasaray,22,2000,9.5,5,0,0,36,13,0,34,3,13,,,0,Matches
34,Taha Altıkardeş,tr TUR,DF,Trabzonspor,18,2003,2.0,0,0,0,1,0,0,0,2,1,,,0,Matches
35,Amilton,br BRA,MF,Konyaspor,32,1989,2.4,1,0,0,2,3,1,14,2,1,,,0,Matches
36,Karol Angielski,pl POL,FW,Sivasspor,26,1996,3.7,0,0,0,2,13,2,4,2,5,,,0,Matches
37,Taylan Antalyalı,tr TUR,MF,Ankaragücü,27,1995,23.6,3,0,0,21,39,2,16,22,12,,,0,Matches
38,Taylan Antalyalı,tr TUR,MF,Galatasaray,27,1995,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
39,Nicholas Anwan,ng NGA,MF,Fatih Karagümrük,21,2001,5.6,4,0,0,20,11,0,1,12,7,,,0,Matches
40,Aaron Appindangoyé,ga GAB,DF,Sivasspor,30,1992,14.6,1,0,0,7,6,2,0,24,7,,,0,Matches
41,Willian Arão,br BRA,MF,Fenerbahçe,29,1992,25.5,4,0,0,27,11,0,11,49,42,,,0,Matches
42,Alp Arda,,GK,İstanbulspor,27,1995,2.0,0,0,0,0,2,0,0,1,0,,,0,Matches
43,Ramón Arias,uy URU,DF,Giresunspor,30,1992,28.8,10,0,0,35,17,13,1,33,23,,,0,Matches
44,Batuhan Arici,,DF,Ümraniyespor,19,2003,1.1,0,0,0,0,0,0,3,1,3,,,0,Matches
45,Gboly Ariyibi,us USA,MF,Ankaragücü,27,1995,3.1,0,0,0,8,5,1,5,3,4,,,0,Matches
46,Hakan Arslan,tr TUR,MF,Sivasspor,34,1988,15.0,3,0,0,25,15,2,1,11,14,,,0,Matches
47,Muhammet Arslantaş,tr TUR,FW,Başakşehir,21,2001,0.3,0,0,0,1,1,0,0,0,0,,,0,Matches
48,Ömürcan Artan,,"DF,MF",Gaziantep FK,23,1999,3.2,2,0,0,6,1,0,11,2,7,,,0,Matches
49,Serkan Asan,tr TUR,DF,Trabzonspor,23,1999,1.1,1,0,0,2,0,0,1,4,0,,,0,Matches
50,Britt Assombalonga,cd COD,FW,Adana Demirspor,29,1992,4.5,1,0,0,8,9,8,1,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Kerem Atakan Kesgin,tr TUR,MF,Beşiktaş,21,2000,0.5,0,0,0,1,1,0,3,1,1,,,0,Matches
52,Kerem Atakan Kesgin,tr TUR,MF,Sivasspor,21,2000,1.7,0,0,0,2,3,1,2,1,2,,,0,Matches
53,Onur Atasayar,,DF,Ümraniyespor,27,1995,16.4,4,1,1,10,8,4,32,25,19,,,0,Matches
54,Christian Atsu,gh GHA,"FW,MF",Hatayspor,30,1992,0.5,0,0,0,0,1,0,3,1,0,,,0,Matches
55,Durel Avounou,cg CGO,MF,Ümraniyespor,24,1997,19.3,3,1,1,24,32,6,48,15,7,,,0,Matches
56,Abdullah Aydın,,MF,İstanbulspor,22,2000,0.2,0,0,0,1,0,0,0,0,0,,,0,Matches
57,Oğuz Aydın,tr TUR,"MF,FW",Alanyaspor,21,2000,13.8,2,0,0,15,7,5,68,6,12,,,0,Matches
58,Taylan Aydın,tr TUR,DF,Kasımpaşa,16,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
59,Soner Aydoğdu,tr TUR,MF,Antalyaspor,31,1991,5.6,3,1,0,7,7,0,15,7,5,,,0,Matches
60,Berkay Aydoğmuş,,MF,Başakşehir,18,2004,0.7,0,0,0,4,1,0,0,0,2,,,0,Matches
61,Kaan Ayhan,tr TUR,DF,Galatasaray,27,1994,1.3,0,0,0,1,0,0,1,4,2,,,0,Matches
62,Onur Ayık,tr TUR,"FW,MF",Ümraniyespor,32,1990,16.5,2,0,0,15,36,3,32,15,14,,,0,Matches
63,Serdar Aziz,tr TUR,DF,Fenerbahçe,31,1990,10.8,3,0,0,10,7,0,0,6,5,,,0,Matches
64,Mahamadou Ba,ml MLI,MF,İstanbulspor,22,1999,12.7,4,0,0,22,17,0,0,14,17,,,0,Matches
65,Mame Baba Thiam,sn SEN,"FW,MF",Kayserispor,29,1992,21.5,2,0,0,38,22,16,10,15,11,,,0,Matches
66,Volkan Babacan,tr TUR,GK,Başakşehir,33,1988,21.0,0,0,0,0,5,0,0,0,1,,,0,Matches
67,Onurhan Babuscu,at AUT,MF,Gaziantep FK,18,2003,0.3,0,0,0,0,1,0,0,0,0,,,0,Matches
68,Kağan Bağış,,MF,İstanbulspor,24,1998,1.6,0,0,0,1,0,0,6,2,1,,,0,Matches
69,Stéphane Bahoken,cm CMR,FW,Kasımpaşa,30,1992,17.4,3,0,0,38,16,14,15,3,5,,,0,Matches
70,Riad Bajić,ba BIH,FW,Giresunspor,28,1994,31.9,1,0,0,21,46,23,12,4,8,,,1,Matches
71,Anastasios Bakasetas,gr GRE,MF,Trabzonspor,29,1993,23.3,9,1,0,31,47,2,127,21,31,,,0,Matches
72,Bünyamin Balcı,tr TUR,"DF,MF",Antalyaspor,22,2000,31.2,3,1,0,27,42,2,77,31,58,,,0,Matches
73,Jure Balkovec,si SVN,DF,Alanyaspor,27,1994,21.2,4,0,0,10,22,0,94,11,17,,,0,Matches
74,Mario Balotelli,it ITA,FW,Adana Demirspor,31,1990,0.8,0,0,0,0,0,1,0,0,0,,,0,Matches
75,Rayyan Baniya,,DF,Fatih Karagümrük,23,1999,25.0,4,0,0,29,20,0,0,23,30,,,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Abdülkerim Bardakcı,tr TUR,DF,Galatasaray,27,1994,29.5,6,2,1,36,23,5,11,37,32,,,0,Matches
77,Enis Bardhi,mk MKD,MF,Trabzonspor,27,1995,14.8,2,0,0,33,27,2,79,4,12,,,0,Matches
78,Marc Bartra,es ESP,DF,Trabzonspor,31,1991,25.2,4,1,0,32,23,1,15,53,29,,,0,Matches
79,Sadık Baş,,"FW,DF",Hatayspor,28,1994,1.6,0,0,0,3,3,0,7,0,3,,,0,Matches
80,Emrah Başsan,tr TUR,MF,Kayserispor,30,1992,13.6,1,0,0,13,47,1,109,6,15,,,0,Matches
81,Michy Batshuayi,be BEL,FW,Fenerbahçe,28,1993,13.5,6,1,1,15,10,18,3,0,3,,,0,Matches
82,Bilal Bayazit,nl NED,GK,Kayserispor,23,1999,29.9,2,1,0,1,5,0,0,1,1,,,0,Matches
83,Altay Bayındır,tr TUR,GK,Fenerbahçe,24,1998,26.0,2,0,0,2,8,0,0,0,2,,,0,Matches
84,Furkan Bayır,tr TUR,DF,Alanyaspor,22,2000,31.0,6,0,0,64,14,0,3,56,23,,,0,Matches
85,Gökdeniz Bayrakdar,tr TUR,MF,Antalyaspor,20,2001,4.6,1,0,0,8,5,2,4,2,7,,,0,Matches
86,Emin Bayram,tr TUR,DF,Galatasaray,19,2003,4.7,1,0,0,4,3,0,0,13,10,,,0,Matches
87,Burak Bekaroğlu,,DF,Hatayspor,25,1997,3.0,0,0,0,3,1,0,1,2,4,,,0,Matches
88,Burak Bekaroğlu,,DF,Fatih Karagümrük,25,1997,2.0,0,0,0,1,3,1,0,2,2,,,0,Matches
89,Efkan Bekiroğlu,,MF,Alanyaspor,26,1995,15.8,2,0,0,17,14,1,14,6,6,,,0,Matches
90,Younès Belhanda,ma MAR,"FW,MF",Adana Demirspor,32,1990,25.2,5,2,0,23,27,8,69,7,22,,,0,Matches
91,Mortadha Ben Ouanes,tn TUN,"DF,MF",Kasımpaşa,28,1994,26.5,9,1,1,26,45,11,77,37,23,,,0,Matches
92,Oğuzhan Berber,tr TUR,"DF,MF",İstanbulspor,30,1992,12.7,1,0,0,3,8,0,16,22,19,,,0,Matches
93,Giorgi Beridze,ge GEO,MF,Ankaragücü,25,1997,18.6,0,0,0,10,27,10,31,9,10,,,0,Matches
94,Rahmetullah Berişbek,tr TUR,MF,Giresunspor,23,1999,2.9,1,0,0,4,2,0,11,6,9,,,0,Matches
95,Mergim Berisha,de GER,FW,Fenerbahçe,24,1998,0.2,1,0,0,1,1,0,2,0,0,,,0,Matches
96,Andrea Bertolacci,it ITA,MF,Kayserispor,31,1991,2.7,1,0,0,3,8,0,1,3,2,,,0,Matches
97,Andrea Bertolacci,it ITA,MF,Fatih Karagümrük,31,1991,9.2,5,0,0,17,23,0,16,4,5,,,0,Matches
98,Adel Bettaieb,tn TUN,FW,Ümraniyespor,25,1997,8.0,1,0,0,10,19,7,13,0,2,,,0,Matches
99,Lucas Biglia,ar ARG,MF,Başakşehir,36,1986,18.2,6,0,0,29,26,0,12,28,21,,,0,Matches
100,Hayrullah Bilazer,,DF,Giresunspor,27,1995,30.4,7,0,0,29,20,4,73,41,43,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Emre Bilgin,tr TUR,GK,Beşiktaş,18,2004,2.0,0,0,0,0,0,0,0,0,0,,,0,Matches
102,Tayfur Bingöl,tr TUR,MF,Alanyaspor,29,1993,1.5,1,0,0,3,4,0,3,1,0,,,0,Matches
103,Tayfur Bingöl,tr TUR,"MF,DF",Beşiktaş,29,1993,10.6,1,0,0,10,10,1,17,7,16,,,0,Matches
104,Mame Biram Diouf,sn SEN,FW,Konyaspor,34,1987,18.3,2,1,1,22,14,19,2,2,7,,,0,Matches
105,Davide Biraschi,it ITA,DF,Fatih Karagümrük,28,1994,27.5,5,1,1,42,23,0,28,36,28,,,0,Matches
106,Birkir Bjarnason,is ISL,"MF,FW",Adana Demirspor,34,1988,2.5,0,0,0,1,4,0,2,1,1,,,0,Matches
107,Sacha Boey,fr FRA,DF,Galatasaray,21,2000,30.1,8,1,0,48,27,2,95,52,55,,,0,Matches
108,Ruud Boffin,be BEL,GK,Antalyaspor,34,1987,7.0,0,0,0,1,0,0,0,0,1,,,0,Matches
109,Fabio Borini,it ITA,"FW,MF",Fatih Karagümrük,31,1991,26.3,6,0,0,30,64,10,37,29,21,,,0,Matches
110,Arif Boşluk,,"MF,DF",Trabzonspor,19,2003,3.2,0,0,0,2,1,0,15,7,6,,,0,Matches
111,Andreas Bouchalakis,gr GRE,MF,Konyaspor,29,1993,8.1,2,0,0,11,6,0,3,9,7,,,0,Matches
112,Mehdi Boudjemaa,dz ALG,MF,Hatayspor,24,1998,12.0,5,0,0,20,20,1,11,6,11,,,0,Matches
113,Tyler Boyd,us USA,"FW,MF",Beşiktaş,27,1994,0.5,0,0,0,1,1,0,0,0,0,,,0,Matches
114,Umut Bozok,tr TUR,FW,Trabzonspor,25,1996,12.7,3,0,0,24,20,11,3,2,11,,,0,Matches
115,Bruma,pt POR,"FW,MF",Fenerbahçe,27,1994,0.3,0,0,0,0,0,0,2,0,0,,,0,Matches
116,Jeffrey Bruma,nl NED,DF,Kasımpaşa,30,1991,8.1,1,0,0,12,4,0,0,8,1,,,0,Matches
117,Onur Bulut,tr TUR,DF,Beşiktaş,28,1994,6.5,1,0,0,8,7,0,13,11,5,,,0,Matches
118,Onur Bulut,tr TUR,DF,Kayserispor,28,1994,21.0,1,0,0,12,16,1,41,20,30,,,0,Matches
119,Zymer Bytyqi,no NOR,MF,Konyaspor,25,1996,16.5,2,0,0,5,5,9,81,7,7,,,0,Matches
120,Torgeir Børven,no NOR,FW,Gaziantep FK,30,1991,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
121,Musa Çağıran,tr TUR,MF,Hatayspor,29,1992,4.5,2,0,0,6,5,0,4,6,6,,,0,Matches
122,Oğulcan Çağlayan,tr TUR,"FW,MF",Giresunspor,26,1996,2.0,0,0,0,2,3,1,1,0,0,,,0,Matches
123,Júnior Caiçara,br BRA,DF,Başakşehir,33,1989,7.1,2,0,0,12,3,1,10,6,7,,,0,Matches
124,Jordy Caicedo,ec ECU,FW,Sivasspor,24,1997,5.3,0,0,0,14,8,7,5,2,1,,,0,Matches
125,Aldin Čajić,ba BIH,MF,İstanbulspor,29,1992,1.4,0,0,0,2,0,1,0,1,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Uğurcan Çakır,tr TUR,GK,Trabzonspor,26,1996,30.7,3,0,0,0,3,0,0,0,0,,,0,Matches
127,Francisco Calvo,cr CRC,DF,Konyaspor,30,1992,30.8,12,0,0,28,19,10,1,46,23,,,1,Matches
128,Samba Camara,ml MLI,DF,Sivasspor,29,1992,5.8,1,0,0,9,7,0,0,10,17,,,0,Matches
129,Gustavo Campanharo,br BRA,MF,Kayserispor,30,1992,18.9,1,0,0,39,28,0,5,34,53,,,0,Matches
130,Jorman Campuzano,co COL,MF,Giresunspor,26,1996,23.4,6,0,0,36,52,2,8,38,36,,,0,Matches
131,Erol Can Akdağ,,MF,Giresunspor,25,1996,0.7,0,0,0,2,2,0,0,1,1,,,0,Matches
132,İrfan Can Eğribayat,tr TUR,GK,Fenerbahçe,24,1998,8.0,2,0,0,0,1,0,0,0,0,,,0,Matches
133,Faruk Can Genç,,DF,Giresunspor,22,2000,6.9,3,0,0,5,3,0,15,13,7,,,0,Matches
134,Mert Can,,DF,Ankaragücü,17,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
135,Daniel Candeias,pt POR,"MF,FW",Alanyaspor,34,1988,17.4,5,0,0,28,11,5,107,7,33,,,0,Matches
136,Atakan Çankaya,tr TUR,DF,Ankaragücü,24,1998,14.9,4,0,0,14,25,2,2,17,25,,,0,Matches
137,Erdem Canpolat,de GER,GK,Kasımpaşa,21,2001,9.0,1,0,0,0,0,0,0,1,0,,,0,Matches
138,Miguel Filipe Nunes Cardoso,pt POR,"MF,FW",Kayserispor,28,1994,25.9,8,0,0,47,38,10,134,12,19,,,0,Matches
139,Lionel Carole,fr FRA,DF,Kayserispor,31,1991,22.2,4,0,0,27,29,0,29,44,15,,,0,Matches
140,Steven Caulker,sl SLE,DF,Fatih Karagümrük,30,1991,4.2,0,0,0,2,2,0,0,8,4,,,0,Matches
141,Ivan Cavaleiro,pt POR,"MF,FW",Alanyaspor,28,1993,12.0,2,0,0,19,12,3,72,7,5,,,0,Matches
142,Endri Çekiçi,al ALB,MF,Konyaspor,25,1996,12.2,3,0,0,20,20,5,18,1,11,,,0,Matches
143,Batuhan Çelik,tr TUR,FW,Başakşehir,17,2005,0.4,0,0,0,2,0,0,1,0,2,,,0,Matches
144,Bersant Celina,xk KVX,MF,Kasımpaşa,25,1996,10.9,1,0,0,4,7,3,22,6,8,,,0,Matches
145,Murat Cem Akpınar,tr TUR,MF,Giresunspor,23,1999,9.0,4,0,0,23,17,0,23,12,18,,,0,Matches
146,Muzaffer Cem Kablan,,GK,Fatih Karagümrük,22,2000,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
147,Sahverdi Cetin,de GER,MF,Ankaragücü,21,2000,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
148,Erdem Çetinkaya,tr TUR,FW,Kasımpaşa,21,2001,0.4,0,0,0,2,1,0,0,0,1,,,0,Matches
149,Oğuz Ceylan,tr TUR,DF,Ankaragücü,31,1990,8.1,3,0,0,14,6,3,42,5,13,,,0,Matches
150,Nacer Chadli,be BEL,MF,Başakşehir,32,1989,0.7,0,0,0,1,0,0,0,0,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Charis Charisis,gr GRE,MF,Sivasspor,27,1995,19.3,3,0,0,28,41,0,16,24,49,,,0,Matches
152,Anastasios Chatzigiovannis,gr GRE,"MF,FW",Ankaragücü,25,1997,9.3,2,0,0,9,10,8,40,4,3,,,0,Matches
153,Mounir Chouiar,fr FRA,"FW,MF",Başakşehir,23,1999,10.5,1,0,0,15,12,4,18,12,12,,,0,Matches
154,Mounir Chouiar,fr FRA,"MF,FW",Kasımpaşa,23,1999,10.6,1,0,0,11,13,2,47,11,7,,,0,Matches
155,Alexandru Cicâldău,ro ROU,MF,Galatasaray,25,1997,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches
156,Ibrahim Cicek,,MF,Ankaragücü,15,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
157,Uğur Çiftçi,tr TUR,DF,Sivasspor,30,1992,19.9,5,1,1,29,15,3,69,24,29,,,0,Matches
158,Sadık Çiftpınar,tr TUR,DF,Kasımpaşa,29,1993,11.3,4,0,0,16,20,0,0,23,11,,,0,Matches
159,Tolga Ciğerci,tr TUR,MF,Ankaragücü,30,1992,15.9,5,0,0,35,24,0,30,33,18,,,0,Matches
160,Mirza Cihan,,MF,Gaziantep FK,21,2000,1.6,0,0,0,1,1,1,0,0,4,,,0,Matches
161,Sokol Cikalleshi,al ALB,FW,Konyaspor,32,1990,1.1,0,0,0,1,1,0,0,0,4,,,0,Matches
162,Ramazan Civelek,tr TUR,MF,Kayserispor,26,1996,12.8,2,0,0,11,8,1,38,8,12,,,0,Matches
163,Isaac Cofie,gh GHA,MF,Sivasspor,30,1991,9.6,2,0,0,9,8,0,0,13,13,,,0,Matches
164,İsmail Çokçalış,tr TUR,DF,Adana Demirspor,22,2000,4.5,1,0,0,3,1,0,4,3,5,,,0,Matches
165,Ebrima Colley,gm GAM,"FW,MF",Fatih Karagümrük,22,2000,16.4,5,1,1,23,25,5,55,20,11,,,0,Matches
166,Omar Colley,gm GAM,DF,Beşiktaş,29,1992,10.0,4,0,0,11,14,0,0,16,5,,,0,Matches
167,Kamil Çörekçi,tr TUR,DF,Hatayspor,30,1992,15.9,5,0,0,11,5,0,42,14,21,,,0,Matches
168,Andreas Cornelius,dk DEN,FW,Trabzonspor,29,1993,3.8,0,0,0,9,4,1,0,0,0,,,0,Matches
169,Crespo,pt POR,MF,Fenerbahçe,25,1996,12.9,6,1,1,38,52,0,12,9,22,,,0,Matches
170,Enzo Crivelli,fr FRA,FW,Başakşehir,27,1995,0.2,1,0,0,1,0,0,1,0,0,,,0,Matches
171,Mehmet Dadakdeniz,tr TUR,GK,Antalyaspor,22,1999,1.0,0,0,0,1,1,0,0,0,0,,,0,Matches
172,Brahim Darri,nl NED,"FW,MF",Fatih Karagümrük,27,1994,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches
173,Doğan Davas,,MF,Giresunspor,24,1997,5.7,1,0,0,9,7,1,1,6,4,,,0,Matches
174,Sergio Antonio De Luiz Junior,br BRA,MF,Giresunspor,27,1995,26.1,6,1,0,35,38,6,57,16,33,,,0,Matches
175,Yonathan Del Valle,ve VEN,"FW,MF",Ümraniyespor,32,1990,8.0,2,0,0,14,10,5,51,2,13,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Simon Deli,ci CIV,DF,İstanbulspor,30,1991,7.8,1,1,0,2,0,0,1,11,2,,,0,Matches
177,Anıl Demir,,GK,Ümraniyespor,25,1996,1.0,0,0,0,0,1,0,0,0,0,,,0,Matches
178,Muhammet Demir,tr TUR,FW,Konyaspor,30,1992,15.6,2,0,0,21,35,6,0,1,10,,,0,Matches
179,Yusuf Demir,at AUT,MF,Galatasaray,19,2003,0.8,0,0,0,0,0,0,2,1,1,,,0,Matches
180,Adil Demirbağ,tr TUR,DF,Konyaspor,24,1997,26.6,11,1,1,31,25,0,4,27,17,,,0,Matches
181,Kahraman Demirtapa,tr TUR,DF,Konyaspor,28,1994,2.8,1,0,0,5,6,0,0,1,2,,,1,Matches
182,Stefano Denswil,sr SUR,DF,Trabzonspor,29,1993,13.2,2,0,0,13,10,1,3,13,11,,,0,Matches
183,Eren Derdiyok,ch SUI,FW,Ankaragücü,34,1988,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
184,Ersin Destanoğlu,tr TUR,GK,Beşiktaş,21,2001,9.0,0,0,0,0,2,0,0,0,0,,,1,Matches
185,Lamine Diack,sn SEN,MF,Ankaragücü,21,2000,15.4,7,0,0,44,17,0,0,32,32,,,1,Matches
186,Mbaye Diagne,sn SEN,FW,Fatih Karagümrük,30,1991,27.8,6,0,0,28,34,17,4,3,3,,,0,Matches
187,Famara Diedhiou,sn SEN,FW,Alanyaspor,29,1992,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
188,Soner Dikmen,tr TUR,MF,Konyaspor,28,1993,28.0,3,0,0,24,33,7,25,33,30,,,0,Matches
189,Selim Dilli,,DF,Kasımpaşa,24,1998,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
190,Deniz Dilmen,,GK,Başakşehir,17,2005,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
191,Djaniny,cv CPV,"MF,FW",Trabzonspor,31,1991,8.6,0,0,0,6,7,1,13,3,1,,,0,Matches
192,Papy Djilobodji,sn SEN,DF,Gaziantep FK,33,1988,18.1,8,0,0,14,9,1,8,33,6,,,0,Matches
193,Papy Djilobodji,sn SEN,DF,Kasımpaşa,33,1988,10.0,2,1,0,5,4,0,0,10,7,,,0,Matches
194,Ryan Donk,sr SUR,DF,Kasımpaşa,36,1986,19.0,2,0,0,13,18,1,1,30,12,,,0,Matches
195,Idrissa Doumbia,ci CIV,MF,Alanyaspor,24,1998,16.0,9,0,0,19,5,0,3,10,16,,,0,Matches
196,Ibrahim Drešević,xk KVX,DF,Fatih Karagümrük,25,1997,32.0,4,0,0,38,24,2,6,42,41,,,1,Matches
197,Léo Duarte,br BRA,DF,Başakşehir,26,1996,27.9,3,0,0,18,18,1,3,26,31,,,1,Matches
198,Leo Dubois,fr FRA,DF,Galatasaray,27,1994,11.0,0,0,0,6,15,1,41,12,12,,,0,Matches
199,Jeremy Dudziak,tn TUN,MF,Hatayspor,26,1995,1.0,0,0,0,3,3,0,5,2,1,,,0,Matches
200,Tuncer Duhan Aksu,,DF,İstanbulspor,24,1997,23.6,6,0,0,19,11,3,35,47,26,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Demeaco Duhaney,eng ENG,DF,İstanbulspor,23,1998,17.9,5,0,0,13,15,3,32,15,12,,,0,Matches
202,Abdullah Durak,tr TUR,MF,Ankaragücü,35,1987,2.0,0,0,0,3,0,0,0,0,5,,,0,Matches
203,Jimmy Durmaz,se SWE,MF,Fatih Karagümrük,33,1989,10.7,2,0,0,10,17,0,18,7,5,,,0,Matches
204,Abdurrahim Dursun,tr TUR,DF,Adana Demirspor,23,1998,3.6,0,0,0,7,2,0,5,8,2,,,0,Matches
205,Salih Dursun,tr TUR,DF,Fatih Karagümrük,31,1991,9.7,4,0,0,12,5,2,11,16,15,,,0,Matches
206,Serdar Dursun,tr TUR,FW,Fenerbahçe,30,1991,4.0,1,0,0,10,11,0,2,1,0,,,0,Matches
