rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,pk,pkatt,matches
189,Selim Dilli,,DF,Kasımpaşa,24,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
190,Deniz Dilmen,,GK,Başakşehir,17,2005,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
191,Djaniny,cv CPV,"MF,FW",Trabzonspor,31,1991,8.6,0,16,8,50.0,1.86,0.93,0.00,0.00,,0,0,Matches
192,Papy Djilobodji,sn SEN,DF,Gaziantep FK,33,1988,18.1,1,11,4,36.4,0.61,0.22,0.09,0.25,,0,0,Matches
193,Papy Djilobodji,sn SEN,DF,Kasımpaşa,33,1988,10.0,1,3,1,33.3,0.30,0.10,0.33,1.00,,0,0,Matches
194,Ryan Donk,sr SUR,DF,Kasımpaşa,36,1986,19.0,1,8,3,37.5,0.42,0.16,0.13,0.33,,0,0,Matches
195,Idrissa Doumbia,ci CIV,MF,Alanyaspor,24,1998,16.0,2,16,6,37.5,1.00,0.37,0.13,0.33,,0,0,Matches
196,Ibrahim Drešević,xk KVX,DF,Fatih Karagümrük,25,1997,32.0,1,5,3,60.0,0.16,0.09,0.20,0.33,,0,0,Matches
197,Léo Duarte,br BRA,DF,Başakşehir,26,1996,27.9,0,15,8,53.3,0.54,0.29,0.00,0.00,,0,0,Matches
198,Leo Dubois,fr FRA,DF,Galatasaray,27,1994,11.0,1,11,3,27.3,1.00,0.27,0.09,0.33,,0,0,Matches
199,Jeremy Dudziak,tn TUN,MF,Hatayspor,26,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
200,Tuncer Duhan Aksu,,DF,İstanbulspor,24,1997,23.6,0,3,0,0.0,0.13,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
201,Demeaco Duhaney,eng ENG,DF,İstanbulspor,23,1998,17.9,1,8,3,37.5,0.45,0.17,0.13,0.33,,0,0,Matches
202,Abdullah Durak,tr TUR,MF,Ankaragücü,35,1987,2.0,0,1,0,0.0,0.50,0.00,0.00,,,0,0,Matches
203,Jimmy Durmaz,se SWE,MF,Fatih Karagümrük,33,1989,10.7,0,16,6,37.5,1.50,0.56,0.00,0.00,,0,0,Matches
204,Abdurrahim Dursun,tr TUR,DF,Adana Demirspor,23,1998,3.6,0,1,0,0.0,0.28,0.00,0.00,,,0,0,Matches
205,Salih Dursun,tr TUR,DF,Fatih Karagümrük,31,1991,9.7,1,9,4,44.4,0.93,0.41,0.11,0.25,,0,0,Matches
206,Serdar Dursun,tr TUR,FW,Fenerbahçe,30,1991,4.0,1,12,4,33.3,2.97,0.99,0.08,0.25,,0,0,Matches
207,Artem Dzyuba,ru RUS,FW,Adana Demirspor,33,1988,1.8,1,3,1,33.3,1.63,0.54,0.33,1.00,,0,0,Matches
208,Patrick Ebert,de GER,"FW,MF",İstanbulspor,35,1987,1.7,0,3,0,0.0,1.73,0.00,0.00,,,0,0,Matches
209,Houssam Eddine Ghacha,dz ALG,MF,Antalyaspor,26,1995,13.4,0,17,5,29.4,1.27,0.37,0.00,0.00,,0,0,Matches
210,Wilson Eduardo,ao ANG,"FW,MF",Alanyaspor,32,1990,7.8,4,19,8,42.1,2.42,1.02,0.21,0.50,,0,0,Matches
211,Eren Elmalı,tr TUR,DF,Trabzonspor,22,2000,30.8,0,12,0,0.0,0.39,0.00,0.00,,,0,0,Matches
212,Yunus Emre Mertoğlu,,MF,Ümraniyespor,21,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,Matches
213,Hasan Emre Yeşilyurt,,DF,Kasımpaşa,21,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
214,Ahmet Engin,de GER,MF,Kasımpaşa,25,1996,8.0,1,16,7,43.8,1.99,0.87,0.06,0.14,,0,0,Matches
215,Alexandru Epureanu,md MDA,DF,Ümraniyespor,35,1986,13.0,0,9,4,44.4,0.69,0.31,0.00,0.00,,0,0,Matches
216,Alexandru Epureanu,md MDA,DF,Başakşehir,35,1986,3.4,0,2,0,0.0,0.59,0.00,0.00,,,0,0,Matches
217,Çagan Erciyas,tr TUR,DF,Alanyaspor,19,2003,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
218,Ziya Erdal,tr TUR,DF,Sivasspor,34,1988,11.6,0,0,0,,0.00,0.00,,,,0,0,Matches
219,Mustafa Erdilman,,MF,Antalyaspor,18,2004,0.5,0,2,0,0.0,3.91,0.00,0.00,,,0,0,Matches
220,Okan Erdogan,de GER,DF,İstanbulspor,23,1998,29.1,0,5,1,20.0,0.17,0.03,0.00,0.00,,0,0,Matches
221,Osman Erdogan,,FW,Ümraniyespor,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
222,Yusuf Erdoğan,tr TUR,"DF,MF",Trabzonspor,29,1992,0.6,0,1,0,0.0,1.73,0.00,0.00,,,0,0,Matches
223,Yusuf Erdoğan,tr TUR,MF,Adana Demirspor,29,1992,1.7,0,6,1,16.7,3.46,0.58,0.00,0.00,,0,0,Matches
224,Erhan Erentürk,tr TUR,GK,Konyaspor,27,1995,5.0,0,0,0,,0.00,0.00,,,,0,0,Matches
225,Onur Ergün,tr TUR,MF,Hatayspor,29,1992,13.6,1,9,2,22.2,0.66,0.15,0.11,0.50,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
226,Onur Ergün,tr TUR,MF,İstanbulspor,29,1992,6.7,1,10,3,30.0,1.49,0.45,0.10,0.33,,0,0,Matches
227,Caner Erkin,tr TUR,DF,Fatih Karagümrük,33,1988,12.0,0,6,2,33.3,0.50,0.17,0.00,0.00,,0,0,Matches
228,Caner Erkin,tr TUR,DF,Başakşehir,33,1988,3.7,0,0,0,,0.00,0.00,,,,0,0,Matches
229,Ertuğrul Ersoy,tr TUR,DF,İstanbulspor,25,1997,0.6,0,1,0,0.0,1.64,0.00,0.00,,,0,0,Matches
230,Ertuğrul Ersoy,tr TUR,DF,Gaziantep FK,25,1997,17.8,2,13,5,38.5,0.73,0.28,0.15,0.40,,0,0,Matches
231,Mustafa Eser,tr TUR,DF,Ümraniyespor,20,2001,7.4,0,2,0,0.0,0.27,0.00,0.00,,,0,0,Matches
232,Mustafa Eskihellaç,tr TUR,MF,Gaziantep FK,25,1997,9.7,1,12,4,33.3,1.24,0.41,0.08,0.25,,0,0,Matches
233,Mustafa Eskihellaç,tr TUR,MF,Kasımpaşa,25,1997,2.6,0,4,0,0.0,1.54,0.00,0.00,,,0,0,Matches
234,Berat Eskin,,MF,Kayserispor,17,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
235,Valon Ethemi,mk MKD,MF,İstanbulspor,24,1997,24.6,12,53,20,37.7,2.15,0.81,0.17,0.45,,3,3,Matches
236,Jean Evrard Kouassi,ci CIV,"FW,MF",Fatih Karagümrük,27,1994,8.9,3,18,8,44.4,2.03,0.90,0.17,0.38,,0,0,Matches
237,Jean Evrard Kouassi,ci CIV,"FW,MF",Trabzonspor,27,1994,1.3,0,5,1,20.0,3.91,0.78,0.00,0.00,,0,0,Matches
238,Erkan Eyibil,tr TUR,MF,Antalyaspor,21,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
239,Valentin Eysseric,fr FRA,MF,Kasımpaşa,30,1992,28.6,3,57,12,21.1,1.99,0.42,0.02,0.08,,2,2,Matches
240,Simon Falette,gn GUI,DF,Hatayspor,30,1992,6.4,0,4,1,25.0,0.62,0.16,0.00,0.00,,0,0,Matches
241,Mamadou Fall,sn SEN,"MF,FW",Kasımpaşa,30,1991,32.8,8,46,22,47.8,1.40,0.67,0.17,0.36,,0,0,Matches
242,Zouhair Feddal,ma MAR,DF,Alanyaspor,33,1989,4.9,0,1,0,0.0,0.20,0.00,0.00,,,0,0,Matches
243,Sofiane Feghouli,dz ALG,MF,Fatih Karagümrük,32,1989,3.5,0,7,4,57.1,2.01,1.15,0.00,0.00,,0,0,Matches
244,Leroy Fer,nl NED,"MF,DF",Alanyaspor,32,1990,25.8,1,19,6,31.6,0.74,0.23,0.05,0.17,,0,0,Matches
245,Zinedine Ferhat,dz ALG,MF,Alanyaspor,29,1993,11.7,1,15,4,26.7,1.28,0.34,0.07,0.25,,0,0,Matches
246,Gedson Fernandes,pt POR,MF,Beşiktaş,23,1999,29.6,3,33,10,30.3,1.11,0.34,0.09,0.30,,0,0,Matches
247,Fernando,br BRA,MF,Antalyaspor,30,1992,28.7,5,51,17,33.3,1.78,0.59,0.08,0.24,,1,1,Matches
248,Mehmet Feyzi Yıldırım,tr TUR,MF,Kasımpaşa,26,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
249,João Figueiredo,my MAS,"FW,MF",Gaziantep FK,26,1996,19.4,7,40,20,50.0,2.06,1.03,0.18,0.35,,0,0,Matches
250,João Figueiredo,my MAS,FW,Başakşehir,26,1996,9.1,3,30,8,26.7,3.29,0.88,0.10,0.38,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
251,Sherel Floranus,cw CUW,DF,Antalyaspor,23,1998,5.3,0,1,0,0.0,0.19,0.00,0.00,,,0,0,Matches
252,Fredy,ao ANG,MF,Antalyaspor,32,1990,16.5,3,42,16,38.1,2.55,0.97,0.07,0.19,,0,0,Matches
253,Kerim Frei,tr TUR,"FW,MF",Fatih Karagümrük,28,1993,6.0,3,5,4,80.0,0.83,0.67,0.60,0.75,,0,0,Matches
254,Emeka Friday Eze,ng NGA,FW,İstanbulspor,25,1996,12.4,4,28,10,35.7,2.26,0.81,0.14,0.40,,0,0,Matches
255,Nika Gagnidze,ge GEO,MF,Ümraniyespor,21,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
256,Mario Gavranović,ch SUI,FW,Kayserispor,32,1989,13.5,5,22,7,31.8,1.63,0.52,0.18,0.57,,1,1,Matches
257,Jean-Philippe Gbamin,ci CIV,"MF,DF",Trabzonspor,26,1995,10.3,0,7,1,14.3,0.68,0.10,0.00,0.00,,0,0,Matches
258,Turgay Gemicibaşi,,MF,Kasımpaşa,26,1996,3.3,0,0,0,,0.00,0.00,,,,0,0,Matches
259,Geraldo,ao ANG,"MF,FW",Ümraniyespor,30,1991,20.6,1,36,14,38.9,1.75,0.68,0.03,0.07,,0,0,Matches
260,Amar Gerxhaliu,xk KVX,DF,Antalyaspor,20,2002,2.3,0,0,0,,0.00,0.00,,,,0,0,Matches
261,Baran Gezek,tr TUR,MF,Kayserispor,16,2005,1.3,0,0,0,,0.00,0.00,,,,0,0,Matches
262,Valentin Gheorghe,ro ROU,"MF,DF",Ümraniyespor,25,1997,11.0,1,26,4,15.4,2.37,0.37,0.04,0.25,,0,0,Matches
263,Rachid Ghezzal,dz ALG,MF,Beşiktaş,30,1992,5.5,2,12,6,50.0,2.20,1.10,0.08,0.17,,1,1,Matches
264,Ali Gholizadeh,ir IRN,MF,Kasımpaşa,26,1996,1.6,0,2,0,0.0,1.27,0.00,0.00,,,0,0,Matches
265,Tomislav Glumac,hr CRO,DF,Ümraniyespor,31,1991,26.3,2,20,5,25.0,0.76,0.19,0.10,0.40,,0,0,Matches
266,Okechukwu Godson Azubuike,ng NGA,MF,Başakşehir,25,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
267,Emre Gökay,tr TUR,FW,Sivasspor,16,2006,1.0,1,5,2,40.0,4.79,1.91,0.20,0.50,,0,0,Matches
268,Serkan Göksu,tr TUR,"MF,DF",Ümraniyespor,29,1993,21.0,0,8,2,25.0,0.38,0.10,0.00,0.00,,0,0,Matches
269,Maxi Gómez,uy URU,FW,Trabzonspor,25,1996,21.3,5,49,22,44.9,2.31,1.04,0.10,0.23,,0,0,Matches
270,Bafétimbi Gomis,fr FRA,FW,Galatasaray,36,1985,7.6,8,32,15,46.9,4.20,1.97,0.25,0.53,,0,1,Matches
271,Cenk Gönen,tr TUR,GK,Kayserispor,34,1988,4.1,0,0,0,,0.00,0.00,,,,0,0,Matches
272,Dimitris Goutas,gr GRE,DF,Sivasspor,28,1994,29.8,0,20,4,20.0,0.67,0.13,0.00,0.00,,0,0,Matches
273,Max Gradel,ci CIV,"MF,FW",Sivasspor,34,1987,25.1,7,44,22,50.0,1.75,0.88,0.07,0.14,,4,4,Matches
274,Daniel Graovac,ba BIH,DF,Kasımpaşa,28,1993,11.5,0,5,3,60.0,0.43,0.26,0.00,0.00,,0,0,Matches
275,Ahmet Gülay,tr TUR,DF,Alanyaspor,19,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
276,Fredrik Gulbrandsen,no NOR,"FW,MF",Adana Demirspor,29,1992,6.9,2,23,9,39.1,3.33,1.30,0.09,0.22,,0,0,Matches
277,Arda Güler,tr TUR,MF,Fenerbahçe,17,2005,10.1,4,34,12,35.3,3.38,1.19,0.12,0.33,,0,0,Matches
278,Semih Güler,,DF,Adana Demirspor,27,1994,24.3,0,10,1,10.0,0.41,0.04,0.00,0.00,,0,0,Matches
279,Sinan Gümüş,de GER,"MF,FW",Antalyaspor,28,1994,5.3,0,7,4,57.1,1.32,0.76,0.00,0.00,,0,0,Matches
280,Umut Güneş,tr TUR,MF,Alanyaspor,22,2000,20.2,2,15,6,40.0,0.74,0.30,0.13,0.33,,0,0,Matches
281,Bahadır Güngördü,,GK,Ankaragücü,24,1997,11.7,0,0,0,,0.00,0.00,,,,0,0,Matches
282,Mert Günok,tr TUR,GK,Beşiktaş,33,1989,23.0,0,0,0,,0.00,0.00,,,,0,0,Matches
283,Oğuz Gürbulak,,MF,Ümraniyespor,29,1992,19.0,1,22,6,27.3,1.16,0.32,0.05,0.17,,0,0,Matches
284,Yasin Güreler,,DF,Ankaragücü,31,1991,9.3,1,6,2,33.3,0.65,0.22,0.17,0.50,,0,0,Matches
285,Sindri Guri,al ALB,FW,İstanbulspor,28,1993,2.8,0,6,2,33.3,2.15,0.72,0.00,0.00,,0,0,Matches
286,Serdar Gürler,tr TUR,"MF,FW",Başakşehir,30,1991,20.8,6,41,17,41.5,1.97,0.82,0.15,0.35,,0,0,Matches
287,Günay Güvenç,tr TUR,GK,Gaziantep FK,31,1991,22.0,0,0,0,,0.00,0.00,,,,0,0,Matches
288,Günay Güvenç,tr TUR,GK,Kasımpaşa,31,1991,8.0,0,0,0,,0.00,0.00,,,,0,0,Matches
289,Günes Güventürk,,FW,Ümraniyespor,17,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
290,Florent Hadergjonaj,xk KVX,DF,Kasımpaşa,28,1994,22.5,3,8,5,62.5,0.36,0.22,0.00,0.00,,3,3,Matches
291,Amir Hadžiahmetović,ba BIH,MF,Beşiktaş,25,1997,10.7,1,7,2,28.6,0.65,0.19,0.14,0.50,,0,0,Matches
292,Amir Hadžiahmetović,ba BIH,MF,Konyaspor,25,1997,18.0,3,22,6,27.3,1.22,0.33,0.00,0.00,,3,3,Matches
293,Haris Hajradinović,ba BIH,MF,Kasımpaşa,28,1994,24.7,2,38,10,26.3,1.54,0.40,0.05,0.20,,0,0,Matches
294,Marek Hamšík,sk SVK,MF,Trabzonspor,35,1987,11.9,3,23,8,34.8,1.93,0.67,0.09,0.25,,1,1,Matches
295,Matěj Hanousek,cz CZE,"DF,MF",Gaziantep FK,29,1993,14.0,0,1,1,100.0,0.07,0.07,0.00,0.00,,0,0,Matches
296,Matěj Hanousek,cz CZE,"MF,DF",Ankaragücü,29,1993,9.1,0,3,1,33.3,0.33,0.11,0.00,0.00,,0,0,Matches
297,Dogucan Haspolat,tr TUR,"MF,DF",Trabzonspor,22,2000,8.4,1,4,2,50.0,0.48,0.24,0.25,0.50,,0,0,Matches
298,Gustavo Henrique,br BRA,DF,Fenerbahçe,29,1993,11.5,2,7,3,42.9,0.61,0.26,0.29,0.67,,0,0,Matches
299,Majid Hosseini,ir IRN,DF,Kayserispor,26,1996,22.4,2,9,2,22.2,0.40,0.09,0.22,1.00,,0,0,Matches
300,Vitor Hugo,br BRA,DF,Trabzonspor,31,1991,17.6,1,14,4,28.6,0.80,0.23,0.07,0.25,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
301,Atiba Hutchinson,ca CAN,MF,Beşiktaş,39,1983,0.9,1,1,1,100.0,1.10,1.10,0.00,0.00,,1,1,Matches
302,Mauro Icardi,ar ARG,FW,Galatasaray,29,1993,20.9,22,81,42,51.9,3.87,2.01,0.20,0.38,,6,9,Matches
303,Edgar Ié,gw GNB,DF,Başakşehir,28,1994,2.2,0,0,0,,0.00,0.00,,,,0,0,Matches
304,Uche Ikpeazu,ug UGA,FW,Konyaspor,27,1995,2.2,0,10,3,30.0,4.55,1.36,0.00,0.00,,0,0,Matches
305,Gökhan Inler,ch SUI,MF,Adana Demirspor,38,1984,12.5,2,21,5,23.8,1.68,0.40,0.10,0.40,,0,0,Matches
306,Hamza Jaganjac,ba BIH,FW,Adana Demirspor,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
307,Leke James,ng NGA,FW,Sivasspor,29,1992,6.7,3,21,8,38.1,3.13,1.19,0.14,0.38,,0,0,Matches
308,Adnan Januzaj,be BEL,"MF,FW",Başakşehir,27,1995,6.9,2,14,3,21.4,2.04,0.44,0.14,0.67,,0,0,Matches
309,David Jensen,dk DEN,GK,İstanbulspor,30,1992,32.0,0,0,0,,0.00,0.00,,,,0,0,Matches
310,Jesé,es ESP,"MF,FW",Ankaragücü,29,1993,6.5,2,12,4,33.3,1.86,0.62,0.08,0.25,,1,1,Matches
311,Marko Jevtović,rs SRB,MF,Gaziantep FK,29,1993,20.9,3,17,5,29.4,0.81,0.24,0.18,0.60,,0,0,Matches
312,Ayoub El Kaabi,ma MAR,"FW,MF",Hatayspor,29,1993,20.0,8,54,21,38.9,2.70,1.05,0.11,0.29,,2,2,Matches
313,Emir Kaan Gültekin,tr TUR,"MF,FW",İstanbulspor,21,2000,11.9,2,29,11,37.9,2.43,0.92,0.07,0.18,,0,0,Matches
314,Ali Kaan Güneren,tr TUR,MF,Ankaragücü,22,2000,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
315,Melih Kabasakal,,MF,İstanbulspor,26,1996,15.0,1,13,8,61.5,0.87,0.53,0.08,0.13,,0,0,Matches
316,Ferdi Kadioglu,tr TUR,"DF,MF",Fenerbahçe,22,1999,31.7,3,22,7,31.8,0.69,0.22,0.14,0.43,,0,0,Matches
317,İrfan Kahveci,tr TUR,MF,Fenerbahçe,27,1995,16.7,4,30,12,40.0,1.80,0.72,0.13,0.33,,0,0,Matches
318,Berat Kalkan,mk MKD,FW,Kasımpaşa,19,2003,1.5,0,2,0,0.0,1.34,0.00,0.00,,,0,0,Matches
319,Kesselly Kamara,lr LBR,"FW,MF",Hatayspor,24,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
320,Kaan Kanak,tr TUR,"MF,DF",Hatayspor,31,1990,8.9,1,13,3,23.1,1.46,0.34,0.08,0.33,,0,0,Matches
321,Burak Kapacak,tr TUR,FW,Fatih Karagümrük,22,1999,2.9,1,3,2,66.7,1.05,0.70,0.33,0.50,,0,0,Matches
322,Ferhat Kaplan,tr TUR,GK,Giresunspor,33,1989,12.2,0,0,0,,0.00,0.00,,,,0,0,Matches
323,Aytaç Kara,tr TUR,MF,Kasımpaşa,29,1993,16.7,3,35,13,37.1,2.10,0.78,0.06,0.15,,1,1,Matches
324,Efecan Karaca,tr TUR,"MF,FW",Alanyaspor,32,1989,25.9,5,20,10,50.0,0.77,0.39,0.10,0.20,,3,3,Matches
325,Goran Karaćić,ba BIH,GK,Adana Demirspor,25,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
326,Yusuf Karagöz,,GK,Alanyaspor,22,1999,4.6,0,0,0,,0.00,0.00,,,,0,0,Matches
327,Vedat Karakuş,tr TUR,GK,Adana Demirspor,24,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
328,Kenan Karaman,tr TUR,"FW,MF",Beşiktaş,28,1994,0.4,0,2,1,50.0,4.74,2.37,0.00,0.00,,0,0,Matches
329,Kazımcan Karataş,tr TUR,DF,Galatasaray,19,2003,8.0,0,8,2,25.0,0.99,0.25,0.00,0.00,,0,0,Matches
330,Cebrail Karayel,tr TUR,DF,Konyaspor,27,1994,5.4,0,1,1,100.0,0.19,0.19,0.00,0.00,,0,0,Matches
331,Erce Kardeşler,tr TUR,GK,Hatayspor,28,1994,21.0,0,0,0,,0.00,0.00,,,,0,0,Matches
332,Ali Karimi,ir IRN,"MF,DF",Kayserispor,28,1994,10.6,2,18,3,16.7,1.70,0.28,0.11,0.67,,0,0,Matches
333,Eden Karzev,il ISR,MF,Başakşehir,22,2000,1.0,0,1,0,0.0,1.02,0.00,0.00,,,0,0,Matches
334,Salih Kavrazlı,tr TUR,FW,Adana Demirspor,20,2002,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
335,Doğukan Kaya,,GK,Ankaragücü,22,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
336,Ayberk Kaygısız,tr TUR,DF,Başakşehir,17,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
337,Olarenwaju Kayode,ng NGA,FW,Ümraniyespor,29,1993,5.7,3,18,10,55.6,3.14,1.74,0.17,0.30,,0,0,Matches
338,Colin Kazim-Richards,tr TUR,FW,Fatih Karagümrük,35,1986,3.3,0,5,1,20.0,1.52,0.30,0.00,0.00,,0,0,Matches
339,Kader Keita,ci CIV,MF,Sivasspor,21,2000,10.1,0,9,3,33.3,0.89,0.30,0.00,0.00,,0,0,Matches
340,Olivier Kemen,cm CMR,MF,Kayserispor,26,1996,21.6,3,28,9,32.1,1.30,0.42,0.11,0.33,,0,0,Matches
341,Philippe Keny,sn SEN,FW,Başakşehir,23,1999,11.5,4,24,11,45.8,2.09,0.96,0.17,0.36,,0,0,Matches
342,Semih Kılıçsoy,tr TUR,FW,Beşiktaş,16,2005,0.5,0,3,0,0.0,6.14,0.00,0.00,,,0,0,Matches
343,Emre Kılınç,tr TUR,"MF,FW",Ankaragücü,27,1994,21.8,2,33,14,42.4,1.51,0.64,0.06,0.14,,0,0,Matches
344,Emre Kılınç,tr TUR,"FW,MF",Galatasaray,27,1994,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
345,Joshua King,no NOR,"FW,MF",Fenerbahçe,30,1992,9.3,4,31,9,29.0,3.32,0.96,0.13,0.44,,0,0,Matches
346,Serkan Kırıntılı,tr TUR,GK,Ümraniyespor,37,1985,9.2,0,0,0,,0.00,0.00,,,,0,0,Matches
347,Stelios Kitsiou,gr GRE,"DF,MF",Gaziantep FK,28,1993,19.7,1,18,6,33.3,0.91,0.30,0.06,0.17,,0,0,Matches
348,Stelios Kitsiou,gr GRE,"MF,DF",Ankaragücü,28,1993,9.5,1,16,4,25.0,1.68,0.42,0.06,0.25,,0,0,Matches
349,Arda Kızıldağ,tr TUR,DF,Gaziantep FK,23,1998,4.6,1,4,1,25.0,0.87,0.22,0.25,1.00,,0,0,Matches
350,Arda Kızıldağ,tr TUR,DF,Ankaragücü,23,1998,5.0,0,2,0,0.0,0.40,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
351,Arif Kocaman,,DF,Kayserispor,18,2003,11.8,1,2,1,50.0,0.17,0.08,0.50,1.00,,0,0,Matches
352,Okan Kocuk,tr TUR,GK,Galatasaray,27,1995,1.1,0,0,0,,0.00,0.00,,,,0,0,Matches
353,Bengali-Fodé Koita,gn GUI,FW,Kasımpaşa,31,1990,9.1,3,24,7,29.2,2.62,0.77,0.13,0.43,,0,0,Matches
354,Koka,eg EGY,FW,Alanyaspor,29,1993,19.9,10,54,23,42.6,2.71,1.16,0.17,0.39,,1,1,Matches
355,Dimitrios Kolovetsios,gr GRE,DF,Kayserispor,30,1991,29.0,0,16,3,18.8,0.55,0.10,0.00,0.00,,0,0,Matches
356,Efthimis Koulouris,gr GRE,FW,Alanyaspor,26,1996,5.3,3,11,4,36.4,2.08,0.76,0.27,0.75,,0,0,Matches
357,Beren Kücükbasarik,,MF,Ümraniyespor,17,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
358,Fyodor Kudryashov,ru RUS,DF,Antalyaspor,35,1987,9.6,0,1,0,0.0,0.10,0.00,0.00,,,0,0,Matches
359,Mert Kurt,be BEL,FW,Giresunspor,19,2002,0.4,0,2,0,0.0,4.74,0.00,0.00,,,0,0,Matches
360,Berkan Kutlu,tr TUR,MF,Galatasaray,24,1998,8.5,0,4,3,75.0,0.47,0.35,0.00,0.00,,0,0,Matches
361,Brandley Kuwas,cw CUW,"MF,FW",Giresunspor,29,1992,14.3,1,24,4,16.7,1.67,0.28,0.00,0.00,,1,1,Matches
362,Montassir Lahtimi,ma MAR,MF,Trabzonspor,21,2001,1.6,0,1,0,0.0,0.62,0.00,0.00,,,0,0,Matches
363,Sam Larsson,se SWE,"MF,FW",Antalyaspor,29,1993,23.6,2,43,18,41.9,1.82,0.76,0.05,0.11,,0,0,Matches
364,Joseph Larweh Attamah,gh GHA,"DF,MF",Kayserispor,28,1994,7.2,0,3,0,0.0,0.42,0.00,0.00,,,0,0,Matches
365,Helton Leite,br BRA,GK,Antalyaspor,31,1990,17.0,0,0,0,,0.00,0.00,,,,0,0,Matches
366,Mauricio Lemos,uy URU,DF,Fenerbahçe,26,1995,1.3,0,0,0,,0.00,0.00,,,,0,0,Matches
367,Ermir Lenjani,al ALB,DF,Ümraniyespor,32,1989,14.0,0,7,4,57.1,0.50,0.29,0.00,0.00,,0,0,Matches
368,Lucas Lima,br BRA,DF,Başakşehir,30,1991,24.7,1,12,4,33.3,0.49,0.16,0.08,0.25,,0,0,Matches
369,Lincoln,br BRA,"MF,DF",Fenerbahçe,23,1998,14.5,0,16,1,6.3,1.11,0.07,0.00,0.00,,0,0,Matches
370,Adem Ljajić,rs SRB,"FW,MF",Fatih Karagümrük,30,1991,1.2,0,3,1,33.3,2.60,0.87,0.00,0.00,,0,0,Matches
371,Saba Lobzhanidze,ge GEO,"FW,MF",Hatayspor,27,1994,17.1,1,28,11,39.3,1.63,0.64,0.04,0.09,,0,0,Matches
372,Saba Lobzhanidze,ge GEO,"FW,MF",Fatih Karagümrük,27,1994,7.2,2,15,3,20.0,2.10,0.42,0.13,0.67,,0,0,Matches
373,Jason Lokilo,be BEL,MF,İstanbulspor,23,1998,12.5,4,27,15,55.6,2.17,1.20,0.15,0.27,,0,0,Matches
374,Florian Loshaj,xk KVX,MF,İstanbulspor,25,1996,4.0,0,7,2,28.6,1.77,0.51,0.00,0.00,,0,0,Matches
375,Zé Luís,cv CPV,FW,Hatayspor,31,1991,6.7,2,10,4,40.0,1.49,0.60,0.20,0.50,,0,0,Matches
