wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
21,Fri,2023-01-27,20:00 (18:00),Beşiktaş,3–0,Alanyaspor,,Vodafone Arena,Yaşar Kemal Uğurlu,Match Report,
21,Sat,2023-01-28,13:30 (11:30),Sivasspor,1–2,Adana Demirspor,,Yeni 4 Eylül Stadyumu,Burak Pakkan,Match Report,
21,Sat,2023-01-28,16:00 (14:00),Ankaragücü,0–2,Gaziantep FK,,Eryaman Stadyumu,Mert Güzenge,Match Report,
21,Sat,2023-01-28,16:00 (14:00),Hatayspor,2–1,Trabzonspor,,Yeni Hatay Stadyumu,Zorbay Küçük,Match Report,
21,Sat,2023-01-28,19:00 (17:00),Giresunspor,0–4,Galatasaray,,Çotanak Stadyumu,Bahattin Şimşek,Match Report,
21,Sat,2023-01-28,19:00 (17:00),Antalyaspor,3–2,Ümraniyespor,,Corendon Airlines Park,Direnç Tonusluoğlu,Match Report,
21,Sun,2023-01-29,13:30 (11:30),İstanbulspor,2–4,Kayserispor,,Necmi Kadıoğlu Stadyumu,Murat Erdoğan,Match Report,
21,Sun,2023-01-29,19:00 (17:00),Fenerbahçe,5–1,Kasımpaşa,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Volkan Bayarslan,Match Report,
21,Sun,2023-01-29,19:00 (17:00),Başakşehir,2–0,Konyaspor,,Başakşehir Fatih Terim Stadium,Suat Arslanboga,Match Report,
22,Tue,2023-01-31,17:00 (15:00),Alanyaspor,0–3,Sivasspor,,Kırbıyık Holding Stadyumu,Yiğit Arslan,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
22,Tue,2023-01-31,20:00 (18:00),Fatih Karagümrük,1–1,Beşiktaş,,Atatürk Olimpiyat Stadı,Ali Şansalan,Match Report,
22,Wed,2023-02-01,17:00 (15:00),Gaziantep FK,4–1,Hatayspor,,Kalyon Arena,Tugay Kaan Numanoğlu,Match Report,
22,Wed,2023-02-01,17:00 (15:00),Kasımpaşa,5–1,Giresunspor,,Recep Tayyip Erdoğan Stadyumu,Hüseyin Göçek,Match Report,
22,Wed,2023-02-01,20:00 (18:00),Trabzonspor,2–0,Antalyaspor,,Şenol Güneş Stadyumu,Mete Kalkavan,Match Report,
22,Wed,2023-02-01,20:00 (18:00),Galatasaray,3–2,Ümraniyespor,43823,Ali Sami Yen Stadyumu,Cihan Aydın,Match Report,
22,Thu,2023-02-02,17:00 (15:00),Konyaspor,0–1,İstanbulspor,,Konya Büyükşehir Stadı,Umit Öztürk,Match Report,
22,Thu,2023-02-02,17:00 (15:00),Kayserispor,1–0,Başakşehir,,Kadir Has Şehir Stadı,Kadir Sağlam,Match Report,
22,Thu,2023-02-02,20:00 (18:00),Adana Demirspor,1–1,Fenerbahçe,,Yeni Adana Stadyumu,Ali Palabıyık,Match Report,
23,Sat,2023-02-04,13:30 (11:30),Ankaragücü,0–2,Fatih Karagümrük,,Eryaman Stadyumu,Arda Kardeşler,Match Report,
23,Sat,2023-02-04,16:00 (14:00),Sivasspor,1–0,Beşiktaş,,Yeni 4 Eylül Stadyumu,Zorbay Küçük,Match Report,
23,Sat,2023-02-04,19:00 (17:00),Antalyaspor,1–0,Gaziantep FK,,Corendon Airlines Park,Burak Pakkan,Match Report,
23,Sun,2023-02-05,13:30 (11:30),İstanbulspor,2–1,Alanyaspor,,Necmi Kadıoğlu Stadyumu,Abdulkadir Bitigen,Match Report,
23,Sun,2023-02-05,16:00 (14:00),Hatayspor,1–0,Kasımpaşa,,Yeni Hatay Stadyumu,Murat Erdoğan,Match Report,
23,Sun,2023-02-05,19:00 (17:00),Galatasaray,2–1,Trabzonspor,,Ali Sami Yen Stadyumu,Halil Umut Meler,Match Report,
23,Sat,2023-02-25,19:00 (17:00),Giresunspor,1–2,Kayserispor,,Çotanak Stadyumu,Ali Şansalan,Match Report,
23,Sat,2023-02-25,19:00 (17:00),Fenerbahçe,4–0,Konyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Halil Umut Meler,Match Report,
23,Sun,2023-02-26,16:00 (14:00),Ümraniyespor,1–1,Adana Demirspor,,Ümraniye Hekimbaşı Şehir Stadyumu,Atilla Karaoğlan,Match Report,
14,Sun,2023-02-26,19:00 (17:00),Beşiktaş,0–0,Antalyaspor,,Vodafone Arena,Abdulkadir Bitigen,Match Report,
24,Fri,2023-03-03,20:00 (18:00),Alanyaspor,1–0,Başakşehir,,Kırbıyık Holding Stadyumu,Zorbay Küçük,Match Report,
24,Sat,2023-03-04,13:30 (11:30),Fatih Karagümrük,4–3,Sivasspor,,Atatürk Olimpiyat Stadı,Umit Öztürk,Match Report,
24,Sat,2023-03-04,16:00 (14:00),Trabzonspor,1–2,Ümraniyespor,,Şenol Güneş Stadyumu,Kadir Sağlam,Match Report,
24,Sat,2023-03-04,19:00 (17:00),Kayserispor,1–2,Fenerbahçe,,Kadir Has Şehir Stadı,Atilla Karaoğlan,Match Report,
24,Sun,2023-03-05,,Adana Demirspor,3–0,Hatayspor,,,,Match Report,Match awarded to Adana Demirspor
24,Sun,2023-03-05,,Gaziantep FK,0–3,Galatasaray,,,,Match Report,Match awarded to Galatasaray
24,Sun,2023-03-05,16:00 (14:00),Konyaspor,0–0,Giresunspor,,Konya Büyükşehir Stadı,Erkan Özdamar,Match Report,
24,Sun,2023-03-05,19:00 (17:00),Beşiktaş,2–1,Ankaragücü,,Vodafone Arena,Volkan Bayarslan,Match Report,
24,Mon,2023-03-06,20:00 (18:00),Kasımpaşa,3–1,Antalyaspor,,Recep Tayyip Erdoğan Stadyumu,Cihan Aydın,Match Report,
25,Fri,2023-03-10,20:00 (18:00),Giresunspor,2–2,Fatih Karagümrük,,Çotanak Stadyumu,Kadir Sağlam,Match Report,
25,Sat,2023-03-11,16:00 (14:00),Antalyaspor,4–0,Kayserispor,,Corendon Airlines Park,Volkan Bayarslan,Match Report,
25,Sat,2023-03-11,19:00 (17:00),Galatasaray,1–0,Kasımpaşa,,Ali Sami Yen Stadyumu,Atilla Karaoğlan,Match Report,
25,Sun,2023-03-12,,Ümraniyespor,3–0,Gaziantep FK,,,,Match Report,Match awarded to Ümraniyespor
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
25,Sun,2023-03-12,,Hatayspor,0–3,Konyaspor,,,,Match Report,Match awarded to Konyaspor
25,Sun,2023-03-12,13:30 (11:30),Ankaragücü,2–0,Alanyaspor,,Eryaman Stadyumu,Ali Şansalan,Match Report,
25,Sun,2023-03-12,16:00 (14:00),Trabzonspor,4–1,Adana Demirspor,,Şenol Güneş Stadyumu,Abdulkadir Bitigen,Match Report,
25,Sun,2023-03-12,19:00 (17:00),Başakşehir,0–2,Beşiktaş,,Başakşehir Fatih Terim Stadium,Mete Kalkavan,Match Report,
25,Mon,2023-03-13,20:00 (18:00),İstanbulspor,3–0,Sivasspor,,Necmi Kadıoğlu Stadyumu,Halil Umut Meler,Match Report,
26,Fri,2023-03-17,20:00 (18:00),Konyaspor,2–1,Galatasaray,,Konya Büyükşehir Stadı,Zorbay Küçük,Match Report,
26,Sat,2023-03-18,13:30 (11:30),Kasımpaşa,1–1,Ümraniyespor,,Recep Tayyip Erdoğan Stadyumu,Mustafa Kürşad Filiz,Match Report,
26,Sat,2023-03-18,16:00 (14:00),Adana Demirspor,2–0,Antalyaspor,,Yeni Adana Stadyumu,Bahattin Şimşek,Match Report,
26,Sat,2023-03-18,19:00 (17:00),Beşiktaş,3–1,İstanbulspor,,Vodafone Arena,Ali Şansalan,Match Report,
26,Sun,2023-03-19,,Kayserispor,3–0,Hatayspor,,,,Match Report,Match awarded to Kayserispor
26,Sun,2023-03-19,,Gaziantep FK,0–3,Trabzonspor,,,,Match Report,Match awarded to Trabzonspor
26,Sun,2023-03-19,16:00 (14:00),Sivasspor,2–0,Ankaragücü,,Yeni 4 Eylül Stadyumu,Suat Arslanboga,Match Report,
26,Sun,2023-03-19,16:00 (14:00),Fatih Karagümrük,2–2,Başakşehir,,Atatürk Olimpiyat Stadı,Tugay Kaan Numanoğlu,Match Report,
26,Sun,2023-03-19,19:00 (17:00),Alanyaspor,1–3,Fenerbahçe,,Kırbıyık Holding Stadyumu,Mete Kalkavan,Match Report,
27,Sat,2023-04-01,16:00 (15:00),Başakşehir,1–0,Ankaragücü,,Başakşehir Fatih Terim Stadium,Abdulkadir Bitigen,Match Report,
27,Sat,2023-04-01,16:00 (15:00),Trabzonspor,3–4,Kayserispor,,Şenol Güneş Stadyumu,Erkan Özdamar,Match Report,
27,Sat,2023-04-01,20:30 (19:30),Galatasaray,2–0,Adana Demirspor,,Ali Sami Yen Stadyumu,Ali Şansalan,Match Report,
27,Sun,2023-04-02,,Gaziantep FK,0–3,Kasımpaşa,,,,Match Report,Match awarded to Kasımpaşa
27,Sun,2023-04-02,,Hatayspor,0–3,Sivasspor,,,,Match Report,Match awarded to Sivasspor
27,Sun,2023-04-02,13:30 (12:30),Ümraniyespor,2–2,Konyaspor,,Ümraniye Hekimbaşı Şehir Stadyumu,Arda Kardeşler,Match Report,
27,Sun,2023-04-02,16:00 (15:00),Giresunspor,2–2,Alanyaspor,,Çotanak Stadyumu,Turgut Doman,Match Report,
27,Sun,2023-04-02,20:30 (19:30),Fenerbahçe,2–4,Beşiktaş,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Halil Umut Meler,Match Report,
27,Mon,2023-04-03,20:30 (19:30),İstanbulspor,0–1,Fatih Karagümrük,,Necmi Kadıoğlu Stadyumu,Atilla Karaoğlan,Match Report,
28,Fri,2023-04-07,20:30 (19:30),Konyaspor,1–1,Antalyaspor,,Konya Büyükşehir Stadı,Direnç Tonusluoğlu,Match Report,
28,Sat,2023-04-08,16:00 (15:00),Ankaragücü,3–2,İstanbulspor,,Eryaman Stadyumu,Mustafa Kürşad Filiz,Match Report,
28,Sat,2023-04-08,20:30 (19:30),Kasımpaşa,2–0,Trabzonspor,,Recep Tayyip Erdoğan Stadyumu,Burak Şeker,Match Report,
28,Sun,2023-04-09,,Alanyaspor,3–0,Hatayspor,,,,Match Report,Match awarded to Alanyaspor
28,Sun,2023-04-09,,Adana Demirspor,3–0,Gaziantep FK,,,,Match Report,Match awarded to Adana Demirspor
28,Sun,2023-04-09,16:00 (15:00),Sivasspor,1–1,Başakşehir,,Yeni 4 Eylül Stadyumu,Arda Kardeşler,Match Report,
28,Sun,2023-04-09,20:30 (19:30),Beşiktaş,3–1,Giresunspor,,Vodafone Arena,Atilla Karaoğlan,Match Report,
28,Mon,2023-04-10,16:00 (15:00),Kayserispor,3–1,Ümraniyespor,,Kadir Has Şehir Stadı,Zorbay Küçük,Match Report,
28,Mon,2023-04-10,20:30 (19:30),Fatih Karagümrük,1–2,Fenerbahçe,,Atatürk Olimpiyat Stadı,Abdulkadir Bitigen,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
29,Fri,2023-04-14,20:30 (19:30),Galatasaray,6–0,Kayserispor,,Ali Sami Yen Stadyumu,Mustafa Kürşad Filiz,Match Report,
29,Fri,2023-04-14,20:30 (19:30),Antalyaspor,3–1,Alanyaspor,,Corendon Airlines Park,Tugay Kaan Numanoğlu,Match Report,
29,Sat,2023-04-15,16:00 (15:00),Adana Demirspor,5–0,Kasımpaşa,,Yeni Adana Stadyumu,Umit Öztürk,Match Report,
29,Sat,2023-04-15,16:00 (15:00),İstanbulspor,1–0,Başakşehir,,Necmi Kadıoğlu Stadyumu,Mert Güzenge,Match Report,
29,Sat,2023-04-15,20:30 (19:30),Fenerbahçe,2–1,Ankaragücü,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Atilla Karaoğlan,Match Report,
29,Sun,2023-04-16,,Gaziantep FK,0–3,Konyaspor,,,,Match Report,Match awarded to Konyaspor
29,Sun,2023-04-16,,Hatayspor,0–3,Fatih Karagümrük,,,,Match Report,Match awarded to Fatih Karagümrük
29,Sun,2023-04-16,16:00 (15:00),Giresunspor,1–0,Sivasspor,,Çotanak Stadyumu,Yaşar Kemal Uğurlu,Match Report,
29,Sun,2023-04-16,20:30 (19:30),Trabzonspor,0–0,Beşiktaş,,Şenol Güneş Stadyumu,Volkan Bayarslan,Match Report,
30,Tue,2023-04-18,20:30 (19:30),Fatih Karagümrük,4–2,Ümraniyespor,,Atatürk Olimpiyat Stadı,Ali Şansalan,Match Report,
30,Tue,2023-04-18,20:30 (19:30),Alanyaspor,1–4,Galatasaray,,Kırbıyık Holding Stadyumu,Abdulkadir Bitigen,Match Report,
30,Wed,2023-04-19,,Beşiktaş,3–0,Hatayspor,,,,Match Report,Match awarded to Beşiktaş
30,Wed,2023-04-19,17:00 (16:00),Kayserispor,0–0,Kasımpaşa,,Kadir Has Şehir Stadı,Hüseyin Göçek,Match Report,
30,Wed,2023-04-19,17:00 (16:00),İstanbulspor,3–3,Antalyaspor,,Necmi Kadıoğlu Stadyumu,Yiğit Arslan,Match Report,
30,Wed,2023-04-19,20:30 (19:30),Başakşehir,1–2,Fenerbahçe,,Başakşehir Fatih Terim Stadium,Suat Arslanboga,Match Report,
30,Wed,2023-04-19,20:30 (19:30),Konyaspor,1–2,Adana Demirspor,,Konya Büyükşehir Stadı,Sarper Barış Saka,Match Report,
30,Thu,2023-04-20,17:00 (16:00),Ankaragücü,3–1,Giresunspor,,Eryaman Stadyumu,Halil Umut Meler,Match Report,
30,Thu,2023-04-20,20:30 (19:30),Sivasspor,4–1,Trabzonspor,,Yeni 4 Eylül Stadyumu,Bahattin Şimşek,Match Report,
31,Sat,2023-04-22,19:00 (18:00),Ümraniyespor,0–2,Beşiktaş,,Ümraniye Hekimbaşı Şehir Stadyumu,Cihan Aydın,Match Report,
31,Sun,2023-04-23,,Hatayspor,0–3,Ankaragücü,,,,Match Report,Match awarded to Ankaragücü
31,Sun,2023-04-23,,Gaziantep FK,0–3,Alanyaspor,,,,Match Report,Match awarded to Alanyaspor
31,Sun,2023-04-23,13:30 (12:30),Kasımpaşa,1–2,Konyaspor,,Recep Tayyip Erdoğan Stadyumu,Yasin Kol,Match Report,
31,Sun,2023-04-23,16:00 (15:00),Adana Demirspor,5–3,Kayserispor,,Yeni Adana Stadyumu,Direnç Tonusluoğlu,Match Report,
31,Sun,2023-04-23,19:00 (18:00),Galatasaray,3–3,Fatih Karagümrük,45101,Ali Sami Yen Stadyumu,Volkan Bayarslan,Match Report,
31,Mon,2023-04-24,17:00 (16:00),Giresunspor,2–4,Başakşehir,,Çotanak Stadyumu,Zorbay Küçük,Match Report,
31,Mon,2023-04-24,20:00 (19:00),Fenerbahçe,3–3,İstanbulspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Kadir Sağlam,Match Report,
31,Mon,2023-04-24,20:00 (19:00),Antalyaspor,1–2,Sivasspor,,Corendon Airlines Park,Abdulkadir Bitigen,Match Report,
32,Fri,2023-04-28,20:00 (19:00),Alanyaspor,1–0,Ümraniyespor,,Kırbıyık Holding Stadyumu,Yaşar Kemal Uğurlu,Match Report,
32,Sat,2023-04-29,16:00 (15:00),Fatih Karagümrük,0–1,Antalyaspor,,Atatürk Olimpiyat Stadı,Halil Umut Meler,Match Report,
32,Sat,2023-04-29,16:00 (15:00),Konyaspor,2–1,Trabzonspor,,Konya Büyükşehir Stadı,Cihan Aydın,Match Report,
32,Sat,2023-04-29,19:00 (18:00),Ankaragücü,0–0,Kasımpaşa,,Eryaman Stadyumu,Bahattin Şimşek,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
32,Sat,2023-04-29,19:00 (18:00),Sivasspor,1–3,Fenerbahçe,,Yeni 4 Eylül Stadyumu,Zorbay Küçük,Match Report,
32,Sun,2023-04-30,,Başakşehir,3–0,Hatayspor,,,,Match Report,Match awarded to Başakşehir
32,Sun,2023-04-30,,Kayserispor,3–0,Gaziantep FK,,,,Match Report,Match awarded to Kayserispor
32,Sun,2023-04-30,19:00 (18:00),Beşiktaş,3–1,Galatasaray,,Vodafone Arena,Ali Şansalan,Match Report,
32,Mon,2023-05-01,20:00 (19:00),İstanbulspor,1–0,Giresunspor,,Necmi Kadıoğlu Stadyumu,Mete Kalkavan,Match Report,
33,Sat,2023-05-06,19:00 (18:00),Antalyaspor,1–3,Beşiktaş,,Corendon Airlines Park,Mete Kalkavan,Match Report,
33,Sat,2023-05-06,21:00 (20:00),Adana Demirspor,4–2,Alanyaspor,,Yeni Adana Stadyumu,Hüseyin Göçek,Match Report,
33,Sun,2023-05-07,,Hatayspor,0–3,İstanbulspor,,,,Match Report,Match awarded to İstanbulspor
33,Sun,2023-05-07,,Gaziantep FK,0–3,Fatih Karagümrük,,,,Match Report,Match awarded to Fatih Karagümrük
33,Sun,2023-05-07,13:30 (12:30),Ümraniyespor,4–1,Sivasspor,,Ümraniye Hekimbaşı Şehir Stadyumu,Burak Şeker,Match Report,
33,Sun,2023-05-07,16:00 (15:00),Konyaspor,2–2,Kayserispor,,Konya Büyükşehir Stadı,Tugay Kaan Numanoğlu,Match Report,
33,Sun,2023-05-07,19:00 (18:00),Giresunspor,1–1,Fenerbahçe,,Çotanak Stadyumu,Bahattin Şimşek,Match Report,
33,Mon,2023-05-08,20:00 (19:00),Galatasaray,1–0,Başakşehir,,Ali Sami Yen Stadyumu,Halil Umut Meler,Match Report,
33,Mon,2023-05-08,20:00 (19:00),Trabzonspor,2–0,Ankaragücü,,Şenol Güneş Stadyumu,Erkan Özdamar,Match Report,
34,Tue,2023-05-16,17:00 (16:00),Sivasspor,1–2,Kasımpaşa,,Yeni 4 Eylül Stadyumu,Ali Şansalan,Match Report,
34,Tue,2023-05-16,20:00 (19:00),İstanbulspor,0–2,Galatasaray,,Necmi Kadıoğlu Stadyumu,Tugay Kaan Numanoğlu,Match Report,
34,Tue,2023-05-16,20:00 (19:00),Alanyaspor,0–3,Konyaspor,,Kırbıyık Holding Stadyumu,Çağdaş Altay,Match Report,
34,Wed,2023-05-17,,Beşiktaş,3–0,Gaziantep FK,,,,Match Report,Match awarded to Beşiktaş
34,Wed,2023-05-17,,Giresunspor,3–0,Hatayspor,,,,Match Report,Match awarded to Giresunspor
34,Wed,2023-05-17,17:00 (16:00),Başakşehir,1–1,Ümraniyespor,,Başakşehir Fatih Terim Stadium,Burak Pakkan,Match Report,
34,Wed,2023-05-17,20:00 (19:00),Ankaragücü,1–1,Antalyaspor,,Eryaman Stadyumu,Umit Öztürk,Match Report,
34,Wed,2023-05-17,20:00 (19:00),Fatih Karagümrük,2–3,Adana Demirspor,,Atatürk Olimpiyat Stadı,Kadir Sağlam,Match Report,
34,Thu,2023-05-18,20:00 (19:00),Fenerbahçe,3–1,Trabzonspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Abdulkadir Bitigen,Match Report,
35,Sat,2023-05-20,16:00 (15:00),Kasımpaşa,1–0,İstanbulspor,,Recep Tayyip Erdoğan Stadyumu,Yaşar Kemal Uğurlu,Match Report,
35,Sat,2023-05-20,19:00 (18:00),Kayserispor,0–4,Alanyaspor,,Kadir Has Şehir Stadı,Yasin Kol,Match Report,
35,Sat,2023-05-20,19:00 (18:00),Galatasaray,2–0,Sivasspor,,Ali Sami Yen Stadyumu,Arda Kardeşler,Match Report,
35,Sun,2023-05-21,,Hatayspor,0–3,Fenerbahçe,,,,Match Report,Match awarded to Fenerbahçe
35,Sun,2023-05-21,,Gaziantep FK,0–3,Giresunspor,,,,Match Report,Match awarded to Giresunspor
35,Sun,2023-05-21,16:00 (15:00),Ümraniyespor,1–2,Ankaragücü,,Ümraniye Hekimbaşı Şehir Stadyumu,Mete Kalkavan,Match Report,
35,Sun,2023-05-21,19:00 (18:00),Antalyaspor,0–0,Başakşehir,,Corendon Airlines Park,Cihan Aydın,Match Report,
35,Sun,2023-05-21,19:00 (18:00),Adana Demirspor,1–4,Beşiktaş,,Yeni Adana Stadyumu,Mustafa Kürşad Filiz,Match Report,
35,Mon,2023-05-22,20:00 (19:00),Trabzonspor,4–1,Fatih Karagümrük,,Şenol Güneş Stadyumu,Turgut Doman,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
36,Tue,2023-05-30,,Başakşehir,3–0,Gaziantep FK,,,,Match Report,Match awarded to Başakşehir
36,Tue,2023-05-30,,Hatayspor,0–3,Ümraniyespor,,,,Match Report,Match awarded to Ümraniyespor
36,Tue,2023-05-30,20:00 (19:00),Fatih Karagümrük,2–0,Kayserispor,,Başakşehir Fatih Terim Stadium,Murat Erdoğan,Match Report,
36,Tue,2023-05-30,20:00 (19:00),İstanbulspor,0–2,Adana Demirspor,,Necmi Kadıoğlu Stadyumu,Umit Öztürk,Match Report,
36,Tue,2023-05-30,20:00 (19:00),Fenerbahçe,2–0,Antalyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Zorbay Küçük,Match Report,
36,Tue,2023-05-30,20:00 (19:00),Sivasspor,1–0,Konyaspor,,Yeni 4 Eylül Stadyumu,Bahattin Şimşek,Match Report,
36,Tue,2023-05-30,20:00 (19:00),Giresunspor,2–4,Trabzonspor,,Çotanak Stadyumu,Arda Kardeşler,Match Report,
36,Tue,2023-05-30,20:00 (19:00),Alanyaspor,1–3,Kasımpaşa,,Kırbıyık Holding Stadyumu,Cihan Aydın,Match Report,
36,Tue,2023-05-30,20:00 (19:00),Ankaragücü,1–4,Galatasaray,,Eryaman Stadyumu,Volkan Bayarslan,Match Report,
37,Sat,2023-06-03,,Gaziantep FK,0–3,İstanbulspor,,,,Match Report,Match awarded to İstanbulspor
37,Sat,2023-06-03,,Antalyaspor,3–0,Hatayspor,,,,Match Report,Match awarded to Antalyaspor
37,Sat,2023-06-03,16:00 (15:00),Konyaspor,1–1,Fatih Karagümrük,,Konya Büyükşehir Stadı,Yasin Kol,Match Report,
37,Sat,2023-06-03,19:00 (18:00),Ümraniyespor,0–1,Giresunspor,,Ümraniye Hekimbaşı Şehir Stadyumu,Zorbay Küçük,Match Report,
37,Sat,2023-06-03,19:00 (18:00),Kasımpaşa,2–5,Beşiktaş,,Recep Tayyip Erdoğan Stadyumu,Volkan Bayarslan,Match Report,
37,Sat,2023-06-03,19:00 (18:00),Trabzonspor,5–1,Alanyaspor,,Şenol Güneş Stadyumu,Yaşar Kemal Uğurlu,Match Report,
37,Sat,2023-06-03,19:00 (18:00),Adana Demirspor,2–3,Başakşehir,,Yeni Adana Stadyumu,Erkan Özdamar,Match Report,
37,Sat,2023-06-03,19:00 (18:00),Kayserispor,0–1,Ankaragücü,,Kadir Has Şehir Stadı,Cihan Aydın,Match Report,
37,Sun,2023-06-04,19:00 (18:00),Galatasaray,3–0,Fenerbahçe,,Ali Sami Yen Stadyumu,Abdulkadir Bitigen,Match Report,
38,Tue,2023-06-06,17:00 (16:00),Fatih Karagümrük,3–0,Kasımpaşa,,Nef Stadyumu,Burak Şeker,Match Report,
38,Tue,2023-06-06,17:00 (16:00),Sivasspor,1–1,Kayserispor,3984,Yeni 4 Eylül Stadyumu,Burak Pakkan,Match Report,
38,Tue,2023-06-06,20:00 (19:00),Başakşehir,3–1,Trabzonspor,,Başakşehir Fatih Terim Stadium,Bahattin Şimşek,Match Report,
38,Wed,2023-06-07,,Fenerbahçe,3–0,Gaziantep FK,,,,Match Report,Match awarded to Fenerbahçe
38,Wed,2023-06-07,,Hatayspor,0–3,Galatasaray,,,,Match Report,Match awarded to Galatasaray
38,Wed,2023-06-07,20:00 (19:00),Ankaragücü,1–2,Adana Demirspor,,Eryaman Stadyumu,Çağdaş Altay,Match Report,
38,Wed,2023-06-07,20:00 (19:00),Beşiktaş,3–3,Konyaspor,,Vodafone Arena,Umit Öztürk,Match Report,
38,Wed,2023-06-07,20:00 (19:00),Giresunspor,2–0,Antalyaspor,,Çotanak Stadyumu,Kadir Sağlam,Match Report,
38,Wed,2023-06-07,20:00 (19:00),İstanbulspor,4–0,Ümraniyespor,,Necmi Kadıoğlu Stadyumu,Cihan Aydın,Match Report,
