rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,won_aerial,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,27,1994,26.5,9,1,1,37,3,3,9,43,45,0,3,1,153,46,35,56.8,Matches
2,Giorgi Aburjania,ge GEO,MF,Gil Vicente FC,26,1995,8.6,8,1,1,16,17,0,8,8,13,1,2,0,50,6,4,60.0,Matches
3,Antonio Adán,es ESP,GK,Sporting CP,34,1987,33.0,3,0,0,2,2,0,0,2,0,0,0,0,57,2,0,100.0,Matches
4,João Afonso Crispim,br BRA,MF,Gil Vicente FC,26,1995,0.2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0.0,Matches
5,João Afonso,pt POR,DF,Santa Clara,31,1990,12.4,0,0,0,10,4,1,2,17,8,0,1,0,48,17,38,30.9,Matches
6,Lucas Áfrico,br BRA,DF,Estoril,26,1995,10.7,3,0,0,17,11,1,0,12,2,0,0,0,37,25,17,59.5,Matches
7,Salvador Agra,pt POR,"FW,MF",Tondela,29,1991,29.0,5,0,0,24,58,9,142,11,14,0,0,0,127,9,25,26.5,Matches
8,Mohamed Aidara,ci CIV,DF,Vizela,24,1996,15.0,1,0,0,19,7,0,2,23,8,0,1,0,68,39,32,54.9,Matches
9,Chima Akas,ng NGA,DF,B-SAD,27,1994,19.5,10,0,0,28,7,3,27,26,20,0,1,0,82,23,10,69.7,Matches
10,Alex,br BRA,DF,Famalicão,22,1999,16.4,5,0,0,18,18,0,0,17,22,1,0,1,72,26,11,70.3,Matches
11,Ali Alipour,ir IRN,FW,Marítimo,25,1995,20.0,4,0,0,24,36,13,10,2,10,2,0,0,43,52,57,47.7,Matches
12,Allano,br BRA,"FW,MF",Santa Clara,26,1995,12.1,7,2,1,31,40,4,24,10,16,0,0,0,73,9,15,37.5,Matches
13,André Almeida,pt POR,DF,Benfica,30,1990,8.9,3,1,1,13,7,0,38,3,9,0,0,0,30,11,12,47.8,Matches
