rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
21,Amarildo,br BRA,DF,Famalicão,22,1999,1,0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
22,André Amaro,pt POR,DF,Vitória,18,2002,7,6,564,6.3,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
23,Artur Jorge Marques Amorim,pt POR,DF,Moreirense,26,1994,23,23,1996,22.2,1,0,1,1,0,0,9,0,1.0,1.0,0.0,1.0,2,37,4,0.05,0.00,0.05,0.05,0.05,0.04,0.00,0.05,0.04,0.05,Matches
24,Anderson,br BRA,"FW,MF",Portimonense,23,1998,22,9,1029,11.4,1,0,1,1,0,1,2,0,1.8,1.0,0.6,1.6,32,28,59,0.09,0.00,0.09,0.09,0.09,0.15,0.06,0.21,0.08,0.14,Matches
25,Léo Andrade,br BRA,DF,Marítimo,23,1998,21,15,1286,14.3,0,1,1,0,0,0,7,0,0.6,0.6,0.3,0.9,3,23,1,0.00,0.07,0.07,0.00,0.07,0.04,0.02,0.06,0.04,0.06,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
26,Rodri Andrade,pt POR,MF,Marítimo,19,2001,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
27,André André,pt POR,MF,Vitória,31,1989,14,13,932,10.4,1,0,1,0,1,1,5,0,1.0,0.3,0.5,0.7,14,65,31,0.10,0.00,0.10,0.00,0.00,0.10,0.05,0.15,0.02,0.07,Matches
28,Mauro Andrés Caballero,py PAR,FW,Arouca,26,1994,1,0,4,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
29,Andrew,br BRA,GK,Gil Vicente FC,20,2001,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
30,Iván Angulo,co COL,"FW,MF",Portimonense,22,1999,32,27,2355,26.2,1,1,2,1,0,0,4,0,1.4,1.4,2.0,3.4,65,63,170,0.04,0.04,0.08,0.04,0.08,0.05,0.08,0.13,0.05,0.13,Matches
31,Antony,br BRA,"FW,MF",Arouca,19,2001,21,5,666,7.4,2,0,2,2,0,0,1,0,1.4,1.4,0.2,1.6,21,14,65,0.27,0.00,0.27,0.27,0.27,0.18,0.02,0.20,0.18,0.20,Matches
32,Vitorino Antunes,pt POR,DF,Paços de Ferreira,34,1987,30,30,2540,28.2,3,5,8,1,2,2,11,0,3.1,1.5,4.7,6.2,45,104,57,0.11,0.18,0.28,0.04,0.21,0.11,0.17,0.28,0.05,0.22,Matches
33,Bilel Aouacheria,fr FRA,"FW,MF",Gil Vicente FC,27,1994,22,8,643,7.1,0,1,1,0,0,0,5,0,0.4,0.4,0.7,1.2,27,8,64,0.00,0.14,0.14,0.00,0.14,0.06,0.10,0.16,0.06,0.16,Matches
34,Wilinton Aponzá,co COL,"FW,MF",Portimonense,21,2000,21,9,744,8.3,1,1,2,1,0,0,4,0,1.6,1.6,0.8,2.4,9,4,45,0.12,0.12,0.24,0.12,0.24,0.19,0.10,0.29,0.19,0.29,Matches
35,Brian Araújo,fr FRA,GK,Gil Vicente FC,21,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
36,Henrique Araújo,pt POR,FW,Benfica,19,2002,4,1,122,1.4,3,0,3,3,0,0,0,0,2.9,2.9,0.1,3.0,1,2,11,2.21,0.00,2.21,2.21,2.21,1.98,0.09,2.07,1.98,2.07,Matches
37,Guilherme Araújo Soares,pt POR,DF,Braga,20,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
38,Tiago Araújo,pt POR,"DF,FW",Arouca,20,2001,15,4,475,5.3,0,0,0,0,0,0,5,0,0.4,0.4,0.6,1.0,10,13,22,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.18,0.07,0.18,Matches
39,Tomás Araújo,pt POR,DF,Benfica,19,2002,3,1,96,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
40,Telmo Arcanjo,cv CPV,"MF,FW",Tondela,20,2001,10,0,122,1.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,5,4,15,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
41,Arthur,br BRA,"FW,MF",Estoril,23,1998,28,27,2194,24.4,2,4,6,2,0,0,5,1,1.8,1.8,3.8,5.7,65,65,181,0.08,0.16,0.25,0.08,0.25,0.08,0.16,0.23,0.08,0.23,Matches
42,Gustavo Assuncao,pt POR,MF,Famalicão,21,2000,14,5,604,6.7,0,0,0,0,0,0,6,0,0.3,0.3,0.1,0.4,5,38,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
43,Javier Avilés,es ESP,"MF,FW",Tondela,23,1997,6,2,153,1.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,7,4,13,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
44,Chidozie Awaziem,ng NGA,DF,Boavista,24,1997,3,3,270,3.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,6,0,0.00,0.33,0.33,0.00,0.33,0.00,0.15,0.15,0.00,0.15,Matches
45,Abdoulaye Ba,sn SEN,DF,Arouca,30,1991,20,15,1343,14.9,0,0,0,0,0,0,4,0,0.7,0.7,0.3,1.0,0,33,1,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
46,Abdoulaye Ba,sn SEN,DF,Moreirense,30,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,1,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
47,Marco Baixinho,pt POR,DF,Paços de Ferreira,32,1989,26,25,2184,24.3,0,1,1,0,0,0,6,0,0.6,0.6,0.8,1.4,10,62,1,0.00,0.04,0.04,0.00,0.04,0.02,0.03,0.06,0.02,0.06,Matches
48,Ibrahima Bamba,ci CIV,MF,Vitória,19,2002,7,3,296,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,13,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
49,Daniel Bandeira,pt POR,MF,Vitória,21,2000,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
50,Simon Banza,cd COD,FW,Famalicão,24,1996,29,27,2329,25.9,14,2,16,13,1,2,7,1,13.6,12.0,2.7,14.6,33,55,158,0.54,0.08,0.62,0.50,0.58,0.52,0.10,0.63,0.46,0.57,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
51,Yves Baraye,sn SEN,"FW,MF",B-SAD,29,1992,13,13,1060,11.8,2,1,3,2,0,0,4,0,2.0,2.0,2.0,4.0,33,27,51,0.17,0.08,0.25,0.17,0.25,0.17,0.17,0.34,0.17,0.34,Matches
52,Rafael Barbosa,pt POR,"MF,FW",Tondela,25,1996,29,20,1732,19.2,2,2,4,2,0,0,6,0,3.1,3.1,1.3,4.4,37,90,89,0.10,0.10,0.21,0.10,0.21,0.16,0.07,0.23,0.16,0.23,Matches
53,Romário Baró,pt POR,MF,Estoril,21,2000,15,2,385,4.3,0,0,0,0,0,0,3,1,0.4,0.4,0.5,0.8,12,16,15,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.19,0.08,0.19,Matches
54,Oscar Barreto,co COL,"FW,MF",Santa Clara,28,1993,10,3,350,3.9,0,2,2,0,0,0,1,0,1.1,1.1,0.7,1.8,7,9,21,0.00,0.51,0.51,0.00,0.51,0.28,0.19,0.47,0.28,0.47,Matches
55,Gil Bastião Dias,pt POR,"DF,FW",Benfica,24,1996,12,7,653,7.3,1,1,2,1,0,0,1,0,1.3,1.3,2.1,3.5,33,31,85,0.14,0.14,0.28,0.14,0.28,0.18,0.30,0.48,0.18,0.48,Matches
56,Luís Bastos,pt POR,DF,Paços de Ferreira,19,2001,6,3,307,3.4,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,11,8,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.11,0.04,0.11,Matches
57,Dylan Batubinsika,cd COD,DF,Famalicão,25,1996,20,16,1503,16.7,1,0,1,1,0,0,4,0,1.8,1.8,0.0,1.8,8,28,2,0.06,0.00,0.06,0.06,0.06,0.11,0.00,0.11,0.11,0.11,Matches
58,Clésio Baúque,mz MOZ,"DF,FW",Marítimo,26,1994,18,4,476,5.3,0,2,2,0,0,0,0,0,0.2,0.2,0.5,0.7,14,13,26,0.00,0.38,0.38,0.00,0.38,0.03,0.09,0.12,0.03,0.12,Matches
59,Bebeto,br BRA,"DF,MF",Tondela,31,1990,22,16,1384,15.4,0,1,1,0,0,0,5,0,0.2,0.2,0.5,0.7,20,41,56,0.00,0.07,0.07,0.00,0.07,0.01,0.03,0.04,0.01,0.04,Matches
60,Alireza Beiranvand,ir IRN,GK,Boavista,28,1992,8,8,675,7.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
61,Stefano Beltrame,it ITA,MF,Marítimo,28,1993,20,17,1389,15.4,1,3,4,1,0,0,2,0,0.9,0.9,2.4,3.3,29,68,29,0.06,0.19,0.26,0.06,0.26,0.06,0.16,0.22,0.06,0.22,Matches
62,Gilson Benchimol,cv CPV,FW,Estoril,19,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
63,Berna,pt POR,MF,Braga,18,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
64,Paulo Bernardo,pt POR,MF,Benfica,19,2002,17,8,779,8.7,0,0,0,0,0,0,3,0,1.6,1.6,1.4,3.0,17,54,40,0.00,0.00,0.00,0.00,0.00,0.18,0.16,0.34,0.18,0.34,Matches
65,Beto,gw GNB,FW,Portimonense,23,1998,3,3,267,3.0,2,0,2,2,0,0,1,0,1.3,1.3,0.0,1.4,4,2,14,0.67,0.00,0.67,0.67,0.67,0.45,0.01,0.46,0.45,0.46,Matches
66,Aylton Boa Morte,pt POR,"FW,MF",Portimonense,27,1993,17,14,1107,12.3,3,1,4,2,1,1,2,0,1.6,0.8,0.8,1.6,37,20,102,0.24,0.08,0.33,0.16,0.24,0.13,0.07,0.20,0.07,0.13,Matches
67,Kennedy Boateng,tg TOG,DF,Santa Clara,24,1996,26,23,2098,23.3,0,0,0,0,0,0,4,0,1.4,1.4,0.1,1.5,1,27,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
68,Kiko Bondoso,pt POR,FW,Vizela,25,1995,34,29,2720,30.2,6,5,11,6,0,0,2,0,4.7,4.7,5.4,10.1,66,124,216,0.20,0.17,0.36,0.20,0.36,0.16,0.18,0.33,0.16,0.33,Matches
69,Trova Boni,bf BFA,MF,B-SAD,21,1999,6,5,441,4.9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.1,3,11,4,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
70,Toni Borevkovic,hr CRO,DF,Vitória,24,1997,24,23,1990,22.1,0,1,1,0,0,0,10,1,1.3,1.3,0.7,2.0,8,79,3,0.00,0.05,0.05,0.00,0.05,0.06,0.03,0.09,0.06,0.09,Matches
71,Gonçalo Borges,pt POR,MF,Porto,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
72,Neto Borges,br BRA,"DF,MF",Tondela,24,1996,29,23,2134,23.7,1,4,5,1,0,0,8,1,0.7,0.7,2.4,3.1,56,71,101,0.04,0.17,0.21,0.04,0.21,0.03,0.10,0.13,0.03,0.13,Matches
73,Pedro Borges,br BRA,MF,Tondela,24,1997,29,24,1987,22.1,2,0,2,2,0,0,7,0,1.5,1.5,0.3,1.8,16,58,32,0.09,0.00,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08,Matches
74,Mohamed Bouldini,ma MAR,FW,Santa Clara,25,1995,9,0,152,1.7,0,0,0,0,0,0,1,0,1.6,1.6,0.1,1.7,0,1,13,0.00,0.00,0.00,0.00,0.00,0.92,0.05,0.98,0.92,0.98,Matches
75,Rafael Bracalli,br BRA,GK,Boavista,40,1981,27,26,2385,26.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
76,Victor Braga,br BRA,GK,Arouca,29,1992,24,24,2077,23.1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
77,Daniel Bragança,pt POR,MF,Sporting CP,22,1999,26,5,779,8.7,2,1,3,2,0,0,4,1,1.3,1.3,1.9,3.1,20,74,28,0.23,0.12,0.35,0.23,0.35,0.15,0.21,0.36,0.15,0.36,Matches
78,Pedro Brazão,pt POR,"MF,FW",Famalicão,18,2002,11,6,375,4.2,1,1,2,1,0,0,3,1,0.6,0.6,0.4,1.0,9,17,22,0.24,0.24,0.48,0.24,0.48,0.14,0.09,0.23,0.14,0.23,Matches
79,Brunão,br BRA,MF,Arouca,24,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
80,David Bruno,pt POR,DF,Estoril,29,1992,20,13,1211,13.5,0,1,1,0,0,0,4,0,0.1,0.1,0.5,0.6,15,47,51,0.00,0.07,0.07,0.00,0.07,0.01,0.04,0.05,0.01,0.05,Matches
81,Matheus Bueno,br BRA,"MF,FW",Gil Vicente FC,23,1998,27,3,656,7.3,1,0,1,1,0,0,4,0,0.8,0.8,1.2,2.0,20,38,40,0.14,0.00,0.14,0.14,0.14,0.10,0.17,0.27,0.10,0.27,Matches
82,André Bukia,cd COD,"FW,MF",Arouca,26,1995,32,32,2565,28.5,4,2,6,4,0,0,5,0,4.2,4.2,1.8,6.1,81,80,200,0.14,0.07,0.21,0.14,0.21,0.15,0.06,0.21,0.15,0.21,Matches
83,Leonardo Buta,pt POR,DF,Braga,19,2002,5,1,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,7,7,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches
84,Adrián Butzke,es ESP,FW,Paços de Ferreira,22,1999,13,7,580,6.4,2,1,3,2,0,0,3,0,1.1,1.1,0.7,1.7,4,12,34,0.31,0.16,0.47,0.31,0.47,0.17,0.10,0.27,0.17,0.27,Matches
85,Jovane Cabral,cv CPV,"MF,FW",Sporting CP,23,1998,10,4,345,3.8,1,1,2,1,0,1,1,0,1.6,0.8,1.3,2.1,7,12,30,0.26,0.26,0.52,0.26,0.52,0.41,0.33,0.74,0.20,0.54,Matches
86,Paulo Henrique Rodrigues Cabral,pt POR,DF,Santa Clara,24,1996,25,12,1252,13.9,0,0,0,0,0,0,5,0,1.0,1.0,0.7,1.7,18,55,37,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.13,0.07,0.13,Matches
87,Jhonder Cádiz,ve VEN,"FW,DF",Famalicão,26,1995,14,3,448,5.0,1,2,3,1,0,0,2,0,2.4,2.4,1.1,3.5,3,11,40,0.20,0.40,0.60,0.20,0.60,0.47,0.23,0.70,0.47,0.70,Matches
88,João Caiado,pt POR,FW,Gil Vicente FC,22,1999,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
89,Juan Calero,co COL,FW,Gil Vicente FC,22,1998,8,1,142,1.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,2,2,8,0.63,0.00,0.63,0.63,0.63,0.19,0.01,0.20,0.19,0.20,Matches
90,Diogo Calila,mz MOZ,"DF,MF",B-SAD,22,1998,26,23,1918,21.3,0,1,1,0,0,0,9,1,0.1,0.1,0.6,0.6,35,40,79,0.00,0.05,0.05,0.00,0.05,0.00,0.03,0.03,0.00,0.03,Matches
91,Rafael Camacho,pt POR,"FW,MF",B-SAD,21,2000,16,9,878,9.8,0,1,1,0,0,0,1,0,1.5,1.5,1.1,2.6,27,15,53,0.00,0.10,0.10,0.00,0.10,0.15,0.12,0.27,0.15,0.27,Matches
92,Abel Camará,gw GNB,FW,B-SAD,31,1990,24,16,1560,17.3,5,0,5,5,0,0,4,2,6.0,6.0,0.9,6.9,18,25,79,0.29,0.00,0.29,0.29,0.29,0.34,0.05,0.39,0.34,0.39,Matches
93,Ibrahima Camará,gn GUI,MF,Moreirense,22,1999,29,18,1698,18.9,0,4,4,0,0,1,8,0,2.2,1.4,2.1,3.5,25,102,29,0.00,0.21,0.21,0.00,0.21,0.12,0.11,0.23,0.07,0.19,Matches
94,Gastón Campi,ar ARG,DF,Arouca,30,1991,5,4,359,4.0,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,1,8,2,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches
95,Fali Candé,gw GNB,DF,Portimonense,23,1998,16,14,1310,14.6,1,2,3,1,0,0,5,0,0.4,0.4,2.0,2.4,23,46,51,0.07,0.14,0.21,0.07,0.21,0.03,0.14,0.16,0.03,0.16,Matches
96,Francis Cann,gh GHA,"FW,MF",Vizela,23,1998,10,2,212,2.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,2,8,11,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.11,0.06,0.11,Matches
97,Reggie Cannon,us USA,DF,Boavista,23,1998,21,20,1714,19.0,0,0,0,0,0,0,4,1,0.2,0.2,0.1,0.3,17,45,27,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
98,Fábio Cardoso,pt POR,DF,Porto,27,1994,14,11,1076,12.0,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,6,32,4,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
99,Carlinhos,br BRA,MF,Portimonense,27,1994,31,26,2287,25.4,3,1,4,3,0,1,7,0,2.9,2.1,2.5,4.6,44,144,59,0.12,0.04,0.16,0.12,0.16,0.11,0.10,0.21,0.08,0.18,Matches
100,Carlos,br BRA,FW,Santa Clara,25,1995,2,2,180,2.0,2,0,2,1,1,1,1,0,1.3,0.5,0.1,0.7,1,4,17,1.00,0.00,1.00,0.50,0.50,0.66,0.07,0.73,0.27,0.33,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Luíz Carlos,br BRA,MF,Paços de Ferreira,36,1985,31,30,2605,28.9,0,2,2,0,0,0,11,1,0.4,0.4,1.0,1.3,24,99,43,0.00,0.07,0.07,0.00,0.07,0.01,0.03,0.05,0.01,0.05,Matches
102,João Carlos Teixeira,pt POR,"FW,MF",Famalicão,28,1993,11,11,796,8.8,2,3,5,2,0,0,2,0,1.3,1.3,0.8,2.1,16,62,45,0.23,0.34,0.57,0.23,0.57,0.15,0.09,0.24,0.15,0.24,Matches
103,Zé Carlos,pt POR,DF,Gil Vicente FC,23,1998,30,27,2458,27.3,0,3,3,0,0,0,7,0,0.3,0.3,2.2,2.5,54,147,152,0.00,0.11,0.11,0.00,0.11,0.01,0.08,0.09,0.01,0.09,Matches
104,David Carmo,ao ANG,DF,Braga,22,1999,12,12,992,11.0,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,1,35,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
105,Carraça,pt POR,"DF,MF",B-SAD,28,1993,26,26,2209,24.5,0,3,3,0,0,0,11,0,1.4,1.4,2.8,4.2,25,122,77,0.00,0.12,0.12,0.00,0.12,0.06,0.11,0.17,0.06,0.17,Matches
