rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,27,1994,26.5,1729,183,935,741,67,13,1729,7,4,57.1,3,42.9,837,3718,2105,10,11,0,12,1,1041,6,Matches
2,Giorgi Aburjania,ge GEO,MF,Gil Vicente FC,26,1995,8.6,494,11,92,292,118,11,494,7,4,57.1,3,42.9,267,1140,562,10,11,1,5,5,337,12,Matches
3,Antonio Adán,es ESP,GK,Sporting CP,34,1987,33.0,1149,999,1143,7,0,0,1149,1,1,100.0,0,0.0,654,3037,1599,0,0,0,2,0,595,0,Matches
4,João Afonso Crispim,br BRA,MF,Gil Vicente FC,26,1995,0.2,23,0,4,18,1,0,23,0,0,,0,,10,35,18,0,0,0,0,0,16,0,Matches
5,João Afonso,pt POR,DF,Santa Clara,31,1990,12.4,605,85,395,192,24,17,605,3,2,66.7,1,33.3,306,1423,814,6,3,0,4,0,358,0,Matches
6,Lucas Áfrico,br BRA,DF,Estoril,26,1995,10.7,608,73,349,251,12,3,608,2,2,100.0,0,0.0,380,2027,1241,7,2,0,5,1,418,0,Matches
7,Salvador Agra,pt POR,"FW,MF",Tondela,29,1991,29.0,1197,18,167,514,531,49,1196,50,22,44.0,28,56.0,686,4395,1973,65,40,14,47,35,807,206,Matches
8,Mohamed Aidara,ci CIV,DF,Vizela,24,1996,15.0,730,134,481,234,23,15,730,1,1,100.0,0,0.0,353,1570,823,1,2,0,8,2,413,1,Matches
9,Chima Akas,ng NGA,DF,B-SAD,27,1994,19.5,953,91,393,406,162,10,953,8,3,37.5,5,62.5,424,1637,702,7,7,2,19,4,461,38,Matches
10,Alex,br BRA,DF,Famalicão,22,1999,16.4,876,124,516,348,13,7,876,3,2,66.7,1,33.3,500,2587,1450,8,3,1,6,2,562,2,Matches
11,Ali Alipour,ir IRN,FW,Marítimo,25,1995,20.0,553,18,47,248,262,81,552,26,15,57.7,11,42.3,299,1400,527,20,6,10,58,15,394,113,Matches
12,Allano,br BRA,"FW,MF",Santa Clara,26,1995,12.1,633,19,100,316,233,27,631,49,27,55.1,22,44.9,382,2524,1123,33,27,9,48,14,450,87,Matches
13,André Almeida,pt POR,DF,Benfica,30,1990,8.9,696,26,163,309,228,20,696,11,2,18.2,9,81.8,423,1833,975,21,20,1,13,2,473,58,Matches
14,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Vitória,21,2000,20.2,1002,17,136,564,328,25,1001,72,49,68.1,23,31.9,626,3850,2169,60,49,5,32,25,676,53,Matches
15,Baptiste Aloé,fr FRA,DF,Arouca,27,1994,0.7,42,7,23,18,1,1,42,0,0,,0,,19,55,31,0,0,0,0,0,26,0,Matches
16,Omri Altman,il ISR,MF,Arouca,27,1994,1.5,71,1,11,29,32,5,71,1,0,0.0,1,100.0,29,128,36,0,0,1,4,1,44,5,Matches
