round,wk,day,date,time,home,xg,score,xg_1,away,attendance,venue,referee,match_report,notes
Primeira Liga,25,Sun,2022-03-06,20:30 (21:30),Vitória,1.5,2–1,0.5,Famalicão,9659,Estádio Dom Afonso Henriques,Luís Godinho,Match Report,
Primeira Liga,25,Mon,2022-03-07,20:15 (21:15),Tondela,0.8,1–1,1.0,B-SAD,752,Estádio João Cardoso,Miguel Nogueira,Match Report,
Primeira Liga,26,Fri,2022-03-11,20:15 (21:15),Benfica,3.2,1–1,1.3,Vizela,31546,Estádio do Sport Lisboa e Benfica,Manuel Oliveira,Match Report,
Primeira Liga,26,Sat,2022-03-12,15:30 (16:30),Estoril,2.2,2–0,1.1,Portimonense,1378,Estádio António Coimbra da Mota,Artur Soares Dias,Match Report,
Primeira Liga,26,Sat,2022-03-12,15:30 (16:30),Famalicão,0.8,0–0,0.3,Santa Clara,2790,Estádio Municipal 22 de Junho,Fábio Oliveira Melo,Match Report,
Primeira Liga,26,Sat,2022-03-12,18:00 (19:00),Arouca,0.8,0–1,0.5,Paços de Ferreira,1108,Estádio Municipal de Arouca,Rui Costa,Match Report,
Primeira Liga,26,Sat,2022-03-12,20:30 (21:30),B-SAD,1.6,0–0,1.1,Boavista,683,Estádio Nacional,Nuno Almeida,Match Report,
Primeira Liga,26,Sun,2022-03-13,15:30 (16:30),Marítimo,0.4,0–1,1.3,Vitória,6727,Estádio dos Barreiros,Hugo Coelho,Match Report,
Primeira Liga,26,Sun,2022-03-13,18:00 (19:00),Porto,4.6,4–0,0.4,Tondela,32609,Estádio Do Dragão,Gustavo Correia,Match Report,
Primeira Liga,26,Sun,2022-03-13,20:30 (21:30),Braga,1.3,0–1,1.3,Gil Vicente FC,8092,Estádio Municipal de Braga,Luís Godinho,Match Report,
Primeira Liga,26,Mon,2022-03-14,20:15 (21:15),Moreirense,0.5,0–2,2.1,Sporting CP,2821,P.D. Comendador Joaquim de Almeida Freit...,João Pinheiro,Match Report,
Primeira Liga,27,Fri,2022-03-18,20:15 (21:15),Vizela,1.3,1–1,1.1,Famalicão,3449,Estádio Do Vizela,Luís Godinho,Match Report,
Primeira Liga,27,Sat,2022-03-19,15:30 (16:30),Tondela,1.5,2–2,0.6,Arouca,2186,Estádio João Cardoso,João Pinheiro,Match Report,
Primeira Liga,27,Sat,2022-03-19,17:00 (19:00),Santa Clara,0.9,0–0,0.2,B-SAD,1164,Estádio de São Miguel,David Silva,Match Report,
Primeira Liga,27,Sat,2022-03-19,20:30 (21:30),Vitória,0.9,1–3,2.9,Sporting CP,16122,Estádio Dom Afonso Henriques,Fábio Veríssimo,Match Report,
Primeira Liga,27,Sun,2022-03-20,15:30 (16:30),Paços de Ferreira,1.2,2–1,0.7,Moreirense,2740,Estádio da Capital do Móvel,Hélder Malheiro,Match Report,
