rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,27,1994,26.5,74,45,44,28,2,46,75,29,36,14,22,43,117,103,0,Matches
2,Giorgi Aburjania,ge GEO,MF,Gil Vicente FC,26,1995,8.6,22,13,8,13,1,6,25,19,9,3,6,8,30,8,0,Matches
3,Antonio Adán,es ESP,GK,Sporting CP,34,1987,33.0,1,0,1,0,0,1,1,0,0,0,0,2,3,11,0,Matches
4,João Afonso Crispim,br BRA,MF,Gil Vicente FC,26,1995,0.2,1,1,0,1,0,0,3,3,0,0,0,0,1,0,0,Matches
5,João Afonso,pt POR,DF,Santa Clara,31,1990,12.4,14,8,9,5,0,10,18,8,13,11,2,17,31,57,0,Matches
6,Lucas Áfrico,br BRA,DF,Estoril,26,1995,10.7,4,2,2,2,0,2,5,3,13,10,3,12,16,40,1,Matches
7,Salvador Agra,pt POR,"FW,MF",Tondela,29,1991,29.0,26,14,13,11,2,10,28,18,9,2,7,11,37,12,0,Matches
8,Mohamed Aidara,ci CIV,DF,Vizela,24,1996,15.0,13,8,11,2,0,7,16,9,21,11,10,23,36,83,0,Matches
9,Chima Akas,ng NGA,DF,B-SAD,27,1994,19.5,29,20,13,15,1,15,28,13,25,12,13,26,55,53,0,Matches
10,Alex,br BRA,DF,Famalicão,22,1999,16.4,32,22,22,9,1,16,27,11,25,20,5,17,49,65,1,Matches
11,Ali Alipour,ir IRN,FW,Marítimo,25,1995,20.0,14,10,3,9,2,1,9,8,16,2,14,2,16,14,0,Matches
12,Allano,br BRA,"FW,MF",Santa Clara,26,1995,12.1,25,16,13,8,4,7,19,12,26,5,21,10,35,9,0,Matches
13,André Almeida,pt POR,DF,Benfica,30,1990,8.9,18,9,6,8,4,10,18,8,12,3,9,3,21,11,0,Matches
14,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Vitória,21,2000,20.2,42,21,15,20,7,14,38,24,19,4,15,17,59,11,0,Matches
15,Baptiste Aloé,fr FRA,DF,Arouca,27,1994,0.7,1,0,0,1,0,1,1,0,0,0,0,3,4,4,0,Matches
16,Omri Altman,il ISR,MF,Arouca,27,1994,1.5,4,1,0,3,1,2,2,0,2,1,1,2,6,1,0,Matches
17,Alejandro Alvarado Jr.,us USA,"MF,FW",Vizela,18,2003,0.7,4,4,0,4,0,3,3,0,0,0,0,0,4,1,0,Matches
18,Marcelo Alves,br BRA,DF,Tondela,23,1998,8.1,6,5,5,1,0,3,5,2,13,11,2,6,12,32,0,Matches
19,Ricardo Miguel Martins Alves,pt POR,"DF,MF",Tondela,30,1991,9.2,17,7,9,7,1,10,13,3,10,4,6,10,27,30,1,Matches
20,Pedro Amador,pt POR,"MF,DF",Moreirense,22,1998,13.3,25,13,19,5,1,13,22,9,14,3,11,22,47,25,0,Matches
21,Amarildo,br BRA,DF,Famalicão,22,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
22,André Amaro,pt POR,DF,Vitória,18,2002,6.3,8,6,8,0,0,6,10,4,6,3,3,6,14,19,0,Matches
23,Artur Jorge Marques Amorim,pt POR,DF,Moreirense,26,1994,22.2,26,18,14,11,1,15,24,9,23,12,11,34,60,87,1,Matches
24,Anderson,br BRA,"FW,MF",Portimonense,23,1998,11.4,18,11,6,8,4,7,19,12,13,0,13,5,23,3,0,Matches
25,Léo Andrade,br BRA,DF,Marítimo,23,1998,14.3,28,20,21,7,0,14,20,6,30,21,9,20,48,78,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Rodri Andrade,pt POR,MF,Marítimo,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Matches
27,André André,pt POR,MF,Vitória,31,1989,10.4,23,15,5,11,7,10,19,9,9,5,4,8,31,3,0,Matches
28,Mauro Andrés Caballero,py PAR,FW,Arouca,26,1994,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
29,Andrew,br BRA,GK,Gil Vicente FC,20,2001,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,Matches
30,Iván Angulo,co COL,"FW,MF",Portimonense,22,1999,26.2,38,23,17,13,8,17,36,19,23,1,22,24,62,27,0,Matches
31,Antony,br BRA,"FW,MF",Arouca,19,2001,7.4,21,12,11,6,4,9,20,11,9,0,9,7,28,3,0,Matches
32,Vitorino Antunes,pt POR,DF,Paços de Ferreira,34,1987,28.2,51,29,29,19,3,31,54,23,19,6,13,31,82,67,0,Matches
33,Bilel Aouacheria,fr FRA,"FW,MF",Gil Vicente FC,27,1994,7.1,7,3,1,4,2,2,3,1,5,0,5,4,11,5,0,Matches
34,Wilinton Aponzá,co COL,"FW,MF",Portimonense,21,2000,8.3,5,1,1,3,1,3,5,2,6,0,6,1,6,7,0,Matches
35,Brian Araújo,fr FRA,GK,Gil Vicente FC,21,2000,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
36,Henrique Araújo,pt POR,FW,Benfica,19,2002,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
37,Guilherme Araújo Soares,pt POR,DF,Braga,20,2001,0.5,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,Matches
38,Tiago Araújo,pt POR,"DF,FW",Arouca,20,2001,5.3,12,8,9,3,0,7,15,8,8,2,6,2,14,13,0,Matches
39,Tomás Araújo,pt POR,DF,Benfica,19,2002,1.1,0,0,0,0,0,0,1,1,3,0,3,0,0,5,0,Matches
40,Telmo Arcanjo,cv CPV,"MF,FW",Tondela,20,2001,1.4,3,3,1,2,0,0,0,0,2,0,2,0,3,0,0,Matches
41,Arthur,br BRA,"FW,MF",Estoril,23,1998,24.4,32,19,9,14,9,8,25,17,20,1,19,15,47,17,0,Matches
42,Gustavo Assuncao,pt POR,MF,Famalicão,21,2000,6.7,21,13,10,10,1,12,24,12,6,1,5,5,26,13,0,Matches
43,Javier Avilés,es ESP,"MF,FW",Tondela,23,1997,1.7,3,2,1,1,1,3,5,2,3,0,3,1,4,0,0,Matches
44,Chidozie Awaziem,ng NGA,DF,Boavista,24,1997,3.0,4,2,2,2,0,2,2,0,3,3,0,2,6,19,0,Matches
45,Abdoulaye Ba,sn SEN,DF,Arouca,30,1991,14.9,21,11,17,4,0,10,17,7,13,7,6,29,50,64,0,Matches
46,Abdoulaye Ba,sn SEN,DF,Moreirense,30,1991,1.0,4,2,3,1,0,3,3,0,1,0,1,1,5,3,0,Matches
