rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,372,521,71.4,6790,3029,164,191,167,215,37,92,0,0.3,0.5,-0.3,8,44,6,1,44,Matches
2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,708,928,76.3,13643,5651,299,342,289,351,112,189,0,1.2,1.5,-1.2,12,69,15,11,85,Matches
3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,1,1,100.0,20,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,462,646,71.5,12616,8981,113,116,194,202,151,323,0,0.0,0.0,0.0,1,8,0,0,0,Matches
5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,122,162,75.3,2046,901,59,67,48,65,10,21,0,0.0,0.0,0.0,0,9,0,0,8,Matches
6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,935,1101,84.9,16303,6337,397,445,440,490,80,121,0,0.6,0.9,-0.6,12,130,6,0,107,Matches
7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,39,47,83.0,601,100,24,28,11,13,3,5,0,0.1,0.2,-0.1,2,1,2,2,3,Matches
8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,86,108,79.6,1502,571,37,40,44,44,5,18,0,0.0,0.0,0.0,0,4,0,0,8,Matches
9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,105,141,74.5,2119,794,44,53,42,55,18,28,1,0.3,0.3,+0.7,7,4,0,0,11,Matches
10,Eduardo Aguirre,mx MEX,"FW,MF",Atlas,24,1998,17.8,233,332,70.2,3196,548,148,182,67,99,4,11,2,0.8,0.9,+1.2,12,12,10,2,21,Matches
11,Érick Aguirre,mx MEX,DF,Monterrey,26,1997,16.7,680,841,80.9,11677,4837,347,379,264,320,60,113,2,1.8,1.9,+0.2,21,54,28,14,79,Matches
12,Gaddi Aguirre,mx MEX,DF,Atlas,27,1996,16.2,737,884,83.4,13898,5323,284,308,374,423,74,132,0,0.8,0.6,-0.8,5,33,3,3,36,Matches
13,Rodrigo Aguirre,uy URU,"FW,MF",Monterrey,28,1994,5.4,81,114,71.1,1109,323,45,54,26,37,3,6,1,0.3,0.3,+0.7,3,10,6,2,17,Matches
14,Jorge Agustín Rodríguez,ar ARG,MF,Monterrey,27,1995,12.6,762,890,85.6,14590,4925,273,295,373,413,94,137,4,3.1,1.5,+0.9,21,93,13,2,101,Matches
15,Arnaud Ake,ci CIV,FW,Tijuana,25,1998,1.5,19,28,67.9,245,17,12,18,6,6,0,1,0,0.0,0.0,0.0,1,0,0,0,0,Matches
16,Arnaud Ake,ci CIV,FW,Mazatlán,25,1998,5.9,71,89,79.8,1023,126,41,49,26,32,3,3,1,0.3,0.1,+0.7,7,2,1,0,6,Matches
17,Jesús Alberto Angulo,mx MEX,DF,UANL,25,1998,28.7,1385,1665,83.2,25622,9682,576,609,647,740,142,255,0,1.4,1.9,-1.4,21,124,25,10,143,Matches
18,Jesús Alcantar,mx MEX,DF,Necaxa,20,2003,1.0,12,22,54.5,237,149,4,6,4,7,3,6,0,0.0,0.0,0.0,0,0,0,0,1,Matches
19,Adrián Aldrete,mx MEX,DF,UNAM,35,1988,19.3,772,1052,73.4,15820,7785,258,297,390,483,110,241,1,2.2,2.5,-1.2,29,78,17,11,85,Matches
20,Daniel Alexis Parra,mx MEX,DF,Monterrey,24,1999,1.0,49,55,89.1,817,300,25,25,21,25,3,5,0,0.0,0.1,0.0,0,7,0,0,8,Matches
21,Luis Alfonso Rodríguez,mx MEX,DF,Pachuca,32,1991,4.4,249,322,77.3,4766,2074,96,104,124,153,28,58,0,0.2,0.2,-0.2,6,41,3,2,32,Matches
22,Luis Alfonso Rodríguez,mx MEX,DF,FC Juárez,32,1991,15.6,648,829,78.2,11657,4867,281,319,279,327,73,135,2,1.3,1.7,+0.7,17,56,12,8,71,Matches
23,Guillermo Allison,mx MEX,GK,Querétaro,32,1990,19.8,347,596,58.2,14294,12445,41,41,102,105,202,443,0,0.0,0.1,0.0,0,25,0,0,0,Matches
24,Facundo Almada,ar ARG,DF,Mazatlán,25,1998,34.0,1280,1533,83.5,25834,9581,382,432,744,821,148,253,0,0.6,0.9,-0.6,8,78,2,0,110,Matches
25,Román Almanza,mx MEX,FW,León,17,2006,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Carlos Alonso Vargas,mx MEX,DF,Cruz Azul,24,1999,0.8,34,49,69.4,518,178,20,23,13,18,1,4,0,0.0,0.0,0.0,1,1,1,1,1,Matches
27,Alfonso Alvarado,mx MEX,"MF,FW",León,23,2000,16.5,267,356,75.0,4334,991,139,167,97,127,23,35,1,0.5,1.0,+0.5,7,36,8,0,44,Matches
28,Roberto Alvarado,mx MEX,"FW,MF",Guadalajara,24,1998,29.4,1049,1386,75.7,18571,5313,525,605,350,441,141,251,6,5.9,5.4,+0.1,68,118,51,8,188,Matches
29,Ventura Alvarado,us USA,DF,Mazatlán,30,1992,12.7,504,592,85.1,9542,3354,171,197,294,314,36,69,0,0.2,0.1,-0.2,2,15,0,0,22,Matches
30,Alek Álvarez,mx MEX,DF,Necaxa,20,2003,0.1,7,7,100.0,140,24,2,2,4,4,1,1,0,0.0,0.0,0.0,1,0,1,1,1,Matches
31,Daniel Álvarez,mx MEX,"MF,FW",Puebla,29,1994,14.8,301,464,64.9,5070,1660,153,187,108,163,31,66,2,3.2,2.8,-1.2,32,26,28,14,47,Matches
32,Efrain Alvarez,mx MEX,"MF,FW",Tijuana,21,2002,10.5,266,396,67.2,4540,1528,138,169,91,125,29,72,5,3.1,2.8,+1.9,23,26,22,13,34,Matches
33,Jaime Alvarez,mx MEX,MF,Tijuana,20,2003,0.0,1,1,100.0,14,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
34,Kevin Álvarez,mx MEX,DF,América,24,1999,21.7,933,1171,79.7,15597,4822,470,532,373,440,71,130,4,3.8,3.2,+0.2,26,62,25,15,74,Matches
35,Sergio Álvarez,mx MEX,"FW,DF",Atlas,18,2004,0.4,5,9,55.6,52,21,5,5,0,1,0,1,0,0.2,0.1,-0.2,1,2,0,0,2,Matches
36,Luis Amarilla,py PAR,FW,Mazatlán,27,1995,23.6,511,658,77.7,6910,1381,315,378,126,171,28,37,1,4.8,3.7,-3.8,37,35,17,2,42,Matches
37,Fidel Ambríz,mx MEX,MF,León,20,2003,15.8,645,749,86.1,11779,3129,275,304,294,324,65,84,0,1.4,1.1,-1.4,16,60,6,0,63,Matches
38,Bruno Amione,ar ARG,DF,Santos,21,2002,9.7,515,619,83.2,8746,3263,225,243,252,288,26,68,0,0.4,0.2,-0.4,2,18,1,1,20,Matches
39,Esteban Andrada,ar ARG,GK,Monterrey,32,1991,32.0,1107,1363,81.2,30722,22660,164,165,571,580,372,615,0,0.1,0.1,-0.1,3,12,1,0,1,Matches
40,Alejandro Andrade,mx MEX,MF,Necaxa,21,2001,9.2,182,261,69.7,3230,959,70,92,92,118,14,30,0,0.2,0.2,-0.2,4,20,2,0,17,Matches
41,Luis Ángel Malagón,mx MEX,GK,América,26,1997,28.5,615,828,74.3,17088,12563,93,94,283,285,217,426,0,0.0,0.0,0.0,1,10,0,0,0,Matches
42,Brayan Angulo,co COL,DF,Puebla,33,1989,31.4,1367,1741,78.5,23979,9541,657,730,539,671,142,248,7,4.3,3.8,+2.7,44,142,46,22,166,Matches
43,Jesús Angulo,mx MEX,"MF,FW",Toluca,26,1997,17.2,817,957,85.4,13967,4150,408,453,298,324,87,130,2,2.7,4.5,-0.7,46,106,33,3,135,Matches
44,Jesús Angulo,mx MEX,MF,León,26,1997,1.8,86,102,84.3,1268,360,53,59,21,25,8,10,1,0.9,0.2,+0.1,2,8,3,0,10,Matches
45,Francisco Antonio Figueroa,mx MEX,"MF,FW",Pachuca,24,1999,2.2,48,69,69.6,780,254,27,29,13,24,7,12,0,0.2,0.5,-0.2,6,6,7,4,11,Matches
46,Francisco Antonio Figueroa,mx MEX,FW,Toluca,24,1999,0.1,3,5,60.0,45,6,2,2,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
47,José Antonio Rodríguez,mx MEX,GK,Tijuana,31,1992,27.5,624,830,75.2,18875,14275,102,102,282,284,238,440,0,0.0,0.1,0.0,0,13,1,0,0,Matches
48,Uriel Antuna,mx MEX,"MF,FW",Cruz Azul,25,1997,29.8,772,1054,73.2,11885,3106,413,499,293,389,46,95,6,5.4,5.6,+0.6,55,33,66,27,89,Matches
49,Javier Aquino,mx MEX,DF,UANL,33,1990,23.9,1369,1691,81.0,22123,9103,683,756,541,662,104,196,3,3.1,2.0,-0.1,25,124,32,16,164,Matches
50,Pedro Aquino,pe PER,MF,Santos,28,1995,18.8,941,1102,85.4,16793,5893,415,461,414,475,103,134,3,1.6,0.7,+1.4,17,113,4,0,124,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
51,Maximiliano Araújo,uy URU,"DF,FW",Toluca,23,2000,23.3,868,1068,81.3,13938,4236,449,507,355,423,51,93,3,4.1,3.8,-1.1,28,46,36,5,99,Matches
52,Néstor Araujo,mx MEX,DF,América,31,1991,5.9,273,312,87.5,5247,2244,105,111,137,152,30,45,0,0.5,0.2,-0.5,2,8,0,0,8,Matches
53,Fernando Arce Jr.,us USA,"MF,DF",Puebla,26,1996,0.7,35,39,89.7,527,93,19,21,12,12,2,3,0,0.0,0.0,0.0,0,2,0,0,1,Matches
54,Fernando Arce Jr.,us USA,MF,Necaxa,26,1996,24.4,542,709,76.4,10086,3451,220,255,254,310,61,107,1,0.3,0.4,+0.7,7,52,4,2,70,Matches
55,Ramiro Árciga,mx MEX,"FW,MF",Mazatlán,18,2004,4.1,105,159,66.0,1583,302,62,81,36,52,5,15,0,0.2,0.3,-0.2,4,2,4,2,4,Matches
56,Daniel Armando Ríos,mx MEX,"FW,DF",Guadalajara,28,1995,0.8,9,14,64.3,112,23,6,8,3,4,0,0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
57,Eduardo Armenta,mx MEX,"MF,FW",Tijuana,21,2001,9.4,214,336,63.7,4088,1901,78,105,107,149,25,59,1,1.1,1.1,-0.1,9,29,11,3,47,Matches
58,Gerardo Arteaga,mx MEX,DF,Monterrey,24,1998,9.3,360,433,83.1,5585,2134,209,224,120,144,22,48,0,1.1,0.9,-1.1,13,23,13,8,40,Matches
59,Víctor Arteaga,mx MEX,MF,Toluca,19,2004,0.8,46,48,95.8,1076,280,11,11,28,30,7,7,0,0.1,0.0,-0.1,2,8,1,0,8,Matches
60,Ali Ávila,mx MEX,"FW,MF",UNAM,19,2003,1.2,17,25,68.0,312,91,6,8,8,8,2,4,0,0.0,0.1,0.0,1,2,2,1,3,Matches
61,Ali Ávila,mx MEX,FW,Monterrey,19,2003,3.0,30,44,68.2,462,81,16,24,9,12,3,4,0,0.1,0.1,-0.1,2,0,2,0,2,Matches
62,Ettson Ayon,mx MEX,FW,Querétaro,22,2001,11.4,104,158,65.8,1653,383,60,81,30,45,10,16,1,0.2,0.4,+0.8,5,6,5,1,15,Matches
63,Claudio Baeza,cl CHI,MF,Toluca,29,1993,23.6,1415,1593,88.8,27714,8378,505,533,704,769,186,248,0,1.1,1.4,-1.1,20,141,7,0,127,Matches
64,Kevin Balanta,co COL,DF,Tijuana,26,1997,29.5,1175,1424,82.5,24960,10212,303,328,701,778,164,293,0,0.4,1.0,-0.4,8,104,5,1,124,Matches
65,Carlos Baltazar,mx MEX,"MF,FW",Puebla,26,1997,6.6,172,218,78.9,2665,627,102,121,56,63,10,20,1,0.5,0.6,+0.5,8,6,6,1,13,Matches
66,Víctor Barajas,mx MEX,MF,León,20,2003,0.4,12,19,63.2,164,41,9,13,2,4,1,1,0,0.2,0.0,-0.2,2,3,0,0,1,Matches
67,Miguel Barbieri,ar ARG,DF,Querétaro,29,1993,21.8,556,810,68.6,14198,6731,131,160,267,322,155,311,0,0.5,0.5,-0.5,5,47,2,0,33,Matches
