rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,27,13,14,11,2,13,26,13,6,3,3,10,37,35,0,Matches
2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,35,20,18,10,7,20,41,21,10,3,7,21,56,38,0,Matches
3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,0,0,0,0,0,0,1,1,0,0,0,0,0,10,1,Matches
5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,7,4,3,4,0,2,4,2,3,2,1,5,12,10,0,Matches
6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,53,34,28,20,5,31,62,31,30,9,21,21,74,45,1,Matches
7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,3,1,2,1,0,1,2,1,1,0,1,1,4,0,0,Matches
8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,6,4,6,0,0,4,5,1,3,1,2,3,9,12,0,Matches
9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,7,2,4,2,1,1,4,3,5,1,4,3,10,8,0,Matches
10,Eduardo Aguirre,mx MEX,"FW,MF",Atlas,24,1998,17.8,9,4,0,6,3,0,12,12,27,2,25,7,16,23,0,Matches
11,Érick Aguirre,mx MEX,DF,Monterrey,26,1997,16.7,54,35,36,14,4,35,51,16,18,3,15,22,76,45,0,Matches
12,Gaddi Aguirre,mx MEX,DF,Atlas,27,1996,16.2,24,17,13,8,3,13,21,8,24,17,7,23,47,45,0,Matches
13,Rodrigo Aguirre,uy URU,"FW,MF",Monterrey,28,1994,5.4,5,4,0,4,1,1,4,3,4,0,4,4,9,1,0,Matches
14,Jorge Agustín Rodríguez,ar ARG,MF,Monterrey,27,1995,12.6,32,15,17,13,2,16,29,13,13,5,8,11,43,27,0,Matches
15,Arnaud Ake,ci CIV,FW,Tijuana,25,1998,1.5,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,Matches
16,Arnaud Ake,ci CIV,FW,Mazatlán,25,1998,5.9,4,1,0,2,2,2,5,3,3,0,3,0,4,6,0,Matches
17,Jesús Alberto Angulo,mx MEX,DF,UANL,25,1998,28.7,65,39,30,28,7,39,57,18,26,11,15,42,107,64,1,Matches
18,Jesús Alcantar,mx MEX,DF,Necaxa,20,2003,1.0,6,3,5,1,0,5,9,4,0,0,0,0,6,13,0,Matches
19,Adrián Aldrete,mx MEX,DF,UNAM,35,1988,19.3,27,21,18,7,2,16,29,13,27,2,25,29,56,56,1,Matches
20,Daniel Alexis Parra,mx MEX,DF,Monterrey,24,1999,1.0,0,0,0,0,0,0,2,2,0,0,0,2,2,2,0,Matches
21,Luis Alfonso Rodríguez,mx MEX,DF,Pachuca,32,1991,4.4,16,10,8,5,3,10,15,5,3,0,3,5,21,10,0,Matches
22,Luis Alfonso Rodríguez,mx MEX,DF,FC Juárez,32,1991,15.6,28,18,14,14,0,11,27,16,17,8,9,23,51,35,0,Matches
23,Guillermo Allison,mx MEX,GK,Querétaro,32,1990,19.8,0,0,0,0,0,0,1,1,1,0,1,0,0,5,2,Matches
24,Facundo Almada,ar ARG,DF,Mazatlán,25,1998,34.0,40,31,29,11,0,18,35,17,45,32,13,36,76,120,0,Matches
25,Román Almanza,mx MEX,FW,León,17,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
