rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,628,39,172,300,157,8,628,4,0,0.0,4,100.0,254,980,472,10,12,1,12,0,331,35,Matches
2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,1077,48,278,534,275,9,1077,9,3,33.3,6,66.7,533,1821,831,12,12,0,12,7,635,61,Matches
3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,1,0,0,1,0,0,1,0,0,,0,,1,11,0,0,0,0,0,0,1,0,Matches
4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,710,611,708,2,0,0,710,0,0,,0,,348,1426,894,0,0,0,2,0,274,0,Matches
5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,207,13,73,106,33,4,207,5,2,40.0,3,60.0,98,436,157,3,6,0,8,4,98,8,Matches
6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,1301,71,408,794,111,5,1301,8,3,37.5,4,50.0,644,2184,1037,8,12,0,12,7,784,12,Matches
7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,74,0,3,29,43,10,74,5,3,60.0,2,40.0,36,200,54,2,0,1,8,0,53,21,Matches
8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,136,15,80,50,6,2,136,2,1,50.0,1,50.0,55,226,63,1,0,0,2,1,80,2,Matches
9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,188,11,60,75,54,6,188,4,1,25.0,3,75.0,72,476,336,10,8,3,11,1,106,11,Matches
10,Eduardo Aguirre,mx MEX,"FW,MF",Atlas,24,1998,17.8,581,23,44,244,296,77,580,34,13,38.2,19,55.9,334,1438,498,16,11,5,56,40,405,83,Matches
11,Érick Aguirre,mx MEX,DF,Monterrey,26,1997,16.7,1001,49,288,458,262,27,1001,8,5,62.5,2,25.0,414,1821,850,24,21,3,9,3,538,113,Matches
12,Gaddi Aguirre,mx MEX,DF,Atlas,27,1996,16.2,1023,81,467,500,62,14,1023,9,7,77.8,1,11.1,574,2132,1091,5,5,0,3,3,641,3,Matches
13,Rodrigo Aguirre,uy URU,"FW,MF",Monterrey,28,1994,5.4,177,1,7,81,92,31,177,8,3,37.5,4,50.0,99,728,266,9,5,7,14,9,137,34,Matches
