round,wk,day,date,time,home,xg,score,xg_1,away,attendance,venue,referee,match_report,notes
Apertura 2023 Regular Season,1,Sat,2023-07-01,18:00 (01:00),Atlético,3.3,1–1,1.8,Monterrey,14494,Estadio Alfonso Lastras Ramírez,Jorge Camacho,Match Report,
Apertura 2023 Regular Season,1,Fri,2023-06-30,19:00 (03:00),Mazatlán,1.3,1–1,4.2,Pachuca,8479,Estadio El Encanto,Jesus Lopez,Match Report,
Apertura 2023 Regular Season,1,Fri,2023-06-30,20:00 (05:00),Tijuana,1.2,2–3,2.7,UNAM,26158,Estadio Caliente,Daniel Quintero,Match Report,
Apertura 2023 Regular Season,1,Fri,2023-06-30,20:00 (03:00),América,0.9,1–2,0.7,FC Juárez,13391,Estadio Azteca,Ismael Lopez,Match Report,
Apertura 2023 Regular Season,1,Sun,2023-07-02,13:00 (20:00),Toluca,1.2,0–0,1.1,Necaxa,23011,Estadio Nemesio Díez,Iván López,Match Report,
Apertura 2023 Regular Season,1,Sat,2023-07-01,20:00 (03:00),UANL,2.4,1–1,0.6,Puebla,41615,Estadio Universitario de Nuevo León,Óscar Macias,Match Report,
Apertura 2023 Regular Season,1,Sat,2023-07-01,22:10 (05:10),Atlas,3.1,2–0,0.6,Cruz Azul,20169,Estadio Jalisco,Víctor Cáceres,Match Report,
Apertura 2023 Regular Season,1,Sun,2023-07-02,20:05 (03:05),Santos,0.8,0–2,0.5,Querétaro,12433,Estadio Nuevo Corona,Abraham Quirarte,Match Report,
Apertura 2023 Regular Season,1,Mon,2023-07-03,21:00 (04:00),León,2.0,1–2,1.3,Guadalajara,24120,Estadio León,Oscar Mejia,Match Report,
Apertura 2023 Regular Season,2,Sat,2023-07-08,18:50 (01:50),Cruz Azul,0.5,0–2,2.1,Toluca,15939,Estadio Azteca,Ismael Lopez,Match Report,
Apertura 2023 Regular Season,2,Fri,2023-07-07,20:00 (03:00),Puebla,1.5,2–3,3.2,Santos,11526,Estadio Cuauhtémoc,Brian Gonzalez,Match Report,
Apertura 2023 Regular Season,2,Fri,2023-07-07,22:00 (05:00),Necaxa,1.2,1–1,1.3,Tijuana,13028,Estadio Victoria de Aguascalientes,Oscar Mejia,Match Report,
Apertura 2023 Regular Season,2,Sun,2023-07-09,13:00 (20:00),UNAM,1.1,0–0,0.8,Mazatlán,20844,Estadio Olímpico de Universitario,Óscar Macias,Match Report,
Apertura 2023 Regular Season,2,Sat,2023-07-08,18:06 (02:06),FC Juárez,1.1,1–1,1.9,UANL,9663,Estadio Olímpico Benito Juárez,Jesus Lopez,Match Report,
Apertura 2023 Regular Season,2,Sat,2023-07-08,19:05 (02:05),Guadalajara,1.3,3–1,1.2,Atlético,34711,Estadio Akron,Víctor Cáceres,Match Report,
Apertura 2023 Regular Season,2,Sun,2023-07-09,20:00 (03:00),Monterrey,0.8,1–0,0.8,Atlas,38156,Estadio BBVA Bancomer,Edgar Morales,Match Report,
Apertura 2023 Regular Season,2,Mon,2023-07-10,21:00 (04:00),León,2.3,4–0,1.4,Pachuca,15015,Estadio León,Jorge Camacho,Match Report,
Apertura 2023 Regular Season,3,Thu,2023-07-13,20:05 (03:05),Santos,0.5,0–0,0.3,Atlas,13199,Estadio Nuevo Corona,Diego Montaño,Match Report,
Apertura 2023 Regular Season,3,Thu,2023-07-13,22:00 (05:00),Guadalajara,1.4,2–0,0.6,Necaxa,34418,Estadio Akron,Jesus Lopez,Match Report,
Apertura 2023 Regular Season,3,Sat,2023-07-15,18:00 (01:00),Atlético,1.7,4–1,0.5,Querétaro,12310,Estadio Alfonso Lastras Ramírez,Daniel Quintero,Match Report,
