rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,recov,won,lost,won_aerial,matches
1,José Abella,mx MEX,DF,FC Juárez,29,1994,10.4,1,0,0,8,5,0,24,10,13,1,0,0,30,21,9,70.0,Matches
2,José Abella,mx MEX,DF,Atlas,29,1994,17.0,3,0,0,15,14,0,50,21,20,0,0,0,71,12,20,37.5,Matches
3,Diego Abitia,mx MEX,FW,Atlético,20,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
4,Carlos Acevedo,mx MEX,GK,Santos,27,1996,22.3,2,0,0,0,1,0,0,0,0,0,0,0,21,8,2,80.0,Matches
5,Alonso Aceves,mx MEX,DF,Pachuca,22,2001,3.4,0,0,0,3,2,1,6,5,4,0,0,0,19,4,5,44.4,Matches
6,Sergio Adrián Flores,mx MEX,MF,Mazatlán,28,1995,20.1,6,0,0,45,8,0,1,21,34,0,1,0,144,25,20,55.6,Matches
7,Sergio Aguayo,us USA,FW,Pachuca,20,2002,2.8,0,0,0,6,2,4,2,1,1,0,0,0,4,4,9,30.8,Matches
8,Eduardo Águila,mx MEX,"DF,FW",Atlético,21,2002,2.2,0,0,0,1,1,0,1,3,4,0,0,0,8,5,5,50.0,Matches
9,Daniel Aguilar,mx MEX,"DF,FW",Puebla,25,1998,2.6,0,0,0,7,1,0,11,3,2,0,0,0,7,5,2,71.4,Matches
10,Eduardo Aguirre,mx MEX,"FW,MF",Atlas,24,1998,17.8,2,0,0,24,35,3,23,7,4,0,0,0,36,30,80,27.3,Matches
11,Érick Aguirre,mx MEX,DF,Monterrey,26,1997,16.7,1,0,0,17,3,2,56,22,35,0,1,0,82,19,15,55.9,Matches
12,Gaddi Aguirre,mx MEX,DF,Atlas,27,1996,16.2,3,0,0,26,8,0,7,23,17,0,1,0,61,29,26,52.7,Matches
13,Rodrigo Aguirre,uy URU,"FW,MF",Monterrey,28,1994,5.4,0,0,0,9,10,5,7,4,4,0,0,0,14,14,15,48.3,Matches
14,Jorge Agustín Rodríguez,ar ARG,MF,Monterrey,27,1995,12.6,1,1,0,17,4,0,19,11,15,0,0,0,85,22,9,71.0,Matches
15,Arnaud Ake,ci CIV,FW,Tijuana,25,1998,1.5,0,0,0,2,5,0,0,0,1,1,0,0,6,5,3,62.5,Matches
