rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
1,Carlos Acevedo,mx MEX,GK,Santos,27,1996,23,23,2005,22.3,38,1.71,114,75,71.9,7,3,13,5,21.7,7,6,1,0,14.3,Matches
2,Guillermo Allison,mx MEX,GK,Querétaro,32,1990,20,20,1784,19.8,27,1.36,111,84,78.4,7,6,7,5,25.0,4,3,1,0,25.0,Matches
3,Esteban Andrada,ar ARG,GK,Monterrey,32,1991,32,32,2880,32.0,32,1.00,125,93,76.8,18,7,7,11,34.4,4,3,1,0,25.0,Matches
4,Luis Ángel Malagón,mx MEX,GK,América,26,1997,29,29,2565,28.5,22,0.77,90,68,76.7,18,9,2,13,44.8,1,1,0,0,0.0,Matches
5,José Antonio Rodríguez,mx MEX,GK,Tijuana,31,1992,28,28,2475,27.5,46,1.67,138,92,68.1,7,7,14,3,10.7,4,2,1,1,33.3,Matches
6,Alfonso Blanco Antúnez,mx MEX,GK,León,36,1987,2,2,180,2.0,2,1.00,10,8,90.0,1,0,1,0,0.0,2,1,0,1,0.0,Matches
7,Luis Cárdenas,mx MEX,GK,Monterrey,29,1993,2,2,180,2.0,2,1.00,11,9,81.8,1,1,0,1,50.0,0,0,0,0,,Matches
8,José Corona,mx MEX,GK,Tijuana,42,1981,7,6,585,6.5,10,1.54,33,23,72.7,1,3,2,1,16.7,1,1,0,0,0.0,Matches
9,Rodolfo Cota,mx MEX,GK,León,36,1987,32,32,2880,32.0,45,1.41,127,83,69.3,12,8,12,7,21.9,6,6,0,0,0.0,Matches
10,Benny Díaz,mx MEX,GK,FC Juárez,24,1998,4,4,360,4.0,7,1.75,16,9,56.3,3,0,1,0,0.0,0,0,0,0,,Matches
11,José Eulogio,mx MEX,GK,Pachuca,19,2004,2,2,180,2.0,4,2.00,8,4,50.0,1,0,1,0,0.0,0,0,0,0,,Matches
12,Carlos Felipe Rodríguez,mx MEX,GK,UANL,34,1989,10,10,900,10.0,14,1.40,46,32,69.6,7,2,1,2,20.0,0,0,0,0,,Matches
13,Hugo González Durán,mx MEX,GK,Mazatlán,32,1990,29,29,2548,28.3,48,1.70,143,94,67.1,9,6,14,6,20.7,5,1,2,2,66.7,Matches
14,Andrés Gudiño,mx MEX,GK,Cruz Azul,26,1997,14,13,1219,13.5,22,1.62,69,48,73.9,4,2,7,2,15.4,4,4,0,0,0.0,Matches
15,Raúl Gudiño,mx MEX,GK,Necaxa,27,1996,10,10,855,9.5,15,1.58,41,30,65.9,1,5,4,1,10.0,1,1,0,0,0.0,Matches
16,Ricardo Gutiérrez,mx MEX,GK,Mazatlán,26,1997,7,5,512,5.7,11,1.93,31,21,71.0,1,2,2,1,20.0,2,2,0,0,0.0,Matches
17,Nahuel Guzmán,ar ARG,GK,UANL,37,1986,24,24,2160,24.0,27,1.13,101,76,75.2,10,8,6,7,29.2,2,2,0,0,0.0,Matches
18,Héctor Holguín,mx MEX,GK,Santos,22,2001,4,2,245,2.7,5,1.84,16,10,68.8,1,0,1,0,0.0,1,0,1,0,100.0,Matches
19,Oscar Jiménez,mx MEX,GK,América,34,1988,6,5,495,5.5,4,0.73,26,22,84.6,4,0,1,3,60.0,0,0,0,0,,Matches
20,Miguel Jiménez Ponce,mx MEX,GK,Guadalajara,33,1990,16,15,1425,15.8,21,1.33,68,46,75.0,7,2,6,5,33.3,5,4,1,0,20.0,Matches
21,Julio José González,mx MEX,GK,UNAM,32,1991,34,34,3060,34.0,40,1.18,137,97,76.6,15,10,9,12,35.3,10,8,2,0,20.0,Matches
22,Sebastián Jurado,mx MEX,GK,Cruz Azul,25,1997,4,4,308,3.4,7,2.05,12,5,50.0,1,0,3,0,0.0,1,1,0,0,0.0,Matches
