rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Svend Brodersen,de GER,GK,Fagi Okayama,28-220,1997,33.6,36,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
2,Kazuki Fujita,jp JPN,GK,Albirex Niigata,24-251,2001,15.0,27,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
3,Koki Fukui,jp JPN,GK,Cerezo Osaka,29-358,1995,27.0,34,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
4,Go Hatano,jp JPN,GK,FC Tokyo,27-156,1998,5.0,10,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
5,Tomoki Hayakawa,jp JPN,GK,Kashima Antlers,26-239,1999,35.0,29,1,,,,,,,,,,,,,,,,,,,,,,,,Matches
6,Akinori Ichikawa,jp JPN,GK,Yokohama FC,27-009,1998,23.0,25,4,,,,,,,,,,,,,,,,,,,,,,,,Matches
7,Jun Ichimori,jp JPN,GK,Gamba Osaka,34-118,1991,35.0,52,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
8,Hiroki Iikura,jp JPN,GK,Marinos,39-149,1986,9.0,14,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
9,Park Iru-gyu,jp JPN,GK,Marinos,35-310,1989,26.0,30,3,,,,,,,,,,,,,,,,,,,,,,,,Matches
10,Kim Jin-hyeon,kr KOR,GK,Cerezo Osaka,38-114,1987,8.0,16,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
11,Naoto Kamifukumoto,jp JPN,GK,Shonan Bellmare,35-345,1989,20.0,25,3,,,,,,,,,,,,,,,,,,,,,,,,Matches
12,Goro Kawanami,jp JPN,GK,Fagi Okayama,34-181,1991,1.4,4,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
13,Ryosuke Kojima,jp JPN,GK,Kashiwa Reysol,28-271,1997,35.0,33,3,,,,,,,,,,,,,,,,,,,,,,,,Matches
14,Daiya Maekawa,jp JPN,GK,Vissel Kobe,31-050,1994,35.0,30,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
15,Phelipe Megiolaro,br BRA,GK,Yokohama FC,26-262,1999,2.0,5,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
