rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Rayane Aabid,fr FRA,MF,Hatayspor,31,1992,2.3,,2,,,,,,,,,,2,,,,Matches
2,Mehdi Abeid,dz ALG,"MF,FW",Başakşehir,30,1992,8.9,,10,,,,,,,,,,5,,,,Matches
3,Pape Abou Cissé,sn SEN,DF,Adana Demirspor,27,1995,8.0,,4,,,,,,,,,,6,,,,Matches
4,Vincent Aboubakar,cm CMR,FW,Beşiktaş,31,1992,11.9,,0,,,,,,,,,,1,,,,Matches
5,Giorgi Aburjania,ge GEO,MF,Hatayspor,28,1995,13.9,,10,,,,,,,,,,12,,,,Matches
6,Yaw Ackah,gh GHA,MF,Kayserispor,24,1999,9.3,,12,,,,,,,,,,9,,,,Matches
7,Bryan Acosta,hn HON,MF,Gaziantep FK,29,1993,0.4,,0,,,,,,,,,,1,,,,Matches
8,Youssef Aït Bennasser,ma MAR,MF,Samsunspor,27,1996,21.1,,34,,,,,,,,,,29,,,,Matches
9,Albian Ajeti,ch SUI,FW,Gaziantep FK,26,1997,0.7,,0,,,,,,,,,,1,,,,Matches
10,Abat Ajymbetow,kz KAZ,FW,Adana Demirspor,27,1995,3.0,,1,,,,,,,,,,1,,,,Matches
11,Samet Akaydın,tr TUR,DF,Fenerbahçe,29,1994,6.3,,5,,,,,,,,,,13,,,,Matches
12,Emre Akbaba,tr TUR,"MF,FW",Adana Demirspor,30,1992,29.7,,43,,,,,,,,,,23,,,,Matches
13,Halil Akbunar,tr TUR,"MF,FW",Pendikspor,29,1993,31.0,,43,,,,,,,,,,16,,,,Matches
14,Murat Akça,tr TUR,DF,Pendikspor,33,1990,7.7,,8,,,,,,,,,,11,,,,Matches
15,Yusuf Akçiçek,tr TUR,DF,Fenerbahçe,17,2006,0.0,,1,,,,,,,,,,1,,,,Matches
16,İbrahim Akdağ,tr TUR,MF,Pendikspor,32,1991,10.4,,9,,,,,,,,,,10,,,,Matches
17,İbrahim Akdağ,tr TUR,"MF,DF",Sivasspor,32,1991,8.0,,5,,,,,,,,,,2,,,,Matches
18,Yunus Akgün,tr TUR,MF,Galatasaray,23,2000,0.3,,0,,,,,,,,,,0,,,,Matches
19,Babajide Akintola,ng NGA,MF,Adana Demirspor,27,1996,10.1,,6,,,,,,,,,,3,,,,Matches
20,Babajide Akintola,ng NGA,MF,Rizespor,27,1996,11.4,,13,,,,,,,,,,9,,,,Matches
21,Gökhan Akkan,tr TUR,GK,Rizespor,28,1995,30.3,,0,,,,,,,,,,0,,,,Matches
22,Efe Akman,tr TUR,MF,Galatasaray,17,2006,0.0,,0,,,,,,,,,,0,,,,Matches
23,Engin Aksoy,tr TUR,DF,Hatayspor,19,2003,4.0,,9,,,,,,,,,,6,,,,Matches
24,Fatih Aksoy,tr TUR,DF,Alanyaspor,25,1997,10.7,,16,,,,,,,,,,9,,,,Matches
25,Yılmaz Aktaş,de GER,GK,Adana Demirspor,20,2003,1.0,,2,,,,,,,,,,0,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Kerem Aktürkoğlu,tr TUR,MF,Galatasaray,24,1998,27.4,,16,,,,,,,,,,13,,,,Matches
27,Ufuk Akyol,de GER,MF,Antalyaspor,25,1997,7.5,,7,,,,,,,,,,4,,,,Matches
28,Furkan Akyüz,,GK,Fenerbahçe,17,2005,0.0,,0,,,,,,,,,,0,,,,Matches
29,Enes Albak,tr TUR,DF,Samsunspor,18,2005,0.5,,2,,,,,,,,,,4,,,,Matches
30,Mehmet Albayrak,tr TUR,DF,Sivasspor,19,2004,1.9,,2,,,,,,,,,,2,,,,Matches
31,Danijel Aleksić,rs SRB,MF,Başakşehir,32,1991,12.9,,8,,,,,,,,,,8,,,,Matches
32,Mehmet Ali Büyüksayar,tr TUR,FW,Konyaspor,19,2004,0.0,,0,,,,,,,,,,0,,,,Matches
33,Hasan Ali Kaldırım,tr TUR,DF,Kayserispor,33,1989,13.1,,7,,,,,,,,,,16,,,,Matches
34,Muhammet Ali Özbaskıcı,tr TUR,MF,Samsunspor,17,2005,0.4,,0,,,,,,,,,,0,,,,Matches
35,Ömer Ali Şahiner,tr TUR,"DF,MF",Başakşehir,31,1992,13.3,,18,,,,,,,,,,19,,,,Matches
36,Kerim Alıcı,tr TUR,DF,Hatayspor,26,1997,15.9,,20,,,,,,,,,,13,,,,Matches
37,Nabil Alioui,fr FRA,MF,Adana Demirspor,24,1999,2.1,,3,,,,,,,,,,0,,,,Matches
38,Xusniddin Aliqulov,uz UZB,DF,Rizespor,24,1999,14.5,,8,,,,,,,,,,21,,,,Matches
39,Fidan Aliti,xk KVX,DF,Alanyaspor,29,1993,33.8,,24,,,,,,,,,,31,,,,Matches
40,Barış Alper Yılmaz,tr TUR,"MF,DF",Galatasaray,23,2000,28.3,,49,,,,,,,,,,13,,,,Matches
41,Daniel Amartey,gh GHA,"DF,MF",Beşiktaş,28,1994,11.8,,6,,,,,,,,,,8,,,,Matches
42,Anderson,br BRA,FW,Alanyaspor,25,1997,2.8,,1,,,,,,,,,,0,,,,Matches
43,Angeliño,es ESP,DF,Galatasaray,26,1997,6.7,,6,,,,,,,,,,12,,,,Matches
44,Seyfettin Anıl Yaşar,tr TUR,DF,Rizespor,21,2002,7.6,,5,,,,,,,,,,6,,,,Matches
45,Taylan Antalyalı,tr TUR,MF,Samsunspor,28,1995,19.6,,18,,,,,,,,,,14,,,,Matches
46,Nicholas Anwan,ng NGA,MF,Fatih Karagümrük,22,2001,0.2,,0,,,,,,,,,,0,,,,Matches
47,Aias Aosman,sy SYR,MF,Pendikspor,28,1994,0.8,,1,,,,,,,,,,0,,,,Matches
48,Aaron Appindangoyé,ga GAB,DF,Sivasspor,31,1992,29.9,,9,,,,,,,,,,27,,,,Matches
49,Alp Arda,,GK,İstanbulspor,28,1995,19.8,,0,,,,,,,,,,0,,,,Matches
50,Eren Arda San,,FW,İstanbulspor,17,2006,0.4,,0,,,,,,,,,,0,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
51,Onur Arı,,FW,Hatayspor,22,2001,0.1,,1,,,,,,,,,,0,,,,Matches
52,Muhammed Arikan,tr TUR,MF,Kayserispor,18,2005,0.1,,0,,,,,,,,,,0,,,,Matches
53,Hakan Arslan,tr TUR,MF,Sivasspor,35,1988,6.4,,15,,,,,,,,,,10,,,,Matches
54,Ömürcan Artan,,DF,Gaziantep FK,24,1999,4.1,,6,,,,,,,,,,11,,,,Matches
55,Serkan Asan,tr TUR,DF,Pendikspor,24,1999,16.8,,18,,,,,,,,,,35,,,,Matches
56,Britt Assombalonga,cd COD,"FW,MF",Antalyaspor,30,1992,7.1,,3,,,,,,,,,,1,,,,Matches
57,Kerem Atakan Kesgin,tr TUR,MF,Fatih Karagümrük,22,2000,1.6,,0,,,,,,,,,,1,,,,Matches
58,Kerem Atakan Kesgin,tr TUR,MF,Sivasspor,22,2000,0.8,,0,,,,,,,,,,0,,,,Matches
59,Youcef Atal,dz ALG,DF,Adana Demirspor,27,1996,9.1,,18,,,,,,,,,,15,,,,Matches
60,Loide Augusto,ao ANG,"DF,MF",Alanyaspor,23,2000,19.9,,20,,,,,,,,,,19,,,,Matches
61,Serge Aurier,ci CIV,DF,Galatasaray,30,1992,0.8,,2,,,,,,,,,,0,,,,Matches
62,Fahri Ay,tr TUR,MF,Beşiktaş,18,2005,0.9,,0,,,,,,,,,,0,,,,Matches
63,Eyüp Aydın,tr TUR,MF,Galatasaray,18,2004,0.5,,3,,,,,,,,,,1,,,,Matches
64,Mehmet Aydin,de GER,DF,Trabzonspor,21,2002,14.3,,38,,,,,,,,,,16,,,,Matches
65,Oğuz Aydın,tr TUR,MF,Alanyaspor,22,2000,28.7,,16,,,,,,,,,,10,,,,Matches
66,Taylan Aydın,tr TUR,DF,Kasımpaşa,17,2006,6.2,,8,,,,,,,,,,4,,,,Matches
