rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Rayane Aabid,fr FRA,MF,Hatayspor,31,1992,2.3,,,,,,,6,,,,,,,,,Matches
2,Mehdi Abeid,dz ALG,"MF,FW",Başakşehir,30,1992,8.9,,,,,,,12,,,,,,,,,Matches
3,Pape Abou Cissé,sn SEN,DF,Adana Demirspor,27,1995,8.0,,,,,,,1,,,,,,,,,Matches
4,Vincent Aboubakar,cm CMR,FW,Beşiktaş,31,1992,11.9,,,,,,,3,,,,,,,,,Matches
5,Giorgi Aburjania,ge GEO,MF,Hatayspor,28,1995,13.9,,,,,,,6,,,,,,,,,Matches
6,Yaw Ackah,gh GHA,MF,Kayserispor,24,1999,9.3,,,,,,,2,,,,,,,,,Matches
7,Bryan Acosta,hn HON,MF,Gaziantep FK,29,1993,0.4,,,,,,,0,,,,,,,,,Matches
8,Youssef Aït Bennasser,ma MAR,MF,Samsunspor,27,1996,21.1,,,,,,,7,,,,,,,,,Matches
9,Albian Ajeti,ch SUI,FW,Gaziantep FK,26,1997,0.7,,,,,,,0,,,,,,,,,Matches
10,Abat Ajymbetow,kz KAZ,FW,Adana Demirspor,27,1995,3.0,,,,,,,0,,,,,,,,,Matches
11,Samet Akaydın,tr TUR,DF,Fenerbahçe,29,1994,6.3,,,,,,,0,,,,,,,,,Matches
12,Emre Akbaba,tr TUR,"MF,FW",Adana Demirspor,30,1992,29.7,,,,,,,75,,,,,,,,,Matches
13,Halil Akbunar,tr TUR,"MF,FW",Pendikspor,29,1993,31.0,,,,,,,115,,,,,,,,,Matches
14,Murat Akça,tr TUR,DF,Pendikspor,33,1990,7.7,,,,,,,0,,,,,,,,,Matches
15,Yusuf Akçiçek,tr TUR,DF,Fenerbahçe,17,2006,0.0,,,,,,,0,,,,,,,,,Matches
16,İbrahim Akdağ,tr TUR,MF,Pendikspor,32,1991,10.4,,,,,,,10,,,,,,,,,Matches
17,İbrahim Akdağ,tr TUR,"MF,DF",Sivasspor,32,1991,8.0,,,,,,,15,,,,,,,,,Matches
18,Yunus Akgün,tr TUR,MF,Galatasaray,23,2000,0.3,,,,,,,0,,,,,,,,,Matches
19,Babajide Akintola,ng NGA,MF,Adana Demirspor,27,1996,10.1,,,,,,,10,,,,,,,,,Matches
