wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
16,Tue,2024-01-09,20:00 (18:00),Rizespor,0–4,Beşiktaş,,Çaykur Didi Stadyumu,Abdulkadir Bitigen,Match Report,
16,Wed,2024-01-10,17:00 (15:00),Fatih Karagümrük,4–1,Kayserispor,,Esenyurt Incirtepe Stadyumu,Burak Şeker,Match Report,
16,Wed,2024-01-10,17:00 (15:00),Hatayspor,0–0,Gaziantep FK,,Mersin Arena,Umit Öztürk,Match Report,
16,Wed,2024-01-10,20:00 (18:00),Adana Demirspor,2–2,İstanbulspor,,Yeni Adana Stadyumu,Murat Erdoğan,Match Report,
16,Wed,2024-01-10,20:00 (18:00),Fenerbahçe,7–1,Konyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Kadir Sağlam,Match Report,
16,Thu,2024-01-11,17:00 (15:00),Sivasspor,1–1,Galatasaray,,BG Grup 4 Eylül Stadyumu,Zorbay Küçük,Match Report,
16,Thu,2024-01-11,20:00 (18:00),Trabzonspor,2–1,Samsunspor,,Şenol Güneş Stadyumu,Cihan Aydın,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
20,Sat,2024-01-13,13:30 (11:30),Hatayspor,1–1,Pendikspor,,Mersin Arena,Muhammetali Metoğlu,Match Report,
20,Sat,2024-01-13,13:30 (11:30),Ankaragücü,3–1,Kasımpaşa,,Eryaman Stadyumu,Ömer Faruk Turtay,Match Report,
20,Sat,2024-01-13,16:00 (14:00),Başakşehir,3–2,Alanyaspor,,Başakşehir Fatih Terim Stadium,Arda Kardeşler,Match Report,
20,Sat,2024-01-13,19:00 (17:00),Beşiktaş,3–0,Fatih Karagümrük,,Tüpraş Stadyumu,Mert Güzenge,Match Report,
20,Sat,2024-01-13,19:00 (17:00),Rizespor,1–0,Adana Demirspor,,Çaykur Didi Stadyumu,Volkan Bayarslan,Match Report,
20,Sun,2024-01-14,13:30 (11:30),İstanbulspor,0–0,Konyaspor,,Necmi Kadıoğlu Stadyumu,Halil Umut Meler,Match Report,
20,Sun,2024-01-14,16:00 (14:00),Samsunspor,2–0,Sivasspor,,19 Mayıs Stadyumu,Burak Şeker,Match Report,
20,Sun,2024-01-14,16:00 (14:00),Antalyaspor,1–1,Trabzonspor,,Corendon Airlines Park,Bahattin Şimşek,Match Report,
20,Sun,2024-01-14,19:00 (17:00),Gaziantep FK,0–1,Fenerbahçe,,Kalyon Arena,Tugay Kaan Numanoğlu,Match Report,
20,Mon,2024-01-15,20:00 (18:00),Galatasaray,2–1,Kayserispor,,RAMS Park,Atilla Karaoğlan,Match Report,
21,Sat,2024-01-20,13:30 (11:30),Kasımpaşa,3–0,Hatayspor,,Recep Tayyip Erdoğan Stadyumu,Abdullah Taşkınsoy,Match Report,
21,Sat,2024-01-20,16:00 (14:00),Alanyaspor,2–1,Rizespor,,Kırbıyık Holding Stadyumu,Ali Şansalan,Match Report,
21,Sat,2024-01-20,16:00 (14:00),Fatih Karagümrük,1–1,Başakşehir,,Atatürk Olimpiyat Stadı,Umit Öztürk,Match Report,
21,Sat,2024-01-20,19:00 (17:00),Adana Demirspor,1–1,Ankaragücü,,Yeni Adana Stadyumu,Arda Kardeşler,Match Report,
21,Sat,2024-01-20,19:00 (17:00),Pendikspor,4–0,Beşiktaş,,Pendik Stadyumu,Tugay Kaan Numanoğlu,Match Report,
21,Sun,2024-01-21,13:30 (11:30),Sivasspor,2–2,Gaziantep FK,,BG Grup 4 Eylül Stadyumu,Kadir Sağlam,Match Report,
21,Sun,2024-01-21,16:00 (14:00),Fenerbahçe,1–1,Samsunspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Bahattin Şimşek,Match Report,
21,Sun,2024-01-21,16:00 (14:00),Konyaspor,1–1,Antalyaspor,,Konya Büyükşehir Stadı,Zorbay Küçük,Match Report,
21,Sun,2024-01-21,19:00 (17:00),Trabzonspor,1–5,Galatasaray,,Şenol Güneş Stadyumu,Abdulkadir Bitigen,Match Report,
21,Mon,2024-01-22,20:00 (18:00),Kayserispor,0–1,İstanbulspor,,RHG Enertürk Enerji Stadyumu,Cihan Aydın,Match Report,
22,Tue,2024-01-23,17:00 (15:00),Hatayspor,1–1,Alanyaspor,,Mersin Arena,Emre Kargın,Match Report,
22,Tue,2024-01-23,20:00 (18:00),Beşiktaş,0–0,Adana Demirspor,,Tüpraş Stadyumu,Atilla Karaoğlan,Match Report,
22,Tue,2024-01-23,20:00 (18:00),Pendikspor,3–2,Kasımpaşa,,Pendik Stadyumu,Burak Şeker,Match Report,
22,Wed,2024-01-24,17:00 (15:00),Gaziantep FK,1–1,Konyaspor,,Kalyon Arena,Volkan Bayarslan,Match Report,
22,Wed,2024-01-24,17:00 (15:00),Ankaragücü,2–0,Fatih Karagümrük,,Eryaman Stadyumu,Muhammetali Metoğlu,Match Report,
22,Wed,2024-01-24,20:00 (18:00),Başakşehir,0–1,Fenerbahçe,,Başakşehir Fatih Terim Stadium,Abdulkadir Bitigen,Match Report,
22,Wed,2024-01-24,20:00 (18:00),Antalyaspor,2–1,Sivasspor,,Corendon Airlines Park,Turgut Doman,Match Report,
22,Thu,2024-01-25,17:00 (15:00),Samsunspor,2–0,Kayserispor,,19 Mayıs Stadyumu,Çağdaş Altay,Match Report,
22,Thu,2024-01-25,20:00 (18:00),Rizespor,1–0,Trabzonspor,,Çaykur Didi Stadyumu,Umit Öztürk,Match Report,
22,Thu,2024-01-25,20:00 (18:00),Galatasaray,3–1,İstanbulspor,,RAMS Park,Bahattin Şimşek,Match Report,
23,Sat,2024-01-27,16:00 (14:00),Alanyaspor,1–1,Pendikspor,,Kırbıyık Holding Stadyumu,Volkan Bayarslan,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
23,Sat,2024-01-27,19:00 (17:00),Adana Demirspor,0–1,Hatayspor,,Yeni Adana Stadyumu,Mert Güzenge,Match Report,
23,Sun,2024-01-28,13:30 (11:30),Konyaspor,2–3,Başakşehir,,Konya Büyükşehir Stadı,Alper Akarsu,Match Report,
23,Sun,2024-01-28,16:00 (14:00),Fatih Karagümrük,4–0,Rizespor,,Atatürk Olimpiyat Stadı,Turgut Doman,Match Report,
23,Sun,2024-01-28,16:00 (14:00),Sivasspor,1–0,Beşiktaş,,BG Grup 4 Eylül Stadyumu,Ali Şansalan,Match Report,
23,Sun,2024-01-28,19:00 (17:00),Fenerbahçe,2–1,Ankaragücü,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Cihan Aydın,Match Report,
23,Mon,2024-01-29,17:00 (15:00),İstanbulspor,1–1,Samsunspor,,Necmi Kadıoğlu Stadyumu,Ömer Faruk Turtay,Match Report,
23,Mon,2024-01-29,17:00 (15:00),Kayserispor,1–1,Antalyaspor,,RHG Enertürk Enerji Stadyumu,Direnç Tonusluoğlu,Match Report,
23,Mon,2024-01-29,20:00 (18:00),Galatasaray,2–1,Gaziantep FK,,RAMS Park,Arda Kardeşler,Match Report,
23,Mon,2024-01-29,20:00 (18:00),Trabzonspor,2–3,Kasımpaşa,,Şenol Güneş Stadyumu,Tugay Kaan Numanoğlu,Match Report,
24,Fri,2024-02-02,17:00 (15:00),Hatayspor,3–1,Fatih Karagümrük,,Mersin Arena,Ömer Faruk Turtay,Match Report,
24,Fri,2024-02-02,17:00 (15:00),Ankaragücü,0–0,Sivasspor,,Eryaman Stadyumu,Abdulkadir Bitigen,Match Report,
24,Fri,2024-02-02,20:00 (18:00),Samsunspor,0–2,Galatasaray,,19 Mayıs Stadyumu,Tugay Kaan Numanoğlu,Match Report,
24,Sat,2024-02-03,13:30 (11:30),Rizespor,0–0,Konyaspor,,Çaykur Didi Stadyumu,Cihan Aydın,Match Report,
24,Sat,2024-02-03,16:00 (14:00),Başakşehir,2–0,İstanbulspor,,Başakşehir Fatih Terim Stadium,Emre Kargın,Match Report,
24,Sat,2024-02-03,19:00 (17:00),Gaziantep FK,1–1,Kayserispor,,Kalyon Arena,Murat Erdoğan,Match Report,
24,Sat,2024-02-03,19:00 (17:00),Antalyaspor,0–2,Fenerbahçe,,Corendon Airlines Park,Volkan Bayarslan,Match Report,
24,Sun,2024-02-04,13:30 (11:30),Pendikspor,2–1,Adana Demirspor,,Pendik Stadyumu,Direnç Tonusluoğlu,Match Report,
24,Sun,2024-02-04,16:00 (14:00),Kasımpaşa,2–1,Alanyaspor,,Recep Tayyip Erdoğan Stadyumu,Oğuzhan Çakir,Match Report,
24,Sun,2024-02-04,19:00 (17:00),Beşiktaş,2–0,Trabzonspor,,Tüpraş Stadyumu,Arda Kardeşler,Match Report,
25,Fri,2024-02-09,20:00 (18:00),Adana Demirspor,1–3,Kasımpaşa,3915,Yeni Adana Stadyumu,Burak Pakkan,Match Report,
25,Sat,2024-02-10,16:00 (14:00),Fatih Karagümrük,2–0,Pendikspor,,Atatürk Olimpiyat Stadı,Zorbay Küçük,Match Report,
25,Sat,2024-02-10,19:00 (17:00),Galatasaray,2–0,Başakşehir,,RAMS Park,Cihan Aydın,Match Report,
25,Sun,2024-02-11,13:30 (11:30),Sivasspor,1–0,Rizespor,,BG Grup 4 Eylül Stadyumu,Emre Kargın,Match Report,
25,Sun,2024-02-11,16:00 (14:00),Konyaspor,1–0,Ankaragücü,,Konya Büyükşehir Stadı,Direnç Tonusluoğlu,Match Report,
25,Sun,2024-02-11,16:00 (14:00),İstanbulspor,1–3,Gaziantep FK,,Necmi Kadıoğlu Stadyumu,Abdulkadir Bitigen,Match Report,
25,Sun,2024-02-11,19:00 (17:00),Fenerbahçe,2–2,Alanyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Çağdaş Altay,Match Report,
25,Mon,2024-02-12,17:00 (15:00),Trabzonspor,2–0,Hatayspor,,Şenol Güneş Stadyumu,Ali Şansalan,Match Report,
25,Mon,2024-02-12,20:00 (18:00),Samsunspor,2–0,Antalyaspor,,19 Mayıs Stadyumu,Atilla Karaoğlan,Match Report,
25,Mon,2024-02-12,20:00 (18:00),Kayserispor,0–0,Beşiktaş,,RHG Enertürk Enerji Stadyumu,Kadir Sağlam,Match Report,
26,Fri,2024-02-16,20:00 (18:00),Kasımpaşa,1–1,Fatih Karagümrük,,Recep Tayyip Erdoğan Stadyumu,Kadir Sağlam,Match Report,
26,Sat,2024-02-17,13:30 (11:30),Antalyaspor,2–2,İstanbulspor,,Corendon Airlines Park,Mehmet Türkmen,Match Report,
26,Sat,2024-02-17,16:00 (14:00),Hatayspor,1–1,Sivasspor,,Mersin Arena,Umit Öztürk,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
26,Sat,2024-02-17,19:00 (17:00),Rizespor,1–3,Fenerbahçe,,Çaykur Didi Stadyumu,Arda Kardeşler,Match Report,
26,Sun,2024-02-18,13:30 (11:30),Alanyaspor,3–3,Adana Demirspor,,Kırbıyık Holding Stadyumu,Bahattin Şimşek,Match Report,
26,Sun,2024-02-18,16:00 (14:00),Pendikspor,0–2,Trabzonspor,,Pendik Stadyumu,Halil Umut Meler,Match Report,
26,Sun,2024-02-18,16:00 (14:00),Gaziantep FK,1–1,Samsunspor,,Kalyon Arena,Zorbay Küçük,Match Report,
26,Sun,2024-02-18,19:00 (17:00),Ankaragücü,0–3,Galatasaray,,Eryaman Stadyumu,Ali Şansalan,Match Report,
26,Mon,2024-02-19,20:00 (18:00),Başakşehir,2–3,Kayserispor,,Başakşehir Fatih Terim Stadium,Oğuzhan Çakir,Match Report,
26,Mon,2024-02-19,20:00 (18:00),Beşiktaş,2–0,Konyaspor,,Tüpraş Stadyumu,Tugay Kaan Numanoğlu,Match Report,
27,Fri,2024-02-23,20:00 (18:00),Samsunspor,3–0,Rizespor,,19 Mayıs Stadyumu,Murat Erdoğan,Match Report,
27,Sat,2024-02-24,13:30 (11:30),Kayserispor,3–2,Ankaragücü,,RHG Enertürk Enerji Stadyumu,Turgut Doman,Match Report,
27,Sat,2024-02-24,16:00 (14:00),Gaziantep FK,0–2,Başakşehir,,Kalyon Arena,Ali Şansalan,Match Report,
27,Sat,2024-02-24,19:00 (17:00),Konyaspor,2–0,Hatayspor,,Konya Büyükşehir Stadı,Zorbay Küçük,Match Report,
27,Sat,2024-02-24,19:00 (17:00),Fenerbahçe,2–1,Kasımpaşa,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Cihan Aydın,Match Report,
27,Sun,2024-02-25,13:30 (11:30),Sivasspor,4–1,Pendikspor,,BG Grup 4 Eylül Stadyumu,Burak Pakkan,Match Report,
27,Sun,2024-02-25,16:00 (14:00),Fatih Karagümrük,1–1,Alanyaspor,,Atatürk Olimpiyat Stadı,Tugay Kaan Numanoğlu,Match Report,
27,Sun,2024-02-25,16:00 (14:00),Trabzonspor,1–0,Adana Demirspor,,Şenol Güneş Stadyumu,Burak Şeker,Match Report,
27,Sun,2024-02-25,19:00 (17:00),İstanbulspor,0–2,Beşiktaş,,Necmi Kadıoğlu Stadyumu,Atilla Karaoğlan,Match Report,
27,Mon,2024-02-26,20:00 (18:00),Galatasaray,2–1,Antalyaspor,,RAMS Park,Abdulkadir Bitigen,Match Report,
28,Fri,2024-03-01,20:00 (18:00),Kasımpaşa,0–0,Sivasspor,,Recep Tayyip Erdoğan Stadyumu,Burak Şeker,Match Report,
28,Sat,2024-03-02,13:30 (11:30),Ankaragücü,1–1,İstanbulspor,,Eryaman Stadyumu,Muhammetali Metoğlu,Match Report,
28,Sat,2024-03-02,16:00 (14:00),Rizespor,3–0,Kayserispor,,Çaykur Didi Stadyumu,Burak Pakkan,Match Report,
28,Sat,2024-03-02,19:00 (17:00),Hatayspor,0–2,Fenerbahçe,,Mersin Arena,Atilla Karaoğlan,Match Report,
28,Sun,2024-03-03,13:30 (11:30),Başakşehir,1–0,Samsunspor,,Başakşehir Fatih Terim Stadium,Abdullah Taşkınsoy,Match Report,
28,Sun,2024-03-03,13:30 (11:30),Pendikspor,0–2,Konyaspor,,Pendik Stadyumu,Umit Öztürk,Match Report,
28,Sun,2024-03-03,19:00 (17:00),Beşiktaş,0–1,Galatasaray,,Tüpraş Stadyumu,Halil Umut Meler,Match Report,
28,Mon,2024-03-04,17:00 (15:00),Adana Demirspor,1–0,Fatih Karagümrük,,Yeni Adana Stadyumu,Murat Erdoğan,Match Report,
28,Mon,2024-03-04,20:00 (18:00),Antalyaspor,1–0,Gaziantep FK,,Corendon Airlines Park,Direnç Tonusluoğlu,Match Report,
28,Mon,2024-03-04,20:00 (18:00),Alanyaspor,3–1,Trabzonspor,,Kırbıyık Holding Stadyumu,Volkan Bayarslan,Match Report,
29,Fri,2024-03-08,20:00 (18:00),Galatasaray,6–2,Rizespor,,RAMS Park,Bahattin Şimşek,Match Report,
29,Sat,2024-03-09,13:30 (11:30),Sivasspor,1–2,Alanyaspor,,BG Grup 4 Eylül Stadyumu,Ali Şansalan,Match Report,
29,Sat,2024-03-09,16:00 (14:00),Konyaspor,2–2,Adana Demirspor,,Konya Büyükşehir Stadı,Volkan Bayarslan,Match Report,
29,Sat,2024-03-09,19:00 (17:00),Trabzonspor,5–1,Fatih Karagümrük,,Şenol Güneş Stadyumu,Zorbay Küçük,Match Report,
29,Sat,2024-03-09,19:00 (17:00),Başakşehir,1–0,Antalyaspor,,Başakşehir Fatih Terim Stadium,Mert Güzenge,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
29,Sun,2024-03-10,13:30 (11:30),Kayserispor,1–1,Hatayspor,,RHG Enertürk Enerji Stadyumu,Halil Umut Meler,Match Report,
29,Sun,2024-03-10,16:00 (14:00),İstanbulspor,1–2,Kasımpaşa,,Necmi Kadıoğlu Stadyumu,Çağdaş Altay,Match Report,
29,Sun,2024-03-10,16:00 (14:00),Samsunspor,2–1,Ankaragücü,,19 Mayıs Stadyumu,Umit Öztürk,Match Report,
29,Sun,2024-03-10,19:00 (17:00),Fenerbahçe,4–1,Pendikspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Kadir Sağlam,Match Report,
29,Mon,2024-03-11,20:30 (18:30),Gaziantep FK,2–0,Beşiktaş,,Kalyon Arena,Arda Kardeşler,Match Report,
30,Fri,2024-03-15,20:30 (18:30),Fatih Karagümrük,1–1,Konyaspor,,Atatürk Olimpiyat Stadı,Bahattin Şimşek,Match Report,
30,Fri,2024-03-15,20:30 (18:30),Pendikspor,1–0,İstanbulspor,,Pendik Stadyumu,Oğuzhan Çakir,Match Report,
30,Sat,2024-03-16,13:30 (11:30),Alanyaspor,1–0,Kayserispor,,Kırbıyık Holding Stadyumu,Emre Kargın,Match Report,
30,Sat,2024-03-16,16:00 (14:00),Ankaragücü,2–1,Başakşehir,,Eryaman Stadyumu,Cihan Aydın,Match Report,
30,Sat,2024-03-16,20:30 (18:30),Beşiktaş,1–2,Antalyaspor,,Tüpraş Stadyumu,Burak Pakkan,Match Report,
30,Sat,2024-03-16,20:30 (18:30),Adana Demirspor,4–1,Sivasspor,,Yeni Adana Stadyumu,Tugay Kaan Numanoğlu,Match Report,
30,Sun,2024-03-17,13:30 (11:30),Rizespor,3–1,Gaziantep FK,,Çaykur Didi Stadyumu,Abdulkadir Bitigen,Match Report,
30,Sun,2024-03-17,16:00 (14:00),Kasımpaşa,3–4,Galatasaray,,Recep Tayyip Erdoğan Stadyumu,Atilla Karaoğlan,Match Report,
30,Sun,2024-03-17,16:00 (14:00),Hatayspor,3–0,Samsunspor,,Mersin Arena,Burak Şeker,Match Report,
30,Sun,2024-03-17,20:30 (18:30),Trabzonspor,2–3,Fenerbahçe,,Şenol Güneş Stadyumu,Halil Umut Meler,Match Report,
31,Tue,2024-04-02,17:00 (16:00),İstanbulspor,0–4,Rizespor,,Necmi Kadıoğlu Stadyumu,Alper Akarsu,Match Report,
31,Tue,2024-04-02,20:30 (19:30),Gaziantep FK,0–3,Alanyaspor,,Kalyon Arena,Umit Öztürk,Match Report,
31,Tue,2024-04-02,20:30 (19:30),Antalyaspor,1–1,Ankaragücü,,Corendon Airlines Park,Çağdaş Altay,Match Report,
31,Tue,2024-04-02,20:30 (19:30),Galatasaray,1–0,Hatayspor,,RAMS Park,Ali Şansalan,Match Report,
31,Wed,2024-04-03,17:00 (16:00),Sivasspor,1–0,Fatih Karagümrük,,BG Grup 4 Eylül Stadyumu,Turgut Doman,Match Report,
31,Wed,2024-04-03,20:30 (19:30),Fenerbahçe,4–2,Adana Demirspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Arda Kardeşler,Match Report,
31,Wed,2024-04-03,20:30 (19:30),Kayserispor,0–2,Kasımpaşa,,RHG Enertürk Enerji Stadyumu,Ömer Faruk Turtay,Match Report,
31,Wed,2024-04-03,20:30 (19:30),Konyaspor,1–3,Trabzonspor,,Konya Büyükşehir Stadı,Atilla Karaoğlan,Match Report,
31,Thu,2024-04-04,20:30 (19:30),Başakşehir,1–1,Beşiktaş,,Başakşehir Fatih Terim Stadium,Zorbay Küçük,Match Report,
31,Thu,2024-04-04,20:30 (19:30),Samsunspor,0–0,Pendikspor,,19 Mayıs Stadyumu,Bahattin Şimşek,Match Report,
32,Fri,2024-04-12,20:00 (19:00),Trabzonspor,0–1,Sivasspor,,Şenol Güneş Stadyumu,Umit Öztürk,Match Report,
32,Sat,2024-04-13,13:30 (12:30),Kasımpaşa,0–2,Konyaspor,,Recep Tayyip Erdoğan Stadyumu,Zorbay Küçük,Match Report,
32,Sat,2024-04-13,16:00 (15:00),Ankaragücü,3–1,Gaziantep FK,,Eryaman Stadyumu,Ali Şansalan,Match Report,
32,Sat,2024-04-13,19:00 (18:00),Adana Demirspor,0–0,Kayserispor,,Yeni Adana Stadyumu,Mehmet Türkmen,Match Report,
32,Sat,2024-04-13,19:00 (18:00),Beşiktaş,1–1,Samsunspor,,Tüpraş Stadyumu,Direnç Tonusluoğlu,Match Report,
32,Sun,2024-04-14,13:30 (12:30),Pendikspor,2–3,Başakşehir,,Pendik Stadyumu,Halil Umut Meler,Match Report,
32,Sun,2024-04-14,16:00 (15:00),Hatayspor,0–3,İstanbulspor,,Mersin Arena,Mert Güzenge,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
32,Sun,2024-04-14,16:00 (15:00),Rizespor,3–0,Antalyaspor,,Çaykur Didi Stadyumu,Emre Kargın,Match Report,
32,Sun,2024-04-14,19:00 (18:00),Fatih Karagümrük,1–2,Fenerbahçe,,Atatürk Olimpiyat Stadı,Tugay Kaan Numanoğlu,Match Report,
32,Mon,2024-04-15,20:00 (19:00),Alanyaspor,0–4,Galatasaray,,Kırbıyık Holding Stadyumu,Cihan Aydın,Match Report,
33,Fri,2024-04-19,20:00 (19:00),Beşiktaş,2–0,Ankaragücü,,Tüpraş Stadyumu,Bahattin Şimşek,Match Report,
33,Sat,2024-04-20,13:30 (12:30),İstanbulspor,1–2,Fatih Karagümrük,,Necmi Kadıoğlu Stadyumu,Burak Şeker,Match Report,
33,Sat,2024-04-20,16:00 (15:00),Konyaspor,0–2,Alanyaspor,,Konya Büyükşehir Stadı,Oğuzhan Çakir,Match Report,
33,Sat,2024-04-20,19:00 (18:00),Samsunspor,1–1,Adana Demirspor,,19 Mayıs Stadyumu,Murat Erdoğan,Match Report,
33,Sat,2024-04-20,19:00 (18:00),Kayserispor,1–2,Trabzonspor,,RHG Enertürk Enerji Stadyumu,Çağdaş Altay,Match Report,
33,Sun,2024-04-21,13:30 (12:30),Başakşehir,2–0,Rizespor,,Başakşehir Fatih Terim Stadium,Arda Kardeşler,Match Report,
33,Sun,2024-04-21,19:00 (18:00),Galatasaray,4–1,Pendikspor,,RAMS Park,Direnç Tonusluoğlu,Match Report,
33,Sun,2024-04-21,19:00 (18:00),Gaziantep FK,2–0,Kasımpaşa,,Kalyon Arena,Kadir Sağlam,Match Report,
33,Sun,2024-04-21,19:00 (18:00),Antalyaspor,2–1,Hatayspor,,Corendon Airlines Park,Abdulkadir Bitigen,Match Report,
33,Mon,2024-04-22,20:00 (19:00),Sivasspor,2–2,Fenerbahçe,,BG Grup 4 Eylül Stadyumu,Cihan Aydın,Match Report,
34,Fri,2024-04-26,20:00 (19:00),Adana Demirspor,0–3,Galatasaray,,Yeni Adana Stadyumu,Bahattin Şimşek,Match Report,
34,Sat,2024-04-27,16:00 (15:00),Sivasspor,1–0,Konyaspor,,BG Grup 4 Eylül Stadyumu,Murat Erdoğan,Match Report,
34,Sat,2024-04-27,16:00 (15:00),Kasımpaşa,1–0,Samsunspor,,Recep Tayyip Erdoğan Stadyumu,Halil Umut Meler,Match Report,
34,Sat,2024-04-27,19:00 (18:00),Hatayspor,1–2,Başakşehir,,Mersin Arena,Atilla Karaoğlan,Match Report,
34,Sat,2024-04-27,19:00 (18:00),Fenerbahçe,2–1,Beşiktaş,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Volkan Bayarslan,Match Report,
34,Sun,2024-04-28,16:00 (15:00),Alanyaspor,6–0,İstanbulspor,,Kırbıyık Holding Stadyumu,Muhammetali Metoğlu,Match Report,
34,Sun,2024-04-28,16:00 (15:00),Pendikspor,1–2,Kayserispor,,Pendik Stadyumu,Zorbay Küçük,Match Report,
34,Sun,2024-04-28,19:00 (18:00),Trabzonspor,4–2,Gaziantep FK,,Şenol Güneş Stadyumu,Direnç Tonusluoğlu,Match Report,
34,Sun,2024-04-28,19:00 (18:00),Rizespor,2–2,Ankaragücü,,Çaykur Didi Stadyumu,Turgut Doman,Match Report,
34,Mon,2024-04-29,20:00 (19:00),Fatih Karagümrük,4–1,Antalyaspor,,Atatürk Olimpiyat Stadı,Kadir Sağlam,Match Report,
35,Fri,2024-05-03,20:00 (19:00),Beşiktaş,3–2,Rizespor,,Tüpraş Stadyumu,Ali Şansalan,Match Report,
35,Fri,2024-05-03,20:00 (19:00),Ankaragücü,1–1,Alanyaspor,,Eryaman Stadyumu,Emre Kargın,Match Report,
35,Sat,2024-05-04,16:00 (15:00),İstanbulspor,0–1,Adana Demirspor,,Necmi Kadıoğlu Stadyumu,Abdullah Taşkınsoy,Match Report,
35,Sat,2024-05-04,19:00 (18:00),Kayserispor,2–2,Fatih Karagümrük,,RHG Enertürk Enerji Stadyumu,Atilla Karaoğlan,Match Report,
35,Sat,2024-05-04,19:00 (18:00),Samsunspor,3–1,Trabzonspor,,19 Mayıs Stadyumu,Abdulkadir Bitigen,Match Report,
35,Sun,2024-05-05,16:00 (15:00),Başakşehir,4–1,Kasımpaşa,,Başakşehir Fatih Terim Stadium,Mert Güzenge,Match Report,
35,Sun,2024-05-05,19:00 (18:00),Galatasaray,6–1,Sivasspor,,RAMS Park,Arda Kardeşler,Match Report,
35,Sun,2024-05-05,19:00 (18:00),Gaziantep FK,1–1,Hatayspor,,Kalyon Arena,Halil Umut Meler,Match Report,
35,Mon,2024-05-06,20:00 (19:00),Antalyaspor,1–2,Pendikspor,,Corendon Airlines Park,Tugay Kaan Numanoğlu,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
35,Mon,2024-05-06,20:00 (19:00),Konyaspor,0–0,Fenerbahçe,,Konya Büyükşehir Stadı,Bahattin Şimşek,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Alanyaspor,1–1,Beşiktaş,,Kırbıyık Holding Stadyumu,Tugay Kaan Numanoğlu,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Trabzonspor,3–0,İstanbulspor,,Şenol Güneş Stadyumu,Emre Kargın,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Konyaspor,3–0,Samsunspor,,Konya Büyükşehir Stadı,Kadir Sağlam,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Fenerbahçe,3–0,Kayserispor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Direnç Tonusluoğlu,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Pendikspor,2–1,Rizespor,,Pendik Stadyumu,Atilla Karaoğlan,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Kasımpaşa,3–1,Antalyaspor,,Recep Tayyip Erdoğan Stadyumu,Oğuzhan Çakir,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Hatayspor,2–1,Ankaragücü,,Mersin Arena,Ali Şansalan,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Sivasspor,0–1,Başakşehir,,BG Grup 4 Eylül Stadyumu,Bahattin Şimşek,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Fatih Karagümrük,2–3,Galatasaray,,Atatürk Olimpiyat Stadı,Volkan Bayarslan,Match Report,
36,Sun,2024-05-12,19:00 (18:00),Adana Demirspor,1–6,Gaziantep FK,,Yeni Adana Stadyumu,Abdulkadir Bitigen,Match Report,
37,Fri,2024-05-17,17:00 (16:00),İstanbulspor,1–3,Sivasspor,,Necmi Kadıoğlu Stadyumu,Ömer Faruk Turtay,Match Report,
37,Fri,2024-05-17,20:00 (19:00),Antalyaspor,2–1,Adana Demirspor,,Corendon Airlines Park,Turgut Doman,Match Report,
37,Sat,2024-05-18,19:00 (18:00),Beşiktaş,2–2,Hatayspor,,Tüpraş Stadyumu,Cihan Aydın,Match Report,
37,Sat,2024-05-18,19:00 (18:00),Kayserispor,2–2,Konyaspor,,RHG Enertürk Enerji Stadyumu,Halil Umut Meler,Match Report,
37,Sat,2024-05-18,19:00 (18:00),Ankaragücü,0–0,Pendikspor,,Eryaman Stadyumu,Volkan Bayarslan,Match Report,
37,Sat,2024-05-18,19:00 (18:00),Samsunspor,1–1,Alanyaspor,,19 Mayıs Stadyumu,Mert Güzenge,Match Report,
