rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Luciano Abecasis,ar ARG,DF,Banfield,31,1990,12.8,31,18,15,15,1,16,27,11,20,1,19,15,46,19,0,Matches
2,Ramón Ábila,ar ARG,FW,Colón,32,1989,21.8,5,3,0,3,2,2,8,6,6,1,5,1,6,15,0,Matches
3,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,22,2000,18.9,38,20,15,18,5,25,41,16,34,9,25,14,52,22,1,Matches
4,Jonás Acevedo,ar ARG,MF,Patronato,24,1997,19.9,26,7,4,16,6,7,35,28,15,2,13,10,36,9,0,Matches
5,Lucas Acevedo,ar ARG,DF,Colón,30,1991,6.6,8,5,6,2,0,3,8,5,14,7,7,4,12,42,0,Matches
6,Nelson Acevedo,ar ARG,MF,Godoy Cruz,33,1988,9.7,23,16,17,6,0,14,25,11,14,1,13,23,46,13,0,Matches
7,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,33,1988,24.7,50,31,28,20,2,23,40,17,29,5,24,38,88,35,1,Matches
8,Lautaro Acosta,ar ARG,"FW,MF",Lanús,33,1988,19.5,38,19,11,20,7,15,46,31,18,3,15,10,48,21,0,Matches
9,Gustavo Adrián Ramírez,py PAR,"FW,MF",Rosario Central,31,1990,1.5,1,1,0,0,1,0,0,0,1,1,0,1,2,1,0,Matches
10,Luis Advíncula,pe PER,DF,Boca Juniors,31,1990,20.0,37,25,24,11,2,23,32,9,10,3,7,18,55,29,0,Matches
11,Facundo Aguero,ar ARG,DF,Unión,27,1995,9.5,11,6,6,5,0,7,7,0,12,7,5,6,17,62,2,Matches
12,Alan Aguerre,ar ARG,GK,Talleres,31,1990,5.0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,Matches
13,Brian Aguilar,ar ARG,DF,Lanús,18,2003,1.4,3,1,2,1,0,1,2,1,2,1,1,2,5,9,1,Matches
14,Felipe Aguilar,co COL,DF,Lanús,29,1993,4.2,11,6,11,0,0,6,8,2,2,2,0,12,23,27,0,Matches
15,Braian Aguirre,ar ARG,"DF,MF",Lanús,21,2000,15.7,59,36,41,13,5,29,49,20,22,5,17,12,71,30,0,Matches
16,Brian Aguirre,ar ARG,"FW,MF",Newell's OB,18,2003,7.7,17,11,7,8,2,7,13,6,6,0,6,7,24,1,0,Matches
17,Manuel Agustín Duarte,ar ARG,"MF,FW",Defensa y Just,20,2001,13.2,36,26,4,25,7,12,30,18,16,1,15,17,53,6,0,Matches
18,Jorge Agustín Rodríguez,ar ARG,MF,Estudiantes–LP,26,1995,22.4,66,40,25,39,2,34,62,28,29,9,20,48,114,45,0,Matches
19,Gabriel Alanís,ar ARG,"FW,MF",Defensa y Just,27,1994,17.1,34,23,19,10,5,16,32,16,20,5,15,11,45,26,0,Matches
20,Lucas Albertengo,ar ARG,"FW,MF",Defensa y Just,31,1991,8.0,13,5,2,9,2,3,10,7,10,1,9,0,13,5,0,Matches
21,Carlos Alcaraz,ar ARG,MF,Racing Club,19,2002,11.3,20,11,5,12,3,11,20,9,20,2,18,9,29,10,0,Matches
22,Brahian Alemán,uy URU,MF,Gimnasia–LP,32,1989,23.1,51,24,21,20,10,25,48,23,19,2,17,20,71,35,0,Matches
23,Brian Alexis Leizza,ar ARG,DF,Tigre,21,2000,8.6,8,4,8,0,0,5,8,3,13,9,4,17,25,33,0,Matches
24,Rodrigo Aliendro,ar ARG,MF,Colón,30,1991,3.2,10,7,6,3,1,6,13,7,8,2,6,3,13,4,0,Matches
25,Rodrigo Aliendro,ar ARG,MF,River Plate,30,1991,6.5,12,8,5,6,1,6,13,7,16,2,14,8,20,6,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Tadeo Allende,ar ARG,"MF,FW",Godoy Cruz,22,1999,15.6,22,12,5,9,8,13,29,16,17,2,15,15,37,24,0,Matches
