rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Luciano Abecasis,ar ARG,DF,Banfield,31,1990,15,13,1153,12.8,0,0,0,0,0,0,8,1,0.1,0.1,0.6,0.7,40,53,66,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05,Matches
2,Ramón Ábila,ar ARG,FW,Colón,32,1989,23,22,1964,21.8,8,0,8,7,1,1,8,1,11.2,10.4,3.1,13.4,25,38,155,0.37,0.00,0.37,0.32,0.32,0.51,0.14,0.65,0.48,0.62,Matches
3,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,22,2000,24,24,1699,18.9,2,2,4,2,0,0,2,0,1.2,1.2,0.9,2.1,16,83,54,0.11,0.11,0.21,0.11,0.21,0.06,0.05,0.11,0.06,0.11,Matches
4,Jonás Acevedo,ar ARG,MF,Patronato,24,1997,24,20,1788,19.9,5,4,9,3,2,2,4,0,3.6,2.0,2.9,4.9,53,113,135,0.25,0.20,0.45,0.15,0.35,0.18,0.15,0.33,0.10,0.25,Matches
5,Lucas Acevedo,ar ARG,DF,Colón,30,1991,9,6,591,6.6,0,0,0,0,0,0,2,0,1.0,1.0,0.0,1.0,2,11,2,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
6,Nelson Acevedo,ar ARG,MF,Godoy Cruz,33,1988,19,10,873,9.7,0,0,0,0,0,0,5,0,0.0,0.0,0.3,0.4,4,48,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.00,0.04,Matches
7,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,33,1988,25,25,2222,24.7,0,0,0,0,0,0,12,0,0.4,0.4,0.8,1.2,26,121,20,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
8,Lautaro Acosta,ar ARG,"FW,MF",Lanús,33,1988,21,20,1754,19.5,4,0,4,4,0,0,6,0,3.7,3.7,0.5,4.1,36,62,119,0.21,0.00,0.21,0.21,0.21,0.19,0.02,0.21,0.19,0.21,Matches
9,Gustavo Adrián Ramírez,py PAR,"FW,MF",Rosario Central,31,1990,4,0,136,1.5,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,2,2,8,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.25,Matches
10,Luis Advíncula,pe PER,DF,Boca Juniors,31,1990,20,20,1800,20.0,0,0,0,0,0,0,8,0,0.2,0.2,0.7,0.8,25,76,47,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
11,Facundo Aguero,ar ARG,DF,Unión,27,1995,13,9,859,9.5,1,2,3,1,0,0,2,0,1.4,1.4,0.9,2.2,3,32,2,0.10,0.21,0.31,0.10,0.31,0.14,0.09,0.23,0.14,0.23,Matches
12,Alan Aguerre,ar ARG,GK,Talleres,31,1990,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
13,Brian Aguilar,ar ARG,DF,Lanús,18,2003,5,1,122,1.4,0,0,0,0,0,0,2,1,0.1,0.1,0.3,0.4,0,6,2,0.00,0.00,0.00,0.00,0.00,0.06,0.22,0.28,0.06,0.28,Matches
14,Felipe Aguilar,co COL,DF,Lanús,29,1993,5,4,380,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
15,Braian Aguirre,ar ARG,"DF,MF",Lanús,21,2000,16,16,1413,15.7,2,0,2,2,0,0,7,0,0.9,0.9,1.8,2.7,51,85,91,0.13,0.00,0.13,0.13,0.13,0.06,0.11,0.17,0.06,0.17,Matches
16,Brian Aguirre,ar ARG,"FW,MF",Newell's OB,18,2003,8,8,691,7.7,0,0,0,0,0,0,1,0,0.7,0.7,0.8,1.5,28,19,48,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.20,0.09,0.20,Matches
17,Manuel Agustín Duarte,ar ARG,"MF,FW",Defensa y Just,20,2001,21,14,1185,13.2,2,1,3,2,0,0,1,0,1.0,1.0,0.9,1.9,33,68,47,0.15,0.08,0.23,0.15,0.23,0.07,0.07,0.14,0.07,0.14,Matches
18,Jorge Agustín Rodríguez,ar ARG,MF,Estudiantes–LP,26,1995,24,22,2018,22.4,0,2,2,0,0,0,5,0,0.3,0.3,0.6,0.8,15,179,15,0.00,0.09,0.09,0.00,0.09,0.01,0.03,0.04,0.01,0.04,Matches
19,Gabriel Alanís,ar ARG,"FW,MF",Defensa y Just,27,1994,24,19,1542,17.1,4,3,7,4,0,0,3,1,3.1,3.1,1.9,5.0,25,43,98,0.23,0.18,0.41,0.23,0.41,0.18,0.11,0.29,0.18,0.29,Matches
20,Lucas Albertengo,ar ARG,"FW,MF",Defensa y Just,31,1991,18,7,723,8.0,1,0,1,1,0,0,0,0,2.8,2.8,0.4,3.3,9,11,46,0.12,0.00,0.12,0.12,0.12,0.35,0.05,0.40,0.35,0.40,Matches
21,Carlos Alcaraz,ar ARG,MF,Racing Club,19,2002,19,10,1019,11.3,3,0,3,3,0,0,1,1,3.6,3.6,0.9,4.5,23,64,59,0.26,0.00,0.26,0.26,0.26,0.32,0.08,0.40,0.32,0.40,Matches
22,Brahian Alemán,uy URU,MF,Gimnasia–LP,32,1989,24,24,2079,23.1,5,4,9,2,3,3,8,0,5.1,2.7,6.0,8.7,35,148,68,0.22,0.17,0.39,0.09,0.26,0.22,0.26,0.48,0.12,0.38,Matches
