rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Luciano Abecasis,ar ARG,DF,Banfield,31,1990,12.8,757,37,199,354,214,11,757,40,18,45.0,21,52.5,325,2368,1094,40,22,1,22,11,354,66,Matches
2,Ramón Ábila,ar ARG,FW,Colón,32,1989,21.8,552,16,19,170,364,129,551,41,12,29.3,27,65.9,335,1288,556,25,17,21,50,27,431,155,Matches
3,Gonzalo Abrego,ar ARG,MF,Godoy Cruz,22,2000,18.9,876,31,157,528,204,18,876,37,22,59.5,14,37.8,349,1719,747,16,18,0,31,24,436,54,Matches
4,Jonás Acevedo,ar ARG,MF,Patronato,24,1997,19.9,1132,10,95,542,519,36,1130,88,36,40.9,46,52.3,690,4418,1669,53,54,10,74,63,783,135,Matches
5,Lucas Acevedo,ar ARG,DF,Colón,30,1991,6.6,328,72,220,91,18,15,328,1,1,100.0,0,0.0,119,632,306,2,0,0,3,2,146,2,Matches
6,Nelson Acevedo,ar ARG,MF,Godoy Cruz,33,1988,9.7,519,18,129,362,34,0,519,14,8,57.1,5,35.7,227,1002,479,4,3,1,9,6,250,1,Matches
7,Guillermo Acosta,ar ARG,MF,Atlé Tucumán,33,1988,24.7,1524,72,460,971,113,5,1524,30,14,46.7,14,46.7,689,3622,1899,26,10,1,26,18,811,20,Matches
8,Lautaro Acosta,ar ARG,"FW,MF",Lanús,33,1988,19.5,773,22,116,379,287,62,773,55,17,30.9,33,60.0,389,2559,1218,36,32,12,50,17,497,119,Matches
9,Gustavo Adrián Ramírez,py PAR,"FW,MF",Rosario Central,31,1990,1.5,47,2,3,23,21,5,47,1,1,100.0,0,0.0,28,159,70,2,3,0,4,1,35,8,Matches
10,Luis Advíncula,pe PER,DF,Boca Juniors,31,1990,20.0,1223,40,336,667,229,7,1223,29,13,44.8,12,41.4,661,3065,1529,25,23,1,22,21,718,47,Matches
11,Facundo Aguero,ar ARG,DF,Unión,27,1995,9.5,467,79,265,178,25,14,467,0,0,,0,,209,986,538,3,0,0,4,2,241,2,Matches
12,Alan Aguerre,ar ARG,GK,Talleres,31,1990,5.0,181,141,181,0,0,0,181,0,0,,0,,89,542,316,0,0,0,0,0,69,0,Matches
13,Brian Aguilar,ar ARG,DF,Lanús,18,2003,1.4,91,11,50,36,6,2,91,1,0,0.0,1,100.0,46,185,72,0,0,0,0,0,48,2,Matches
14,Felipe Aguilar,co COL,DF,Lanús,29,1993,4.2,234,38,147,82,6,3,234,1,1,100.0,0,0.0,81,428,275,3,0,0,2,0,110,3,Matches
15,Braian Aguirre,ar ARG,"DF,MF",Lanús,21,2000,15.7,1168,31,344,523,319,21,1168,80,32,40.0,46,57.5,525,3112,1720,51,33,8,30,14,601,91,Matches
16,Brian Aguirre,ar ARG,"FW,MF",Newell's OB,18,2003,7.7,337,2,36,137,180,15,337,51,17,33.3,25,49.0,196,1875,861,28,28,8,35,11,211,48,Matches
17,Manuel Agustín Duarte,ar ARG,"MF,FW",Defensa y Just,20,2001,13.2,657,12,82,358,230,16,657,56,21,37.5,30,53.6,389,2463,1276,33,32,5,41,24,396,47,Matches
18,Jorge Agustín Rodríguez,ar ARG,MF,Estudiantes–LP,26,1995,22.4,1645,65,386,1157,120,7,1645,19,14,73.7,4,21.1,769,3067,1539,15,8,1,20,14,917,15,Matches
19,Gabriel Alanís,ar ARG,"FW,MF",Defensa y Just,27,1994,17.1,733,38,184,294,272,45,733,65,26,40.0,32,49.2,356,2210,960,25,21,13,43,23,371,98,Matches
20,Lucas Albertengo,ar ARG,"FW,MF",Defensa y Just,31,1991,8.0,351,6,36,173,147,37,351,17,3,17.6,13,76.5,192,651,249,9,5,5,39,20,248,46,Matches
21,Carlos Alcaraz,ar ARG,MF,Racing Club,19,2002,11.3,691,15,89,413,197,36,691,57,19,33.3,36,63.2,364,1961,865,23,22,3,25,16,465,59,Matches
22,Brahian Alemán,uy URU,MF,Gimnasia–LP,32,1989,23.1,1464,49,207,795,485,27,1461,72,37,51.4,28,38.9,725,3529,1510,35,38,6,70,57,845,68,Matches
23,Brian Alexis Leizza,ar ARG,DF,Tigre,21,2000,8.6,467,61,268,188,12,5,467,2,2,100.0,0,0.0,212,1151,700,8,2,0,6,1,266,1,Matches
24,Rodrigo Aliendro,ar ARG,MF,Colón,30,1991,3.2,192,9,47,110,39,3,192,17,12,70.6,5,29.4,102,663,424,9,7,1,6,5,108,4,Matches
25,Rodrigo Aliendro,ar ARG,MF,River Plate,30,1991,6.5,455,11,49,276,134,15,455,17,10,58.8,6,35.3,234,1023,541,9,5,1,17,12,297,34,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Tadeo Allende,ar ARG,"MF,FW",Godoy Cruz,22,1999,15.6,706,27,102,296,325,35,706,69,31,44.9,35,50.7,356,2129,931,33,21,4,57,34,470,117,Matches
27,Facundo Almada,ar ARG,DF,Rosario Central,23,1998,17.7,985,120,573,387,26,14,985,1,1,100.0,0,0.0,536,2461,1192,3,4,2,11,2,558,4,Matches
28,Facundo Altamirano,ar ARG,GK,Patronato,25,1996,25.0,805,664,796,9,0,0,805,0,0,,0,,400,2293,1599,0,0,0,0,0,231,0,Matches
29,Fabio Álvarez,ar ARG,"MF,FW",Talleres,29,1993,2.8,173,1,16,100,57,7,173,6,3,50.0,3,50.0,88,442,205,2,4,0,7,9,129,18,Matches
30,Francisco Álvarez,ar ARG,DF,Patronato,21,2000,8.9,403,53,229,167,13,8,403,4,2,50.0,2,50.0,144,718,397,5,1,0,3,3,129,0,Matches
31,Juan Álvarez,ar ARG,"MF,FW",Colón,25,1996,8.0,388,4,42,192,162,22,388,26,15,57.7,9,34.6,226,1552,635,22,14,6,20,13,245,70,Matches
32,Julián Álvarez,ar ARG,FW,River Plate,22,2000,4.3,264,1,8,72,190,20,264,18,12,66.7,6,33.3,146,832,355,8,10,1,13,6,175,43,Matches
33,Milton Álvarez,ar ARG,GK,Independiente,33,1989,17.0,440,378,438,2,0,0,440,0,0,,0,,190,1372,897,0,0,0,1,0,97,0,Matches
34,Gonzalo Álvez,ar ARG,FW,Talleres,18,2003,3.7,127,1,14,58,56,13,127,2,1,50.0,1,50.0,62,366,151,5,4,1,12,5,70,20,Matches
35,Jonatan Álvez,uy URU,FW,Unión,33,1988,7.6,243,4,7,89,148,47,241,9,3,33.3,6,66.7,118,500,222,11,8,5,23,9,175,37,Matches
36,Abel Amaya,ar ARG,DF,Banfield,19,2002,1.0,51,2,12,22,17,0,51,0,0,,0,,22,107,43,2,2,0,3,1,25,4,Matches
37,Guillermo de Amores,uy URU,GK,Lanús,27,1994,2.5,90,81,90,0,0,0,90,0,0,,0,,40,234,126,0,0,0,1,0,27,0,Matches
38,Federico Andrada,ar ARG,MF,Atlé Tucumán,27,1994,0.3,7,0,1,2,4,0,7,1,0,0.0,1,100.0,6,34,16,2,1,0,0,0,6,3,Matches
39,Juan Andrada,ar ARG,MF,Godoy Cruz,27,1995,17.6,966,42,203,682,91,6,966,31,15,48.4,15,48.4,454,2402,1119,22,13,2,24,19,476,17,Matches
40,Federico Andueza,uy URU,DF,Sarmiento,24,1997,20.9,756,162,436,299,28,17,756,2,0,0.0,2,100.0,242,1067,546,6,4,1,5,1,255,1,Matches
41,Mariano Andújar,ar ARG,GK,Estudiantes–LP,38,1983,25.0,884,680,874,11,0,0,884,3,3,100.0,0,0.0,424,2311,1526,0,0,0,1,1,310,0,Matches
42,Fabián Ángel,co COL,MF,Newell's OB,21,2001,0.3,16,0,5,10,1,0,16,0,0,,0,,9,10,7,0,0,0,1,0,7,1,Matches
43,Miguel Ángel Torrén,ar ARG,DF,Arg Juniors,33,1988,19.5,1388,159,794,569,36,3,1386,6,4,66.7,1,16.7,669,3600,2314,11,2,0,4,1,734,1,Matches
44,Alejo Antilef,ar ARG,"MF,FW",Arsenal,23,1998,2.5,140,3,16,94,32,1,140,4,3,75.0,1,25.0,76,338,153,4,4,0,4,8,90,4,Matches
45,Gabriel Aranda,ar ARG,DF,Boca Juniors,20,2001,5.0,254,29,129,125,2,2,254,0,0,,0,,152,722,369,1,0,0,0,0,176,1,Matches
46,Carlos Arce,ar ARG,MF,Barracas Central,31,1990,20.5,981,95,290,582,125,1,981,6,4,66.7,2,33.3,261,871,210,1,2,0,21,13,308,7,Matches
47,Cristian Arce,ar ARG,GK,Barracas Central,28,1993,5.1,154,129,154,0,0,0,154,0,0,,0,,72,506,390,0,0,0,0,0,34,0,Matches
48,Pablo Argañaraz,ar ARG,FW,Cen. Córdoba–SdE,23,1998,0.8,34,0,3,23,9,0,34,5,2,40.0,3,60.0,21,123,48,0,1,0,4,1,26,5,Matches
49,Gabriel Arias,cl CHI,GK,Racing Club,34,1987,14.0,370,317,365,5,0,0,370,0,0,,0,,158,894,613,0,1,1,0,0,109,0,Matches
50,Junior Arias,uy URU,FW,Barracas Central,28,1993,0.9,27,0,0,9,18,10,27,1,1,100.0,0,0.0,15,36,27,1,0,1,4,0,18,5,Matches
