rk,player,nation,pos,squad,age,born,90s,crdy,crdr,2crdy,fls,fld,off,crs,int,tklw,pkwon,pkcon,og,matches
198,Saleh Al Harthi,sa KSA,MF,Al Okhdood SC,28,1995,0.5,1,0,0,2,1,0,3,0,2,,,0,Matches
199,Ali Al Hassan,sa KSA,MF,Al-Nassr,27,1997,12.0,4,0,0,16,10,1,4,12,11,,,1,Matches
200,Jawad Al Hassan,,FW,Damac,,,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Abdullah Hassun,sa KSA,DF,Al-Qadsiah,27,1997,0.3,0,0,0,2,1,0,4,1,1,,,0,Matches
202,Abdulbasit Hawsawi,sa KSA,GK,Damac,27,1996,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
203,Abduleallah Hawsawi,sa KSA,MF,Al-Ittihad,23,2001,4.9,2,0,0,10,4,0,21,1,10,,,0,Matches
204,Abdullah Hawsawi,sa KSA,DF,Al Kholood Saudi Club,28,1996,25.6,5,0,0,26,33,3,22,24,44,,,0,Matches
205,Ghassan Hawsawi,sa KSA,"MF,DF",Al Okhdood SC,21,2003,5.9,4,0,0,12,3,0,2,7,13,,,0,Matches
206,Murad Al Hawsawi,sa KSA,MF,Al-Khaleej,23,2001,16.0,6,0,0,34,11,0,4,21,43,,,0,Matches
207,Nawaf Al-Hawsawi,,DF,Al-Riyadh SC,,,5.6,2,0,0,4,14,0,8,3,12,,,0,Matches
208,Sanousi Al Hawsawi,sa KSA,DF,Damac,25,1998,9.3,1,0,0,6,6,0,13,9,10,,,0,Matches
209,Arif Al Haydar,sa KSA,DF,Al-Khaleej,27,1997,0.2,0,0,0,1,0,0,5,0,1,,,0,Matches
210,Abdullah Hazazi,sa KSA,"DF,MF",Al-Raed,29,1995,11.2,4,1,1,9,13,0,3,13,12,,,0,Matches
211,Ali Hazazi,sa KSA,MF,Al-Qadsiah,30,1994,8.3,3,0,0,18,7,1,2,19,22,,,0,Matches
212,Naif Hazazi,sa KSA,MF,Al-Raed,31,1992,10.3,2,0,0,4,6,0,1,13,12,,,0,Matches
213,Alaa Al Hejji,sa KSA,MF,Al-Wehda,28,1995,18.3,10,0,0,29,23,2,10,27,28,,,0,Matches
214,Jack Hendry,sct SCO,DF,Al-Ettifaq,29,1995,14.2,2,1,0,14,6,0,3,11,8,,,0,Matches
215,Unai Hernandez,es ESP,MF,Al-Ittihad,19,2004,6.6,1,0,0,8,3,2,19,6,8,,,0,Matches
216,Abdulaziz Hetalh,sa KSA,"MF,FW",Al Okhdood SC,25,1999,5.4,0,0,0,6,7,0,10,4,6,,,0,Matches
217,Abdulbasit Hindi,sa KSA,DF,Al-Ettifaq,27,1997,9.7,2,0,0,12,7,0,3,25,10,,,0,Matches
218,Wesley Hoedt,nl NED,DF,Al-Shabab,30,1994,31.0,7,0,0,33,10,3,2,32,27,,,0,Matches
219,Zakaria Al Hosawi,sa KSA,"DF,MF",Al-Raed,23,2001,17.9,8,0,0,20,24,1,29,19,30,,,0,Matches
220,Zeyad Al Hunayti,sa KSA,DF,Al-Orobah,27,1997,3.9,0,0,0,3,0,0,0,4,6,,,0,Matches
221,Bassam Al Hurayji,sa KSA,DF,Al-Ahli,24,2000,3.6,3,0,0,9,6,0,10,5,8,,,1,Matches
222,Mohammed Hurbush,sa KSA,MF,Al-Shabab,21,2003,2.1,3,0,0,4,7,0,5,3,6,,,0,Matches
223,Ali Al Hussien,,MF,Al-Fayha,,,1.9,2,0,0,6,2,0,2,1,0,,,0,Matches
224,Roger Ibanez,br BRA,DF,Al-Ahli,25,1998,31.0,8,0,0,50,37,4,2,64,51,,,0,Matches
225,Riyadh Al-Ibrahim,sa KSA,MF,Al Kholood Saudi Club,30,1993,0.2,0,0,0,0,1,1,0,0,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
226,Odion Ighalo,ng NGA,FW,Al-Wehda,35,1989,26.3,2,0,0,19,43,19,4,3,7,,,0,Matches
227,Mohammed Jahfali,sa KSA,DF,Al Kholood Saudi Club,33,1990,6.4,1,0,0,11,10,2,1,12,1,,,1,Matches
228,Ziyad Al Jari,sa KSA,DF,Al-Fateh,22,2001,2.6,0,1,0,5,1,0,1,6,4,,,0,Matches
229,Ali Al Jassem,sa KSA,MF,Al-Fateh,23,2001,0.6,0,0,0,1,0,0,0,0,0,,,0,Matches
230,Hamad Al-Jizani,sa KSA,"DF,MF",Al-Raed,31,1993,15.5,4,0,0,20,11,5,16,22,25,,,0,Matches
231,Ziyad Al Johani,sa KSA,MF,Al-Ahli,22,2001,24.7,9,0,0,52,30,3,25,24,33,,,0,Matches
232,Ahmed Al Julaydan,sa KSA,"DF,MF",Al-Fateh,20,2004,13.1,2,0,0,14,8,1,68,24,20,,,0,Matches
233,Musab Al Juwayr,sa KSA,MF,Al-Shabab,21,2003,25.9,6,0,0,28,28,1,99,21,45,,,0,Matches
234,Musab Al Juwayr,sa KSA,MF,Al-Hilal,21,2003,0.6,0,0,0,1,0,0,3,1,3,,,0,Matches
235,Khalid Kaabi,sa KSA,MF,Al-Fayha,32,1992,9.8,1,0,0,11,12,2,33,6,6,,,0,Matches
236,Hassan Kadesh,sa KSA,DF,Al-Ittihad,31,1992,25.3,3,0,0,26,10,0,16,28,27,,,0,Matches
237,Lucas Kal,br BRA,"MF,DF",Al-Riyadh SC,28,1996,29.9,3,0,0,22,10,0,5,33,20,,,0,Matches
238,François Kamano,gn GUI,"MF,FW",Damac,28,1996,24.9,0,0,0,26,32,14,39,12,16,,,0,Matches
239,Glen Kamara,fi FIN,MF,Al-Shabab,28,1995,10.7,1,0,0,11,10,0,0,12,8,,,0,Matches
240,Majed Kanabah,sa KSA,MF,Al-Shabab,31,1993,12.7,5,0,0,28,11,0,11,17,19,,,0,Matches
241,Ismaël Kandouss,ma MAR,DF,Al-Orobah,26,1997,28.5,2,0,0,22,9,0,2,32,37,,,0,Matches
242,Mohamed Kanno,sa KSA,MF,Al-Hilal,29,1994,14.4,3,0,0,21,5,0,12,25,24,,,0,Matches
243,N'Golo Kanté,fr FRA,MF,Al-Ittihad,33,1991,30.3,5,0,0,31,16,0,14,67,50,,,0,Matches
244,Ahmed Al-Kassar,sa KSA,GK,Al-Qadsiah,33,1991,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
245,Franck Kessié,ci CIV,MF,Al-Ahli,27,1996,28.8,7,0,0,43,28,0,15,18,28,,,0,Matches
246,Mohammed Al-Khabrani,sa KSA,DF,Al-Khaleej,30,1993,27.3,4,0,0,19,14,0,2,36,20,,,0,Matches
247,Abdulelah Al Khaibari,sa KSA,DF,Al-Riyadh SC,28,1996,28.1,8,0,0,31,50,1,82,26,55,,,0,Matches
248,Abdullah Al-Khaibari,sa KSA,MF,Al-Nassr,27,1996,14.1,4,0,0,24,18,0,3,10,30,,,0,Matches
249,Sami Al-Khaibari,sa KSA,DF,Al-Fayha,34,1989,19.5,2,0,0,12,9,1,2,37,16,,,0,Matches
250,Thamer Al Khaibari,sa KSA,FW,Al-Ettifaq,18,2005,0.1,0,0,0,0,1,1,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
251,Thamer Al Khaibari,sa KSA,FW,Al-Raed,18,2005,5.3,1,0,0,11,7,1,1,2,1,,,0,Matches
252,Osama Al-Khalaf,sa KSA,"DF,MF",Al-Orobah,27,1996,6.4,2,0,0,5,13,0,21,11,11,,,0,Matches
253,Majed Khalifa,sa KSA,FW,Al Kholood Saudi Club,20,2004,1.8,0,0,0,4,0,0,0,0,2,,,0,Matches
254,Awadh Khames,sa KSA,"DF,MF",Al Okhdood SC,36,1988,25.9,5,0,0,17,35,1,24,27,29,,,0,Matches
255,Abdullah Khateeb,sa KSA,DF,Al-Ettifaq,29,1995,22.7,6,0,0,18,13,2,3,28,18,,,0,Matches
256,Hamad Al Khorayef,sa KSA,FW,Al-Shabab,18,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
257,Murad Khudhri,sa KSA,FW,Al-Wehda,21,2003,4.2,1,0,0,12,4,0,3,0,4,,,0,Matches
258,Mohamed Konaté,bf BFA,FW,Al-Riyadh SC,26,1997,18.9,4,1,1,31,18,25,5,4,7,,,0,Matches
259,Ibrahima Koné,ml MLI,FW,Al Okhdood SC,25,1999,9.9,7,1,1,22,10,8,6,1,3,,,0,Matches
260,Kalidou Koulibaly,sn SEN,DF,Al-Hilal,33,1991,28.9,2,1,0,29,6,0,1,35,39,,,0,Matches
261,Dimitrios Kourbelis,gr GRE,"MF,DF",Al-Khaleej,30,1993,17.7,7,0,0,33,23,0,2,26,19,,,0,Matches
262,Mohammed Al Kunaydiri,sa KSA,DF,Al-Fateh,23,2000,10.9,0,0,0,3,15,0,28,11,19,,,0,Matches
263,Mohammed Al-Kwikbi,sa KSA,"FW,MF",Al-Taawoun,29,1994,7.1,0,0,0,1,5,4,46,4,5,,,0,Matches
264,Ali Lajami,sa KSA,DF,Al-Nassr,28,1996,15.9,3,0,0,18,11,0,0,30,20,,,1,Matches
265,Qassem Lajami,sa KSA,DF,Al-Qadsiah,28,1996,6.6,1,0,0,4,4,0,0,10,6,,,0,Matches
266,Aymeric Laporte,es ESP,DF,Al-Nassr,30,1994,17.0,3,0,0,2,9,1,1,14,8,,,0,Matches
267,Leandrinho,br BRA,"MF,DF",Al-Shabab,19,2005,6.3,2,0,0,8,8,1,17,2,9,,,0,Matches
268,Sekou Lega,fr FRA,"FW,MF",Al-Riyadh SC,21,2003,9.3,0,0,0,12,7,9,27,3,6,,,0,Matches
269,Marcos Leonardo,br BRA,"FW,MF",Al-Hilal,21,2003,19.3,2,0,0,23,25,10,4,1,2,,,0,Matches
270,Renan Lodi,br BRA,DF,Al-Hilal,26,1998,21.6,4,0,0,32,47,5,84,30,24,,,0,Matches
271,Renzo López,uy URU,FW,Al-Fayha,30,1994,27.3,6,1,0,51,28,40,5,3,15,,,0,Matches
272,Damion Lowe,jm JAM,DF,Al Okhdood SC,31,1993,21.4,6,1,1,26,14,3,8,45,24,,,1,Matches
273,Matheus Machado,br BRA,"FW,MF",Al-Fateh,21,2003,6.3,4,1,1,18,8,3,1,1,0,,,0,Matches
274,Turki Al Madani,sa KSA,DF,Al-Ettifaq,16,2007,0.6,0,0,0,0,0,0,1,0,1,,,0,Matches
275,Abdullah Madu,sa KSA,DF,Al-Ettifaq,31,1993,26.2,3,0,0,15,10,1,1,26,13,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
276,Mohammed Al-Mahasneh,sa KSA,GK,Al-Ittihad,,,4.8,0,0,0,0,1,0,0,0,0,,,0,Matches
277,Aschraf El Mahdioui,nl NED,MF,Al-Taawoun,28,1996,28.9,4,0,0,34,18,4,3,56,37,,,0,Matches
278,Ibrahim Mahnashi,sa KSA,DF,Al-Qadsiah,24,1999,3.3,0,0,0,2,3,0,4,4,7,,,0,Matches
279,Riyad Mahrez,dz ALG,MF,Al-Ahli,33,1991,29.9,4,0,0,28,35,25,186,11,21,,,0,Matches
280,Mohammed Mahzari,sa KSA,DF,Al-Taawoun,22,2002,11.7,6,1,1,15,5,2,19,21,21,,,0,Matches
281,Mailson,br BRA,GK,Al-Taawoun,27,1996,16.0,0,0,0,0,1,0,0,0,0,,,0,Matches
282,Mohammed Al Majhad,sa KSA,MF,Al-Ahli,26,1998,0.4,2,0,0,3,1,0,0,1,1,,,0,Matches
283,Ali Majrashi,sa KSA,DF,Al-Ahli,24,1999,25.7,11,0,0,49,55,3,90,46,64,,,0,Matches
284,Mohamed Al Makaazi,ma MAR,"MF,DF",Al-Wehda,29,1995,22.0,5,0,0,22,23,1,16,35,28,,,0,Matches
285,Ali Makki,sa KSA,DF,Al-Wehda,25,1999,15.1,3,0,0,16,17,0,3,24,16,,,0,Matches
286,Malcom,br BRA,MF,Al-Hilal,27,1997,29.0,3,0,0,14,54,2,86,7,6,,,0,Matches
287,Abdulellah Al-Malki,sa KSA,MF,Al-Ettifaq,29,1994,9.1,9,0,0,27,21,0,4,13,14,,,0,Matches
288,Sadio Mané,sn SEN,"MF,FW",Al-Nassr,32,1992,31.3,4,0,0,35,73,20,77,14,27,,,0,Matches
289,Suwailem Al Manhali,sa KSA,DF,Al-Riyadh SC,20,2004,3.2,2,0,0,5,0,0,12,5,7,,,0,Matches
290,Myziane Maolida,km COM,"MF,FW",Al Kholood Saudi Club,25,1999,31.7,0,0,0,21,22,10,20,28,16,,,0,Matches
291,Hamed Al Maqati,sa KSA,DF,Al-Orobah,31,1993,25.2,7,0,0,26,40,0,73,24,22,,,1,Matches
292,Mohammed Marran,sa KSA,FW,Al-Nassr,23,2001,1.4,2,0,0,6,7,0,0,0,0,,,0,Matches
293,Roger Martínez,co COL,FW,Al-Taawoun,30,1994,14.2,2,0,0,25,28,16,2,1,5,,,0,Matches
294,Fábio Martins,pt POR,MF,Al-Khaleej,31,1993,28.5,8,0,0,44,50,14,59,12,28,,,0,Matches
295,Abdulaziz Masnom,ye YEM,FW,Al-Orobah,18,2006,0.8,1,0,0,3,2,0,0,0,0,,,0,Matches
296,Ali Al Masoud,sa KSA,MF,Al-Fateh,20,2004,2.2,0,0,0,9,6,2,4,2,3,,,0,Matches
297,Naif Masoud,sa KSA,"MF,DF",Al-Fateh,23,2001,2.9,2,0,0,5,5,0,2,10,7,,,0,Matches
298,Mateus,br BRA,FW,Al-Taawoun,29,1994,3.4,0,0,0,4,8,0,21,1,5,,,0,Matches
299,Abdullah Al-Mayouf,sa KSA,GK,Al-Shabab,37,1987,14.5,0,0,0,0,2,0,0,0,1,,,0,Matches
300,Álvaro Medrán,es ESP,MF,Al-Ettifaq,30,1994,24.2,4,0,0,23,41,0,105,10,24,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
301,Sultan Mendash,sa KSA,"MF,FW",Al-Taawoun,29,1994,16.9,5,1,1,32,35,7,48,13,22,,,0,Matches
302,Edouard Mendy,sn SEN,GK,Al-Ahli,32,1992,27.0,0,0,0,1,3,0,0,0,0,,,0,Matches
303,Jacob Mendy,sa KSA,MF,Al-Fayha,27,1996,8.4,2,0,0,10,18,0,2,17,15,,,0,Matches
304,Bernard Mensah,gh GHA,"MF,FW",Al-Riyadh SC,29,1994,25.7,6,0,0,44,30,4,16,10,20,,,0,Matches
305,Solomon Midas,lr LBR,MF,Al-Raed,,,9.4,2,0,0,10,4,0,4,12,9,,,0,Matches
306,Sergej Milinković-Savić,rs SRB,MF,Al-Hilal,29,1995,30.2,3,0,0,40,31,12,40,22,28,,,0,Matches
307,Mario Mitaj,al ALB,"DF,MF",Al-Ittihad,20,2003,16.0,2,0,0,25,19,1,36,24,25,,,0,Matches
308,Aleksandar Mitrović,rs SRB,FW,Al-Hilal,29,1994,21.4,3,0,0,21,22,14,7,1,11,,,0,Matches
309,Majed Mohammed,sa KSA,DF,Al-Nassr,22,2001,3.7,1,0,0,6,6,0,5,4,7,,,0,Matches
310,Tariq Mohammed,sa KSA,MF,Damac,28,1995,19.4,4,1,0,22,30,0,4,21,26,,,0,Matches
311,Bader Monshi,sa KSA,MF,Damac,25,1999,0.9,0,0,0,2,1,0,1,0,3,,,0,Matches
312,André Moreira,pt POR,GK,Al-Raed,28,1995,13.0,1,0,0,0,1,0,0,0,0,,,0,Matches
313,Saad Al Mosa,sa KSA,DF,Al-Ittihad,21,2002,19.8,2,0,0,23,24,1,1,25,25,,,0,Matches
314,Orlando Mosquera,pa PAN,GK,Al-Fayha,29,1994,29.5,2,1,0,1,1,0,0,0,1,,,0,Matches
315,Nooh Al-Mousa,sa KSA,"MF,DF",Al-Fateh,33,1991,6.1,1,1,0,7,2,0,2,12,2,,,0,Matches
316,Saeed Al Mowalad,sa KSA,DF,Al-Wehda,33,1991,27.3,1,0,0,3,13,12,116,41,25,,,0,Matches
317,Muteb Al Mufarrij,sa KSA,DF,Al-Taawoun,27,1996,13.1,7,0,0,12,7,0,0,12,11,,,0,Matches
318,Abdullah Al Mugren,sa KSA,MF,Damac,27,1996,1.3,0,0,0,6,5,0,1,0,1,,,0,Matches
319,Karlo Muhar,hr CRO,MF,Al-Orobah,28,1996,30.0,8,0,0,68,11,0,2,24,57,,,0,Matches
320,Jackson Muleka,cd COD,FW,Al Kholood Saudi Club,24,1999,26.5,4,0,0,36,65,7,12,6,18,,,0,Matches
321,Thomas Murg,at AUT,MF,Al-Khaleej,29,1994,12.2,1,0,0,6,18,7,29,6,9,,,0,Matches
322,Hassan Al Musallam,sa KSA,DF,Al-Khaleej,18,2005,0.0,0,0,0,0,1,0,0,1,0,,,0,Matches
323,Knowledge Musona,zw ZIM,MF,Al Okhdood SC,34,1990,22.4,3,0,0,36,8,5,68,13,15,,,0,Matches
324,Adel Al Mutairi,sa KSA,DF,Al-Shabab,19,2005,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
325,Eid Al Muwallad,sa KSA,MF,Al Okhdood SC,22,2001,9.6,3,0,0,14,7,0,4,14,19,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
326,Eid Al Muwallad,sa KSA,MF,Al-Ahli,22,2001,1.5,2,0,0,10,2,1,1,4,4,,,0,Matches
327,Fahad Al Muwallad,sa KSA,MF,Al-Shabab,29,1994,2.0,0,0,0,5,3,0,4,4,2,,,0,Matches
328,Kévin N'Doram,fr FRA,MF,Al Kholood Saudi Club,28,1996,27.3,4,0,0,25,17,1,3,38,24,,,0,Matches
329,Georges-Kévin N'Koudou,cm CMR,"MF,FW",Damac,29,1995,28.4,3,0,0,20,86,13,113,9,18,,,0,Matches
330,Sumaihan Al-Nabet,sa KSA,MF,Al-Ahli,28,1996,2.9,2,0,0,3,10,2,36,4,1,,,0,Matches
331,Nacho,es ESP,DF,Al-Qadsiah,34,1990,31.0,4,0,0,12,16,1,3,36,16,,,1,Matches
332,Faissal Nahet,,FW,Al-Raed,,,0.1,0,0,0,0,0,0,0,0,1,,,0,Matches
333,Salem Al Najdi,sa KSA,DF,Al-Nassr,21,2003,12.1,5,0,0,19,16,1,23,18,22,,,0,Matches
334,Sami Al-Najei,sa KSA,MF,Al-Nassr,27,1997,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
335,Yahya Naji,sa KSA,"FW,MF",Al-Wehda,25,1999,10.0,4,0,0,8,10,3,6,2,3,,,0,Matches
336,Rakan Najjar,sa KSA,GK,Al Okhdood SC,29,1995,2.5,0,0,0,0,4,0,0,0,0,,,0,Matches
337,Nahitan Nández,uy URU,MF,Al-Qadsiah,28,1995,27.7,12,0,0,50,39,2,120,25,54,,,0,Matches
338,Khaled Narey,tg TOG,"MF,FW",Al-Khaleej,30,1994,12.9,1,0,0,8,11,7,44,7,14,,,0,Matches
339,Awad Al Nashri,sa KSA,MF,Al-Ittihad,22,2002,2.9,2,0,0,10,0,0,1,5,8,,,0,Matches
340,Bander Nasser,sa KSA,DF,Al-Khaleej,34,1990,2.7,1,0,0,4,4,0,8,4,5,,,0,Matches
341,Saad Al Nasser,sa KSA,"DF,MF",Al-Taawoun,23,2001,24.0,0,0,0,14,27,1,51,52,43,,,0,Matches
342,Hussain Al Nattar,sa KSA,MF,Al-Qadsiah,24,2000,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
343,Mohamed Nayef,sa KSA,MF,Al Okhdood SC,25,1998,5.5,1,0,0,4,3,3,9,7,5,,,0,Matches
344,Rúben Neves,pt POR,MF,Al-Hilal,27,1997,24.8,5,0,0,29,21,0,124,30,27,,,0,Matches
345,Meshari Al Nimr,sa KSA,"FW,MF",Damac,,,8.4,2,1,0,13,11,3,4,1,7,,,0,Matches
346,Florin Niță,ro ROU,GK,Damac,37,1987,31.0,3,0,0,0,4,0,0,2,3,,,0,Matches
347,Abdulaziz Noor,sa KSA,"FW,MF",Al-Wehda,25,1999,12.5,3,0,0,21,18,2,10,5,6,,,0,Matches
348,Mathias Normann,no NOR,MF,Al-Raed,28,1996,19.6,5,1,1,25,17,1,21,24,14,,,0,Matches
349,Hussain Al Nuweqi,sa KSA,DF,Al-Riyadh SC,28,1995,14.5,1,1,0,5,19,1,41,18,15,,,0,Matches
350,Abdurahman Al-Obaid,sa KSA,"DF,MF",Damac,31,1993,10.4,1,0,0,11,5,0,31,17,18,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
351,Ambrose Ochigbo,ng NGA,MF,Al Kholood Saudi Club,20,2003,1.1,1,0,0,4,4,0,0,0,1,,,0,Matches
352,Saleh Al Ohaymid,sa KSA,GK,Al-Raed,26,1998,1.3,0,0,0,0,0,0,0,0,0,,,0,Matches
353,Madallah Al-Olayan,sa KSA,"DF,MF",Al-Ettifaq,29,1994,17.8,8,0,0,18,27,0,35,31,43,,,0,Matches
354,Henry Onyekuru,ng NGA,FW,Al-Fayha,27,1997,1.6,1,0,0,3,4,2,0,0,0,,,0,Matches
355,Radi Al Otaibi,sa KSA,"DF,MF",Al-Ettifaq,24,2000,20.4,4,0,0,33,28,1,62,31,20,,,0,Matches
356,Otávio,pt POR,MF,Al-Nassr,29,1995,24.1,3,0,0,37,61,0,43,22,37,,,0,Matches
357,Abdulaziz Al Othman,sa KSA,"MF,FW",Al-Qadsiah,20,2004,9.5,2,0,0,10,13,3,27,2,6,,,0,Matches
358,Othman Al Othman,sa KSA,MF,Al-Fateh,21,2003,8.7,6,0,0,19,20,0,40,9,20,,,0,Matches
359,Meshari Al Oufi,,MF,Al Kholood Saudi Club,,,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
360,Mohammed Al-Owais,sa KSA,GK,Al-Hilal,32,1991,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
361,Abdullah Al-Owaishir,sa KSA,GK,Al-Wehda,33,1991,26.8,1,0,0,1,3,0,0,1,0,,,1,Matches
362,Raed Ozaybi,sa KSA,GK,Al-Khaleej,22,2001,9.0,2,0,0,1,3,0,0,0,0,,,0,Matches
363,Juan Pedroza,co COL,MF,Al Okhdood SC,25,1999,30.0,5,0,0,57,31,2,193,31,58,,,0,Matches
364,Danilo Pereira,pt POR,DF,Al-Ittihad,32,1991,25.1,4,0,0,7,17,3,0,28,14,,,1,Matches
365,Petros,br BRA,MF,Al Okhdood SC,35,1989,23.1,10,0,0,25,43,2,2,23,35,,,0,Matches
366,Daniel Podence,pt POR,"FW,MF",Al-Shabab,28,1995,15.6,5,1,1,6,18,6,51,7,10,,,0,Matches
367,Alejandro Pozuelo,es ESP,"MF,FW",Al-Fayha,32,1991,25.0,2,0,0,24,38,4,123,10,22,,,0,Matches
368,Cameron Puertas,ch SUI,MF,Al-Qadsiah,25,1998,28.7,3,0,0,75,59,2,217,18,59,,,0,Matches
369,Abdullah Al Qahtani,sa KSA,MF,Damac,25,1999,0.9,0,0,0,1,4,0,3,1,1,,,0,Matches
370,Husain Al Qahtani,sa KSA,MF,Al-Qadsiah,29,1994,7.2,2,0,0,28,3,0,29,6,16,,,0,Matches
371,Mohammed Al Qahtani,sa KSA,MF,Al-Hilal,22,2002,7.7,0,0,0,9,20,5,19,5,8,,,0,Matches
372,Saad Al Qahtani,,DF,Al-Wehda,,,1.0,0,0,0,0,1,0,6,2,0,,,0,Matches
373,Muhannad Al Qaidhi,sa KSA,DF,Al Okhdood SC,26,1998,19.8,5,0,0,17,10,1,18,30,16,,,0,Matches
374,Nawaf Al Qamiri,sa KSA,"MF,DF",Al-Orobah,23,2001,4.3,0,0,0,8,2,0,14,2,8,,,0,Matches
375,Mohammed Al-Qarni,sa KSA,MF,Al-Orobah,34,1989,11.5,5,0,0,12,13,0,6,15,17,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
376,Ayoub Qasmi,ma MAR,DF,Al-Raed,30,1993,24.6,4,0,0,13,14,2,2,27,20,,,0,Matches
377,Hussain Qassem,sa KSA,"MF,DF",Al-Fateh,26,1997,2.7,2,1,0,6,2,0,6,3,3,,,0,Matches
378,Mohammed Qassem,sa KSA,"MF,DF",Al-Qadsiah,29,1995,7.8,1,0,0,9,9,0,46,10,13,,,0,Matches
379,Emad Qaysi,sa KSA,MF,Al-Shabab,17,2006,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
380,Julián Quiñones,mx MEX,"FW,MF",Al-Qadsiah,27,1997,27.1,6,1,0,24,46,9,17,1,12,,,0,Matches
381,Abdullah Radif,sa KSA,FW,Al-Ettifaq,21,2003,12.8,2,2,0,23,23,4,26,3,12,,,0,Matches
382,Saif Rajab,,FW,Al-Qadsiah,,,2.7,2,0,0,6,2,2,10,2,3,,,0,Matches
383,Mobarak Al Rajeh,sa KSA,DF,Al-Raed,20,2003,21.5,7,0,0,26,11,6,12,27,24,,,0,Matches
384,Predrag Rajković,rs SRB,GK,Al-Ittihad,28,1995,27.2,1,0,0,0,4,0,0,1,1,,,0,Matches
385,Khaled Al Rammah,sa KSA,MF,Al-Fayha,19,2005,3.7,0,0,0,3,2,0,9,1,8,,,0,Matches
386,Rangel,br BRA,"DF,MF",Al-Fayha,20,2004,4.8,1,0,0,6,7,0,26,8,2,,,0,Matches
387,Fraj Al Rashid,sa KSA,FW,Al-Orobah,20,2004,0.0,0,0,0,0,0,0,1,0,0,,,0,Matches
388,Abdullah Al-Rashidi,sa KSA,MF,Al Kholood Saudi Club,,,0.1,0,0,0,0,0,0,2,0,0,,,0,Matches
389,Ahmed Al Rashidi,sa KSA,GK,Al-Wehda,22,2002,1.2,1,0,0,0,0,0,0,0,0,,,0,Matches
390,Fahad Al Rashidi,sa KSA,MF,Al-Ahli,27,1997,2.9,3,0,0,6,7,1,6,1,5,,,0,Matches
391,Fahad Al-Rashidi,sa KSA,MF,Al-Orobah,33,1991,15.5,6,0,0,27,24,0,11,30,19,,,0,Matches
392,Noor Al Rashidi,sa KSA,DF,Damac,29,1995,7.7,3,0,0,12,9,1,1,10,28,,,0,Matches
393,Pedro Rebocho,pt POR,DF,Al-Khaleej,29,1995,32.8,3,0,0,14,32,3,85,36,36,,,0,Matches
394,Robert Renan,br BRA,DF,Al-Shabab,20,2003,30.1,7,0,0,34,10,0,33,42,38,,,0,Matches
395,Renne Rivas,ve VEN,DF,Al-Taawoun,21,2003,15.9,5,0,0,24,16,3,34,16,21,,,0,Matches
396,Marek Rodák,sk SVK,GK,Al-Ettifaq,27,1996,34.0,2,0,0,0,1,0,0,1,2,,,0,Matches
397,Cristiano Ronaldo,pt POR,FW,Al-Nassr,39,1985,29.1,2,0,0,9,26,37,26,4,1,,,0,Matches
398,Saeed Al Rubaie,sa KSA,DF,Al Okhdood SC,30,1994,26.6,9,1,1,44,11,0,1,37,24,,,0,Matches
399,Sattam Al Ruqi,sa KSA,MF,Al-Fayha,22,2002,1.5,0,0,0,2,3,0,8,1,5,,,0,Matches
400,Sattam Al Ruqi,sa KSA,MF,Al-Orobah,22,2002,2.5,0,0,0,2,7,0,8,1,4,,,0,Matches
