rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,pk,pkatt,matches
33,Abdullah Al Anazi,sa KSA,MF,Al-Fateh,21,2003,4.5,1,9,4,44.4,2.01,0.90,0.11,0.25,,0,0,Matches
34,Dhari Al Anazi,sa KSA,"DF,MF",Damac,24,2000,26.1,0,6,1,16.7,0.23,0.04,0.00,0.00,,0,0,Matches
35,Zaid Al Anazi,sa KSA,MF,Al Kholood Saudi Club,20,2004,0.5,0,2,1,50.0,4.39,2.20,0.00,0.00,,0,0,Matches
36,Ângelo,br BRA,MF,Al-Nassr,19,2004,15.2,1,26,5,19.2,1.72,0.33,0.04,0.20,,0,0,Matches
37,Paulo Vítor Fagundes dos Anjos,br BRA,GK,Al Okhdood SC,35,1988,31.5,0,0,0,,0.00,0.00,,,,0,0,Matches
38,Abdulrahman Al Anzi,sa KSA,DF,Al-Orobah,,,1.7,0,0,0,,0.00,0.00,,,,0,0,Matches
39,Houssem Aouar,dz ALG,MF,Al-Ittihad,26,1998,27.7,12,52,25,48.1,1.88,0.90,0.21,0.44,,1,2,Matches
40,Mohammed Al Aqeel,sa KSA,MF,Al-Riyadh SC,27,1997,0.8,0,1,1,100.0,1.22,1.22,0.00,0.00,,0,0,Matches
41,Nawaf Al Aqidi,sa KSA,GK,Al-Fateh,24,2000,16.0,0,0,0,,0.00,0.00,,,,0,0,Matches
42,Karim Ashraf,eg EGY,FW,Al Okhdood SC,20,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
43,Abdulfattah Asiri,sa KSA,"MF,FW",Al Kholood Saudi Club,30,1994,3.4,0,6,1,16.7,1.77,0.30,0.00,0.00,,0,0,Matches
44,Naif Asiri,sa KSA,DF,Al Okhdood SC,23,2001,23.7,1,9,4,44.4,0.38,0.17,0.11,0.25,,0,0,Matches
45,Ali Al Asmari,sa KSA,MF,Al-Ahli,27,1997,2.9,1,3,2,66.7,1.03,0.69,0.33,0.50,,0,0,Matches
46,Hassan Al Asmari,sa KSA,DF,Al Kholood Saudi Club,21,2002,3.9,0,0,0,,0.00,0.00,,,,0,0,Matches
47,Ahmed Assiri,sa KSA,DF,Al-Riyadh SC,32,1991,25.4,1,10,2,20.0,0.39,0.08,0.10,0.50,,0,0,Matches
48,Abdulquddus Atiah,sa KSA,GK,Al-Taawoun,27,1997,17.0,0,0,0,,0.00,0.00,,,,0,0,Matches
49,Pierre-Emerick Aubameyang,ga GAB,FW,Al-Qadsiah,35,1989,31.4,17,117,56,47.9,3.72,1.78,0.13,0.27,,2,3,Matches
50,Nawaf Al-Azizi,sa KSA,MF,Al-Wehda,24,1999,0.9,0,1,1,100.0,1.13,1.13,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
51,Saeed Ba Atiyah,,"DF,MF",Al-Fateh,,,17.0,0,3,1,33.3,0.18,0.06,0.00,0.00,,0,0,Matches
52,Juninho Bacuna,cw CUW,MF,Al-Wehda,26,1997,25.1,3,50,11,22.0,1.99,0.44,0.04,0.18,,1,1,Matches
53,Hattan Bahebri,sa KSA,"MF,FW",Al-Taawoun,32,1992,4.7,2,13,3,23.1,2.74,0.63,0.15,0.67,,0,0,Matches
54,Ahmed Bahusayn,sa KSA,MF,Al-Taawoun,23,2001,7.5,0,6,1,16.7,0.80,0.13,0.00,0.00,,0,0,Matches
55,Yazeid Al Bakr,sa KSA,DF,Al-Riyadh SC,28,1995,0.7,0,0,0,,0.00,0.00,,,,0,0,Matches
56,Waleed Bakshween,sa KSA,MF,Al-Wehda,34,1989,19.4,0,9,0,0.0,0.46,0.00,0.00,,,0,0,Matches
57,Saif Balhareth,sa KSA,MF,Al Okhdood SC,18,2006,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
58,Ahmed Bamasud,sa KSA,DF,Al-Ettifaq,28,1995,1.1,0,1,0,0.0,0.87,0.00,0.00,,,0,0,Matches
59,Mohammed Al Baqawi,sa KSA,"MF,DF",Al-Fayha,29,1995,24.8,0,2,0,0.0,0.08,0.00,0.00,,,0,0,Matches
60,Yoann Barbet,fr FRA,DF,Al-Riyadh SC,31,1993,28.9,1,23,4,17.4,0.80,0.14,0.04,0.25,,0,0,Matches
61,Mohammed Barnawi,sa KSA,DF,Al-Orobah,18,2005,2.0,0,0,0,,0.00,0.00,,,,0,0,Matches
62,Musa Barrow,gm GAM,"FW,MF",Al-Taawoun,25,1998,28.2,13,97,36,37.1,3.44,1.28,0.12,0.33,,1,1,Matches
63,Ousmane Barry,gn GUI,FW,Al Okhdood SC,32,1991,10.3,1,20,6,30.0,1.94,0.58,0.05,0.17,,0,0,Matches
64,Christian Bassogog,cm CMR,"MF,FW",Al Okhdood SC,28,1995,30.2,6,45,22,48.9,1.49,0.73,0.13,0.27,,0,0,Matches
65,Mourad Batna,ma MAR,MF,Al-Fateh,34,1990,26.7,13,99,39,39.4,3.71,1.46,0.08,0.21,,5,6,Matches
66,Ibrahim Bayesh,iq IRQ,"MF,FW",Al-Riyadh SC,24,2000,30.0,5,33,12,36.4,1.10,0.40,0.15,0.42,,0,0,Matches
67,Abdelkader Bedrane,dz ALG,DF,Damac,32,1992,29.9,0,18,1,5.6,0.60,0.03,0.00,0.00,,0,0,Matches
68,Sofiane Bendebka,dz ALG,MF,Al-Fateh,31,1992,30.9,12,63,28,44.4,2.04,0.91,0.14,0.32,,3,3,Matches
69,Bento,br BRA,GK,Al-Nassr,25,1999,34.0,0,0,0,,0.00,0.00,,,,0,0,Matches
70,Karim Benzema,fr FRA,FW,Al-Ittihad,36,1987,28.1,21,110,54,49.1,3.91,1.92,0.19,0.39,,0,1,Matches
71,Jóhann Berg Guðmundsson,is ISL,"MF,FW",Al-Orobah,33,1990,25.2,4,34,14,41.2,1.35,0.55,0.12,0.29,,0,0,Matches
72,Steven Bergwijn,nl NED,"MF,FW",Al-Ittihad,26,1997,21.8,13,56,31,55.4,2.57,1.42,0.20,0.35,,2,2,Matches
73,Karim El Berkaoui,ma MAR,FW,Al-Raed,28,1995,17.9,11,37,22,59.5,2.06,1.23,0.30,0.50,,0,0,Matches
74,Mansor Al Beshe,sa KSA,MF,Al-Fayha,24,2000,19.4,0,7,1,14.3,0.36,0.05,0.00,0.00,,0,0,Matches
75,Saad Bguir,tn TUN,"MF,FW",Al-Wehda,30,1994,14.9,3,25,8,32.0,1.68,0.54,0.12,0.38,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
76,Fahad bin Jumayah,sa KSA,"DF,MF",Al-Taawoun,29,1995,15.5,0,5,1,20.0,0.32,0.06,0.00,0.00,,0,0,Matches
77,Saud bin Zaydan,sa KSA,MF,Al-Riyadh SC,24,1999,3.7,0,0,0,,0.00,0.00,,,,0,0,Matches
78,Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,30,1994,1.3,0,2,2,100.0,1.49,1.49,0.00,0.00,,0,0,Matches
79,Rayan Al Bloushi,sa KSA,FW,Al-Riyadh SC,23,2001,0.9,0,2,0,0.0,2.17,0.00,0.00,,,0,0,Matches
80,Emmanuel Boateng,gh GHA,FW,Al-Orobah,28,1996,11.9,2,35,7,20.0,2.93,0.59,0.06,0.29,,0,0,Matches
81,Ameen Bokhari,sa KSA,GK,Damac,27,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,Matches
82,Giacomo Bonaventura,it ITA,"MF,FW",Al-Shabab,34,1989,24.8,2,42,11,26.2,1.69,0.44,0.05,0.18,,0,0,Matches
83,Milan Borjan,ca CAN,GK,Al-Riyadh SC,36,1987,33.0,0,0,0,,0.00,0.00,,,,0,0,Matches
84,Yassine Bounou,ma MAR,GK,Al-Hilal,33,1991,31.0,0,0,0,,0.00,0.00,,,,0,0,Matches
85,Nawaf Boushal,sa KSA,DF,Al-Nassr,24,1999,24.3,2,11,3,27.3,0.45,0.12,0.18,0.67,,0,0,Matches
86,Yousri Bouzok,dz ALG,"FW,MF",Al-Raed,27,1996,18.9,1,31,8,25.8,1.64,0.42,0.03,0.13,,0,0,Matches
87,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,31,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
88,Marcelo Brozović,hr CRO,MF,Al-Nassr,31,1992,26.5,2,26,11,42.3,0.98,0.42,0.08,0.18,,0,0,Matches
89,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,34,1989,25.1,4,10,6,60.0,0.40,0.24,0.40,0.67,,0,0,Matches
90,Firas Al-Buraikan,sa KSA,"MF,FW",Al-Ahli,24,2000,22.9,3,29,12,41.4,1.27,0.52,0.10,0.25,,0,0,Matches
91,Heorhiy Bushchan,ua UKR,GK,Al-Shabab,30,1994,11.0,0,0,0,,0.00,0.00,,,,0,0,Matches
92,Haroune Camara,sa KSA,"FW,MF",Al-Shabab,26,1998,17.9,6,35,15,42.9,1.96,0.84,0.17,0.40,,0,0,Matches
93,João Cancelo,pt POR,DF,Al-Hilal,30,1994,20.1,0,23,8,34.8,1.14,0.40,0.00,0.00,,0,0,Matches
94,Yannick Carrasco,be BEL,"FW,MF",Al-Shabab,30,1993,14.3,2,40,13,32.5,2.80,0.91,0.05,0.15,,0,0,Matches
95,André Carrillo,pe PER,"FW,MF",Al-Qadsiah,33,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
96,Koen Casteels,be BEL,GK,Al-Qadsiah,32,1992,33.0,0,0,0,,0.00,0.00,,,,0,0,Matches
97,Kaio César,br BRA,MF,Al-Hilal,20,2004,8.4,3,26,10,38.5,3.09,1.19,0.08,0.20,,1,1,Matches
98,Farouk Chafaï,dz ALG,DF,Damac,34,1990,29.9,3,33,11,33.3,1.10,0.37,0.09,0.27,,0,0,Matches
99,Lucas Chávez,bo BOL,"MF,FW",Al-Taawoun,21,2003,6.2,1,6,3,50.0,0.97,0.49,0.17,0.33,,0,0,Matches
100,Gojko Cimirot,ba BIH,MF,Al-Fayha,31,1992,15.0,0,2,0,0.0,0.13,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
101,Álex Collado,es ESP,MF,Al Kholood Saudi Club,25,1999,28.7,5,96,32,33.3,3.35,1.12,0.05,0.16,,0,0,Matches
102,Aldry Contreras,ve VEN,MF,Al-Fayha,20,2004,0.7,0,2,1,50.0,2.86,1.43,0.00,0.00,,0,0,Matches
103,João Costa,br BRA,"MF,FW",Al-Ettifaq,19,2005,15.9,4,27,8,29.6,1.69,0.50,0.15,0.50,,0,0,Matches
104,Gaëtan Coucke,be BEL,GK,Al-Orobah,25,1998,31.8,0,0,0,,0.00,0.00,,,,0,0,Matches
105,Alexandru Crețu,ro ROU,"DF,MF",Al-Wehda,32,1992,22.0,1,22,3,13.6,1.00,0.14,0.05,0.33,,0,0,Matches
106,Vito van Crooij,nl NED,"FW,MF",Al-Wehda,28,1996,0.3,0,0,0,,0.00,0.00,,,,0,0,Matches
107,Gustavo Cuellar,co COL,"MF,DF",Al-Shabab,31,1992,6.9,0,1,0,0.0,0.15,0.00,0.00,,,0,0,Matches
108,Ammar Al-Daheem,sa KSA,DF,Al-Fateh,30,1993,13.2,0,1,0,0.0,0.08,0.00,0.00,,,0,0,Matches
109,Matteo Dams,be BEL,DF,Al-Ahli,20,2004,6.7,0,1,0,0.0,0.15,0.00,0.00,,,0,0,Matches
110,Abdulkarim Darisi,sa KSA,FW,Al-Ahli,21,2003,2.1,1,2,1,50.0,0.94,0.47,0.50,1.00,,0,0,Matches
111,Khalifah Al Dawsari,sa KSA,DF,Al-Hilal,25,1999,4.9,0,1,1,100.0,0.20,0.20,0.00,0.00,,0,0,Matches
112,Nasser Al-Dawsari,sa KSA,MF,Al-Hilal,25,1998,11.6,1,17,2,11.8,1.46,0.17,0.06,0.50,,0,0,Matches
113,Salem Al-Dawsari,sa KSA,MF,Al-Hilal,32,1991,30.9,15,86,39,45.3,2.78,1.26,0.17,0.38,,0,0,Matches
114,Ignacio De Arruabarrena,uy URU,GK,Al-Wehda,27,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,Matches
115,Moussa Dembélé,fr FRA,FW,Al-Ettifaq,28,1996,17.0,7,34,17,50.0,2.00,1.00,0.15,0.29,,2,2,Matches
116,Merih Demiral,tr TUR,DF,Al-Ahli,26,1998,29.0,1,19,9,47.4,0.65,0.31,0.05,0.11,,0,0,Matches
117,Jason Denayer,be BEL,DF,Al-Fateh,29,1995,13.0,0,3,1,33.3,0.23,0.08,0.00,0.00,,0,0,Matches
118,Bandar Derwish,sa KSA,DF,Al-Wehda,22,2001,3.7,1,3,1,33.3,0.81,0.27,0.33,1.00,,0,0,Matches
119,Moussa Diaby,fr FRA,MF,Al-Ittihad,25,1999,22.1,5,38,15,39.5,1.72,0.68,0.13,0.33,,0,0,Matches
120,Habib Diallo,sn SEN,FW,Damac,29,1995,25.6,7,50,17,34.0,1.95,0.66,0.12,0.35,,1,1,Matches
121,Aliou Dieng,ml MLI,MF,Al Kholood Saudi Club,26,1997,29.2,3,24,8,33.3,0.82,0.27,0.13,0.38,,0,0,Matches
122,Djaniny,cv CPV,FW,Al-Fateh,33,1991,18.8,5,40,19,47.5,2.13,1.01,0.13,0.26,,0,0,Matches
123,Rakan Al Dosari,sa KSA,FW,Al-Raed,22,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
124,Abdurahman Al-Dossari,sa KSA,MF,Al-Qadsiah,26,1997,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
125,Jamaan Al-Dossari,sa KSA,DF,Al Kholood Saudi Club,30,1993,1.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
126,Mohammed Al Dossary,sa KSA,"DF,MF",Al-Raed,25,1999,20.9,0,6,1,16.7,0.29,0.05,0.00,0.00,,0,0,Matches
127,Mohamed Al Dowaish,sa KSA,DF,Al-Fayha,20,2004,3.7,0,0,0,,0.00,0.00,,,,0,0,Matches
128,Hisham Al Dubais,sa KSA,FW,Al-Khaleej,22,2001,1.4,1,3,2,66.7,2.13,1.42,0.33,0.50,,0,0,Matches
129,Hisham Al Dubais,sa KSA,FW,Al-Shabab,22,2001,0.4,0,2,0,0.0,5.63,0.00,0.00,,,0,0,Matches
130,Abdulraouf Al Duqayl,sa KSA,GK,Al-Fayha,28,1995,4.4,0,0,0,,0.00,0.00,,,,0,0,Matches
131,Jáder Durán,co COL,FW,Al-Nassr,20,2003,12.1,8,51,22,43.1,4.20,1.81,0.16,0.36,,0,0,Matches
132,Majid Duran,,MF,Al-Ettifaq,,,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
133,Abdulaziz Al Elewai,sa KSA,MF,Al-Ettifaq,20,2004,0.3,0,1,0,0.0,3.21,0.00,0.00,,,0,0,Matches
134,Waleed Al-Enezi,sa KSA,GK,Al-Fateh,28,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
135,Josen Escobar,co COL,MF,Al-Ettifaq,19,2004,4.0,0,5,0,0.0,1.24,0.00,0.00,,,0,0,Matches
136,Hussain Al Essa,sa KSA,MF,Al-Wehda,23,2000,1.8,0,3,1,33.3,1.69,0.56,0.00,0.00,,0,0,Matches
137,Fabinho,br BRA,MF,Al-Ittihad,30,1993,31.8,2,15,6,40.0,0.47,0.19,0.13,0.33,,0,1,Matches
138,Muath Fagihy,sa KSA,DF,Al-Ittihad,22,2002,2.8,0,1,0,0.0,0.35,0.00,0.00,,,0,0,Matches
139,Abdullah Al-Fahad,sa KSA,DF,Al-Khaleej,30,1994,15.4,0,5,3,60.0,0.32,0.19,0.00,0.00,,0,0,Matches
140,Sultan Fahran,sa KSA,MF,Al-Taawoun,27,1996,7.3,0,0,0,,0.00,0.00,,,,0,0,Matches
141,Fayçal Fajr,ma MAR,MF,Al-Taawoun,35,1988,25.2,0,6,0,0.0,0.24,0.00,0.00,,,0,0,Matches
142,Ayman Fallatah,sa KSA,MF,Damac,20,2003,14.1,1,18,4,22.2,1.28,0.28,0.06,0.25,,0,0,Matches
143,Mohammed Fallatah,sa KSA,MF,Al-Ittihad,17,2007,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
144,Sultan Faqihi,sa KSA,DF,Damac,29,1995,0.7,0,1,0,0.0,1.45,0.00,0.00,,,0,0,Matches
145,Mohammed Al Fatil,sa KSA,DF,Al-Nassr,32,1992,9.6,1,3,2,66.7,0.31,0.21,0.33,0.50,,0,0,Matches
146,Luiz Felipe,it ITA,DF,Al-Ittihad,27,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
147,Jorge Filipe Oliveira Fernandes,pt POR,DF,Al-Fateh,27,1997,16.0,0,3,0,0.0,0.19,0.00,0.00,,,0,0,Matches
148,Ezequiél Fernández,ar ARG,MF,Al-Qadsiah,22,2002,29.5,1,24,8,33.3,0.81,0.27,0.04,0.13,,0,0,Matches
149,Diego Ferreira,br BRA,"DF,MF",Al Okhdood SC,21,2003,5.5,0,3,0,0.0,0.54,0.00,0.00,,,0,0,Matches
150,Roberto Firmino,br BRA,MF,Al-Ahli,32,1991,13.4,5,36,18,50.0,2.68,1.34,0.14,0.28,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
151,Flávio,br BRA,MF,Al-Taawoun,28,1996,9.5,0,4,3,75.0,0.42,0.31,0.00,0.00,,0,0,Matches
152,Seko Fofana,ci CIV,MF,Al-Ettifaq,29,1995,10.6,0,22,4,18.2,2.08,0.38,0.00,0.00,,0,0,Matches
153,Kostas Fortounis,gr GRE,MF,Al-Khaleej,31,1992,28.6,9,81,34,42.0,2.83,1.19,0.06,0.15,,4,6,Matches
154,Mohamed Fouzair,ma MAR,"MF,FW",Al-Raed,32,1991,6.0,2,11,6,54.5,1.84,1.00,0.09,0.17,,1,1,Matches
155,Mohammed Al-Fuhaid,sa KSA,"MF,DF",Al-Fateh,34,1990,7.3,0,1,0,0.0,0.14,0.00,0.00,,,0,0,Matches
156,Galeno,br BRA,MF,Al-Ahli,26,1997,10.5,3,19,8,42.1,1.81,0.76,0.16,0.38,,0,0,Matches
157,Abdulrahman Al Ghamdi,sa KSA,GK,Al-Taawoun,18,2006,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
158,Ahmed Al Ghamdi,sa KSA,MF,Al-Ittihad,22,2001,0.7,0,2,1,50.0,2.69,1.34,0.00,0.00,,0,0,Matches
159,Anas Al Ghamdi,sa KSA,FW,Al-Taawoun,19,2005,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
160,Hamed Al-Ghamdi,sa KSA,MF,Al-Ittihad,25,1999,5.0,1,6,1,16.7,1.21,0.20,0.17,1.00,,0,0,Matches
161,Hazzaa Al Ghamdi,sa KSA,"MF,FW",Damac,23,2001,7.7,0,7,1,14.3,0.91,0.13,0.00,0.00,,0,0,Matches
162,Raed Al-Ghamdi,sa KSA,"FW,MF",Al-Raed,30,1994,1.3,0,5,3,60.0,3.95,2.37,0.00,0.00,,0,0,Matches
163,Sultan Al-Ghanam,sa KSA,DF,Al-Nassr,30,1994,24.6,2,20,4,20.0,0.81,0.16,0.10,0.50,,0,0,Matches
164,Khalid Al Ghannam,sa KSA,MF,Al-Hilal,23,2000,0.6,0,2,1,50.0,3.10,1.55,0.00,0.00,,0,0,Matches
165,Abdulrahman Ghareeb,sa KSA,"MF,FW",Al-Nassr,27,1997,7.1,0,12,4,33.3,1.68,0.56,0.00,0.00,,0,0,Matches
166,Nawaf Al Ghulaimish,sa KSA,"MF,DF",Al-Shabab,,,3.6,0,1,0,0.0,0.28,0.00,0.00,,,0,0,Matches
167,Turki Al Ghumayl,sa KSA,MF,Al-Hilal,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
168,Andrei Girotto,br BRA,DF,Al-Taawoun,32,1992,25.6,1,14,3,21.4,0.55,0.12,0.07,0.33,,0,0,Matches
169,Saviour Godwin,ng NGA,"MF,FW",Al Okhdood SC,27,1996,26.1,7,84,27,32.1,3.21,1.03,0.08,0.26,,0,1,Matches
170,Oumar Gonzalez,cm CMR,DF,Al-Raed,26,1998,25.2,3,7,4,57.1,0.28,0.16,0.43,0.75,,0,0,Matches
171,Craig Goodwin,au AUS,"MF,FW",Al-Wehda,32,1991,21.2,6,36,15,41.7,1.70,0.71,0.17,0.40,,0,0,Matches
172,Gustavo Gouveia,br BRA,MF,Al-Qadsiah,17,2006,0.2,0,0,0,,0.00,0.00,,,,0,0,Matches
173,Demarai Gray,jm JAM,"MF,FW",Al-Ettifaq,28,1996,18.9,0,34,10,29.4,1.80,0.53,0.00,0.00,,0,0,Matches
174,Marcelo Grohe,br BRA,GK,Al Kholood Saudi Club,37,1987,32.0,0,0,0,,0.00,0.00,,,,0,0,Matches
175,Cristian Guanca,ar ARG,MF,Al-Shabab,31,1993,33.3,12,83,35,42.2,2.49,1.05,0.14,0.34,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
176,Norbert Gyömbér,sk SVK,DF,Al Kholood Saudi Club,32,1992,32.8,0,7,3,42.9,0.21,0.09,0.00,0.00,,0,0,Matches
177,Abdulaziz Hadhood,sa KSA,FW,Al-Hilal,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
178,Abdullah Al-Hafith,sa KSA,DF,Al-Wehda,31,1992,22.2,1,9,1,11.1,0.41,0.05,0.11,1.00,,0,0,Matches
179,Marwan Al Haidari,sa KSA,GK,Al-Khaleej,28,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
180,Asiri Haitham,sa KSA,FW,Al-Qadsiah,23,2001,2.1,0,7,2,28.6,3.32,0.95,0.00,0.00,,0,0,Matches
181,Asiri Haitham,sa KSA,FW,Al-Ahli,23,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
182,Talal Haji,sa KSA,FW,Al-Riyadh SC,16,2007,3.1,1,4,1,25.0,1.30,0.33,0.25,1.00,,0,0,Matches
183,Fahad Al Hamad,sa KSA,DF,Al-Ahli,26,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
