rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
154,Mohamed Fouzair,ma MAR,"MF,FW",Al-Raed,32,1991,6,6,539,6.0,2,0,2,1,1,1,1,0,0.33,0.00,0.33,0.17,0.17,Matches
155,Mohammed Al-Fuhaid,sa KSA,"MF,DF",Al-Fateh,34,1990,18,8,653,7.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
156,Galeno,br BRA,MF,Al-Ahli,26,1997,11,11,945,10.5,3,2,5,3,0,0,1,0,0.29,0.19,0.48,0.29,0.48,Matches
157,Abdulrahman Al Ghamdi,sa KSA,GK,Al-Taawoun,18,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
158,Ahmed Al Ghamdi,sa KSA,MF,Al-Ittihad,22,2001,2,1,67,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
159,Anas Al Ghamdi,sa KSA,FW,Al-Taawoun,19,2005,2,0,35,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
160,Hamed Al-Ghamdi,sa KSA,MF,Al-Ittihad,25,1999,17,3,448,5.0,1,1,2,1,0,0,1,0,0.20,0.20,0.40,0.20,0.40,Matches
161,Hazzaa Al Ghamdi,sa KSA,"MF,FW",Damac,23,2001,24,6,696,7.7,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches
162,Raed Al-Ghamdi,sa KSA,"FW,MF",Al-Raed,30,1994,10,0,114,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
163,Sultan Al-Ghanam,sa KSA,DF,Al-Nassr,30,1994,27,27,2211,24.6,2,1,3,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12,Matches
164,Khalid Al Ghannam,sa KSA,MF,Al-Hilal,23,2000,11,0,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
165,Abdulrahman Ghareeb,sa KSA,"MF,FW",Al-Nassr,27,1997,18,7,643,7.1,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
166,Nawaf Al Ghulaimish,sa KSA,"MF,DF",Al-Shabab,,,11,5,327,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
167,Turki Al Ghumayl,sa KSA,MF,Al-Hilal,19,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
168,Andrei Girotto,br BRA,DF,Al-Taawoun,32,1992,29,27,2307,25.6,1,0,1,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,Matches
169,Saviour Godwin,ng NGA,"MF,FW",Al Okhdood SC,27,1996,31,28,2352,26.1,7,4,11,7,0,1,5,0,0.27,0.15,0.42,0.27,0.42,Matches
170,Oumar Gonzalez,cm CMR,DF,Al-Raed,26,1998,27,27,2267,25.2,3,0,3,3,0,0,1,2,0.12,0.00,0.12,0.12,0.12,Matches
171,Craig Goodwin,au AUS,"MF,FW",Al-Wehda,32,1991,28,23,1910,21.2,6,7,13,6,0,0,1,0,0.28,0.33,0.61,0.28,0.61,Matches
172,Gustavo Gouveia,br BRA,MF,Al-Qadsiah,17,2006,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
173,Demarai Gray,jm JAM,"MF,FW",Al-Ettifaq,28,1996,24,19,1703,18.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
174,Marcelo Grohe,br BRA,GK,Al Kholood Saudi Club,37,1987,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
175,Cristian Guanca,ar ARG,MF,Al-Shabab,31,1993,34,34,2999,33.3,12,11,23,12,0,0,0,0,0.36,0.33,0.69,0.36,0.69,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Norbert Gyömbér,sk SVK,DF,Al Kholood Saudi Club,32,1992,33,33,2948,32.8,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches
177,Abdulaziz Hadhood,sa KSA,FW,Al-Hilal,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
178,Abdullah Al-Hafith,sa KSA,DF,Al-Wehda,31,1992,26,22,1995,22.2,1,0,1,1,0,0,1,0,0.05,0.00,0.05,0.05,0.05,Matches
179,Marwan Al Haidari,sa KSA,GK,Al-Khaleej,28,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
180,Asiri Haitham,sa KSA,FW,Al-Qadsiah,23,2001,11,2,190,2.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
181,Asiri Haitham,sa KSA,FW,Al-Ahli,23,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
182,Talal Haji,sa KSA,FW,Al-Riyadh SC,16,2007,10,3,276,3.1,1,0,1,1,0,0,1,0,0.33,0.00,0.33,0.33,0.33,Matches
183,Fahad Al Hamad,sa KSA,DF,Al-Ahli,26,1998,3,1,55,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
184,Abderrazak Hamdallah,ma MAR,FW,Al-Shabab,33,1990,26,26,2264,25.2,21,2,23,13,8,10,4,1,0.83,0.08,0.91,0.52,0.60,Matches
185,Abdullah Al Hamdan,sa KSA,MF,Al-Hilal,24,1999,17,2,343,3.8,2,4,6,2,0,0,1,0,0.52,1.05,1.57,0.52,1.57,Matches
186,Tarek Hamed,eg EGY,MF,Damac,35,1988,8,6,541,6.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
187,Rayan Hamidou,sa KSA,DF,Al-Ahli,22,2002,12,3,370,4.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
188,Hammam Al Hammami,sa KSA,"MF,FW",Al Kholood Saudi Club,20,2004,32,17,1798,20.0,4,3,7,4,0,0,6,0,0.20,0.15,0.35,0.20,0.35,Matches
189,Saeed Al Hamsal,sa KSA,DF,Al-Khaleej,28,1996,29,28,2361,26.2,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
190,Mansor Hamzi,sa KSA,"MF,DF",Al-Khaleej,32,1992,34,33,2880,32.0,1,1,2,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,Matches
191,Saad Haqawi,sa KSA,FW,Al-Nassr,18,2005,5,0,67,0.7,0,1,1,0,0,0,1,0,0.00,1.34,1.34,0.00,1.34,Matches
192,Abdulhadi Al-Harajin,sa KSA,"MF,FW",Al-Fayha,29,1994,16,2,333,3.7,0,1,1,0,0,0,2,0,0.00,0.27,0.27,0.00,0.27,Matches
193,Abdulmalik Al Harbi,sa KSA,MF,Al-Taawoun,19,2005,3,1,56,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
194,Moteb Al-Harbi,sa KSA,DF,Al-Shabab,24,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
195,Moteb Al-Harbi,sa KSA,DF,Al-Hilal,24,2000,22,9,937,10.4,0,1,1,0,0,0,0,0,0.00,0.10,0.10,0.00,0.10,Matches
196,Ahmed Haresai,sa KSA,"MF,FW",Damac,23,2000,7,2,157,1.7,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
197,Nawaf Al Harthi,sa KSA,MF,Al-Fayha,25,1998,26,12,1096,12.2,0,2,2,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,Matches
198,Saleh Al Harthi,sa KSA,MF,Al Okhdood SC,28,1995,7,0,46,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
199,Ali Al Hassan,sa KSA,MF,Al-Nassr,27,1997,22,13,1079,12.0,2,0,2,2,0,0,4,0,0.17,0.00,0.17,0.17,0.17,Matches
200,Jawad Al Hassan,,FW,Damac,,,2,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Abdullah Hassun,sa KSA,DF,Al-Qadsiah,27,1997,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
202,Abdulbasit Hawsawi,sa KSA,GK,Damac,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
203,Abduleallah Hawsawi,sa KSA,MF,Al-Ittihad,23,2001,12,4,439,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
204,Abdullah Hawsawi,sa KSA,DF,Al Kholood Saudi Club,28,1996,32,28,2306,25.6,0,4,4,0,0,0,5,0,0.00,0.16,0.16,0.00,0.16,Matches
205,Ghassan Hawsawi,sa KSA,"MF,DF",Al Okhdood SC,21,2003,12,7,533,5.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
206,Murad Al Hawsawi,sa KSA,MF,Al-Khaleej,23,2001,31,16,1440,16.0,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches
207,Nawaf Al-Hawsawi,,DF,Al-Riyadh SC,,,10,5,505,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
208,Sanousi Al Hawsawi,sa KSA,DF,Damac,25,1998,20,8,833,9.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
209,Arif Al Haydar,sa KSA,DF,Al-Khaleej,27,1997,4,0,18,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
210,Abdullah Hazazi,sa KSA,"DF,MF",Al-Raed,29,1995,19,12,1012,11.2,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
211,Ali Hazazi,sa KSA,MF,Al-Qadsiah,30,1994,26,5,750,8.3,1,0,1,1,0,0,3,0,0.12,0.00,0.12,0.12,0.12,Matches
212,Naif Hazazi,sa KSA,MF,Al-Raed,31,1992,20,11,931,10.3,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
213,Alaa Al Hejji,sa KSA,MF,Al-Wehda,28,1995,24,17,1648,18.3,1,3,4,1,0,0,10,0,0.05,0.16,0.22,0.05,0.22,Matches
214,Jack Hendry,sct SCO,DF,Al-Ettifaq,29,1995,15,15,1281,14.2,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
215,Unai Hernandez,es ESP,MF,Al-Ittihad,19,2004,9,7,591,6.6,1,3,4,1,0,0,1,0,0.15,0.46,0.61,0.15,0.61,Matches
216,Abdulaziz Hetalh,sa KSA,"MF,FW",Al Okhdood SC,25,1999,20,5,486,5.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
217,Abdulbasit Hindi,sa KSA,DF,Al-Ettifaq,27,1997,15,8,875,9.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
218,Wesley Hoedt,nl NED,DF,Al-Shabab,30,1994,31,31,2789,31.0,5,1,6,5,0,0,7,0,0.16,0.03,0.19,0.16,0.19,Matches
219,Zakaria Al Hosawi,sa KSA,"DF,MF",Al-Raed,23,2001,21,18,1609,17.9,0,5,5,0,0,0,8,0,0.00,0.28,0.28,0.00,0.28,Matches
220,Zeyad Al Hunayti,sa KSA,DF,Al-Orobah,27,1997,5,5,354,3.9,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
221,Bassam Al Hurayji,sa KSA,DF,Al-Ahli,24,2000,6,3,328,3.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
222,Mohammed Hurbush,sa KSA,MF,Al-Shabab,21,2003,12,1,186,2.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
223,Ali Al Hussien,,MF,Al-Fayha,,,5,2,175,1.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
224,Roger Ibanez,br BRA,DF,Al-Ahli,25,1998,31,31,2786,31.0,5,1,6,5,0,0,8,0,0.16,0.03,0.19,0.16,0.19,Matches
225,Riyadh Al-Ibrahim,sa KSA,MF,Al Kholood Saudi Club,30,1993,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Odion Ighalo,ng NGA,FW,Al-Wehda,35,1989,32,30,2368,26.3,6,2,8,6,0,0,2,0,0.23,0.08,0.30,0.23,0.30,Matches
227,Mohammed Jahfali,sa KSA,DF,Al Kholood Saudi Club,33,1990,14,6,577,6.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
228,Ziyad Al Jari,sa KSA,DF,Al-Fateh,22,2001,5,2,232,2.6,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
229,Ali Al Jassem,sa KSA,MF,Al-Fateh,23,2001,1,1,54,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
230,Hamad Al-Jizani,sa KSA,"DF,MF",Al-Raed,31,1993,22,17,1393,15.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
231,Ziyad Al Johani,sa KSA,MF,Al-Ahli,22,2001,30,27,2223,24.7,2,1,3,2,0,0,9,0,0.08,0.04,0.12,0.08,0.12,Matches
232,Ahmed Al Julaydan,sa KSA,"DF,MF",Al-Fateh,20,2004,25,12,1183,13.1,0,2,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches
233,Musab Al Juwayr,sa KSA,MF,Al-Shabab,21,2003,29,27,2333,25.9,4,9,13,4,0,0,6,0,0.15,0.35,0.50,0.15,0.50,Matches
234,Musab Al Juwayr,sa KSA,MF,Al-Hilal,21,2003,2,0,50,0.6,1,1,2,1,0,0,0,0,1.80,1.80,3.60,1.80,3.60,Matches
235,Khalid Kaabi,sa KSA,MF,Al-Fayha,32,1992,21,9,885,9.8,2,0,2,2,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
236,Hassan Kadesh,sa KSA,DF,Al-Ittihad,31,1992,31,26,2277,25.3,2,1,3,2,0,0,3,0,0.08,0.04,0.12,0.08,0.12,Matches
237,Lucas Kal,br BRA,"MF,DF",Al-Riyadh SC,28,1996,30,30,2689,29.9,3,2,5,3,0,0,3,0,0.10,0.07,0.17,0.10,0.17,Matches
238,François Kamano,gn GUI,"MF,FW",Damac,28,1996,30,29,2237,24.9,4,2,6,4,0,0,0,0,0.16,0.08,0.24,0.16,0.24,Matches
239,Glen Kamara,fi FIN,MF,Al-Shabab,28,1995,13,11,959,10.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
240,Majed Kanabah,sa KSA,MF,Al-Shabab,31,1993,28,11,1140,12.7,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
241,Ismaël Kandouss,ma MAR,DF,Al-Orobah,26,1997,29,29,2565,28.5,2,0,2,2,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches
242,Mohamed Kanno,sa KSA,MF,Al-Hilal,29,1994,29,13,1292,14.4,2,2,4,2,0,0,3,0,0.14,0.14,0.28,0.14,0.28,Matches
243,N'Golo Kanté,fr FRA,MF,Al-Ittihad,33,1991,31,31,2729,30.3,4,3,7,4,0,0,5,0,0.13,0.10,0.23,0.13,0.23,Matches
244,Ahmed Al-Kassar,sa KSA,GK,Al-Qadsiah,33,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
245,Franck Kessié,ci CIV,MF,Al-Ahli,27,1996,30,29,2590,28.8,2,4,6,1,1,1,7,0,0.07,0.14,0.21,0.03,0.17,Matches
246,Mohammed Al-Khabrani,sa KSA,DF,Al-Khaleej,30,1993,29,28,2454,27.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
247,Abdulelah Al Khaibari,sa KSA,DF,Al-Riyadh SC,28,1996,30,29,2530,28.1,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches
248,Abdullah Al-Khaibari,sa KSA,MF,Al-Nassr,27,1996,22,15,1273,14.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
249,Sami Al-Khaibari,sa KSA,DF,Al-Fayha,34,1989,22,21,1759,19.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
250,Thamer Al Khaibari,sa KSA,FW,Al-Ettifaq,18,2005,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Thamer Al Khaibari,sa KSA,FW,Al-Raed,18,2005,19,3,479,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
252,Osama Al-Khalaf,sa KSA,"DF,MF",Al-Orobah,27,1996,11,6,579,6.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
253,Majed Khalifa,sa KSA,FW,Al Kholood Saudi Club,20,2004,4,1,162,1.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
254,Awadh Khames,sa KSA,"DF,MF",Al Okhdood SC,36,1988,30,27,2330,25.9,0,2,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches
255,Abdullah Khateeb,sa KSA,DF,Al-Ettifaq,29,1995,25,23,2047,22.7,1,1,2,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,Matches
256,Hamad Al Khorayef,sa KSA,FW,Al-Shabab,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
257,Murad Khudhri,sa KSA,FW,Al-Wehda,21,2003,18,2,375,4.2,3,0,3,3,0,0,1,0,0.72,0.00,0.72,0.72,0.72,Matches
258,Mohamed Konaté,bf BFA,FW,Al-Riyadh SC,26,1997,27,19,1699,18.9,4,1,5,3,1,2,4,1,0.21,0.05,0.26,0.16,0.21,Matches
259,Ibrahima Koné,ml MLI,FW,Al Okhdood SC,25,1999,14,11,893,9.9,3,1,4,2,1,1,7,1,0.30,0.10,0.40,0.20,0.30,Matches
260,Kalidou Koulibaly,sn SEN,DF,Al-Hilal,33,1991,30,30,2601,28.9,2,0,2,2,0,0,2,1,0.07,0.00,0.07,0.07,0.07,Matches
261,Dimitrios Kourbelis,gr GRE,"MF,DF",Al-Khaleej,30,1993,20,17,1594,17.7,2,1,3,2,0,0,7,0,0.11,0.06,0.17,0.11,0.17,Matches
262,Mohammed Al Kunaydiri,sa KSA,DF,Al-Fateh,23,2000,14,11,977,10.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
263,Mohammed Al-Kwikbi,sa KSA,"FW,MF",Al-Taawoun,29,1994,15,9,641,7.1,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
264,Ali Lajami,sa KSA,DF,Al-Nassr,28,1996,25,15,1432,15.9,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
265,Qassem Lajami,sa KSA,DF,Al-Qadsiah,28,1996,12,8,592,6.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
266,Aymeric Laporte,es ESP,DF,Al-Nassr,30,1994,20,18,1534,17.0,4,0,4,4,0,0,3,0,0.23,0.00,0.23,0.23,0.23,Matches
267,Leandrinho,br BRA,"MF,DF",Al-Shabab,19,2005,10,6,563,6.3,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,Matches
268,Sekou Lega,fr FRA,"FW,MF",Al-Riyadh SC,21,2003,14,10,841,9.3,1,1,2,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,Matches
269,Marcos Leonardo,br BRA,"FW,MF",Al-Hilal,21,2003,24,21,1741,19.3,17,2,19,15,2,2,2,0,0.88,0.10,0.98,0.78,0.88,Matches
270,Renan Lodi,br BRA,DF,Al-Hilal,26,1998,24,24,1946,21.6,3,7,10,3,0,0,4,0,0.14,0.32,0.46,0.14,0.46,Matches
271,Renzo López,uy URU,FW,Al-Fayha,30,1994,29,29,2456,27.3,8,1,9,8,0,0,6,1,0.29,0.04,0.33,0.29,0.33,Matches
272,Damion Lowe,jm JAM,DF,Al Okhdood SC,31,1993,22,22,1930,21.4,0,1,1,0,0,0,6,1,0.00,0.05,0.05,0.00,0.05,Matches
273,Matheus Machado,br BRA,"FW,MF",Al-Fateh,21,2003,13,4,563,6.3,2,0,2,2,0,0,4,1,0.32,0.00,0.32,0.32,0.32,Matches
274,Turki Al Madani,sa KSA,DF,Al-Ettifaq,16,2007,1,1,56,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
275,Abdullah Madu,sa KSA,DF,Al-Ettifaq,31,1993,27,26,2358,26.2,1,0,1,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Mohammed Al-Mahasneh,sa KSA,GK,Al-Ittihad,,,5,5,428,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
277,Aschraf El Mahdioui,nl NED,MF,Al-Taawoun,28,1996,30,30,2604,28.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
278,Ibrahim Mahnashi,sa KSA,DF,Al-Qadsiah,24,1999,11,3,293,3.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
279,Riyad Mahrez,dz ALG,MF,Al-Ahli,33,1991,31,31,2691,29.9,8,10,18,7,1,1,4,0,0.27,0.33,0.60,0.23,0.57,Matches
280,Mohammed Mahzari,sa KSA,DF,Al-Taawoun,22,2002,15,12,1051,11.7,0,2,2,0,0,0,6,1,0.00,0.17,0.17,0.00,0.17,Matches
281,Mailson,br BRA,GK,Al-Taawoun,27,1996,16,16,1439,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
282,Mohammed Al Majhad,sa KSA,MF,Al-Ahli,26,1998,5,0,40,0.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
283,Ali Majrashi,sa KSA,DF,Al-Ahli,24,1999,27,27,2312,25.7,0,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,Matches
284,Mohamed Al Makaazi,ma MAR,"MF,DF",Al-Wehda,29,1995,28,22,1983,22.0,1,1,2,1,0,0,5,0,0.05,0.05,0.09,0.05,0.09,Matches
285,Ali Makki,sa KSA,DF,Al-Wehda,25,1999,22,14,1363,15.1,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches
286,Malcom,br BRA,MF,Al-Hilal,27,1997,30,30,2606,29.0,9,10,19,9,0,0,3,0,0.31,0.35,0.66,0.31,0.66,Matches
287,Abdulellah Al-Malki,sa KSA,MF,Al-Ettifaq,29,1994,22,9,818,9.1,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
288,Sadio Mané,sn SEN,"MF,FW",Al-Nassr,32,1992,32,32,2820,31.3,14,11,25,12,2,2,4,0,0.45,0.35,0.80,0.38,0.73,Matches
289,Suwailem Al Manhali,sa KSA,DF,Al-Riyadh SC,20,2004,8,3,290,3.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
290,Myziane Maolida,km COM,"MF,FW",Al Kholood Saudi Club,25,1999,34,33,2850,31.7,15,0,15,12,3,3,0,0,0.47,0.00,0.47,0.38,0.38,Matches
291,Hamed Al Maqati,sa KSA,DF,Al-Orobah,31,1993,31,27,2269,25.2,0,2,2,0,0,0,7,0,0.00,0.08,0.08,0.00,0.08,Matches
292,Mohammed Marran,sa KSA,FW,Al-Nassr,23,2001,10,0,126,1.4,1,0,1,0,1,1,2,0,0.71,0.00,0.71,0.00,0.00,Matches
293,Roger Martínez,co COL,FW,Al-Taawoun,30,1994,18,15,1282,14.2,5,2,7,4,1,1,2,0,0.35,0.14,0.49,0.28,0.42,Matches
294,Fábio Martins,pt POR,MF,Al-Khaleej,31,1993,32,31,2563,28.5,7,1,8,7,0,0,8,0,0.25,0.04,0.28,0.25,0.28,Matches
295,Abdulaziz Masnom,ye YEM,FW,Al-Orobah,18,2006,3,0,70,0.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
296,Ali Al Masoud,sa KSA,MF,Al-Fateh,20,2004,15,1,201,2.2,1,0,1,1,0,0,0,0,0.45,0.00,0.45,0.45,0.45,Matches
297,Naif Masoud,sa KSA,"MF,DF",Al-Fateh,23,2001,11,3,261,2.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
298,Mateus,br BRA,FW,Al-Taawoun,29,1994,8,3,310,3.4,0,1,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,Matches
299,Abdullah Al-Mayouf,sa KSA,GK,Al-Shabab,37,1987,15,14,1306,14.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
300,Álvaro Medrán,es ESP,MF,Al-Ettifaq,30,1994,30,23,2177,24.2,2,4,6,2,0,0,4,0,0.08,0.17,0.25,0.08,0.25,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Sultan Mendash,sa KSA,"MF,FW",Al-Taawoun,29,1994,29,15,1519,16.9,3,1,4,3,0,0,5,1,0.18,0.06,0.24,0.18,0.24,Matches
302,Edouard Mendy,sn SEN,GK,Al-Ahli,32,1992,28,28,2426,27.0,0,1,1,0,0,0,0,0,0.00,0.04,0.04,0.00,0.04,Matches
303,Jacob Mendy,sa KSA,MF,Al-Fayha,27,1996,14,8,759,8.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
304,Bernard Mensah,gh GHA,"MF,FW",Al-Riyadh SC,29,1994,29,26,2309,25.7,5,4,9,4,1,1,6,0,0.19,0.16,0.35,0.16,0.31,Matches
305,Solomon Midas,lr LBR,MF,Al-Raed,,,13,10,844,9.4,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
306,Sergej Milinković-Savić,rs SRB,MF,Al-Hilal,29,1995,31,31,2720,30.2,12,6,18,12,0,0,3,0,0.40,0.20,0.60,0.40,0.60,Matches
