rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Tammy Abraham,eng ENG,FW,Roma,23,1997,34.3,485,696,69.7,6820,1622,293,401,134,180,28,39,4,4.8,2.4,-0.8,38,35,27,3,70,Matches
2,Francesco Acerbi,it ITA,DF,Lazio,33,1988,28.2,1837,2043,89.9,34996,12273,678,731,919,968,211,296,0,0.5,0.8,-0.5,5,119,6,0,119,Matches
3,Michel Aebischer,ch SUI,MF,Bologna,24,1997,4.9,205,239,85.8,3121,883,105,113,78,84,12,22,0,0.4,0.3,-0.4,6,14,4,1,19,Matches
4,Felix Afena-Gyan,gh GHA,"FW,MF",Roma,18,2003,7.4,114,152,75.0,1530,229,67,81,34,45,6,7,0,0.6,0.2,-0.6,6,4,4,1,7,Matches
5,Kevin Agudelo,co COL,"MF,FW",Spezia,22,1998,13.7,280,389,72.0,3788,1163,165,211,90,108,7,20,1,0.9,0.7,+0.1,10,33,11,1,46,Matches
6,Ola Aina,ng NGA,DF,Torino,24,1996,16.0,535,755,70.9,8693,3540,272,316,202,280,44,93,0,1.8,1.4,-1.8,16,43,20,4,68,Matches
7,Marley Aké,fr FRA,"FW,MF",Juventus,20,2001,0.9,12,16,75.0,184,58,7,8,1,2,2,2,0,0.0,0.0,0.0,0,2,1,1,1,Matches
8,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,28,1992,3.5,89,106,84.0,1077,154,61,68,24,25,1,1,0,0.0,0.1,0.0,2,6,1,0,3,Matches
9,Luis Alberto,es ESP,MF,Lazio,28,1992,26.1,1626,1970,82.5,25002,8252,896,986,553,631,115,235,9,7.8,6.7,+1.2,65,235,44,5,223,Matches
10,Giorgio Altare,it ITA,DF,Cagliari,22,1998,16.3,531,799,66.5,10947,4885,175,221,250,330,100,208,0,0.6,0.6,-0.6,8,50,6,3,71,Matches
11,Wisdom Amey,it ITA,DF,Bologna,15,2005,0.8,20,29,69.0,419,59,8,9,7,10,4,8,0,0.0,0.0,0.0,0,0,0,0,1,Matches
12,Kelvin Amian,fr FRA,DF,Spezia,23,1998,29.4,887,1133,78.3,13080,5926,525,593,286,367,53,97,1,1.3,1.5,-0.3,12,53,7,2,64,Matches
13,Nadiem Amiri,de GER,"MF,FW",Genoa,24,1996,7.6,222,299,74.2,3236,970,122,144,74,93,10,33,1,2.1,1.4,-1.1,20,16,9,1,33,Matches
14,Ethan Ampadu,wls WAL,"MF,DF",Venezia,20,2000,25.4,867,1165,74.4,15853,6627,385,445,359,443,103,209,3,1.6,1.5,+1.4,15,96,12,7,112,Matches
15,Sofyan Amrabat,ma MAR,MF,Fiorentina,24,1996,10.5,645,716,90.1,12507,3260,238,264,321,336,78,95,0,0.2,0.7,-0.2,8,74,9,1,63,Matches
16,Felipe Anderson,br BRA,FW,Lazio,28,1993,32.1,1118,1436,77.9,16074,3918,652,765,341,420,60,106,8,6.5,5.2,+1.5,50,60,61,13,123,Matches
17,Ebenezer Annan,gh GHA,DF,Bologna,18,2002,0.3,4,11,36.4,51,17,3,4,1,5,0,2,0,0.0,0.0,0.0,0,1,0,0,0,Matches
18,Cristian Ansaldi,ar ARG,DF,Torino,34,1986,7.7,285,407,70.0,5390,2749,121,140,107,143,46,100,3,2.1,2.1,+0.9,17,40,16,12,41,Matches
19,Janis Antiste,fr FRA,FW,Spezia,18,2002,8.8,136,215,63.3,1856,397,79,112,40,64,6,11,0,0.2,0.5,-0.2,6,6,6,3,7,Matches
20,Mattia Aramu,it ITA,"MF,FW",Venezia,26,1995,23.3,524,795,65.9,8928,2978,255,303,190,267,57,151,5,4.5,4.9,+0.5,35,39,28,13,79,Matches
21,Marko Arnautović,at AUT,FW,Bologna,32,1989,29.9,659,908,72.6,8749,1621,400,514,189,246,23,37,1,3.8,2.1,-2.8,44,30,19,0,68,Matches
22,Tolgay Arslan,de GER,MF,Udinese,30,1990,18.4,532,677,78.6,8981,2491,221,267,242,290,43,69,0,1.5,1.1,-1.5,15,79,9,2,86,Matches
23,Kristoffer Askildsen,no NOR,MF,Sampdoria,20,2001,8.4,147,226,65.0,2158,804,83,107,43,64,10,26,0,0.1,0.4,-0.1,2,20,1,0,17,Matches
24,Kristjan Asllani,al ALB,MF,Empoli,19,2002,15.0,638,779,81.9,12159,3636,251,279,290,319,85,158,1,0.9,0.8,+0.1,7,65,4,0,62,Matches
25,Emil Audero,id IDN,GK,Sampdoria,24,1997,28.4,706,1005,70.2,22466,16952,105,105,288,297,311,593,0,0.5,0.1,-0.5,2,20,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Tommaso Augello,it ITA,DF,Sampdoria,26,1994,26.6,1050,1368,76.8,18085,7464,472,539,478,593,78,157,1,1.9,2.3,-0.9,17,60,33,15,90,Matches
27,Ramzi Aya,it ITA,DF,Salernitana,30,1990,1.5,19,27,70.4,339,130,8,8,9,15,2,4,0,0.0,0.0,0.0,0,1,0,0,1,Matches
28,Kaan Ayhan,tr TUR,DF,Sassuolo,26,1994,15.0,790,871,90.7,15101,6145,297,314,386,408,98,130,0,0.0,0.3,0.0,2,61,3,0,68,Matches
29,Milan Badelj,hr CRO,MF,Genoa,32,1989,31.6,1230,1575,78.1,21537,7729,548,650,523,621,124,210,0,2.1,2.0,-2.1,26,144,17,3,176,Matches
30,Nicola Bagnolini,it ITA,GK,Bologna,17,2004,0.0,0,4,0.0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0,0,0,0,0,Matches
31,Issa Bah,lu LUX,FW,Venezia,19,2002,0.1,6,6,100.0,81,17,2,2,3,3,0,0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
32,Nedim Bajrami,al ALB,"MF,FW",Empoli,22,1999,22.8,621,898,69.2,9775,3179,327,387,220,286,50,149,5,4.7,4.9,+0.3,54,49,44,8,117,Matches
33,Tiemoué Bakayoko,fr FRA,MF,Milan,26,1994,5.6,269,304,88.5,4451,1013,140,156,91,98,32,36,0,0.3,0.3,-0.3,3,27,2,0,26,Matches
34,Tommaso Baldanzi,it ITA,FW,Empoli,18,2003,0.2,5,6,83.3,35,0,4,4,0,0,0,0,0,0.0,0.0,0.0,1,0,0,0,0,Matches
35,Keita Baldé,sn SEN,FW,Cagliari,26,1995,13.7,187,260,71.9,2522,464,106,128,51,74,10,13,1,0.6,1.2,+0.4,10,14,6,0,22,Matches
36,Fodé Ballo-Touré,sn SEN,DF,Milan,24,1997,5.0,230,272,84.6,3621,957,121,134,92,106,11,16,0,0.1,0.7,-0.1,4,13,8,3,20,Matches
37,Filippo Bandinelli,it ITA,MF,Empoli,26,1995,21.7,537,733,73.3,8769,3104,273,315,197,256,46,96,3,3.4,2.8,-0.4,32,60,41,13,104,Matches
