rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Brenden Aaronson,us USA,"MF,FW",Union Berlin,22,2000,14.1,365,472,77.3,4890,1506,206,240,105,130,19,32,2,1.9,2.0,+0.1,22,30,14,3,56,Matches
2,Paxten Aaronson,us USA,MF,Eint Frankfurt,19,2003,1.1,41,50,82.0,576,71,20,25,20,22,0,2,1,0.1,0.1,+0.9,1,4,2,0,5,Matches
3,Junior Adamu,at AUT,"FW,MF",Freiburg,22,2001,1.2,18,30,60.0,181,36,15,17,1,9,0,1,0,0.1,0.0,-0.1,1,0,1,0,1,Matches
4,Sargis Adamyan,am ARM,"FW,MF",Köln,30,1993,8.9,132,189,69.8,1883,483,73,94,44,64,5,9,2,2.0,1.1,0.0,12,16,3,0,18,Matches
5,Karim Adeyemi,de GER,"FW,MF",Dortmund,21,2002,10.1,218,299,72.9,2929,719,135,162,61,83,8,18,1,2.0,1.6,-1.0,9,9,10,1,26,Matches
6,Amine Adli,ma MAR,"MF,FW",Leverkusen,23,2000,10.0,367,459,80.0,4683,1110,252,291,91,110,7,18,6,2.3,2.9,+3.7,21,19,18,3,39,Matches
7,Felix Agu,ng NGA,"DF,MF",Werder Bremen,23,1999,17.9,488,669,72.9,7657,2921,246,292,203,253,27,67,0,0.6,1.4,-0.6,7,18,16,7,32,Matches
8,Ludovic Ajorque,fr FRA,FW,Mainz 05,29,1994,15.1,318,453,70.2,4546,479,172,241,105,145,15,19,0,1.0,1.6,-1.0,16,21,3,0,21,Matches
9,Kevin Akpoguma,ng NGA,DF,Hoffenheim,28,1995,12.2,611,711,85.9,10584,3879,275,302,277,307,50,79,0,0.3,0.4,-0.3,5,71,2,0,55,Matches
10,Faride Alidou,de GER,"FW,MF",Köln,22,2001,14.2,196,305,64.3,3211,831,97,134,69,100,20,41,0,0.6,0.7,-0.6,14,14,7,3,33,Matches
11,Skelly Alvero,fr FRA,MF,Werder Bremen,21,2002,1.4,59,76,77.6,1098,274,24,35,25,27,8,9,0,0.0,0.0,0.0,1,3,1,0,9,Matches
12,Nadiem Amiri,de GER,MF,Mainz 05,26,1996,14.6,567,798,71.1,10700,4288,247,291,205,263,94,201,4,4.3,4.1,-0.3,52,70,17,3,88,Matches
13,Nadiem Amiri,de GER,MF,Leverkusen,26,1996,1.0,92,100,92.0,1039,238,70,72,17,19,1,1,0,0.0,0.1,0.0,1,8,2,0,6,Matches
14,Kofi Amoako,de GER,MF,Wolfsburg,18,2005,0.0,0,1,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
15,Robert Andrich,de GER,"MF,DF",Leverkusen,28,1994,18.8,1346,1494,90.1,20529,6451,749,789,487,542,74,105,2,1.8,2.2,+0.2,22,117,19,3,97,Matches
16,Waldemar Anton,de GER,DF,Stuttgart,27,1996,32.1,2330,2624,88.8,41479,15026,904,955,1251,1342,143,260,3,1.0,1.5,+2.0,9,163,7,2,172,Matches
17,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,29,1994,13.5,274,454,60.4,4315,1592,154,187,80,143,31,80,2,3.5,3.0,-1.5,24,11,15,7,28,Matches
18,Asaf Arania,il ISR,MF,Darmstadt 98,17,2005,0.1,4,4,100.0,60,2,3,3,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
