rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,28,1994,25.5,46,28,28,18,0,30,52,22,29,10,19,36,82,98,1,Matches
2,Giorgi Aburjania,ge GEO,MF,Gil Vicente FC,27,1995,17.9,38,17,12,19,7,18,43,25,19,7,12,12,50,9,0,Matches
3,Elias Achouri,tn TUN,MF,Estoril,23,1999,0.1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Matches
4,Antonio Adán,es ESP,GK,Sporting CP,35,1987,31.0,1,0,1,0,0,1,3,2,0,0,0,0,1,11,0,Matches
5,Adriano,br BRA,"MF,DF",Santa Clara,22,1999,24.5,50,31,19,30,1,31,50,19,34,13,21,26,76,52,0,Matches
6,João Afonso Crispim,br BRA,MF,Marítimo,27,1995,16.3,43,24,16,24,3,20,47,27,16,10,6,36,79,37,3,Matches
7,Lucas Áfrico,br BRA,DF,Estoril,27,1995,3.9,2,1,2,0,0,1,1,0,3,2,1,3,5,9,0,Matches
8,Martin Agirregabiria,es ESP,"DF,FW",Famalicão,26,1996,4.5,4,4,2,2,0,3,4,1,3,1,2,10,14,9,0,Matches
9,Salvador Agra,pt POR,"FW,MF",Boavista,30,1991,18.3,27,20,10,13,4,12,23,11,5,1,4,6,33,6,0,Matches
10,Mohamed Aidara,ci CIV,"DF,FW",Vizela,25,1996,2.7,3,1,3,0,0,3,3,0,2,2,0,2,5,8,0,Matches
11,Alemão,br BRA,DF,Portimonense,19,2002,4.0,11,9,7,4,0,5,10,5,6,4,2,6,17,24,0,Matches
12,Sotiris Alexandropoulos,gr GRE,MF,Sporting CP,20,2001,1.2,6,5,2,3,1,3,6,3,1,0,1,2,8,1,0,Matches
13,Ali Alipour,ir IRN,"FW,MF",Gil Vicente FC,26,1995,5.9,6,3,1,4,1,5,9,4,7,0,7,1,7,2,1,Matches
14,Allano,br BRA,"FW,MF",Santa Clara,27,1995,12.6,16,13,11,5,0,8,29,21,22,4,18,7,23,12,0,Matches
15,Domingos André Ribeiro Almeida,pt POR,MF,Vitória,22,2000,2.6,4,2,3,0,1,2,3,1,6,0,6,4,8,4,0,Matches
16,Jordi Almeida,br BRA,GK,Paços de Ferreira,28,1993,6.0,1,0,1,0,0,1,1,0,0,0,0,0,1,4,2,Matches
17,Alejandro Alvarado Jr.,us USA,"FW,MF",Vizela,19,2003,0.8,2,0,1,1,0,0,2,2,3,1,2,0,2,1,0,Matches
18,Pedro Álvaro,pt POR,DF,Estoril,22,2000,28.6,23,12,15,7,1,14,19,5,31,23,8,34,57,119,1,Matches
19,Pedro Amaral,pt POR,DF,Rio Ave,24,1997,11.0,17,9,12,5,0,12,21,9,10,3,7,10,27,18,0,Matches
20,André Amaro,pt POR,DF,Vitória,19,2002,26.2,47,30,36,10,1,30,46,16,32,13,19,48,95,103,0,Matches
21,Anderson,br BRA,FW,Vitória,24,1997,15.0,5,2,1,2,2,1,2,1,10,1,9,2,7,16,0,Matches
22,Anderson,br BRA,"FW,MF",Portimonense,24,1998,4.2,2,0,0,1,1,1,6,5,5,0,5,0,2,1,0,Matches
23,Léo Andrade,br BRA,DF,Marítimo,24,1998,11.8,14,8,12,1,1,11,14,3,20,8,12,26,40,36,1,Matches
24,André André,pt POR,MF,Vitória,32,1989,15.0,28,16,12,15,1,10,29,19,13,4,9,10,38,12,0,Matches
25,Andrew,br BRA,GK,Gil Vicente FC,21,2001,23.7,1,1,1,0,0,1,4,3,0,0,0,0,1,14,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Andrezinho,pt POR,"FW,MF",Santa Clara,25,1996,6.0,8,3,4,3,1,5,13,8,10,0,10,3,11,3,0,Matches
