rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,28,1994,27,27,2294,25.5,0,2,2,0,0,0,7,1,0.8,0.8,1.1,1.9,10,78,13,0.00,0.08,0.08,0.00,0.08,0.03,0.04,0.07,0.03,0.07,Matches
2,Giorgi Aburjania,ge GEO,MF,Gil Vicente FC,27,1995,27,18,1608,17.9,0,1,1,0,0,0,6,0,0.5,0.5,1.5,2.0,33,113,37,0.00,0.06,0.06,0.00,0.06,0.03,0.08,0.11,0.03,0.11,Matches
3,Elias Achouri,tn TUN,MF,Estoril,23,1999,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
4,Antonio Adán,es ESP,GK,Sporting CP,35,1987,31,31,2789,31.0,0,1,1,0,0,0,5,1,0.2,0.2,0.1,0.4,0,0,0,0.00,0.03,0.03,0.00,0.03,0.01,0.00,0.01,0.01,0.01,Matches
5,Adriano,br BRA,"MF,DF",Santa Clara,22,1999,31,27,2205,24.5,1,1,2,1,0,0,8,0,0.8,0.8,0.9,1.8,16,83,17,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07,Matches
6,João Afonso Crispim,br BRA,MF,Marítimo,27,1995,24,18,1465,16.3,0,0,0,0,0,0,10,1,0.2,0.2,0.2,0.4,3,63,8,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
7,Lucas Áfrico,br BRA,DF,Estoril,27,1995,6,4,354,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,10,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
8,Martin Agirregabiria,es ESP,"DF,FW",Famalicão,26,1996,17,2,402,4.5,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,10,14,14,0.00,0.22,0.22,0.00,0.22,0.00,0.04,0.04,0.00,0.04,Matches
9,Salvador Agra,pt POR,"FW,MF",Boavista,30,1991,30,20,1651,18.3,3,4,7,3,0,0,6,0,1.4,1.4,3.5,4.9,46,59,132,0.16,0.22,0.38,0.16,0.38,0.08,0.19,0.27,0.08,0.27,Matches
10,Mohamed Aidara,ci CIV,"DF,FW",Vizela,25,1996,6,1,242,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
11,Alemão,br BRA,DF,Portimonense,19,2002,5,4,363,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
12,Sotiris Alexandropoulos,gr GRE,MF,Sporting CP,20,2001,6,0,104,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,7,6,3,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.20,0.15,0.20,Matches
13,Ali Alipour,ir IRN,"FW,MF",Gil Vicente FC,26,1995,15,5,527,5.9,2,1,3,2,0,0,2,0,2.0,2.0,1.1,3.2,7,8,61,0.34,0.17,0.51,0.34,0.51,0.35,0.19,0.54,0.35,0.54,Matches
14,Allano,br BRA,"FW,MF",Santa Clara,27,1995,20,15,1132,12.6,1,0,1,0,1,1,5,0,1.5,0.7,0.9,1.6,37,41,96,0.08,0.00,0.08,0.00,0.00,0.12,0.07,0.19,0.05,0.13,Matches
15,Domingos André Ribeiro Almeida,pt POR,MF,Vitória,22,2000,3,3,237,2.6,0,2,2,0,0,0,1,0,0.3,0.3,0.8,1.1,6,13,2,0.00,0.76,0.76,0.00,0.76,0.11,0.31,0.42,0.11,0.42,Matches
16,Jordi Almeida,br BRA,GK,Paços de Ferreira,28,1993,6,6,540,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
17,Alejandro Alvarado Jr.,us USA,"FW,MF",Vizela,19,2003,5,0,71,0.8,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,3,2,4,0.00,0.00,0.00,0.00,0.00,1.07,0.00,1.07,1.07,1.07,Matches
18,Pedro Álvaro,pt POR,DF,Estoril,22,2000,30,29,2577,28.6,1,0,1,1,0,0,8,0,0.9,0.9,0.3,1.2,14,81,5,0.03,0.00,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches
19,Pedro Amaral,pt POR,DF,Rio Ave,24,1997,12,11,987,11.0,1,2,3,1,0,0,5,0,0.5,0.5,0.6,1.0,11,44,43,0.09,0.18,0.27,0.09,0.27,0.04,0.05,0.10,0.04,0.10,Matches
20,André Amaro,pt POR,DF,Vitória,19,2002,27,27,2361,26.2,1,1,2,1,0,0,11,1,1.9,1.9,0.2,2.1,22,77,2,0.04,0.04,0.08,0.04,0.08,0.07,0.01,0.08,0.07,0.08,Matches
21,Anderson,br BRA,FW,Vitória,24,1997,30,14,1350,15.0,4,0,4,4,0,0,4,1,5.1,5.1,0.4,5.5,23,15,78,0.27,0.00,0.27,0.27,0.27,0.34,0.03,0.36,0.34,0.36,Matches
22,Anderson,br BRA,"FW,MF",Portimonense,24,1998,6,5,376,4.2,0,0,0,0,0,0,2,0,0.5,0.5,1.0,1.5,11,16,23,0.00,0.00,0.00,0.00,0.00,0.12,0.24,0.37,0.12,0.37,Matches
23,Léo Andrade,br BRA,DF,Marítimo,24,1998,12,12,1063,11.8,1,0,1,1,0,0,3,0,1.3,1.1,0.0,1.2,2,22,5,0.08,0.00,0.08,0.08,0.08,0.11,0.00,0.11,0.10,0.10,Matches
