rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Rodrigo Abascal,uy URU,DF,Boavista,28,1994,25.5,1723,203,907,715,109,17,1723,7,3,42.9,4,57.1,968,4044,2229,10,12,0,12,2,1118,13,Matches
2,Giorgi Aburjania,ge GEO,MF,Gil Vicente FC,27,1995,17.9,1129,30,200,688,255,18,1129,23,12,52.2,7,30.4,649,3280,1709,33,30,3,26,18,806,37,Matches
3,Elias Achouri,tn TUN,MF,Estoril,23,1999,0.1,9,1,3,2,4,0,9,0,0,,0,,4,31,19,1,1,0,1,0,6,1,Matches
4,Antonio Adán,es ESP,GK,Sporting CP,35,1987,31.0,1075,965,1070,4,1,1,1075,0,0,,0,,665,2833,1647,0,0,0,1,0,588,0,Matches
5,Adriano,br BRA,"MF,DF",Santa Clara,22,1999,24.5,1230,119,458,693,103,13,1230,33,21,63.6,10,30.3,631,3262,1608,16,19,1,15,18,698,17,Matches
6,João Afonso Crispim,br BRA,MF,Marítimo,27,1995,16.3,835,55,261,510,71,4,835,9,3,33.3,5,55.6,309,1407,496,3,5,0,21,12,432,8,Matches
7,Lucas Áfrico,br BRA,DF,Estoril,27,1995,3.9,199,32,124,67,9,5,199,1,0,0.0,1,100.0,140,838,584,1,2,0,1,0,151,0,Matches
8,Martin Agirregabiria,es ESP,"DF,FW",Famalicão,26,1996,4.5,251,18,93,118,46,3,251,7,4,57.1,3,42.9,137,776,414,10,6,2,5,0,157,14,Matches
9,Salvador Agra,pt POR,"FW,MF",Boavista,30,1991,18.3,837,13,102,367,375,29,837,44,15,34.1,23,52.3,468,2689,1317,46,26,9,28,17,574,132,Matches
10,Mohamed Aidara,ci CIV,"DF,FW",Vizela,25,1996,2.7,124,25,88,36,1,1,124,0,0,,0,,74,330,160,1,0,0,2,0,77,0,Matches
11,Alemão,br BRA,DF,Portimonense,19,2002,4.0,297,46,172,122,4,1,297,0,0,,0,,161,977,460,1,1,0,5,1,182,0,Matches
12,Sotiris Alexandropoulos,gr GRE,MF,Sporting CP,20,2001,1.2,84,3,17,48,20,2,84,4,1,25.0,3,75.0,40,241,154,7,3,1,2,0,47,3,Matches
13,Ali Alipour,ir IRN,"FW,MF",Gil Vicente FC,26,1995,5.9,224,4,19,78,131,34,224,16,4,25.0,7,43.8,138,540,188,7,4,2,12,11,168,61,Matches
14,Allano,br BRA,"FW,MF",Santa Clara,27,1995,12.6,684,12,109,351,238,27,683,53,22,41.5,21,39.6,395,2488,1182,37,33,9,58,14,460,96,Matches
15,Domingos André Ribeiro Almeida,pt POR,MF,Vitória,22,2000,2.6,152,5,36,82,36,5,152,9,4,44.4,5,55.6,85,398,183,6,4,0,6,10,91,2,Matches
16,Jordi Almeida,br BRA,GK,Paços de Ferreira,28,1993,6.0,215,202,215,0,0,0,215,0,0,,0,,96,522,297,0,0,0,1,0,64,0,Matches
17,Alejandro Alvarado Jr.,us USA,"FW,MF",Vizela,19,2003,0.8,36,1,7,14,17,4,36,8,4,50.0,4,50.0,21,161,74,3,2,0,3,0,23,4,Matches
18,Pedro Álvaro,pt POR,DF,Estoril,22,2000,28.6,1791,330,1061,687,49,20,1791,9,5,55.6,4,44.4,1105,5949,3698,14,10,4,4,5,1258,5,Matches
19,Pedro Amaral,pt POR,DF,Rio Ave,24,1997,11.0,774,32,221,345,212,7,774,20,7,35.0,11,55.0,392,1714,974,11,11,0,7,7,476,43,Matches
20,André Amaro,pt POR,DF,Vitória,19,2002,26.2,1433,163,734,656,54,20,1433,13,5,38.5,6,46.2,793,4211,2477,22,14,0,8,7,879,2,Matches
21,Anderson,br BRA,FW,Vitória,24,1997,15.0,412,19,32,174,210,71,412,45,15,33.3,28,62.2,251,1256,550,23,18,13,62,27,312,78,Matches
22,Anderson,br BRA,"FW,MF",Portimonense,24,1998,4.2,184,1,18,81,88,10,184,18,9,50.0,6,33.3,133,906,455,11,12,2,12,6,136,23,Matches
23,Léo Andrade,br BRA,DF,Marítimo,24,1998,11.8,629,68,357,250,28,11,629,3,1,33.3,0,0.0,237,986,466,2,1,0,7,1,346,5,Matches
24,André André,pt POR,MF,Vitória,32,1989,15.0,877,22,162,561,163,18,877,26,15,57.7,8,30.8,483,2352,1150,24,12,4,32,16,591,32,Matches
25,Andrew,br BRA,GK,Gil Vicente FC,21,2001,23.7,1013,835,1009,5,0,0,1013,0,0,,0,,539,2517,1649,0,0,0,1,0,410,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Andrezinho,pt POR,"FW,MF",Santa Clara,25,1996,6.0,282,5,43,135,112,21,282,25,9,36.0,12,48.0,167,1267,595,17,12,3,15,9,173,39,Matches
27,Paulo Vítor Fagundes dos Anjos,br BRA,GK,Chaves,33,1988,30.0,1130,995,1126,6,0,0,1130,2,2,100.0,0,0.0,530,3283,2139,0,2,2,3,0,324,0,Matches
28,Carnejy Antoine,ht HAI,"FW,MF",Casa Pia,31,1991,1.4,71,3,5,30,38,7,71,3,0,0.0,3,100.0,41,199,116,4,4,2,7,3,45,7,Matches
29,Antony,br BRA,"FW,MF",Arouca,20,2001,26.4,974,10,172,408,415,63,974,68,33,48.5,32,47.1,569,3981,1763,52,50,16,69,36,624,166,Matches
30,Vitorino Antunes,pt POR,DF,Paços de Ferreira,35,1987,29.6,2061,97,714,908,460,17,2060,44,24,54.5,16,36.4,995,5309,2822,62,48,5,35,19,1090,62,Matches
31,Bilel Aouacheria,fr FRA,"FW,MF",Gil Vicente FC,28,1994,8.3,339,4,37,138,174,19,339,39,12,30.8,20,51.3,219,1434,716,25,21,10,24,14,250,71,Matches
32,Wilinton Aponzá,co COL,MF,Portimonense,22,2000,0.0,2,0,0,0,2,0,2,0,0,,0,,1,30,10,1,0,0,1,0,1,1,Matches
33,Mizuki Arai,jp JPN,"FW,MF",Gil Vicente FC,25,1997,3.3,155,1,18,48,91,14,155,11,3,27.3,8,72.7,90,649,331,14,5,4,7,8,103,43,Matches
34,Henrique Araújo,pt POR,"MF,FW",Benfica,20,2002,0.8,25,1,1,10,14,7,25,1,1,100.0,0,0.0,14,69,47,2,2,1,1,1,19,8,Matches
35,Tiago Araújo,pt POR,"DF,FW",Estoril,21,2001,9.8,554,34,179,202,180,15,554,23,11,47.8,11,47.8,265,1693,892,26,18,3,19,8,287,67,Matches
36,Tomás Araújo,pt POR,DF,Gil Vicente FC,20,2002,20.8,1542,165,796,683,77,28,1542,22,11,50.0,8,36.4,920,5032,3432,27,17,0,11,6,1015,7,Matches
37,Arthur,br BRA,"FW,MF",Estoril,24,1998,3.1,96,2,15,43,39,7,96,9,5,55.6,4,44.4,63,463,240,10,2,4,6,6,72,18,Matches
38,Arthur,br BRA,"MF,DF",Sporting CP,24,1998,8.9,644,7,77,226,351,31,644,51,26,51.0,20,39.2,374,2695,1342,46,24,8,23,7,422,100,Matches
39,Gustavo Assuncao,pt POR,MF,Famalicão,22,2000,10.6,637,18,190,374,79,2,637,14,5,35.7,8,57.1,297,1473,774,14,10,1,10,4,383,11,Matches
40,Otavio Ataide,br BRA,DF,Famalicão,20,2002,7.9,475,61,298,165,14,9,475,3,3,100.0,0,0.0,237,1071,475,2,0,0,5,1,309,2,Matches
41,Leo Augusto Pereira,br BRA,"MF,FW",Marítimo,22,2000,5.9,202,1,32,65,107,16,202,26,8,30.8,18,69.2,124,797,351,14,4,5,14,7,128,42,Matches
42,Fredrik Aursnes,no NOR,"FW,MF",Benfica,26,1995,23.9,1867,26,263,985,627,57,1866,36,17,47.2,16,44.4,1056,4546,2285,48,39,7,26,17,1394,135,Matches
43,Matheus Babi,br BRA,FW,Santa Clara,25,1997,15.1,490,21,42,272,179,53,487,24,11,45.8,10,41.7,238,841,261,6,12,1,60,14,350,61,Matches
44,Miguel Baeza,es ESP,"MF,FW",Rio Ave,22,2000,12.0,538,11,83,291,166,13,538,20,5,25.0,14,70.0,274,1584,882,26,17,2,24,8,385,53,Matches
45,Alexander Bah,dk DEN,DF,Benfica,24,1997,20.9,1812,51,363,826,634,27,1812,37,9,24.3,17,45.9,849,4058,2136,59,43,6,27,9,1117,163,Matches
46,Jason Bahamboula,cg CGO,MF,Vitória,21,2001,0.1,7,1,1,4,2,1,7,0,0,,0,,3,4,0,0,0,0,1,0,3,1,Matches
47,Ibrahima Bamba,ci CIV,"DF,MF",Vitória,20,2002,25.8,1337,190,707,586,55,11,1337,17,6,35.3,6,35.3,677,3284,1436,5,7,0,21,7,687,4,Matches
48,Daniel Bandeira,pt POR,MF,Vitória,22,2000,18.3,1124,45,276,676,188,11,1124,32,18,56.3,12,37.5,566,3119,1545,22,21,2,19,15,673,24,Matches
49,Simon Banza,cd COD,FW,Braga,25,1996,16.1,496,14,39,198,265,82,496,41,22,53.7,17,41.5,273,1440,476,20,11,10,56,25,390,88,Matches
50,Romário Baró,pt POR,"MF,FW",Casa Pia,22,2000,10.4,410,9,59,237,124,14,410,35,15,42.9,16,45.7,238,1428,655,15,12,3,19,25,262,34,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
51,Luís Bastos,pt POR,DF,Paços de Ferreira,20,2001,4.1,219,20,84,98,39,0,219,5,1,20.0,4,80.0,97,455,230,8,5,0,4,3,119,5,Matches
