rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Antonio Adán,es ESP,GK,Atlético Madrid,32,1987,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2,Aritz Aduriz,es ESP,"FW,MF",Athletic Club,38,1981,2.3,3,2,0,3,0,0,0,0,0,0,0,0,3,2,0,Matches
3,Lumor Agbenyenu,gh GHA,DF,Mallorca,22,1996,20.1,31,21,19,9,3,16,35,19,13,2,11,21,52,66,1,Matches
4,Martin Agirregabiria,es ESP,DF,Alavés,23,1996,23.3,55,30,32,18,5,30,54,24,19,7,12,18,73,48,0,Matches
5,Joseph Aidoo,gh GHA,DF,Celta Vigo,23,1995,27.8,43,27,30,11,2,13,27,14,31,14,17,45,88,124,3,Matches
6,Jordi Alba,es ESP,DF,Barcelona,30,1989,24.3,20,13,9,7,4,6,27,21,12,3,9,37,57,40,0,Matches
7,Raúl Albiol,es ESP,DF,Villarreal,33,1985,36.0,43,23,27,16,0,18,27,9,29,21,8,42,85,175,2,Matches
8,Paco Alcácer,es ESP,FW,Villarreal,25,1993,10.3,3,3,2,1,0,1,7,6,4,1,3,2,5,10,0,Matches
9,Rubén Alcaraz,es ESP,MF,Valladolid,28,1991,21.4,61,30,37,20,4,30,63,33,46,15,31,15,76,41,0,Matches
10,Álex Alegría,es ESP,FW,Mallorca,26,1992,1.2,1,0,1,0,0,0,0,0,2,0,2,0,1,0,0,Matches
11,Carles Aleñá,es ESP,MF,Barcelona,21,1998,1.9,2,1,1,1,0,1,4,3,1,0,1,0,2,0,0,Matches
12,Carles Aleñá,es ESP,"MF,FW",Betis,21,1998,8.2,14,9,5,7,2,3,17,14,4,1,3,1,15,3,0,Matches
13,Sergio Álvarez,es ESP,"MF,DF",Eibar,27,1992,12.7,37,22,11,24,2,8,24,16,16,2,14,17,54,26,1,Matches
14,Sergio Álvarez,es ESP,GK,Celta Vigo,32,1986,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
15,Yeray Álvarez,es ESP,DF,Athletic Club,24,1995,31.2,36,19,28,7,1,17,30,13,33,22,11,62,98,138,2,Matches
16,Ibrahim Amadou,fr FRA,MF,Leganés,26,1993,8.6,16,9,5,9,2,4,11,7,5,0,5,12,28,6,0,Matches
17,Amath,sn SEN,MF,Getafe,23,1996,0.7,2,1,1,1,0,0,5,5,2,0,2,0,2,0,0,Matches
18,Miguel Ángel Guerrero,es ESP,FW,Leganés,29,1990,8.8,1,0,0,1,0,1,10,9,4,0,4,2,3,4,0,Matches
19,José Ángel,es ESP,DF,Eibar,29,1989,26.2,54,31,26,25,3,26,43,17,23,7,16,33,87,61,1,Matches
20,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,35,1984,13.0,0,0,0,0,0,0,1,1,0,0,0,1,1,6,2,Matches
21,Antoñito,es ESP,"DF,MF",Valladolid,31,1987,11.4,26,18,19,7,0,12,20,8,9,0,9,15,41,20,1,Matches
22,Vitorino Antunes,pt POR,MF,Getafe,32,1987,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
23,Anuar,ma MAR,"MF,FW",Valladolid,24,1995,2.1,4,2,1,2,1,2,6,4,7,3,4,5,9,0,0,Matches
24,Mauro Arambarri,uy URU,MF,Getafe,23,1995,34.1,72,33,24,40,8,31,69,38,52,5,47,43,115,40,2,Matches
25,Néstor Araujo,mx MEX,DF,Celta Vigo,27,1991,32.1,44,27,35,8,1,22,36,14,26,18,8,52,96,142,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Ronald Araújo,uy URU,DF,Barcelona,20,1999,2.6,3,2,2,1,0,1,1,0,6,2,4,0,3,9,0,Matches
27,Anaitz Arbilla,es ESP,DF,Eibar,32,1987,22.3,33,20,23,8,2,16,34,18,20,4,16,29,62,82,0,Matches
