rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Carlos Acevedo,mx MEX,GK,Santos,24,1996,34.0,33,6,0,4,1,41.4,0.23,+9.4,+0.28,197,436,45.2,438,88,56.2,43.2,270,70.4,50.4,416,12,2.9,5,0.15,10.2,Matches
2,Gil Alcalá,mx MEX,GK,Querétaro,28,1992,24.0,37,3,0,8,2,31.4,0.29,-3.6,-0.15,191,453,42.2,441,58,56.5,43.4,236,86.4,60.4,420,8,1.9,13,0.54,13.2,Matches
3,Miguel Ángel Fraga,mx MEX,GK,Mazatlán,32,1987,11.0,19,4,1,1,1,14.7,0.25,-3.3,-0.30,42,91,46.2,232,45,28.4,30.5,66,37.9,34.6,137,2,1.5,8,0.73,15.7,Matches
4,Luis Ángel Malagón,mx MEX,GK,Necaxa,23,1997,24.5,35,4,0,8,0,36.9,0.27,+1.9,+0.08,143,357,40.1,509,80,44.8,39.4,196,65.8,52.9,380,14,3.7,8,0.33,11.1,Matches
5,José Antonio Rodríguez,mx MEX,GK,Guadalajara,28,1992,15.0,10,0,0,2,0,15.6,0.30,+5.6,+0.38,70,197,35.5,350,60,34.6,35.6,142,53.5,45.3,174,7,4.0,9,0.60,12.3,Matches
6,Alfonso Blanco Antúnez,mx MEX,GK,León,33,1987,7.0,7,0,0,0,0,6.0,0.28,-1.0,-0.15,25,44,56.8,150,30,19.3,29.2,52,28.8,33.9,85,4,4.7,12,1.71,19.3,Matches
7,Eduardo Bravo,mx MEX,GK,Querétaro,29,1991,3.0,4,0,0,0,0,1.3,0.10,-2.7,-0.91,16,40,40.0,68,12,41.2,36.4,22,54.5,39.6,38,3,7.9,4,1.33,18.4,Matches
8,Luis Cárdenas,mx MEX,GK,Monterrey,26,1993,4.0,3,1,0,0,0,4.4,0.21,+1.4,+0.34,27,50,54.0,104,15,34.6,33.5,30,46.7,42.6,35,1,2.9,7,1.75,17.7,Matches
9,José Corona,mx MEX,GK,Cruz Azul,39,1981,32.0,25,5,0,5,0,31.2,0.22,+6.2,+0.19,185,431,42.9,687,111,41.2,37.1,235,63.0,48.5,434,10,2.3,21,0.66,15.0,Matches
10,Rodolfo Cota,mx MEX,GK,León,33,1987,27.0,30,7,1,4,1,30.0,0.22,+1.0,+0.04,72,176,40.9,557,152,21.9,28.7,195,27.7,30.7,336,13,3.9,20,0.74,14.1,Matches
11,Benny Díaz,mx MEX,GK,Tijuana,21,1998,2.3,5,2,0,0,0,5.7,0.16,+0.7,+0.30,16,31,51.6,51,13,29.4,32.1,25,64.0,48.2,32,1,3.1,1,0.43,12.7,Matches
12,Sebastián Fassi,mx MEX,GK,Necaxa,27,1993,3.0,5,0,0,0,1,2.4,0.30,-1.6,-0.54,31,45,68.9,68,10,41.2,37.2,23,73.9,53.0,41,1,2.4,2,0.67,12.2,Matches
13,Carlos Felipe Rodríguez,mx MEX,GK,Atlético,31,1989,9.0,16,4,0,0,0,18.0,0.32,+2.0,+0.22,42,105,40.0,123,18,52.8,42.8,69,58.0,48.2,104,3,2.9,3,0.33,13.0,Matches
14,Carlos Galindo,mx MEX,GK,UANL,20,2000,2.0,4,0,0,2,0,3.0,0.76,-1.0,-0.48,3,12,25.0,29,12,24.1,32.1,18,27.8,35.6,28,0,0.0,0,0.00,3.0,Matches
15,Hugo González Durán,mx MEX,GK,Monterrey,29,1990,30.0,31,3,1,3,1,36.3,0.29,+6.3,+0.21,157,372,42.2,666,140,36.8,35.3,207,61.4,46.2,399,24,6.0,27,0.90,15.4,Matches
