rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Diego Abella,mx MEX,"FW,MF",Toluca,21,1998,6,2,166,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,1,17,0.00,0.00,0.00,0.00,0.00,0.10,0.05,0.15,0.10,0.15,Matches
2,José Abella,mx MEX,DF,Atlas,26,1994,17,14,1185,13.2,0,2,2,0,0,0,1,1,0.3,0.3,1.2,1.5,10,50,19,0.00,0.15,0.15,0.00,0.15,0.02,0.09,0.12,0.02,0.12,Matches
3,Clifford Aboagye,gh GHA,"MF,DF",Puebla,25,1995,3,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
4,Clifford Aboagye,gh GHA,MF,Tijuana,25,1995,9,4,374,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.4,6,22,7,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,Matches
5,Iván Acero,mx MEX,MF,Toluca,20,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
6,Carlos Acevedo,mx MEX,GK,Santos,24,1996,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
7,Alonso Aceves,mx MEX,DF,Pachuca,19,2001,1,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
8,Alan Acosta,mx MEX,"MF,DF",Puebla,23,1996,3,0,111,1.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,4,2,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
9,Luciano Acosta,ar ARG,"MF,FW",Atlas,26,1994,23,17,1503,16.7,2,1,3,2,0,0,5,1,4.7,4.7,3.1,7.8,53,75,104,0.12,0.06,0.18,0.12,0.18,0.28,0.19,0.47,0.28,0.47,Matches
10,Francisco Acuña,mx MEX,MF,Necaxa,32,1988,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
11,Sergio Adrián Flores,mx MEX,MF,Guadalajara,25,1995,10,1,191,2.1,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,0,13,0,0.00,0.47,0.47,0.00,0.47,0.00,0.19,0.19,0.00,0.19,Matches
12,Daniel Aguilar,mx MEX,MF,Puebla,22,1998,19,9,1033,11.5,1,1,2,1,0,0,2,0,1.2,1.2,0.9,2.1,7,38,17,0.09,0.09,0.17,0.09,0.17,0.10,0.08,0.18,0.10,0.18,Matches
13,Jorge Aguilar,py PAR,DF,Necaxa,27,1993,6,4,401,4.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,8,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
14,Jorge Aguilar,py PAR,DF,Tijuana,27,1993,8,7,612,6.8,0,0,0,0,0,0,4,1,0.2,0.2,0.2,0.4,1,21,2,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
15,Paul Aguilar,mx MEX,DF,América,34,1986,5,4,366,4.1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,23,8,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
16,Emanuel Aguilera,ar ARG,DF,América,31,1989,24,22,1865,20.7,7,0,7,2,5,6,1,0,5.4,0.5,0.3,0.8,4,42,0,0.34,0.00,0.34,0.10,0.10,0.26,0.01,0.27,0.02,0.04,Matches
17,Eduardo Aguirre,mx MEX,"FW,MF",Santos,21,1998,30,14,1299,14.4,3,1,4,3,0,0,0,0,4.6,4.6,2.9,7.5,17,13,93,0.21,0.07,0.28,0.21,0.28,0.32,0.20,0.52,0.32,0.52,Matches
18,Érick Aguirre,mx MEX,"DF,MF",Pachuca,23,1997,28,28,2353,26.1,2,3,5,2,0,0,6,0,1.7,1.7,1.8,3.5,53,105,152,0.08,0.11,0.19,0.08,0.19,0.07,0.07,0.13,0.07,0.13,Matches
19,Gaddi Aguirre,mx MEX,DF,Atlas,24,1996,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
20,Rodrigo Aguirre,uy URU,FW,Necaxa,25,1994,6,3,311,3.5,0,0,0,0,0,1,0,0,1.5,0.7,0.1,0.8,4,4,17,0.00,0.00,0.00,0.00,0.00,0.42,0.03,0.45,0.20,0.23,Matches
21,Arnaud Ake,ci CIV,"FW,MF",Monterrey,22,1998,18,10,774,8.6,5,0,5,5,0,0,1,1,4.8,4.8,0.7,5.5,17,17,67,0.58,0.00,0.58,0.58,0.58,0.56,0.08,0.64,0.56,0.64,Matches
22,Nicolás Albarracín,uy URU,MF,Querétaro,27,1993,2,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,6,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
