rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Diego Abella,mx MEX,"FW,MF",Toluca,21,1998,1.8,19,33,57.6,304,113,9,13,7,8,2,7,0,0.1,0.1,-0.1,2,1,1,1,1,Matches
2,José Abella,mx MEX,DF,Atlas,26,1994,13.2,504,651,77.4,9420,4533,224,251,204,262,70,112,2,1.2,1.2,+0.8,12,44,12,5,50,Matches
3,Clifford Aboagye,gh GHA,"MF,DF",Puebla,25,1995,1.0,33,42,78.6,636,157,12,14,13,15,4,7,0,0.0,0.0,0.0,0,1,0,0,3,Matches
4,Clifford Aboagye,gh GHA,MF,Tijuana,25,1995,4.2,150,172,87.2,2467,655,74,77,58,67,14,20,0,0.3,0.4,-0.3,5,18,5,0,22,Matches
5,Iván Acero,mx MEX,MF,Toluca,20,2000,0.1,1,1,100.0,10,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
6,Carlos Acevedo,mx MEX,GK,Santos,24,1996,34.0,446,709,62.9,16926,14558,59,59,131,134,255,512,0,0.1,0.1,-0.1,3,17,0,0,0,Matches
7,Alonso Aceves,mx MEX,DF,Pachuca,19,2001,0.8,25,36,69.4,391,150,16,20,4,5,4,6,0,0.0,0.0,0.0,0,1,0,0,0,Matches
8,Alan Acosta,mx MEX,"MF,DF",Puebla,23,1996,1.2,35,49,71.4,560,97,15,17,18,24,1,5,0,0.0,0.0,0.0,0,0,1,1,2,Matches
9,Luciano Acosta,ar ARG,"MF,FW",Atlas,26,1994,16.7,483,612,78.9,7989,2380,244,292,174,204,48,72,1,3.1,2.5,-2.1,37,59,28,8,75,Matches
10,Francisco Acuña,mx MEX,MF,Necaxa,32,1988,0.2,2,2,100.0,24,2,1,1,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
