rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Diego Abella,mx MEX,"FW,MF",Toluca,21,1998,1.8,2,1,1,1,0,1,2,1,0,0,0,1,3,1,0,Matches
2,José Abella,mx MEX,DF,Atlas,26,1994,13.2,23,17,12,10,1,15,31,16,22,6,16,12,35,35,0,Matches
3,Clifford Aboagye,gh GHA,"MF,DF",Puebla,25,1995,1.0,2,2,1,1,0,1,2,1,0,0,0,3,5,0,0,Matches
4,Clifford Aboagye,gh GHA,MF,Tijuana,25,1995,4.2,4,0,1,2,1,1,8,7,3,0,3,5,9,1,0,Matches
5,Iván Acero,mx MEX,MF,Toluca,20,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
6,Carlos Acevedo,mx MEX,GK,Santos,24,1996,34.0,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,Matches
7,Alonso Aceves,mx MEX,DF,Pachuca,19,2001,0.8,1,0,0,1,0,1,2,1,2,0,2,2,3,0,0,Matches
8,Alan Acosta,mx MEX,"MF,DF",Puebla,23,1996,1.2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,Matches
9,Luciano Acosta,ar ARG,"MF,FW",Atlas,26,1994,16.7,24,17,6,12,6,10,38,28,14,0,14,14,38,2,0,Matches
10,Francisco Acuña,mx MEX,MF,Necaxa,32,1988,0.2,2,1,1,1,0,1,1,0,1,0,1,1,3,1,0,Matches
11,Sergio Adrián Flores,mx MEX,MF,Guadalajara,25,1995,2.1,12,8,4,8,0,5,11,6,2,0,2,6,18,3,0,Matches
12,Daniel Aguilar,mx MEX,MF,Puebla,22,1998,11.5,24,17,8,15,1,5,21,16,10,1,9,10,34,15,0,Matches
13,Jorge Aguilar,py PAR,DF,Necaxa,27,1993,4.5,5,3,3,2,0,3,6,3,1,1,0,3,8,17,0,Matches
14,Jorge Aguilar,py PAR,DF,Tijuana,27,1993,6.8,13,11,10,3,0,7,15,8,3,1,2,5,18,21,0,Matches
15,Paul Aguilar,mx MEX,DF,América,34,1986,4.1,4,2,3,1,0,2,6,4,2,2,0,3,7,9,0,Matches
16,Emanuel Aguilera,ar ARG,DF,América,31,1989,20.7,10,7,6,4,0,7,11,4,14,8,6,46,56,76,0,Matches
17,Eduardo Aguirre,mx MEX,"FW,MF",Santos,21,1998,14.4,13,6,5,6,2,7,18,11,32,4,28,5,18,8,0,Matches
18,Érick Aguirre,mx MEX,"DF,MF",Pachuca,23,1997,26.1,53,40,27,24,2,20,49,29,19,1,18,55,108,44,0,Matches
19,Gaddi Aguirre,mx MEX,DF,Atlas,24,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,Matches
20,Rodrigo Aguirre,uy URU,FW,Necaxa,25,1994,3.5,3,2,0,1,2,1,1,0,4,2,2,0,3,2,0,Matches
21,Arnaud Ake,ci CIV,"FW,MF",Monterrey,22,1998,8.6,8,6,2,5,1,2,4,2,4,0,4,5,13,3,0,Matches
22,Nicolás Albarracín,uy URU,MF,Querétaro,27,1993,0.8,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,Matches
23,Jesús Alberto Angulo,mx MEX,DF,Atlas,22,1998,26.4,74,46,40,28,6,32,54,22,34,9,25,43,117,50,0,Matches
24,Gil Alcalá,mx MEX,GK,Querétaro,28,1992,24.0,1,1,1,0,0,1,3,2,1,0,1,0,1,2,2,Matches
25,Adrián Aldrete,mx MEX,DF,Cruz Azul,32,1988,23.0,33,26,16,12,5,18,33,15,15,2,13,23,56,56,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Daniel Alexis Parra,mx MEX,DF,Monterrey,21,1999,4.0,8,7,5,3,0,1,3,2,5,2,3,2,10,17,0,Matches
27,Luis Alfonso Rodríguez,mx MEX,"DF,MF",UANL,29,1991,24.3,61,43,41,17,3,36,62,26,29,6,23,29,90,34,0,Matches
28,David Alfredo Andrade,mx MEX,DF,Santos,27,1993,16.6,23,13,12,9,2,13,22,9,15,2,13,14,37,33,0,Matches
29,Carlos Alonso Vargas,mx MEX,DF,Mazatlán,21,1999,17.1,35,23,21,12,2,17,25,8,20,12,8,36,71,62,0,Matches
30,Alfonso Alvarado,mx MEX,"FW,MF",Monterrey,20,2000,2.7,5,3,0,5,0,3,6,3,2,0,2,2,7,1,0,Matches
31,Roberto Alvarado,mx MEX,"MF,FW",Cruz Azul,21,1998,17.4,36,19,19,10,7,15,39,24,24,0,24,15,51,21,0,Matches
32,Ventura Alvarado,us USA,DF,Atlético,27,1992,11.5,15,6,8,7,0,7,14,7,10,5,5,23,38,39,0,Matches
33,Daniel Álvarez,mx MEX,"MF,FW",Puebla,26,1994,10.1,12,8,4,8,0,3,16,13,7,1,6,6,18,7,0,Matches
34,Fabio Álvarez,ar ARG,"MF,FW",UNAM,27,1993,20.7,29,16,9,15,5,12,26,14,15,0,15,13,42,10,0,Matches
35,Kevin Álvarez,mx MEX,DF,Pachuca,21,1999,24.7,67,35,45,14,8,34,57,23,36,6,30,34,101,50,0,Matches
36,Daniel Amador,mx MEX,MF,Mazatlán,23,1997,4.1,3,1,1,2,0,3,11,8,0,0,0,4,7,1,0,Matches
37,Fidel Ambríz,mx MEX,MF,León,17,2003,2.0,5,3,4,1,0,3,3,0,4,2,2,1,6,4,0,Matches
38,Alejandro Andrade,mx MEX,MF,Necaxa,18,2001,6.2,15,10,6,9,0,7,14,7,13,2,11,1,16,17,0,Matches
39,Miguel Ángel Fraga,mx MEX,GK,Mazatlán,32,1987,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Matches
40,Miguel Ángel Herrera,mx MEX,DF,Pachuca,31,1989,8.6,10,8,6,4,0,5,6,1,5,4,1,20,30,50,0,Matches
41,Luis Ángel Malagón,mx MEX,GK,Necaxa,23,1997,24.5,2,1,2,0,0,2,3,1,1,0,1,0,2,6,0,Matches
42,Luis Ángel Mendoza,mx MEX,"MF,FW",Mazatlán,30,1990,23.3,25,15,7,11,7,12,41,29,16,1,15,22,47,16,0,Matches
43,Miguel Ángel Ponce,mx MEX,DF,Guadalajara,31,1989,19.4,39,26,22,11,6,19,29,10,10,3,7,22,61,30,0,Matches
44,Brayan Angulo,ec ECU,FW,Cruz Azul,24,1995,4.6,1,0,0,1,0,0,2,2,0,0,0,0,1,7,0,Matches
45,Brayan Angulo,co COL,DF,Puebla,30,1989,12.9,25,14,15,8,2,13,21,8,9,3,6,18,43,20,0,Matches
46,Brayan Angulo,ec ECU,"FW,MF",Tijuana,24,1995,9.8,4,2,0,3,1,1,7,6,2,1,1,2,6,8,0,Matches
47,Brayan Angulo,co COL,DF,Tijuana,30,1989,16.0,36,20,17,15,4,17,31,14,18,2,16,27,63,37,2,Matches
48,Jesús Angulo,mx MEX,"MF,FW",Guadalajara,23,1997,21.5,26,20,10,10,6,13,36,23,20,3,17,17,43,3,0,Matches
49,Francisco Antonio Figueroa,mx MEX,"FW,MF",Pachuca,21,1999,7.6,9,6,6,2,1,3,14,11,5,0,5,6,15,5,0,Matches
50,Jorge Antonio Padilla,mx MEX,DF,Mazatlán,26,1993,16.0,46,25,26,15,5,12,20,8,15,5,10,17,63,46,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
51,José Antonio Rodríguez,mx MEX,GK,Guadalajara,28,1992,15.0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,Matches
52,Uriel Antuna,mx MEX,"FW,MF",Guadalajara,22,1997,25.9,12,6,4,6,2,5,17,12,16,1,15,20,32,16,0,Matches
53,Javier Aquino,mx MEX,"MF,DF",UANL,30,1990,25.7,70,46,30,28,12,29,60,31,25,3,22,40,110,23,0,Matches
54,Pedro Aquino,pe PER,MF,América,25,1995,10.6,22,10,7,15,0,10,19,9,6,2,4,14,36,20,0,Matches
55,Pedro Aquino,pe PER,MF,León,25,1995,10.3,27,17,14,12,1,9,39,30,15,4,11,6,33,17,0,Matches
56,Maximiliano Araújo,uy URU,"MF,FW",Puebla,20,2000,10.1,16,9,6,6,4,7,16,9,17,2,15,7,23,6,0,Matches
57,Fernando Arce Jr.,us USA,MF,Necaxa,23,1996,12.5,21,12,10,10,1,9,26,17,17,7,10,16,37,14,0,Matches
58,Sagir Arce,us USA,DF,Mazatlán,18,2002,0.0,1,0,1,0,0,1,1,0,0,0,0,1,2,0,0,Matches
59,Omar Arellano,mx MEX,"MF,FW",Querétaro,33,1987,4.3,9,6,1,7,1,4,8,4,6,1,5,2,11,5,0,Matches
60,Fernando Aristeguieta,ve VEN,"FW,MF",Mazatlán,28,1992,18.1,9,4,2,5,2,3,26,23,11,1,10,4,13,15,0,Matches
61,Blas Armoa,py PAR,"FW,MF",FC Juárez,20,2000,5.4,7,7,4,3,0,0,3,3,1,0,1,2,9,6,0,Matches
