rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Diego Abella,mx MEX,"FW,MF",Toluca,21,1998,1.8,33,31,2,0,0,0,7,0,1,0,1,0,19,0,3,Matches
2,José Abella,mx MEX,DF,Atlas,26,1994,13.2,651,531,119,14,1,11,11,105,0,0,0,0,504,1,11,Matches
3,Clifford Aboagye,gh GHA,"MF,DF",Puebla,25,1995,1.0,42,34,8,3,0,2,3,3,2,1,0,0,33,0,0,Matches
4,Clifford Aboagye,gh GHA,MF,Tijuana,25,1995,4.2,172,164,8,5,0,0,4,0,1,0,0,0,150,0,3,Matches
5,Iván Acero,mx MEX,MF,Toluca,20,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
6,Carlos Acevedo,mx MEX,GK,Santos,24,1996,34.0,709,381,327,57,0,1,0,0,0,0,0,0,446,1,1,Matches
7,Alonso Aceves,mx MEX,DF,Pachuca,19,2001,0.8,36,23,13,1,0,0,0,12,0,0,0,0,25,0,4,Matches
8,Alan Acosta,mx MEX,"MF,DF",Puebla,23,1996,1.2,49,43,6,1,0,0,6,5,0,0,0,0,35,0,2,Matches
9,Luciano Acosta,ar ARG,"MF,FW",Atlas,26,1994,16.7,612,566,41,5,2,8,32,14,10,1,5,0,483,5,12,Matches
10,Francisco Acuña,mx MEX,MF,Necaxa,32,1988,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
11,Sergio Adrián Flores,mx MEX,MF,Guadalajara,25,1995,2.1,143,134,9,9,0,1,0,0,0,0,0,0,118,0,2,Matches
12,Daniel Aguilar,mx MEX,MF,Puebla,22,1998,11.5,423,398,22,9,0,8,19,3,10,8,0,0,323,3,8,Matches
13,Jorge Aguilar,py PAR,DF,Necaxa,27,1993,4.5,134,126,8,4,0,3,1,4,0,0,0,0,98,0,0,Matches
14,Jorge Aguilar,py PAR,DF,Tijuana,27,1993,6.8,317,269,48,18,0,5,0,29,0,0,0,0,267,0,3,Matches
15,Paul Aguilar,mx MEX,DF,América,34,1986,4.1,185,151,34,6,0,9,4,28,0,0,0,0,146,0,4,Matches
16,Emanuel Aguilera,ar ARG,DF,América,31,1989,20.7,837,773,64,61,0,14,0,1,0,0,0,0,705,0,10,Matches
