rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
1,Carlos Acevedo,mx MEX,GK,Santos,24,1996,34,34,3060,34.0,33,0.97,145,110,81.4,14,9,11,11,32.4,9,6,3,0,33.3,Matches
2,Gil Alcalá,mx MEX,GK,Querétaro,28,1992,24,24,2160,24.0,37,1.54,105,69,67.6,6,5,13,4,16.7,5,3,1,1,25.0,Matches
3,Miguel Ángel Fraga,mx MEX,GK,Mazatlán,32,1987,11,11,990,11.0,19,1.73,49,31,69.4,3,3,5,2,18.2,4,4,0,0,0.0,Matches
4,Luis Ángel Malagón,mx MEX,GK,Necaxa,23,1997,25,25,2205,24.5,35,1.43,117,80,73.5,7,7,11,6,24.0,7,4,2,1,33.3,Matches
5,José Antonio Rodríguez,mx MEX,GK,Guadalajara,28,1992,15,15,1350,15.0,10,0.67,52,42,80.8,6,5,4,6,40.0,0,0,0,0,,Matches
6,Alfonso Blanco Antúnez,mx MEX,GK,León,33,1987,7,7,630,7.0,7,1.00,23,16,69.6,3,2,2,3,42.9,0,0,0,0,,Matches
7,Eduardo Bravo,mx MEX,GK,Querétaro,29,1991,3,3,270,3.0,4,1.33,13,9,69.2,0,1,2,0,0.0,0,0,0,0,,Matches
8,Luis Cárdenas,mx MEX,GK,Monterrey,26,1993,4,4,360,4.0,3,0.75,16,13,87.5,0,3,1,1,25.0,1,1,0,0,0.0,Matches
9,José Corona,mx MEX,GK,Cruz Azul,39,1981,32,32,2880,32.0,25,0.78,115,89,82.6,20,4,8,14,43.8,7,5,1,1,16.7,Matches
10,Rodolfo Cota,mx MEX,GK,León,33,1987,27,27,2430,27.0,30,1.11,111,82,79.3,17,4,6,7,25.9,8,7,0,1,0.0,Matches
11,Benny Díaz,mx MEX,GK,Tijuana,21,1998,3,2,211,2.3,5,2.13,17,11,82.4,0,0,2,0,0.0,3,2,1,0,33.3,Matches
12,Sebastián Fassi,mx MEX,GK,Necaxa,27,1993,3,3,270,3.0,5,1.67,8,4,37.5,1,0,2,0,0.0,0,0,0,0,,Matches
13,Carlos Felipe Rodríguez,mx MEX,GK,Atlético,31,1989,9,9,810,9.0,16,1.78,47,31,74.5,1,1,7,1,11.1,4,4,0,0,0.0,Matches
14,Carlos Galindo,mx MEX,GK,UANL,20,2000,2,2,180,2.0,4,2.00,4,0,0.0,0,1,1,0,0.0,1,0,0,1,,Matches
15,Hugo González Durán,mx MEX,GK,Monterrey,29,1990,30,30,2700,30.0,31,1.03,114,83,75.4,16,6,8,6,20.0,4,3,1,0,25.0,Matches
16,Raúl Gudiño,mx MEX,GK,Guadalajara,24,1996,19,19,1710,19.0,28,1.47,83,55,69.9,6,8,5,1,5.3,5,3,2,0,40.0,Matches
