rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
1,Diego Abella,mx MEX,"FW,MF",Toluca,21,1998,1.8,0,3,1,33.3,1.63,0.54,0.00,0.00,15.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
2,José Abella,mx MEX,DF,Atlas,26,1994,13.2,0,4,0,0.0,0.30,0.00,0.00,,22.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
3,Clifford Aboagye,gh GHA,"MF,DF",Puebla,25,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4,Clifford Aboagye,gh GHA,MF,Tijuana,25,1995,4.2,0,2,1,50.0,0.48,0.24,0.00,0.00,31.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
5,Iván Acero,mx MEX,MF,Toluca,20,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6,Carlos Acevedo,mx MEX,GK,Santos,24,1996,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
7,Alonso Aceves,mx MEX,DF,Pachuca,19,2001,0.8,0,1,1,100.0,1.30,1.30,0.00,0.00,7.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
8,Alan Acosta,mx MEX,"MF,DF",Puebla,23,1996,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
9,Luciano Acosta,ar ARG,"MF,FW",Atlas,26,1994,16.7,2,33,8,24.2,1.98,0.48,0.06,0.25,16.6,0,0,0,4.7,4.7,0.15,-2.7,-2.7,Matches
10,Francisco Acuña,mx MEX,MF,Necaxa,32,1988,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
11,Sergio Adrián Flores,mx MEX,MF,Guadalajara,25,1995,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
12,Daniel Aguilar,mx MEX,MF,Puebla,22,1998,11.5,1,14,5,35.7,1.22,0.44,0.07,0.20,18.4,2,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
13,Jorge Aguilar,py PAR,DF,Necaxa,27,1993,4.5,0,3,1,33.3,0.67,0.22,0.00,0.00,21.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
14,Jorge Aguilar,py PAR,DF,Tijuana,27,1993,6.8,0,3,2,66.7,0.44,0.29,0.00,0.00,8.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
15,Paul Aguilar,mx MEX,DF,América,34,1986,4.1,0,2,0,0.0,0.49,0.00,0.00,,21.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
16,Emanuel Aguilera,ar ARG,DF,América,31,1989,20.7,7,10,4,40.0,0.48,0.19,0.20,0.50,24.2,3,5,6,5.4,0.5,0.05,+1.6,+1.5,Matches
