rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
1,Jeff Attinella,us USA,GK,Portland Timbers,32,1988,3,2,170,1.9,2,1.06,5,4,80.0,1,0,1,0,0.0,1,1,0,0,0.0,Matches
2,Brandon Austin,eng ENG,GK,Orlando City,22,1999,5,5,450,5.0,8,1.60,16,8,50.0,3,0,2,1,20.0,0,0,0,0,,Matches
3,Luis Barraza,us USA,GK,NYCFC,24,1996,5,5,450,5.0,5,1.00,12,7,75.0,3,0,2,2,40.0,2,2,0,0,0.0,Matches
4,Joe Bendik,us USA,GK,Philadelphia Union,31,1989,3,2,212,2.4,3,1.27,8,5,87.5,1,0,1,0,0.0,2,2,0,0,0.0,Matches
5,Jamal Blackman,eng ENG,GK,LAFC,27,1993,8,8,720,8.0,13,1.62,34,21,61.8,3,3,2,1,12.5,0,0,0,0,,Matches
6,Andre Blake,jm JAM,GK,Philadelphia Union,30,1990,26,26,2340,26.0,24,0.92,98,73,76.5,12,8,6,12,46.2,4,1,3,0,75.0,Matches
7,Jonathan Bond,eng ENG,GK,LA Galaxy,27,1993,31,31,2790,31.0,50,1.61,169,121,73.4,12,8,11,4,12.9,6,5,0,1,0.0,Matches
8,Alex Bono,us USA,GK,Toronto FC,26,1994,24,24,2160,24.0,44,1.83,124,82,68.5,6,7,11,2,8.3,5,5,0,0,0.0,Matches
9,Sebastian Breza,ca CAN,GK,CF Montréal,22,1998,8,8,720,8.0,8,1.00,29,21,75.9,3,2,3,2,25.0,1,1,0,0,0.0,Matches
10,Evan Bush,us USA,GK,Columbus Crew,34,1986,4,4,360,4.0,6,1.50,13,7,53.8,2,1,1,1,25.0,0,0,0,0,,Matches
11,Steve Clark,us USA,GK,Portland Timbers,34,1986,24,24,2096,23.3,30,1.29,118,88,79.7,13,3,8,7,29.2,6,6,0,0,0.0,Matches
12,Stefan Cleveland,us USA,GK,Seattle Sounders,26,1994,15,15,1350,15.0,17,1.13,46,29,69.6,6,5,4,3,20.0,3,3,0,0,0.0,Matches
13,Carlos Coronel,py PAR,GK,NY Red Bulls,24,1996,34,34,3060,34.0,33,0.97,120,86,75.0,13,9,12,13,38.2,4,3,1,0,25.0,Matches
14,Maxime Crépeau,ca CAN,GK,Vancouver W'caps,26,1994,27,27,2430,27.0,31,1.15,126,96,77.8,10,10,7,6,22.2,4,3,1,0,25.0,Matches
15,Cody Cropper,us USA,GK,FC Cincinnati,27,1993,1,1,90,1.0,5,5.00,10,6,50.0,0,0,1,0,0.0,0,0,0,0,,Matches
16,Mario Daniel Vega,ar ARG,GK,SJ Earthquakes,36,1984,1,1,90,1.0,1,1.00,1,0,0.0,0,1,0,0,0.0,1,0,0,1,,Matches
