rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Paxten Aaronson,us USA,MF,Philadelphia Union,17,2003,6.6,140,192,72.9,1823,571,90,107,40,56,3,6,0,1.8,1.0,-1.8,10,15,7,0,31,Matches
2,Saad Abdul-Salaam,us USA,DF,Columbus Crew,29,1991,10.3,451,559,80.7,7580,2540,219,243,185,218,38,75,0,1.0,1.0,-1.0,9,37,4,0,41,Matches
3,Luciano Abecasis,ar ARG,"DF,MF",SJ Earthquakes,30,1990,13.7,583,782,74.6,10734,3722,243,277,256,323,73,139,2,1.6,0.9,+0.4,11,45,9,6,60,Matches
4,Ramón Ábila,ar ARG,"FW,MF",D.C. United,31,1989,2.5,20,48,41.7,281,54,12,27,6,10,1,3,0,0.0,0.2,0.0,0,1,3,0,5,Matches
5,Ramón Ábila,ar ARG,"FW,MF",Minnesota Utd,31,1989,3.0,42,64,65.6,621,148,20,29,15,21,3,3,0,0.5,0.3,-0.5,7,1,2,0,6,Matches
6,Lalas Abubakar,gh GHA,DF,Colorado Rapids,26,1994,21.3,937,1049,89.3,17753,6715,335,359,493,529,99,135,0,0.0,0.2,0.0,0,48,3,0,58,Matches
7,Nicolás Acevedo,uy URU,MF,NYCFC,21,1999,15.0,686,826,83.1,11318,4220,339,376,278,327,50,78,0,1.3,1.0,-1.3,12,91,10,0,88,Matches
8,Ifunanyachi Achara,us USA,"FW,MF",Toronto FC,23,1997,9.1,153,210,72.9,1752,493,97,119,35,49,3,8,1,1.2,1.0,-0.2,6,5,9,1,15,Matches
9,Bryan Acosta,hn HON,MF,FC Dallas,27,1993,17.5,989,1190,83.1,20535,6031,337,377,464,510,172,260,1,2.9,1.9,-1.9,23,105,16,2,106,Matches
10,Danilo Acosta,hn HON,DF,LA Galaxy,23,1997,0.7,31,40,77.5,486,172,18,18,10,13,2,6,0,0.0,0.0,0.0,1,3,0,0,3,Matches
11,Kellyn Acosta,us USA,"MF,DF",Colorado Rapids,25,1995,19.1,768,925,83.0,14410,4128,305,343,365,418,88,126,2,1.8,1.2,+0.2,17,90,12,1,111,Matches
12,Luciano Acosta,ar ARG,"MF,FW",FC Cincinnati,26,1994,29.9,1225,1637,74.8,18977,6634,699,806,341,443,114,226,8,8.9,6.9,-0.9,78,151,53,7,190,Matches
13,Mo Adams,eng ENG,MF,Atlanta Utd,24,1996,1.6,72,77,93.5,1199,254,32,33,35,35,5,8,0,0.0,0.0,0.0,0,6,0,0,7,Matches
14,Samuel Adeniran,us USA,"FW,MF",Seattle Sounders,22,1998,0.7,10,13,76.9,137,11,7,8,3,4,0,0,0,0.0,0.0,0.0,1,1,0,0,0,Matches
15,Fanendo Adi,ng NGA,"FW,MF",Minnesota Utd,30,1990,2.3,35,61,57.4,441,57,23,31,10,23,0,1,0,0.1,0.1,-0.1,3,1,1,0,2,Matches
16,Harrison Afful,gh GHA,DF,Columbus Crew,34,1986,20.2,1057,1348,78.4,18745,7578,488,541,444,531,112,229,2,1.1,1.5,+0.9,15,93,19,7,98,Matches
17,Juan Agudelo,us USA,FW,Minnesota Utd,28,1992,2.7,43,58,74.1,476,56,28,35,11,13,0,1,0,0.8,0.2,-0.8,3,7,0,0,4,Matches
18,Raul Aguilera Jr.,us USA,MF,Orlando City,21,1999,1.1,54,60,90.0,927,278,30,30,17,21,6,7,0,0.0,0.0,0.0,0,6,0,0,5,Matches
19,Daniel Aguirre,us USA,"MF,FW",LA Galaxy,21,1999,0.4,17,21,81.0,280,119,10,12,6,6,1,3,0,0.0,0.0,0.0,0,2,0,0,3,Matches
20,Matheus Aiás,br BRA,FW,Orlando City,24,1996,0.2,0,2,0.0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
21,Arnaud Ake,ci CIV,"FW,MF",Nashville SC,22,1998,4.4,70,88,79.5,1041,207,42,50,22,25,4,5,1,1.4,0.5,-0.4,6,8,2,0,13,Matches
22,Tesho Akindele,ca CAN,FW,Orlando City,28,1992,15.2,285,367,77.7,3958,476,177,211,91,112,9,15,6,2.9,1.5,+3.1,18,17,4,1,23,Matches
23,Ayo Akinola,ca CAN,FW,Toronto FC,21,2000,7.2,109,136,80.1,1343,232,62,72,29,34,2,7,0,0.4,0.2,-0.4,4,6,5,1,14,Matches
24,Oswaldo Alanís,mx MEX,DF,SJ Earthquakes,31,1989,22.7,1148,1308,87.8,24806,8448,301,328,652,692,185,254,0,0.5,0.5,-0.5,7,50,2,0,61,Matches
25,Caio Alexandre,br BRA,MF,Vancouver W'caps,21,1999,10.6,447,530,84.3,8042,2365,194,214,200,220,46,68,1,0.7,0.8,+0.3,6,71,3,0,69,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Tony Alfaro,us USA,DF,D.C. United,27,1993,20.5,676,884,76.5,14275,5490,209,233,354,424,110,208,1,0.4,0.4,+0.6,3,68,3,0,82,Matches
27,Ignacio Aliseda,ar ARG,"FW,MF",Chicago Fire,20,2000,17.7,457,545,83.9,6725,1096,262,283,144,171,30,41,1,2.4,2.0,-1.4,30,41,12,0,55,Matches
28,Osvaldo Alonso,cu CUB,MF,Minnesota Utd,35,1985,15.7,894,982,91.0,15620,4934,407,431,388,418,84,104,0,0.6,1.1,-0.6,7,148,6,2,125,Matches
29,Jozy Altidore,us USA,FW,Toronto FC,31,1989,8.5,156,223,70.0,2052,416,99,127,41,59,6,9,0,0.2,0.5,-0.2,4,9,10,1,26,Matches
30,Alexander Alvarado,ec ECU,"MF,FW",Orlando City,21,1999,2.2,74,85,87.1,1010,229,40,44,27,30,2,5,0,0.3,0.2,-0.3,3,5,3,1,8,Matches
31,Ventura Alvarado,us USA,DF,Inter Miami,28,1992,0.2,8,10,80.0,108,57,4,5,4,4,0,0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
32,Efrain Alvarez,mx MEX,"FW,MF",LA Galaxy,18,2002,13.9,534,649,82.3,8674,2659,297,331,160,186,57,85,2,3.0,3.4,-1.0,20,54,21,4,81,Matches
33,Frankie Amaya,us USA,MF,NY Red Bulls,20,2000,9.3,255,343,74.3,4401,1298,118,136,99,121,28,58,1,1.0,0.7,0.0,13,33,9,1,38,Matches
34,Mikey Ambrose,us USA,"DF,MF",Atlanta Utd,27,1993,0.7,36,44,81.8,488,156,21,27,11,13,2,2,0,0.0,0.0,0.0,0,2,1,0,4,Matches
35,Malte Amundsen,dk DEN,DF,NYCFC,22,1998,15.5,637,864,73.7,10655,4849,324,371,256,340,51,111,3,3.0,1.9,0.0,19,57,25,8,82,Matches
36,Sebastian Anderson,us USA,DF,Colorado Rapids,18,2002,0.4,15,17,88.2,194,77,11,11,4,6,0,0,0,0.0,0.0,0.0,0,1,0,0,3,Matches
37,José Andrés Martínez,ve VEN,MF,Philadelphia Union,26,1994,21.7,1013,1217,83.2,20763,6087,371,418,433,498,188,248,2,0.5,0.9,+1.5,7,143,8,2,140,Matches
38,Jalil Anibaba,us USA,DF,Nashville SC,32,1988,7.1,220,257,85.6,4742,1721,53,57,131,138,34,58,0,0.0,0.1,0.0,0,11,2,1,10,Matches
39,Brian Anunga,cm CMR,MF,Nashville SC,24,1996,16.8,617,733,84.2,10191,2145,293,326,255,294,49,72,0,0.8,0.4,-0.8,8,33,5,0,48,Matches
40,Cristian Arango,co COL,FW,LAFC,25,1995,15.5,215,309,69.6,2743,606,124,166,59,85,8,14,2,4.4,1.8,-2.4,25,16,11,3,26,Matches
41,Julian Araujo,mx MEX,DF,LA Galaxy,19,2001,31.0,1477,1844,80.1,23677,7805,776,864,589,714,81,165,6,4.5,4.3,+1.5,33,83,46,17,106,Matches
42,Luiz Araújo,br BRA,"FW,MF",Atlanta Utd,24,1996,12.8,396,516,76.7,7022,1503,185,219,153,191,47,79,3,3.0,2.8,0.0,21,37,15,3,62,Matches
43,Daniel Armando Ríos,mx MEX,FW,Nashville SC,25,1995,4.1,67,92,72.8,951,139,33,37,26,33,2,7,1,0.6,0.3,+0.4,5,5,3,1,7,Matches
44,Xavier Arreaga,ec ECU,DF,Seattle Sounders,26,1994,24.0,947,1080,87.7,19211,7806,288,310,532,563,120,190,0,0.2,0.2,-0.2,1,41,1,0,38,Matches
45,Paul Arriola,us USA,"FW,MF",D.C. United,25,1995,15.1,302,459,65.8,4687,1600,170,218,87,135,26,55,2,3.5,3.6,-1.5,22,33,25,4,54,Matches
46,Artur,br BRA,MF,Columbus Crew,24,1996,4.8,219,251,87.3,4024,1047,90,98,98,106,29,35,0,0.0,0.1,0.0,1,14,1,0,18,Matches
47,Yamil Asad,ar ARG,"MF,FW",D.C. United,26,1994,7.2,189,288,65.6,3362,964,78,111,71,97,26,43,1,1.9,1.2,-0.9,16,25,12,1,42,Matches
48,Dairon Asprilla,co COL,"FW,MF",Portland Timbers,28,1992,23.2,519,748,69.4,7679,1860,306,375,159,230,34,71,3,2.8,3.1,+0.2,28,43,19,12,48,Matches
49,Isaac Atanga,gh GHA,"FW,MF",FC Cincinnati,20,2000,11.4,147,194,75.8,1935,455,88,107,44,58,4,11,2,1.7,1.2,+0.3,9,8,6,2,11,Matches
50,Joshua Atencio,us USA,MF,Seattle Sounders,19,2002,16.8,667,819,81.4,11042,3216,354,398,229,273,63,104,0,0.2,0.3,-0.2,6,65,5,0,84,Matches
