rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Paxten Aaronson,us USA,MF,Philadelphia Union,17,2003,6.6,17,9,2,13,2,4,14,10,10,1,9,8,25,2,0,Matches
2,Saad Abdul-Salaam,us USA,DF,Columbus Crew,29,1991,10.3,17,11,9,6,2,7,18,11,15,7,8,15,32,35,0,Matches
3,Luciano Abecasis,ar ARG,"DF,MF",SJ Earthquakes,30,1990,13.7,42,22,17,22,3,23,46,23,22,7,15,17,59,22,0,Matches
4,Ramón Ábila,ar ARG,"FW,MF",D.C. United,31,1989,2.5,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Matches
5,Ramón Ábila,ar ARG,"FW,MF",Minnesota Utd,31,1989,3.0,2,2,0,1,1,0,0,0,2,0,2,0,2,2,0,Matches
6,Lalas Abubakar,gh GHA,DF,Colorado Rapids,26,1994,21.3,30,16,22,7,1,11,18,7,19,11,8,35,65,91,0,Matches
7,Nicolás Acevedo,uy URU,MF,NYCFC,21,1999,15.0,37,26,13,21,3,15,42,27,18,3,15,30,67,14,0,Matches
8,Ifunanyachi Achara,us USA,"FW,MF",Toronto FC,23,1997,9.1,12,8,6,5,1,5,21,16,5,0,5,8,20,10,0,Matches
9,Bryan Acosta,hn HON,MF,FC Dallas,27,1993,17.5,28,13,13,14,1,7,20,13,20,4,16,32,60,11,0,Matches
10,Danilo Acosta,hn HON,DF,LA Galaxy,23,1997,0.7,1,1,0,1,0,0,0,0,2,0,2,2,3,0,0,Matches
11,Kellyn Acosta,us USA,"MF,DF",Colorado Rapids,25,1995,19.1,52,35,18,28,6,16,36,20,21,3,18,27,79,16,0,Matches
12,Luciano Acosta,ar ARG,"MF,FW",FC Cincinnati,26,1994,29.9,46,24,18,19,9,18,63,45,34,1,33,13,59,11,0,Matches
13,Mo Adams,eng ENG,MF,Atlanta Utd,24,1996,1.6,8,6,4,4,0,1,2,1,1,0,1,3,11,0,1,Matches
14,Samuel Adeniran,us USA,"FW,MF",Seattle Sounders,22,1998,0.7,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,Matches
15,Fanendo Adi,ng NGA,"FW,MF",Minnesota Utd,30,1990,2.3,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Matches
16,Harrison Afful,gh GHA,DF,Columbus Crew,34,1986,20.2,29,20,16,11,2,12,25,13,14,4,10,31,60,31,1,Matches
17,Juan Agudelo,us USA,FW,Minnesota Utd,28,1992,2.7,2,1,0,2,0,1,2,1,0,0,0,0,2,2,0,Matches
18,Raul Aguilera Jr.,us USA,MF,Orlando City,21,1999,1.1,0,0,0,0,0,0,1,1,1,0,1,2,2,3,0,Matches
19,Daniel Aguirre,us USA,"MF,FW",LA Galaxy,21,1999,0.4,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,Matches
