rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Amir Abedzadeh,ir IRN,GK,Marítimo,27,1993,29.0,34,3,1,4,1,42.4,0.32,+9.4,+0.33,188,486,38.7,754,129,43.2,38.4,254,63.0,49.1,467,27,5.8,35,1.21,14.6,Matches
2,Antonio Adán,es ESP,GK,Sporting CP,33,1987,32.0,19,1,1,1,1,20.3,0.25,+2.3,+0.07,110,308,35.7,814,136,29.7,32.8,185,35.7,33.4,331,19,5.7,39,1.22,14.6,Matches
3,Jordi Almeida,br BRA,GK,Paços de Ferreira,26,1993,32.0,37,8,0,5,0,35.0,0.25,-2.0,-0.06,169,553,30.6,584,75,60.4,47.4,260,76.9,57.7,469,35,7.5,34,1.06,13.5,Matches
4,Brian Araújo,fr FRA,GK,Gil Vicente FC,20,2000,1.0,0,0,0,0,0,0.1,0.07,+0.1,+0.07,5,16,31.3,25,4,32.0,33.4,8,100.0,60.4,9,0,0.0,0,0.00,10.7,Matches
5,Beto,pt POR,GK,Farense,38,1982,11.0,16,1,0,2,0,15.6,0.35,-0.4,-0.03,115,262,43.9,349,34,54.7,42.2,89,79.8,54.8,167,3,1.8,5,0.45,12.9,Matches
6,Quentin Beunardeau,fr FRA,GK,Gil Vicente FC,26,1994,1.0,4,0,0,1,0,2.6,0.65,-1.4,-1.41,1,5,20.0,21,6,9.5,27.3,11,27.3,37.2,11,0,0.0,0,0.00,15.0,Matches
7,António Filipe de Carvalho,pt POR,GK,Nacional,35,1985,9.0,20,2,0,4,1,20.6,0.33,+1.6,+0.18,65,209,31.1,171,21,77.2,52.5,79,97.5,63.5,131,2,1.5,12,1.33,16.7,Matches
8,Charles,br BRA,GK,Marítimo,26,1994,3.0,9,1,0,0,1,6.0,0.46,-2.0,-0.66,9,29,31.0,66,10,27.3,31.7,28,39.3,34.3,33,1,3.0,4,1.33,11.9,Matches
9,Diogo Costa,pt POR,GK,Porto,20,1999,1.0,3,0,0,0,0,1.7,0.44,-1.3,-1.26,2,3,66.7,15,3,13.3,26.8,8,12.5,28.1,6,2,33.3,1,1.00,17.3,Matches
10,Rafael Defendi,br BRA,GK,Farense,36,1983,18.5,25,3,0,1,0,22.1,0.26,-2.9,-0.16,146,365,40.0,462,87,50.9,42.6,166,78.3,57.9,301,10,3.3,13,0.70,12.9,Matches
