rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Alaa Abbas,iq IRQ,"FW,MF",Gil Vicente FC,23,1997,1.2,37,1,2,24,11,3,37,0,0,,0,,20,78,28,1,2,0,5,3,30,6,Matches
2,Amir Abedzadeh,ir IRN,GK,Marítimo,27,1993,29.0,1084,899,1079,6,0,0,1084,0,0,,0,,592,3677,2311,0,0,0,2,0,402,1,Matches
3,Abner,br BRA,DF,Farense,24,1996,13.6,662,42,238,304,125,3,662,5,2,40.0,3,60.0,264,1177,447,7,12,3,19,6,261,25,Matches
4,Fábio Abreu,ao ANG,FW,Moreirense,27,1993,3.0,58,1,4,33,21,10,57,1,0,0.0,1,100.0,29,109,64,2,1,1,6,2,47,9,Matches
5,Antonio Adán,es ESP,GK,Sporting CP,33,1987,32.0,1046,899,1042,4,0,0,1046,0,0,,0,,592,2867,1577,0,0,0,2,0,456,0,Matches
6,João Afonso Crispim,br BRA,"MF,DF",Gil Vicente FC,25,1995,13.5,696,43,219,433,54,1,696,11,9,81.8,2,18.2,328,1532,507,5,5,0,14,9,394,4,Matches
7,João Afonso,pt POR,DF,Santa Clara,30,1990,14.8,720,97,398,308,15,10,720,2,2,100.0,0,0.0,359,1677,968,3,0,0,5,2,427,2,Matches
8,Lucas Áfrico,br BRA,DF,Marítimo,25,1995,14.9,776,75,441,310,28,20,776,1,1,100.0,0,0.0,387,1852,843,7,1,0,6,1,479,0,Matches
9,Salvador Agra,pt POR,"FW,MF",Tondela,28,1991,25.1,1062,8,117,423,542,52,1061,55,35,63.6,20,36.4,653,4094,1831,63,39,18,59,38,765,193,Matches
10,Mikel Agu,ng NGA,"MF,DF",Vitória,27,1993,8.7,498,38,154,316,38,12,498,9,6,66.7,3,33.3,227,1161,562,3,4,0,9,2,266,4,Matches
11,Chima Akas,ng NGA,DF,B-SAD,26,1994,0.5,20,0,6,11,3,2,20,0,0,,0,,7,19,13,0,0,0,0,0,11,0,Matches
12,Ali Alipour,ir IRN,"FW,MF",Marítimo,24,1995,12.8,343,16,40,153,156,49,343,10,2,20.0,8,80.0,167,753,286,11,6,4,27,6,219,54,Matches
