rk,player,nation,pos,squad,age,born,90s,att,live,dead,fk,tb,sw,crs,ti,ck,in,out,str,cmp,off,blocks,matches
1,Alaa Abbas,iq IRQ,"FW,MF",Gil Vicente FC,23,1997,1.2,23,22,1,0,0,0,0,0,0,0,0,0,17,0,0,Matches
2,Amir Abedzadeh,ir IRN,GK,Marítimo,27,1993,29.0,1017,679,329,75,0,4,0,0,0,0,0,0,678,9,0,Matches
3,Abner,br BRA,DF,Farense,24,1996,13.6,536,357,171,11,0,2,19,160,0,0,0,0,342,8,9,Matches
4,Fábio Abreu,ao ANG,FW,Moreirense,27,1993,3.0,32,25,6,0,0,0,0,0,0,0,0,0,21,1,0,Matches
5,Antonio Adán,es ESP,GK,Sporting CP,33,1987,32.0,1000,714,285,100,0,0,0,0,0,0,0,0,759,1,0,Matches
6,João Afonso Crispim,br BRA,"MF,DF",Gil Vicente FC,25,1995,13.5,568,544,24,22,0,12,0,2,0,0,0,0,470,0,11,Matches
7,João Afonso,pt POR,DF,Santa Clara,30,1990,14.8,583,570,10,9,0,11,2,1,0,0,0,0,460,3,3,Matches
8,Lucas Áfrico,br BRA,DF,Marítimo,25,1995,14.9,649,604,40,37,0,12,2,3,0,0,0,0,505,5,11,Matches
9,Salvador Agra,pt POR,"FW,MF",Tondela,28,1991,25.1,837,713,118,45,2,11,131,12,59,30,16,3,559,6,33,Matches
10,Mikel Agu,ng NGA,"MF,DF",Vitória,27,1993,8.7,378,359,18,17,0,4,2,1,0,0,0,0,313,1,1,Matches
11,Chima Akas,ng NGA,DF,B-SAD,26,1994,0.5,16,14,2,0,0,0,0,2,0,0,0,0,11,0,0,Matches
12,Ali Alipour,ir IRN,"FW,MF",Marítimo,24,1995,12.8,227,212,15,1,0,3,14,0,0,0,0,0,140,0,11,Matches
13,Allano,br BRA,FW,Santa Clara,25,1995,12.3,422,398,21,4,1,2,33,17,0,0,0,0,308,3,10,Matches
14,André Almeida,pt POR,DF,Benfica,29,1990,3.1,248,193,55,6,0,1,11,49,0,0,0,0,206,0,7,Matches
15,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Vitória,20,2000,18.3,574,536,36,13,0,10,12,5,6,2,1,0,480,2,15,Matches
16,Jordi Almeida,br BRA,GK,Paços de Ferreira,26,1993,32.0,851,507,337,77,0,0,0,0,0,0,0,0,431,7,0,Matches
17,André Almeida Pinto,pt POR,DF,Farense,30,1989,8.6,327,309,18,18,0,5,1,0,0,0,0,0,251,0,1,Matches
18,Álvarinho,pt POR,"FW,MF",Farense,29,1990,0.6,17,16,1,0,0,0,2,0,1,0,0,0,15,0,1,Matches
19,Ricardo Miguel Martins Alves,pt POR,DF,Tondela,29,1991,13.9,587,535,52,45,1,6,0,7,0,0,0,0,482,0,4,Matches
20,Pedro Amador,pt POR,DF,Moreirense,21,1998,3.7,195,135,59,14,0,6,17,38,7,3,2,0,141,1,4,Matches
21,João Amaral,pt POR,"FW,MF",Paços de Ferreira,28,1991,12.7,391,319,71,21,1,5,86,6,42,3,35,0,230,1,23,Matches
22,Pedro Amaral,pt POR,DF,Rio Ave,22,1997,19.7,1231,956,272,44,1,18,86,204,24,13,2,0,931,3,22,Matches
23,André Amaro,pt POR,DF,Vitória,17,2002,9.7,459,442,17,15,0,1,1,2,0,0,0,0,405,0,6,Matches
