rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Rolando Aarons,eng ENG,MF,Huddersfield,25,1995,0.1,12,0,1,4,7,0,12,1,0,0.0,1,100.0,9,41,10,0,1,0,0,0,13,2,Matches
2,Kelvin Abrefa,eng ENG,DF,Reading,17,2003,0.4,43,2,13,22,9,1,43,3,1,33.3,2,66.7,25,118,44,1,1,0,1,0,26,2,Matches
3,Tosin Adarabioyo,eng ENG,DF,Fulham,23,1997,40.9,3432,380,1686,1661,96,33,3432,14,12,85.7,2,14.3,2206,9994,6003,25,19,0,18,7,2448,1,Matches
4,Elijah Adebayo,eng ENG,FW,Luton Town,23,1998,37.4,1322,57,95,470,771,214,1317,136,45,33.1,91,66.9,728,4075,1289,69,32,48,197,68,930,254,Matches
5,Victor Adeboyejo,eng ENG,"MF,FW",Barnsley,23,1998,10.7,384,6,32,166,190,36,384,36,15,41.7,21,58.3,212,1142,470,23,9,8,47,14,255,67,Matches
6,Albert Adomah,gh GHA,"DF,MF",QPR,33,1987,24.5,1374,51,368,492,537,33,1374,82,50,61.0,32,39.0,682,4837,2300,67,43,7,59,37,656,166,Matches
7,Benik Afobe,cd COD,"FW,MF",Millwall,28,1993,33.8,943,17,64,383,505,142,941,50,25,50.0,25,50.0,547,2863,971,39,22,25,103,52,732,196,Matches
8,Osazee Aghatise,eng ENG,FW,Derby County,18,2002,0.1,8,0,1,6,1,0,8,0,0,,0,,4,20,17,1,0,0,1,1,5,0,Matches
9,Semi Ajayi,ng NGA,DF,West Brom,27,1993,27.5,1319,132,641,586,107,33,1319,16,11,68.8,5,31.3,634,3823,2282,44,26,1,16,17,664,17,Matches
10,Chuba Akpom,eng ENG,FW,Middlesbrough,25,1995,0.2,3,0,0,1,2,0,3,0,0,,0,,1,12,0,0,0,0,0,0,3,1,Matches
11,Jamie Allen,eng ENG,MF,Coventry City,26,1995,29.1,1303,27,231,736,348,36,1303,16,10,62.5,6,37.5,770,4133,2000,58,29,6,49,22,882,96,Matches
12,Joe Allen,wls WAL,MF,Stoke City,31,1990,38.6,2147,97,505,1335,332,20,2147,27,16,59.3,11,40.7,1020,4500,2087,40,34,5,46,25,1194,35,Matches
13,Ryan Allsop,eng ENG,GK,Derby County,29,1992,29.2,1753,911,1694,59,1,1,1753,2,2,100.0,0,0.0,1225,5986,3668,0,0,0,0,0,1168,0,Matches
14,Luke Amos,eng ENG,MF,QPR,24,1997,15.0,691,23,160,381,161,21,691,20,9,45.0,11,55.0,370,1710,741,11,5,5,35,18,427,38,Matches
15,Keshi Anderson,eng ENG,"MF,FW",Blackpool,26,1995,29.0,1442,35,236,659,583,72,1442,94,45,47.9,49,52.1,871,6442,3119,94,76,30,106,41,969,163,Matches
16,Chuks Aneke,eng ENG,"FW,MF",Birmingham City,28,1993,4.4,180,7,13,74,97,37,180,19,10,52.6,9,47.4,79,409,191,6,3,3,20,7,119,33,Matches
17,Faustino Anjorin,eng ENG,"FW,MF",Huddersfield,19,2001,1.6,90,4,16,42,34,6,89,8,6,75.0,2,25.0,47,289,153,5,3,1,8,1,62,11,Matches
18,Jaidon Anthony,eng ENG,FW,Bournemouth,21,1999,36.1,2032,28,273,776,1006,118,2032,81,46,56.8,35,43.2,1323,7131,3227,100,55,44,93,42,1433,332,Matches
19,Felipe Araruna,br BRA,DF,Reading,25,1996,0.5,15,5,10,3,2,0,15,1,0,0.0,1,100.0,5,13,9,0,0,0,1,1,5,2,Matches
20,Cameron Archer,eng ENG,FW,Preston,20,2001,18.0,521,8,32,200,299,82,521,56,19,33.9,37,66.1,325,2173,953,37,21,24,72,33,396,131,Matches
21,Tyrell Ashcroft,eng ENG,DF,Reading,17,2004,3.4,171,15,68,62,42,1,171,5,3,60.0,2,40.0,99,604,335,9,9,0,6,1,92,14,Matches
