rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Rolando Aarons,eng ENG,MF,Huddersfield,25,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2,Kelvin Abrefa,eng ENG,DF,Reading,17,2003,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3,Tosin Adarabioyo,eng ENG,DF,Fulham,23,1997,41,41,3684,40.9,2,2,4,2,0,0,3,1,2.3,2.3,1.2,3.5,25,152,1,0.05,0.05,0.10,0.05,0.10,0.06,0.03,0.08,0.06,0.08,Matches
4,Elijah Adebayo,eng ENG,FW,Luton Town,23,1998,40,38,3370,37.4,16,4,20,13,3,5,6,0,16.1,12.6,4.9,17.5,69,51,254,0.43,0.11,0.53,0.35,0.45,0.43,0.13,0.56,0.34,0.47,Matches
5,Victor Adeboyejo,eng ENG,"MF,FW",Barnsley,23,1998,26,7,965,10.7,3,1,4,3,0,0,2,0,2.7,2.7,0.8,3.5,23,23,67,0.28,0.09,0.37,0.28,0.37,0.25,0.07,0.33,0.25,0.33,Matches
6,Albert Adomah,gh GHA,"DF,MF",QPR,33,1987,33,22,2205,24.5,2,3,5,2,0,0,3,0,1.2,1.2,3.0,4.2,67,58,166,0.08,0.12,0.20,0.08,0.20,0.05,0.12,0.17,0.05,0.17,Matches
7,Benik Afobe,cd COD,"FW,MF",Millwall,28,1993,38,34,3043,33.8,12,3,15,10,2,2,4,0,11.3,9.7,2.1,11.8,39,31,196,0.35,0.09,0.44,0.30,0.38,0.33,0.06,0.40,0.29,0.35,Matches
8,Osazee Aghatise,eng ENG,FW,Derby County,18,2002,3,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
9,Semi Ajayi,ng NGA,DF,West Brom,27,1993,31,27,2476,27.5,1,2,3,1,0,0,3,0,2.9,2.9,1.3,4.1,44,78,17,0.04,0.07,0.11,0.04,0.11,0.10,0.05,0.15,0.10,0.15,Matches
10,Chuba Akpom,eng ENG,FW,Middlesbrough,25,1995,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
