rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
1,Rolando Aarons,eng ENG,MF,Huddersfield,25,1995,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2,Kelvin Abrefa,eng ENG,DF,Reading,17,2003,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3,Tosin Adarabioyo,eng ENG,DF,Fulham,23,1997,40.9,2,27,9,33.3,0.66,0.22,0.07,0.22,18.0,1,0,0,2.3,2.3,0.08,-0.3,-0.3,Matches
4,Elijah Adebayo,eng ENG,FW,Luton Town,23,1998,37.4,16,73,28,38.4,1.95,0.75,0.18,0.46,13.1,0,3,5,16.1,12.6,0.17,-0.1,+0.4,Matches
5,Victor Adeboyejo,eng ENG,"MF,FW",Barnsley,23,1998,10.7,3,15,8,53.3,1.40,0.75,0.20,0.38,13.9,0,0,0,2.7,2.7,0.18,+0.3,+0.3,Matches
6,Albert Adomah,gh GHA,"DF,MF",QPR,33,1987,24.5,2,17,4,23.5,0.69,0.16,0.12,0.50,19.6,0,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches
7,Benik Afobe,cd COD,"FW,MF",Millwall,28,1993,33.8,12,68,32,47.1,2.01,0.95,0.15,0.31,14.1,0,2,2,11.3,9.7,0.14,+0.7,+0.3,Matches
8,Osazee Aghatise,eng ENG,FW,Derby County,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
9,Semi Ajayi,ng NGA,DF,West Brom,27,1993,27.5,1,15,1,6.7,0.55,0.04,0.07,1.00,8.8,0,0,0,2.9,2.9,0.19,-1.9,-1.9,Matches
10,Chuba Akpom,eng ENG,FW,Middlesbrough,25,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
11,Jamie Allen,eng ENG,MF,Coventry City,26,1995,29.1,1,26,7,26.9,0.89,0.24,0.04,0.14,18.6,0,0,0,3.2,3.2,0.12,-2.2,-2.2,Matches
12,Joe Allen,wls WAL,MF,Stoke City,31,1990,38.6,0,12,0,0.0,0.31,0.00,0.00,,20.5,0,0,0,1.0,1.0,0.09,-1.0,-1.0,Matches
13,Ryan Allsop,eng ENG,GK,Derby County,29,1992,29.2,0,1,0,0.0,0.03,0.00,0.00,,6.8,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
14,Luke Amos,eng ENG,MF,QPR,24,1997,15.0,6,15,8,53.3,1.00,0.53,0.40,0.75,14.7,0,0,0,3.3,3.3,0.22,+2.7,+2.7,Matches
15,Keshi Anderson,eng ENG,"MF,FW",Blackpool,26,1995,29.0,4,33,12,36.4,1.14,0.41,0.12,0.33,18.5,4,0,0,3.8,3.8,0.11,+0.2,+0.2,Matches
16,Chuks Aneke,eng ENG,"FW,MF",Birmingham City,28,1993,4.4,2,27,6,22.2,6.15,1.37,0.07,0.33,11.1,0,0,0,5.3,5.3,0.23,-3.3,-3.3,Matches
17,Faustino Anjorin,eng ENG,"FW,MF",Huddersfield,19,2001,1.6,1,3,0,0.0,1.93,0.00,0.00,,22.4,0,1,1,1.0,0.2,0.06,0.0,-0.2,Matches
18,Jaidon Anthony,eng ENG,FW,Bournemouth,21,1999,36.1,8,61,21,34.4,1.69,0.58,0.13,0.38,17.0,1,0,0,7.9,7.9,0.13,+0.1,+0.1,Matches
19,Felipe Araruna,br BRA,DF,Reading,25,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
20,Cameron Archer,eng ENG,FW,Preston,20,2001,18.0,7,45,21,46.7,2.50,1.17,0.16,0.33,15.1,0,0,0,7.1,7.1,0.16,-0.1,-0.1,Matches
21,Tyrell Ashcroft,eng ENG,DF,Reading,17,2004,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
22,Zachary Ashworth,wls WAL,DF,West Brom,18,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
23,Robert Atkinson,eng ENG,DF,Bristol City,23,1998,29.6,2,18,5,27.8,0.61,0.17,0.11,0.40,10.6,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
24,Charlie Austin,eng ENG,"FW,MF",QPR,32,1989,17.4,5,48,14,29.2,2.77,0.81,0.08,0.29,17.1,0,1,2,6.6,5.0,0.11,-1.6,-1.0,Matches
25,Daniel Ayala,es ESP,DF,Blackburn,30,1990,16.1,2,10,5,50.0,0.62,0.31,0.20,0.40,10.0,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matches
