rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Rolando Aarons,eng ENG,MF,Huddersfield,25,1995,0.1,7,10,70.0,95,24,4,5,2,3,0,1,0,0.0,0.0,0.0,0,0,0,0,1,Matches
2,Kelvin Abrefa,eng ENG,DF,Reading,17,2003,0.4,30,38,78.9,468,104,20,23,7,11,3,3,0,0.0,0.0,0.0,0,4,0,0,1,Matches
3,Tosin Adarabioyo,eng ENG,DF,Fulham,23,1997,40.9,2675,3093,86.5,57214,21529,651,732,1638,1767,363,530,2,1.2,1.2,+0.8,10,151,12,1,152,Matches
4,Elijah Adebayo,eng ENG,FW,Luton Town,23,1998,37.4,358,666,53.8,4159,987,243,365,80,168,5,24,4,4.9,3.8,-0.9,26,27,14,1,51,Matches
5,Victor Adeboyejo,eng ENG,"MF,FW",Barnsley,23,1998,10.7,180,247,72.9,1989,512,113,134,31,48,5,10,1,0.8,0.7,+0.2,4,20,4,1,23,Matches
6,Albert Adomah,gh GHA,"DF,MF",QPR,33,1987,24.5,666,1058,62.9,10865,4244,352,444,234,369,62,173,3,3.0,3.9,0.0,31,35,45,30,58,Matches
7,Benik Afobe,cd COD,"FW,MF",Millwall,28,1993,33.8,409,619,66.1,5393,798,260,352,104,161,19,30,3,2.1,1.8,+0.9,22,18,9,2,31,Matches
8,Osazee Aghatise,eng ENG,FW,Derby County,18,2002,0.1,3,4,75.0,31,8,3,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
9,Semi Ajayi,ng NGA,DF,West Brom,27,1993,27.5,737,1046,70.5,14572,5637,251,332,389,485,89,196,2,1.3,1.0,+0.7,10,71,7,2,78,Matches
10,Chuba Akpom,eng ENG,FW,Middlesbrough,25,1995,0.2,1,2,50.0,29,0,0,1,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
11,Jamie Allen,eng ENG,MF,Coventry City,26,1995,29.1,871,1056,82.5,13592,3894,464,518,328,388,56,88,2,3.5,2.6,-1.5,31,96,20,4,128,Matches
12,Joe Allen,wls WAL,MF,Stoke City,31,1990,38.6,1428,1749,81.6,23934,6337,609,732,675,751,94,144,1,1.8,1.8,-0.8,21,126,15,3,147,Matches
13,Ryan Allsop,eng ENG,GK,Derby County,29,1992,29.2,1143,1698,67.3,29050,20445,351,352,496,509,293,818,0,0.1,0.1,-0.1,2,68,0,0,0,Matches
14,Luke Amos,eng ENG,MF,QPR,24,1997,15.0,387,505,76.6,5838,1449,197,238,151,180,16,41,0,0.7,0.4,-0.7,9,38,9,1,48,Matches
15,Keshi Anderson,eng ENG,"MF,FW",Blackpool,26,1995,29.0,806,1037,77.7,12497,2887,433,511,286,355,54,102,4,5.5,4.2,-1.5,55,62,41,5,95,Matches
16,Chuks Aneke,eng ENG,"FW,MF",Birmingham City,28,1993,4.4,49,89,55.1,654,185,31,51,11,24,3,5,0,0.0,0.2,0.0,1,7,2,1,10,Matches
17,Faustino Anjorin,eng ENG,"FW,MF",Huddersfield,19,2001,1.6,49,59,83.1,871,289,26,29,16,18,6,10,0,0.9,0.4,-0.9,5,7,1,0,7,Matches
18,Jaidon Anthony,eng ENG,FW,Bournemouth,21,1999,36.1,1238,1636,75.7,20895,6138,620,737,438,559,129,230,6,9.1,8.5,-3.1,71,79,92,19,202,Matches
