rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Luis Barraza,us USA,GK,NYCFC,27,1996,0.9,4,0,0,0,0,3.2,0.67,-0.8,-0.87,3,6,50.0,27,3,22.2,28.7,5,0.0,23.0,9,1,11.1,0,0.00,11.0,Matches
2,Adam Beaudry,us USA,GK,Colorado Rapids,17,2006,1.0,3,1,0,0,0,2.0,0.27,-1.0,-1.00,4,10,40.0,12,2,41.7,34.7,8,62.5,45.0,20,0,0.0,3,3.00,18.5,Matches
3,Gavin Beavers,us USA,GK,Real Salt Lake,18,2005,11.0,20,3,3,2,0,18.7,0.28,-1.3,-0.12,31,106,29.2,290,64,27.9,30.2,72,34.7,33.9,153,16,10.5,14,1.27,15.6,Matches
4,Andre Blake,jm JAM,GK,Philadelphia Union,33,1990,12.4,14,0,0,2,1,15.5,0.30,+2.5,+0.20,41,99,41.4,202,53,26.2,29.5,85,54.1,42.7,177,8,4.5,7,0.57,12.7,Matches
5,Isaac Boehmer,us USA,GK,Vancouver W'caps,22,2001,1.0,2,0,0,0,1,1.6,0.26,+0.6,+0.57,5,23,21.7,27,2,51.9,39.7,9,100.0,66.6,22,0,0.0,0,0.00,15.7,Matches
6,Alex Bono,us USA,GK,D.C. United,29,1994,29.0,55,3,1,6,2,49.9,0.37,-3.1,-0.11,300,649,46.2,860,110,56.2,41.2,190,87.4,58.9,347,14,4.0,58,2.00,19.6,Matches
7,Chris Brady,us USA,GK,Chicago Fire,19,2004,33.0,61,8,1,2,1,56.9,0.31,-3.1,-0.09,108,341,31.7,672,159,30.7,32.3,253,53.4,43.4,365,25,6.8,31,0.94,14.6,Matches
8,Sebastian Breza,ca CAN,GK,CF Montréal,25,1998,1.0,2,1,0,0,0,2.8,0.18,+0.8,+0.75,3,22,13.6,20,4,60.0,41.1,17,58.8,40.5,28,0,0.0,0,0.00,4.5,Matches
9,Roman Bürki,ch SUI,GK,St. Louis,33,1990,31.3,55,5,1,2,4,58.6,0.36,+7.6,+0.24,185,467,39.6,961,122,39.8,36.9,170,50.0,44.6,398,12,3.0,41,1.31,15.6,Matches
10,Evan Bush,us USA,GK,Columbus Crew,37,1986,1.4,2,0,0,0,0,3.1,0.39,+1.1,+0.80,3,13,23.1,43,8,25.6,28.7,12,16.7,24.8,20,0,0.0,0,0.00,3.0,Matches
11,Drake Callender,us USA,GK,Inter Miami,26,1997,32.0,45,5,0,6,2,46.5,0.28,+3.5,+0.11,78,250,31.2,867,175,20.9,28.2,249,27.7,30.7,419,35,8.4,27,0.84,11.7,Matches
