rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
1,Liel Abada,il ISR,FW,Charlotte,22,2001,18.2,641,4,55,194,406,94,641,51,21,41.2,28,54.9,441,3409,1926,80,34,40,34,34,481,156,Matches
2,Jose Casas de Abadal,us USA,"FW,DF",Inter Miami,23,2000,0.3,33,0,4,20,10,0,33,1,1,100.0,0,0.0,19,133,40,1,0,0,0,0,25,3,Matches
3,Luis Abram,pe PER,DF,Atlanta Utd,27,1996,12.2,777,114,428,324,30,19,777,3,2,66.7,1,33.3,428,1923,1139,2,4,0,3,1,543,3,Matches
4,Lalas Abubakar,gh GHA,DF,Colorado Rapids,29,1994,14.2,811,89,393,401,22,14,811,0,0,,0,,459,2095,956,2,1,0,4,0,545,1,Matches
5,Kellyn Acosta,us USA,MF,Chicago Fire,28,1995,25.6,1531,17,275,885,379,14,1531,32,16,50.0,15,46.9,856,3757,1413,21,23,3,30,19,1058,45,Matches
6,Luciano Acosta,ar ARG,MF,FC Cincinnati,29,1994,30.0,2079,8,110,872,1122,150,2075,213,86,40.4,120,56.3,1289,6948,3613,121,100,54,78,52,1528,237,Matches
7,Jordan Adebayo-Smith,ng NGA,"FW,MF",Minnesota Utd,24,2000,2.8,80,0,8,37,36,6,80,3,1,33.3,2,66.7,37,169,78,3,1,2,6,0,50,15,Matches
8,Sam Adekugbe,ca CAN,"DF,MF",Vancouver W'caps,29,1995,8.3,552,20,71,263,219,26,552,7,3,42.9,1,14.3,357,1723,868,31,19,4,15,1,446,94,Matches
9,Samuel Adeniran,us USA,FW,Philadelphia Union,25,1998,1.5,66,0,5,26,38,13,66,4,1,25.0,3,75.0,39,359,206,7,4,4,4,3,42,10,Matches
10,Samuel Adeniran,us USA,"FW,MF",St. Louis,25,1998,6.6,222,6,15,76,135,39,222,17,6,35.3,9,52.9,130,919,478,16,11,10,29,11,163,51,Matches
11,Leonardo Afonso,br BRA,"FW,MF",Inter Miami,22,2001,2.7,139,3,19,61,62,13,139,7,5,71.4,2,28.6,79,437,214,7,4,2,9,2,95,31,Matches
12,Stephen Afrifa,ca CAN,FW,Sporting KC,22,2001,8.8,394,7,33,132,239,54,394,75,39,52.0,35,46.7,251,1680,866,29,21,15,24,19,272,100,Matches
13,William Agada,ng NGA,FW,Sporting KC,24,1999,19.2,631,8,20,239,376,123,629,21,6,28.6,14,66.7,372,1474,457,18,13,14,56,26,483,118,Matches
14,London Aghedo,us USA,DF,FC Cincinnati,23,2000,0.1,10,2,5,5,0,0,10,0,0,,0,,7,41,14,0,0,0,0,0,7,0,Matches
15,Daniel Aguirre,us USA,"MF,FW",LA Galaxy,24,1999,1.2,118,1,20,58,40,7,118,0,0,,0,,61,267,128,5,2,2,4,1,91,11,Matches
16,Patrick Agyemang,us USA,FW,Charlotte,23,2000,20.4,453,15,22,159,285,116,453,55,28,50.9,24,43.6,296,2275,1114,49,29,34,68,37,338,94,Matches
17,Ali Ahmed,ca CAN,"MF,DF",Vancouver W'caps,23,2000,15.0,854,25,119,360,392,50,854,51,29,56.9,17,33.3,551,3778,2051,73,40,23,33,21,600,147,Matches
18,Forster Ajago,gh GHA,FW,Nashville SC,22,2001,4.2,139,5,10,51,79,18,139,7,3,42.9,3,42.9,71,289,79,4,2,1,22,5,98,28,Matches
19,Carlos Akapo,gq EQG,DF,SJ Earthquakes,30,1993,17.8,1253,88,484,563,216,14,1253,23,12,52.2,10,43.5,569,3152,1557,37,22,3,20,13,666,49,Matches
20,Matai Akinmboni,us USA,DF,D.C. United,17,2006,4.9,264,31,119,124,21,0,264,0,0,,0,,138,508,277,2,3,0,0,1,150,2,Matches
21,Ayo Akinola,ca CAN,"FW,MF",Toronto FC,24,2000,1.0,33,0,1,16,16,3,33,2,0,0.0,2,100.0,24,103,22,0,1,0,2,5,29,5,Matches
22,Jordi Alba,es ESP,DF,Inter Miami,34,1989,24.8,2093,79,550,932,632,77,2093,26,13,50.0,13,50.0,1171,4790,2807,51,54,11,19,5,1500,216,Matches
23,Noah Allen,gr GRE,DF,Inter Miami,19,2004,10.3,798,84,423,333,46,4,798,4,2,50.0,2,50.0,502,2735,1640,14,4,1,10,7,571,6,Matches
24,Rasmus Alm,se SWE,"FW,MF",St. Louis,28,1995,9.3,342,9,53,121,171,25,342,18,7,38.9,11,61.1,166,829,228,6,6,0,18,11,199,61,Matches
25,Thiago Almada,ar ARG,"MF,FW",Atlanta Utd,22,2001,15.5,1200,7,130,590,507,46,1198,81,48,59.3,28,34.6,741,4731,2469,62,57,17,29,34,920,77,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Fernando Álvarez,co COL,DF,CF Montréal,20,2003,23.8,1656,166,847,754,60,6,1656,5,2,40.0,3,60.0,983,3966,2087,19,13,0,6,3,1188,4,Matches
27,Pedro Amador,pt POR,DF,Atlanta Utd,25,1998,9.0,580,44,178,256,151,7,580,3,1,33.3,2,66.7,277,1359,830,21,16,2,4,2,327,31,Matches
28,Frankie Amaya,us USA,MF,NY Red Bulls,23,2000,17.9,1019,30,208,615,206,7,1019,9,6,66.7,2,22.2,594,2923,1490,20,29,1,15,7,688,27,Matches
29,Malte Amundsen,dk DEN,DF,Columbus Crew,25,1998,25.5,2147,122,874,1089,203,13,2147,15,12,80.0,3,20.0,1234,5527,2608,24,25,1,21,6,1473,27,Matches
