rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Liel Abada,il ISR,FW,Charlotte,22,2001,24,20,1637,18.2,7,1,8,7,0,0,2,0,6.2,6.2,3.0,9.2,80,63,156,0.38,0.05,0.44,0.38,0.44,0.34,0.16,0.50,0.34,0.50,Matches
2,Jose Casas de Abadal,us USA,"FW,DF",Inter Miami,23,2000,2,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3,Luis Abram,pe PER,DF,Atlanta Utd,27,1996,19,11,1102,12.2,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,2,35,3,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
4,Lalas Abubakar,gh GHA,DF,Colorado Rapids,29,1994,18,15,1278,14.2,0,1,1,0,0,0,3,0,0.4,0.4,0.1,0.5,2,41,1,0.00,0.07,0.07,0.00,0.07,0.03,0.01,0.04,0.03,0.04,Matches
5,Kellyn Acosta,us USA,MF,Chicago Fire,28,1995,34,27,2302,25.6,3,2,5,3,0,0,6,0,1.1,1.1,2.8,3.9,21,119,45,0.12,0.08,0.20,0.12,0.20,0.04,0.11,0.15,0.04,0.15,Matches
6,Luciano Acosta,ar ARG,MF,FC Cincinnati,29,1994,32,29,2704,30.0,14,16,30,11,3,4,7,0,9.9,6.7,11.7,18.4,121,250,237,0.47,0.53,1.00,0.37,0.90,0.33,0.39,0.72,0.22,0.61,Matches
7,Jordan Adebayo-Smith,ng NGA,"FW,MF",Minnesota Utd,24,2000,11,1,254,2.8,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,3,3,15,0.00,0.00,0.00,0.00,0.00,0.14,0.01,0.15,0.14,0.15,Matches
8,Sam Adekugbe,ca CAN,"DF,MF",Vancouver W'caps,29,1995,16,8,751,8.3,1,2,3,1,0,0,4,0,0.7,0.7,3.2,3.9,31,39,94,0.12,0.24,0.36,0.12,0.36,0.08,0.38,0.46,0.08,0.46,Matches
9,Samuel Adeniran,us USA,FW,Philadelphia Union,25,1998,7,0,137,1.5,0,0,0,0,0,0,0,0,1.4,1.4,0.0,1.5,7,4,10,0.00,0.00,0.00,0.00,0.00,0.95,0.03,0.98,0.95,0.98,Matches
10,Samuel Adeniran,us USA,"FW,MF",St. Louis,25,1998,17,4,596,6.6,2,1,3,2,0,0,2,0,2.2,2.2,0.8,3.0,16,9,51,0.30,0.15,0.45,0.30,0.45,0.34,0.12,0.45,0.34,0.45,Matches
