rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Masaaki Goto,jp JPN,GK,Shonan Bellmare,25,1994,3.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
2,Go Hatano,jp JPN,GK,FC Tokyo,21,1998,10.0,9,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
3,Akihiro Hayashi,jp JPN,GK,FC Tokyo,32,1987,23.0,31,1,,,,,,,,,,,,,,,,,,,,,,,,Matches
4,Takuto Hayashi,jp JPN,GK,Sanfrecce,37,1982,19.0,19,1,,,,,,,,,,,,,,,,,,,,,,,,Matches
5,Masaaki Higashiguchi,jp JPN,GK,Gamba Osaka,33,1986,34.0,42,3,,,,,,,,,,,,,,,,,,,,,,,,Matches
6,Hiroki Iikura,jp JPN,GK,Vissel Kobe,33,1986,18.0,34,3,,,,,,,,,,,,,,,,,,,,,,,,Matches
7,Park Iru-gyu,jp JPN,GK,Sagan Tosu,30,1989,10.0,9,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
8,Park Iru-gyu,jp JPN,GK,Marinos,30,1989,12.0,18,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
9,Kim Jin-hyeon,kr KOR,GK,Cerezo Osaka,32,1987,34.0,37,5,,,,,,,,,,,,,,,,,,,,,,,,Matches
10,Yuji Kajikawa,jp JPN,GK,Marinos,28,1991,17.0,29,3,,,,,,,,,,,,,,,,,,,,,,,,Matches
11,Tsuyoshi Kodama,jp JPN,GK,FC Tokyo,32,1987,1.0,2,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
12,Mun Kyunggun,kr KOR,GK,Oita Trinita,24,1995,17.0,21,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
13,Mitchell Langerak,au AUS,GK,Grampus,31,1988,34.0,28,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
14,Daiya Maekawa,jp JPN,GK,Vissel Kobe,25,1994,15.0,24,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
15,Yuta Minami,jp JPN,GK,Yokohama FC,40,1979,11.9,29,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
16,Tatsuya Morita,jp JPN,GK,Sagan Tosu,29,1990,8.0,14,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
17,Kosuke Nakamura,jp JPN,GK,Kashiwa Reysol,24,1995,9.7,12,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
18,Kojiro Nakano,jp JPN,GK,Consa Sapporo,20,1999,5.0,11,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
19,Yohei Nishibe,jp JPN,GK,S-Pulse,39,1980,1.0,3,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
20,Shusaku Nishikawa,jp JPN,GK,Urawa Reds,33,1986,34.0,56,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
21,Yuma Obata,jp JPN,GK,Vegalta Sendai,18,2001,7.0,16,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
22,Powell Obi,jp JPN,GK,Marinos,22,1997,1.6,5,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
23,Yuya Oki,jp JPN,GK,Kashima Antlers,20,1999,24.0,28,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
24,Takuo Ōkubo,jp JPN,GK,S-Pulse,30,1989,15.0,32,0,,,,,,,,,,,,,,,,,,,,,,,,Matches
25,Keisuke Ōsako,jp JPN,GK,Sanfrecce,20,1999,15.0,18,2,,,,,,,,,,,,,,,,,,,,,,,,Matches
