rk,player,nation,pos,squad,age,born,mp,starts,min,90s,ga,ga90,sota,saves,save,w,d,l,cs,cs_perf,pkatt,pka,pksv,pkm,save_penalt,matches
36,Arda Özçimen,tr TUR,GK,Göztepe,22,2002,4,4,360,4.0,9,2.25,17,9,52.9,0,3,1,1,25.0,1,1,0,0,0.0,Matches
37,Berke Özer,tr TUR,GK,Eyüpspor,24,2000,34,34,3014,33.5,44,1.31,157,116,73.9,13,8,13,10,29.4,3,3,0,0,0.0,Matches
38,Onurcan Piri,tr TUR,GK,Kayserispor,29,1994,11,11,990,11.0,25,2.27,75,51,68.0,1,3,7,1,9.1,1,1,0,0,0.0,Matches
39,Kenan Pirić,ba BIH,GK,Antalyaspor,30,1994,30,30,2700,30.0,53,1.77,127,80,63.0,10,7,13,5,16.7,6,6,0,0,0.0,Matches
40,Demir Sarıcalı,,GK,Hatayspor,19,2005,1,1,90,1.0,5,5.00,13,8,61.5,0,0,1,0,0.0,0,0,0,0,,Matches
41,Ali Şaşal Vural,tr TUR,GK,Sivasspor,34,1990,26,25,2295,25.5,40,1.57,139,104,74.8,5,6,14,5,20.0,5,5,0,0,0.0,Matches
42,Muhammed Şengezer,tr TUR,GK,Başakşehir,27,1997,34,34,3060,34.0,50,1.47,137,92,67.2,16,6,12,10,29.4,6,5,1,0,16.7,Matches
43,Jakub Słowik,pl POL,GK,Konyaspor,32,1991,24,24,2160,24.0,38,1.58,103,74,68.9,6,6,12,4,16.7,9,6,3,0,33.3,Matches
44,Muhammet Taha Tepe,tr TUR,GK,Trabzonspor,23,2001,4,4,360,4.0,4,1.00,15,11,73.3,1,3,0,1,25.0,0,0,0,0,,Matches
45,Ertuğrul Taşkıran,tr TUR,GK,Alanyaspor,34,1989,34,34,3060,34.0,48,1.41,143,100,68.5,11,9,14,8,23.5,5,3,2,0,40.0,Matches
46,Abdullah Yiğiter,,GK,Antalyaspor,24,2000,6,6,540,6.0,9,1.50,26,20,73.1,2,1,3,2,33.3,3,2,1,0,33.3,Matches
