rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Taylan Aydın,tr TUR,DF,Kasımpaşa,18,2006,7,4,315,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
52,Tayfun Aydoğan,,MF,Adana Demirspor,28,1996,31,26,2263,25.1,1,0,1,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,Matches
53,Soner Aydoğdu,tr TUR,MF,Samsunspor,33,1991,29,5,661,7.3,8,1,9,8,0,0,1,0,1.09,0.14,1.23,1.09,1.23,Matches
54,Kaan Ayhan,tr TUR,"DF,MF",Galatasaray,29,1994,30,19,1726,19.2,1,3,4,1,0,0,6,0,0.05,0.16,0.21,0.05,0.21,Matches
55,Ali Aytemur,tr TUR,DF,BB Bodrumspor,28,1996,31,31,2787,31.0,1,0,1,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches
56,Ousseynou Ba,sn SEN,DF,Başakşehir,28,1995,21,20,1646,18.3,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
57,Mame Baba Thiam,sn SEN,FW,Eyüpspor,31,1992,32,32,2760,30.7,15,2,17,14,1,4,8,0,0.49,0.07,0.55,0.46,0.52,Matches
58,Halil Bağcı,,GK,Gaziantep FK,21,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
59,Stéphane Bahoken,cm CMR,FW,Kayserispor,32,1992,21,12,1013,11.3,5,1,6,5,0,0,4,2,0.44,0.09,0.53,0.44,0.53,Matches
60,Bünyamin Balat,de GER,"MF,DF",Adana Demirspor,27,1997,24,16,1580,17.6,1,0,1,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,Matches
61,Bünyamin Balcı,tr TUR,DF,Antalyaspor,24,2000,20,16,1363,15.1,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches
62,Keita Baldé,sn SEN,"MF,FW",Sivasspor,29,1995,11,5,437,4.9,1,0,1,1,0,0,5,1,0.21,0.00,0.21,0.21,0.21,Matches
63,Jure Balkovec,si SVN,DF,Alanyaspor,29,1994,25,20,1730,19.2,1,2,3,0,1,1,5,0,0.05,0.10,0.16,0.00,0.10,Matches
64,Metehan Baltacı,tr TUR,DF,Galatasaray,21,2002,10,4,263,2.9,0,1,1,0,0,0,0,1,0.00,0.34,0.34,0.00,0.34,Matches
65,Funsho Bamgboye,ng NGA,MF,Hatayspor,25,1999,31,16,1516,16.8,2,0,2,2,0,0,7,0,0.12,0.00,0.12,0.12,0.12,Matches
66,Simon Banza,cd COD,FW,Trabzonspor,27,1996,31,29,2548,28.3,19,4,23,14,5,6,5,0,0.67,0.14,0.81,0.49,0.64,Matches
67,Antonín Barák,cz CZE,MF,Kasımpaşa,29,1994,22,11,841,9.3,2,0,2,2,0,0,2,0,0.21,0.00,0.21,0.21,0.21,Matches
68,Yusuf Barasi,tr TUR,"FW,MF",Adana Demirspor,21,2003,30,26,2274,25.3,8,2,10,5,3,3,1,1,0.32,0.08,0.40,0.20,0.28,Matches
69,Abdülkerim Bardakcı,tr TUR,DF,Galatasaray,29,1994,32,32,2754,30.6,3,2,5,3,0,0,4,0,0.10,0.07,0.16,0.10,0.16,Matches
70,Enis Bardhi,mk MKD,"MF,FW",BB Bodrumspor,29,1995,15,10,993,11.0,1,3,4,1,0,0,1,0,0.09,0.27,0.36,0.09,0.36,Matches
71,Enis Bardhi,mk MKD,MF,Trabzonspor,29,1995,8,6,370,4.1,0,1,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches
72,Borna Barišić,hr CRO,DF,Trabzonspor,31,1992,9,1,134,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
73,Boran Başkan,tr TUR,MF,Trabzonspor,18,2006,1,0,26,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
74,Emrah Başsan,tr TUR,"MF,FW",Sivasspor,32,1992,19,9,801,8.9,2,1,3,2,0,0,1,0,0.22,0.11,0.34,0.22,0.34,Matches
75,Emirhan Başyiğit,tr TUR,DF,Sivasspor,19,2005,12,5,561,6.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Arsenii Batahov,ua UKR,DF,Trabzonspor,22,2002,18,18,1620,18.0,1,1,2,1,0,0,1,0,0.06,0.06,0.11,0.06,0.11,Matches
77,Michy Batshuayi,be BEL,FW,Galatasaray,30,1993,18,1,405,4.5,5,2,7,4,1,2,1,0,1.11,0.44,1.56,0.89,1.33,Matches
78,Bilal Bayazit,nl NED,GK,Kayserispor,25,1999,25,25,2250,25.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Furkan Bayır,tr TUR,DF,Alanyaspor,24,2000,4,2,222,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Furkan Bayır,tr TUR,DF,Göztepe,24,2000,10,6,637,7.1,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
81,Ogün Bayrak,,MF,Göztepe,25,1998,24,20,1645,18.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
82,Gökdeniz Bayrakdar,tr TUR,"MF,FW",BB Bodrumspor,22,2001,28,17,1527,17.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
83,Riechedly Bazoer,cw CUW,"DF,MF",Konyaspor,27,1996,25,23,1919,21.3,2,2,4,2,0,0,8,0,0.09,0.09,0.19,0.09,0.19,Matches
84,Rodrigo Becão,br BRA,DF,Fenerbahçe,28,1996,11,6,615,6.8,1,0,1,1,0,0,1,0,0.15,0.00,0.15,0.15,0.15,Matches
85,Visar Bekaj,xk KVX,GK,Hatayspor,27,1997,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
86,Efkan Bekiroğlu,,"MF,FW",Sivasspor,28,1995,14,13,1061,11.8,2,3,5,2,0,0,1,0,0.17,0.25,0.42,0.17,0.42,Matches
87,Mortadha Ben Ouanes,tn TUN,"MF,DF",Kasımpaşa,30,1994,32,29,2527,28.1,5,4,9,5,0,0,10,0,0.18,0.14,0.32,0.18,0.32,Matches
88,Jan Biegański,pl POL,MF,Sivasspor,21,2002,11,3,362,4.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Ege Bilsel,,"DF,MF",BB Bodrumspor,20,2004,23,14,1186,13.2,0,1,1,0,0,0,4,1,0.00,0.08,0.08,0.00,0.08,Matches
90,Tayfur Bingöl,tr TUR,"MF,DF",Eyüpspor,31,1993,29,21,1805,20.1,5,1,6,5,0,0,3,1,0.25,0.05,0.30,0.25,0.30,Matches
91,Muhammed Birkan Tetik,,GK,Eyüpspor,28,1995,3,2,226,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
92,Godfrey Bitok,ng NGA,DF,Gaziantep FK,23,2000,2,1,115,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Morten Bjørlo,no NOR,MF,Konyaspor,28,1995,9,3,296,3.3,0,1,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches
94,Aylton Boa Morte,pt POR,MF,Kayserispor,30,1993,18,13,1187,13.2,4,2,6,4,0,0,5,0,0.30,0.15,0.45,0.30,0.45,Matches
95,Emmanuel Boateng,gh GHA,MF,Konyaspor,27,1997,8,3,353,3.9,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
96,Emmanuel Boateng,gh GHA,"FW,MF",Gaziantep FK,28,1996,16,9,883,9.8,4,1,5,4,0,0,3,0,0.41,0.10,0.51,0.41,0.51,Matches
97,Malcom Bokélé,cm CMR,DF,Göztepe,24,2000,31,27,2492,27.7,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
98,Marc Bola,eng ENG,DF,Samsunspor,26,1997,33,32,2744,30.5,1,4,5,1,0,0,4,0,0.03,0.13,0.16,0.03,0.16,Matches
99,Sinan Bolat,tr TUR,GK,Kasımpaşa,35,1988,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
100,Nikola Boranijašević,rs SRB,DF,Konyaspor,32,1992,22,16,1409,15.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Arif Boşluk,,DF,Trabzonspor,21,2003,16,7,652,7.2,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches
102,Melih Bostan,,FW,Konyaspor,20,2004,10,2,126,1.4,1,0,1,1,0,0,2,1,0.71,0.00,0.71,0.71,0.71,Matches
103,Mehdi Bourabia,ma MAR,MF,Kayserispor,32,1991,30,26,2042,22.7,1,4,5,1,0,0,8,0,0.04,0.18,0.22,0.04,0.22,Matches
104,Bilal Boutobba,fr FRA,"MF,FW",Hatayspor,25,1998,28,19,1786,19.8,11,2,13,11,0,0,0,0,0.55,0.10,0.66,0.55,0.66,Matches
105,Umut Bozok,tr TUR,FW,Trabzonspor,27,1996,4,0,44,0.5,1,0,1,1,0,0,1,0,2.05,0.00,2.05,2.05,2.05,Matches
106,Umut Bozok,tr TUR,"MF,FW",Eyüpspor,27,1996,15,5,656,7.3,2,1,3,2,0,0,3,0,0.27,0.14,0.41,0.27,0.41,Matches
107,Pedro Brazão,pt POR,"MF,FW",BB Bodrumspor,21,2002,24,10,933,10.4,1,0,1,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,Matches
108,Josip Brekalo,hr CRO,MF,Kasımpaşa,26,1998,23,14,1317,14.6,4,2,6,4,0,0,3,1,0.27,0.14,0.41,0.27,0.41,Matches
109,Ivan Brnić,hr CRO,"MF,FW",Başakşehir,22,2001,11,7,530,5.9,3,0,3,3,0,0,0,0,0.51,0.00,0.51,0.51,0.51,Matches
110,Gianni Bruno,be BEL,"MF,FW",Eyüpspor,32,1991,13,4,371,4.1,1,1,2,1,0,0,0,0,0.24,0.24,0.49,0.24,0.49,Matches
111,Muhamed Buljubasic,ba BIH,MF,Rizespor,20,2004,20,0,377,4.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Buluthan Bulut,,MF,Alanyaspor,22,2002,7,1,103,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
113,Emrecan Bulut,,MF,Rizespor,22,2002,20,3,504,5.6,2,1,3,2,0,0,2,0,0.36,0.18,0.54,0.36,0.54,Matches
114,Onur Bulut,tr TUR,DF,Beşiktaş,30,1994,17,2,404,4.5,0,1,1,0,0,0,0,0,0.00,0.22,0.22,0.00,0.22,Matches
115,Abdulsamet Burak,,DF,Adana Demirspor,28,1996,33,31,2672,29.7,0,1,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,Matches
116,Mustafa Burak Bozan,,GK,Gaziantep FK,23,2000,18,17,1490,16.6,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
117,Yiğit Buz,,DF,Hatayspor,17,2007,4,2,206,2.3,1,0,1,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches
118,Cafú,pt POR,MF,Kasımpaşa,31,1993,34,14,1396,15.5,1,0,1,0,1,1,5,0,0.06,0.00,0.06,0.00,0.00,Matches
119,Uğurcan Çakır,tr TUR,GK,Trabzonspor,28,1996,32,32,2880,32.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Erdem Çalık,,MF,Eyüpspor,18,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Josip Čalušić,hr CRO,DF,Konyaspor,30,1993,6,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Francisco Calvo,cr CRC,DF,Hatayspor,32,1992,25,25,2154,23.9,1,1,2,1,0,0,8,2,0.04,0.04,0.08,0.04,0.08,Matches
123,Samba Camara,ml MLI,DF,Sivasspor,31,1992,20,15,1314,14.6,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches
124,İrfan Can Eğribayat,tr TUR,GK,Fenerbahçe,26,1998,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
125,Cihan Çanak,tr TUR,MF,Trabzonspor,19,2005,23,9,828,9.2,0,1,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Miguel Filipe Nunes Cardoso,pt POR,"MF,FW",Kayserispor,30,1994,33,33,2857,31.7,8,7,15,7,1,1,9,0,0.25,0.22,0.47,0.22,0.44,Matches
127,Diego Carlos,br BRA,DF,Fenerbahçe,31,1993,4,3,181,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Lionel Carole,fr FRA,DF,Kayserispor,33,1991,31,28,2474,27.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Bera Çeken,tr TUR,MF,Alanyaspor,18,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
130,İzzet Çelik,tr TUR,MF,Adana Demirspor,20,2004,25,22,1791,19.9,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Ondřej Čelůstka,cz CZE,DF,BB Bodrumspor,35,1989,25,20,1863,20.7,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
132,Bedirhan Çetin,tr TUR,DF,Samsunspor,18,2006,4,1,96,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Tarık Çetin,tr TUR,GK,Rizespor,27,1997,11,10,901,10.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Erdem Çetinkaya,tr TUR,FW,Kasımpaşa,23,2001,4,0,34,0.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Muhammed Cham,at AUT,MF,Trabzonspor,23,2000,31,14,1546,17.2,5,10,15,4,1,1,4,0,0.29,0.58,0.87,0.23,0.82,Matches
136,Charis Charisis,gr GRE,MF,Sivasspor,29,1995,33,33,2829,31.4,1,1,2,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06,Matches
137,Anastasios Chatzigiovannis,gr GRE,"FW,MF",Eyüpspor,27,1997,6,0,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Uğur Çiftçi,tr TUR,DF,Sivasspor,32,1992,30,30,2655,29.5,1,4,5,1,0,0,10,2,0.03,0.14,0.17,0.03,0.17,Matches
139,Sadık Çiftpınar,tr TUR,DF,Kasımpaşa,31,1993,17,8,752,8.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Tolga Ciğerci,tr TUR,"MF,DF",Sivasspor,32,1992,12,10,883,9.8,0,1,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,Matches
141,Kayra Cihan,,DF,Kayserispor,16,2007,3,1,92,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Mirza Cihan,,MF,Gaziantep FK,23,2000,8,1,100,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Sokol Cikalleshi,al ALB,"FW,MF",Konyaspor,34,1990,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Ramazan Civelek,tr TUR,"MF,DF",Kayserispor,28,1996,28,17,1356,15.1,3,3,6,3,0,0,7,0,0.20,0.20,0.40,0.20,0.40,Matches
145,Luccas Claro,br BRA,DF,Eyüpspor,32,1991,34,33,2971,33.0,1,0,1,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,Matches
146,Burak Coban,de GER,MF,BB Bodrumspor,29,1994,1,1,59,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Omar Colley,gm GAM,DF,Beşiktaş,31,1992,2,2,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Sergio Córdova,ve VEN,"FW,MF",Alanyaspor,26,1997,35,31,2730,30.3,9,3,12,9,0,0,3,0,0.30,0.10,0.40,0.30,0.40,Matches
149,Kamil Çörekçi,tr TUR,DF,Hatayspor,32,1992,24,21,1722,19.1,0,2,2,0,0,0,7,0,0.00,0.10,0.10,0.00,0.10,Matches
150,Nuno da Costa,cv CPV,FW,Kasımpaşa,33,1991,29,29,2495,27.7,13,2,15,13,0,0,7,1,0.47,0.07,0.54,0.47,0.54,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Crespo,pt POR,MF,Başakşehir,27,1996,29,25,2154,23.9,2,4,6,2,0,0,9,0,0.08,0.17,0.25,0.08,0.25,Matches
152,Carlos Cuesta,co COL,DF,Galatasaray,25,1999,5,4,325,3.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
153,Emir Dadük,tr TUR,GK,Hatayspor,16,2008,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
154,Filip Damjanovic,rs SRB,DF,Konyaspor,26,1998,5,2,159,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
155,David Datro Fofana,ci CIV,FW,Göztepe,21,2002,9,3,284,3.2,2,0,2,2,0,0,1,0,0.63,0.00,0.63,0.63,0.63,Matches
