rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Paxten Aaronson,us USA,"MF,DF",Eint Frankfurt,18,2003,1.9,51,71,71.8,659,109,36,38,14,23,1,6,0,0.0,0.1,0.0,1,3,0,0,6,Matches
2,Sargis Adamyan,am ARM,"FW,MF",Köln,29,1993,7.2,123,179,68.7,2000,527,61,76,48,64,10,16,2,0.8,1.4,+1.2,8,7,11,2,24,Matches
3,Karim Adeyemi,de GER,"FW,MF",Dortmund,20,2002,15.4,335,457,73.3,4409,1278,197,243,97,125,13,27,5,3.7,3.7,+1.3,28,17,25,0,47,Matches
4,Amine Adli,ma MAR,"FW,MF",Leverkusen,22,2000,15.9,427,565,75.6,5845,1373,240,296,138,166,18,34,3,1.7,1.9,+1.3,20,26,10,0,49,Matches
5,Felix Agu,ng NGA,"DF,FW",Werder Bremen,22,1999,0.5,16,25,64.0,299,144,4,5,9,10,2,6,0,0.1,0.1,-0.1,1,1,1,0,2,Matches
6,Naouirou Ahamada,fr FRA,MF,Stuttgart,20,2002,15.5,449,529,84.9,6965,1651,223,242,187,204,21,40,2,1.2,0.9,+0.8,15,38,7,2,56,Matches
7,Ludovic Ajorque,fr FRA,"FW,MF",Mainz 05,28,1994,13.5,243,415,58.6,3550,613,153,231,55,104,22,28,1,1.7,1.6,-0.7,13,17,8,0,31,Matches
8,Kevin Akpoguma,ng NGA,DF,Hoffenheim,27,1995,21.7,814,1024,79.5,15380,5931,275,319,437,495,83,162,0,0.5,0.8,-0.5,5,83,10,3,85,Matches
9,Lucas Alario,ar ARG,"FW,MF",Eint Frankfurt,29,1992,3.7,56,85,65.9,792,190,29,41,20,28,4,5,0,0.0,0.4,0.0,1,4,0,0,8,Matches
10,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,21,2001,2.0,74,101,73.3,1164,410,38,41,33,46,2,9,1,0.5,0.3,+0.5,3,8,7,3,16,Matches
11,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,29,1993,2.6,64,91,70.3,1237,408,21,29,34,39,9,18,0,0.3,0.2,-0.3,4,11,0,0,12,Matches
12,Lukáš Ambros,cz CZE,MF,Wolfsburg,18,2004,0.2,3,3,100.0,43,4,2,2,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
13,Nadiem Amiri,de GER,"MF,FW",Leverkusen,25,1996,10.9,423,507,83.4,6968,1759,212,233,149,168,45,68,1,1.1,1.8,-0.1,15,38,9,1,55,Matches
14,Robert Andrich,de GER,MF,Leverkusen,27,1994,26.7,1218,1455,83.7,19896,5759,594,675,496,581,82,123,2,1.2,0.9,+0.8,18,77,11,2,99,Matches
15,Angeliño,es ESP,DF,Hoffenheim,25,1997,29.1,1012,1544,65.5,19297,7991,424,501,433,616,143,339,8,7.2,7.7,+0.8,50,82,52,29,108,Matches
16,Waldemar Anton,de GER,DF,Stuttgart,26,1996,32.6,1629,2059,79.1,32013,12155,539,629,913,1044,167,324,2,1.4,1.4,+0.6,10,112,16,4,135,Matches
17,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,28,1994,22.0,432,712,60.7,6857,2576,234,287,145,243,37,116,6,3.8,3.8,+2.2,33,17,30,15,36,Matches
18,Charles Aránguiz,cl CHI,MF,Leverkusen,33,1989,5.5,248,311,79.7,3706,1211,136,154,84,96,15,39,0,0.2,0.2,-0.2,3,21,3,0,32,Matches
19,Maximilian Arnold,de GER,MF,Wolfsburg,28,1994,30.7,1269,1642,77.3,28055,8726,360,405,645,741,247,448,3,4.9,4.9,-1.9,43,115,19,2,150,Matches
20,Takuma Asano,jp JPN,"FW,MF",Bochum,27,1994,19.0,237,342,69.3,3302,967,147,183,72,98,8,23,3,2.1,2.1,+0.9,22,18,18,7,34,Matches
21,Fisnik Asllani,xk KVX,FW,Hoffenheim,19,2002,1.9,37,63,58.7,384,62,28,43,5,7,0,0,0,0.2,0.1,-0.2,3,1,0,0,1,Matches
22,Mehmet Aydin,de GER,"DF,FW",Schalke 04,20,2002,6.3,178,280,63.6,3104,1260,88,112,72,105,15,35,0,0.8,0.3,-0.8,4,13,5,3,15,Matches
23,Ayman Azhil,ma MAR,MF,Leverkusen,21,2001,0.0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
24,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,27,1995,10.3,162,247,65.6,2373,844,89,130,41,56,15,20,1,2.5,1.4,-1.5,14,23,9,0,32,Matches
25,Sanoussy Ba,de GER,DF,RB Leipzig,18,2004,0.0,0,0,,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,Mitchel Bakker,nl NED,"DF,MF",Leverkusen,22,2000,18.4,764,968,78.9,11670,3583,443,505,258,328,47,93,2,2.0,1.3,0.0,17,36,14,2,57,Matches
27,Ridle Baku,de GER,"DF,FW",Wolfsburg,24,1998,28.7,1216,1551,78.4,22159,7294,486,563,593,719,121,202,3,4.1,5.0,-1.1,28,116,37,14,126,Matches
28,Aymen Barkok,ma MAR,MF,Mainz 05,24,1998,6.5,181,264,68.6,2801,919,92,119,64,91,14,20,1,0.9,1.2,+0.1,8,18,7,1,40,Matches
29,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,22,2000,23.8,379,557,68.0,5320,1806,226,285,118,170,16,44,3,2.2,1.3,+0.8,16,48,5,1,54,Matches
30,Gil Bastião Dias,pt POR,FW,Stuttgart,25,1996,4.4,120,174,69.0,1874,372,57,77,52,61,5,13,0,0.7,0.5,-0.7,8,7,7,1,14,Matches
31,Maximilian Bauer,de GER,DF,Augsburg,22,2000,20.5,551,758,72.7,11267,4449,177,208,290,342,74,178,1,0.4,0.2,+0.6,4,30,2,0,40,Matches
32,Oliver Baumann,de GER,GK,Hoffenheim,32,1990,34.0,1068,1417,75.4,29033,20956,239,239,489,493,331,670,0,0.0,0.1,0.0,1,28,1,0,1,Matches
33,Timo Baumgartl,de GER,DF,Union Berlin,26,1996,6.2,257,316,81.3,4858,1773,97,102,132,145,26,63,1,0.1,0.2,+0.9,3,20,4,2,28,Matches
34,Julian Baumgartlinger,at AUT,MF,Augsburg,34,1988,6.2,189,228,82.9,3450,906,76,88,86,99,22,28,0,0.1,0.5,-0.1,2,15,8,1,25,Matches
35,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,22,1999,28.5,610,915,66.7,9280,2767,340,449,188,257,47,86,3,4.3,4.3,-1.3,24,70,35,4,100,Matches
36,Noah Joel Sarenren Bazee,ng NGA,"MF,FW",Augsburg,25,1996,0.2,1,2,50.0,10,5,1,2,0,0,0,0,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
37,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,28,1994,15.7,246,369,66.7,3282,756,157,208,60,88,13,25,0,1.0,1.4,-1.0,15,11,5,0,23,Matches
