rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,fk,pk,pkatt,xg,npxg,npxg_sh,g_xg,np_g_xg,matches
1,Amir Abedzadeh,ir IRN,GK,Marítimo,26,1993,25.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2,Vincent Aboubakar,cm CMR,FW,Porto,27,1992,0.8,0,2,1,50.0,2.57,1.29,0.00,0.00,9.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
3,Elias Abouchabaka,de GER,MF,Vitória,19,2000,0.1,0,1,0,0.0,9.00,0.00,0.00,,8.2,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
4,Fábio Abreu,ao ANG,FW,Moreirense,26,1993,26.6,13,53,23,43.4,1.99,0.87,0.25,0.57,12.4,0,0,0,12.8,12.8,0.24,+0.2,+0.2,Matches
5,Yaw Ackah,gh GHA,MF,Boavista,20,1999,21.1,0,8,1,12.5,0.38,0.05,0.00,0.00,28.6,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
6,Marcos Acuña,ar ARG,"DF,FW",Sporting CP,27,1991,22.4,2,17,4,23.5,0.76,0.18,0.12,0.50,21.2,4,0,0,1.6,1.6,0.09,+0.4,+0.4,Matches
7,Raphael Aflalo,br BRA,GK,Aves,23,1996,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8,João Afonso Crispim,br BRA,MF,Gil Vicente FC,24,1995,15.0,0,5,1,20.0,0.33,0.07,0.00,0.00,20.5,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
9,João Afonso,pt POR,DF,Santa Clara,29,1990,31.9,2,19,6,31.6,0.60,0.19,0.11,0.33,8.8,0,0,0,3.3,3.3,0.20,-1.3,-1.3,Matches
10,Mikel Agu,ng NGA,MF,Vitória,26,1993,13.7,1,17,3,17.6,1.24,0.22,0.06,0.33,19.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
