rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,Amir Abedzadeh,ir IRN,GK,Marítimo,26,1993,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,Matches
2,Vincent Aboubakar,cm CMR,FW,Porto,27,1992,0.8,1,0,0,1,0,1,2,1,1,0,1,0,1,0,0,Matches
3,Elias Abouchabaka,de GER,MF,Vitória,19,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
4,Fábio Abreu,ao ANG,FW,Moreirense,26,1993,26.6,6,4,1,3,2,1,5,4,7,0,7,4,10,33,0,Matches
5,Yaw Ackah,gh GHA,MF,Boavista,20,1999,21.1,38,29,20,17,1,12,29,17,10,2,8,23,61,20,1,Matches
6,Marcos Acuña,ar ARG,"DF,FW",Sporting CP,27,1991,22.4,49,37,32,11,6,17,39,22,20,2,18,23,72,32,1,Matches
7,Raphael Aflalo,br BRA,GK,Aves,23,1996,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,Matches
8,João Afonso Crispim,br BRA,MF,Gil Vicente FC,24,1995,15.0,34,27,11,20,3,13,39,26,18,5,13,23,57,20,0,Matches
9,João Afonso,pt POR,DF,Santa Clara,29,1990,31.9,32,21,25,6,1,17,35,18,30,20,10,48,80,171,1,Matches
10,Mikel Agu,ng NGA,MF,Vitória,26,1993,13.7,51,43,16,30,5,18,47,29,24,10,14,34,85,25,0,Matches
11,Chima Akas,ng NGA,DF,B-SAD,25,1994,14.4,20,12,13,7,0,9,19,10,19,9,10,29,49,47,0,Matches
12,Alex,pt POR,"FW,MF",Vitória Setúbal,27,1991,1.8,3,3,0,3,0,1,2,1,1,0,1,5,8,3,0,Matches
13,André Almeida,pt POR,DF,Benfica,28,1990,22.3,38,23,15,19,4,13,23,10,14,4,10,26,64,42,0,Matches
14,Diogo Almeida,pt POR,"FW,MF",Paços de Ferreira,18,2000,2.7,2,1,0,1,1,0,1,1,3,2,1,0,2,2,0,Matches
15,Domingos André Ribeiro Almeida,pt POR,MF,Vitória,19,2000,2.4,2,1,1,1,0,1,4,3,1,0,1,3,5,1,0,Matches
16,Ricardo Miguel Martins Alves,pt POR,DF,Tondela,28,1991,12.5,6,3,3,3,0,2,5,3,11,4,7,12,18,55,1,Matches
17,Pedro Amador,pt POR,"DF,MF",Braga,20,1998,6.9,10,7,4,6,0,7,13,6,10,0,10,12,22,11,0,Matches
18,João Amaral,pt POR,"FW,MF",Paços de Ferreira,27,1991,12.3,14,7,5,8,1,7,13,6,13,0,13,8,22,4,0,Matches
19,Pedro Amaral,pt POR,DF,Rio Ave,21,1997,7.5,12,10,5,5,2,8,16,8,8,1,7,5,17,13,0,Matches
20,Joseph Amoah,gh GHA,MF,Vitória,25,1994,1.8,3,2,0,3,0,2,6,4,1,1,0,2,5,0,0,Matches
