rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Amir Abedzadeh,ir IRN,GK,Marítimo,26,1993,25,25,2250,25.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2,Vincent Aboubakar,cm CMR,FW,Porto,27,1992,5,1,70,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0,2,7,0.00,0.00,0.00,0.00,0.00,0.24,0.07,0.31,0.24,0.31,Matches
3,Elias Abouchabaka,de GER,MF,Vitória,19,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,1,0.00,0.00,0.00,0.00,0.00,0.76,0.00,0.76,0.76,0.76,Matches
4,Fábio Abreu,ao ANG,FW,Moreirense,26,1993,34,27,2393,26.6,13,2,15,13,0,0,2,0,12.8,12.8,2.8,15.6,28,40,72,0.49,0.08,0.56,0.49,0.56,0.48,0.11,0.59,0.48,0.59,Matches
5,Yaw Ackah,gh GHA,MF,Boavista,20,1999,24,21,1900,21.1,0,0,0,0,0,0,13,0,0.3,0.3,0.6,0.9,6,61,9,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
6,Marcos Acuña,ar ARG,"DF,FW",Sporting CP,27,1991,24,23,2013,22.4,2,1,3,2,0,0,9,0,1.6,1.6,3.6,5.2,58,159,164,0.09,0.04,0.13,0.09,0.13,0.07,0.16,0.23,0.07,0.23,Matches
7,Raphael Aflalo,br BRA,GK,Aves,23,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
8,João Afonso Crispim,br BRA,MF,Gil Vicente FC,24,1995,27,16,1348,15.0,0,2,2,0,0,0,5,2,0.2,0.2,1.4,1.6,14,73,9,0.00,0.13,0.13,0.00,0.13,0.01,0.09,0.11,0.01,0.11,Matches
9,João Afonso,pt POR,DF,Santa Clara,29,1990,33,32,2867,31.9,2,1,3,2,0,0,1,0,3.3,3.3,0.8,4.1,6,59,6,0.06,0.03,0.09,0.06,0.09,0.10,0.03,0.13,0.10,0.13,Matches
10,Mikel Agu,ng NGA,MF,Vitória,26,1993,16,14,1229,13.7,1,2,3,1,0,0,5,0,1.3,1.3,0.3,1.6,5,65,5,0.07,0.15,0.22,0.07,0.22,0.09,0.02,0.12,0.09,0.12,Matches
11,Chima Akas,ng NGA,DF,B-SAD,25,1994,15,14,1295,14.4,0,1,1,0,0,0,2,0,0.3,0.3,0.5,0.8,9,29,23,0.00,0.07,0.07,0.00,0.07,0.02,0.03,0.06,0.02,0.06,Matches
12,Alex,pt POR,"FW,MF",Vitória Setúbal,27,1991,4,1,161,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,3,4,10,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
13,André Almeida,pt POR,DF,Benfica,28,1990,23,23,2003,22.3,4,4,8,4,0,0,8,0,2.3,2.3,2.0,4.3,33,91,155,0.18,0.18,0.36,0.18,0.36,0.10,0.09,0.19,0.10,0.19,Matches
14,Diogo Almeida,pt POR,"FW,MF",Paços de Ferreira,18,2000,7,1,239,2.7,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,3,19,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
15,Domingos André Ribeiro Almeida,pt POR,MF,Vitória,19,2000,8,3,213,2.4,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,5,10,5,0.42,0.00,0.42,0.42,0.42,0.16,0.03,0.19,0.16,0.19,Matches
16,Ricardo Miguel Martins Alves,pt POR,DF,Tondela,28,1991,17,12,1128,12.5,1,0,1,1,0,0,3,0,1.8,1.8,0.7,2.5,2,28,0,0.08,0.00,0.08,0.08,0.08,0.14,0.06,0.20,0.14,0.20,Matches
17,Pedro Amador,pt POR,"DF,MF",Braga,20,1998,9,7,619,6.9,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,17,23,69,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.10,0.01,0.10,Matches
18,João Amaral,pt POR,"FW,MF",Paços de Ferreira,27,1991,19,13,1103,12.3,1,4,5,1,0,0,4,0,2.3,2.3,2.8,5.1,8,32,69,0.08,0.33,0.41,0.08,0.41,0.19,0.23,0.41,0.19,0.41,Matches
19,Pedro Amaral,pt POR,DF,Rio Ave,21,1997,13,8,679,7.5,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.7,9,18,53,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09,Matches
20,Joseph Amoah,gh GHA,MF,Vitória,25,1994,4,2,161,1.8,0,1,1,0,0,0,2,1,0.0,0.0,0.5,0.5,4,13,3,0.00,0.56,0.56,0.00,0.56,0.00,0.26,0.26,0.00,0.26,Matches
21,Artur Jorge Marques Amorim,pt POR,DF,Vitória Setúbal,24,1994,30,29,2573,28.6,0,1,1,0,0,0,10,0,0.6,0.6,0.2,0.8,9,54,3,0.00,0.03,0.03,0.00,0.03,0.02,0.01,0.03,0.02,0.03,Matches
22,Anderson,br BRA,FW,Famalicão,21,1997,31,6,810,9.0,7,1,8,7,0,0,1,1,5.7,5.7,1.4,7.1,25,7,52,0.78,0.11,0.89,0.78,0.89,0.63,0.16,0.79,0.63,0.79,Matches
23,Anderson,br BRA,FW,Portimonense,21,1998,9,0,192,2.1,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,8,9,24,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
24,André André,pt POR,MF,Vitória,29,1989,16,14,1217,13.5,4,1,5,2,2,3,3,0,3.9,1.6,1.7,3.2,32,95,45,0.30,0.07,0.37,0.15,0.22,0.29,0.12,0.41,0.11,0.24,Matches
25,Mirko Antonucci,it ITA,"MF,FW",Vitória Setúbal,20,1999,6,1,177,2.0,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.7,4,3,5,0.51,0.00,0.51,0.51,0.51,0.35,0.03,0.38,0.35,0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
