rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Abner,br BRA,DF,Ath Paranaense,21,2000,23.4,986,1283,76.9,17089,6919,469,533,412,517,91,181,2,2.2,1.7,-0.2,31,105,16,6,139,Matches
2,Adryelson,br BRA,DF,Botafogo (RJ),23,1998,16.1,540,662,81.6,10461,4038,184,208,285,327,56,93,0,0.3,0.1,-0.3,3,15,0,0,20,Matches
3,Adson,br BRA,"FW,MF",Corinthians,21,2000,13.8,522,633,82.5,6877,1510,318,351,158,185,15,29,0,0.8,1.5,-0.8,14,34,29,2,72,Matches
4,Airton,br BRA,FW,Atl Goianiense,22,1999,19.3,277,444,62.4,4218,1157,150,197,85,128,21,46,4,2.8,3.0,+1.2,30,20,17,9,29,Matches
5,Carlos Alberto,br BRA,"FW,MF",América (MG),19,2002,1.7,13,24,54.2,138,29,9,13,3,4,0,1,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
6,Yuri Alberto,br BRA,FW,Corinthians,20,2001,16.1,255,385,66.2,3007,529,170,235,58,88,1,3,1,1.6,1.4,-0.6,17,10,10,1,29,Matches
7,Ale,br BRA,MF,América (MG),31,1990,21.4,939,1110,84.6,16696,5100,422,485,386,428,106,135,2,1.5,1.4,+0.5,21,125,15,3,144,Matches
8,Alexandre Alemão,br BRA,FW,Internacional,23,1998,22.3,298,455,65.5,4212,924,175,230,89,131,17,25,5,2.4,1.9,+2.6,21,24,19,3,46,Matches
9,Alerrandro,br BRA,FW,RB Bragantino,22,2000,10.3,116,149,77.9,1609,196,66,78,40,48,3,5,1,0.7,0.7,+0.3,7,4,3,1,8,Matches
10,Alesson,br BRA,"MF,FW",Cuiabá,22,1999,11.4,192,278,69.1,2793,855,115,147,64,85,7,17,0,1.3,0.7,-1.3,15,10,9,3,29,Matches
11,Alex,br BRA,DF,Santos,22,1999,3.7,142,163,87.1,2531,754,59,64,74,83,7,14,0,0.0,0.0,0.0,0,6,0,0,6,Matches
12,Caio Alexandre,br BRA,MF,Fortaleza,22,1999,11.0,489,579,84.5,8960,2953,198,213,239,271,46,76,0,0.4,0.6,-0.4,9,57,5,0,69,Matches
13,Matheus Alexandre,br BRA,DF,Coritiba,22,1999,15.6,590,702,84.0,9559,3321,305,328,237,270,39,64,0,0.6,0.9,-0.6,10,35,13,12,53,Matches
14,Alexsander,br BRA,DF,Fluminense,18,2003,2.5,115,138,83.3,1526,596,64,73,34,42,4,6,0,0.1,0.1,-0.1,4,8,2,1,11,Matches
15,Alisson,br BRA,"MF,FW",São Paulo,28,1993,10.5,372,451,82.5,5456,1570,214,231,121,150,21,32,1,0.9,1.7,+0.1,12,39,19,10,55,Matches
16,Allan,br BRA,MF,Atlético Mineiro,24,1997,30.4,1772,2081,85.2,33404,9761,736,805,805,890,210,331,0,1.0,1.7,-1.0,19,226,21,1,201,Matches
17,Henrique Almeida,br BRA,FW,América (MG),30,1991,16.6,250,344,72.7,3383,564,144,184,70,91,14,20,0,1.3,1.5,-1.3,10,23,10,1,37,Matches
18,Júnior Alonso,py PAR,DF,Atlético Mineiro,28,1993,28.9,1872,2141,87.4,36147,12775,636,691,986,1081,222,312,2,2.4,1.5,-0.4,11,125,13,2,147,Matches
19,Diego Alves,br BRA,GK,Flamengo,36,1985,4.7,97,103,94.2,2263,1607,28,28,39,39,28,34,0,0.0,0.0,0.0,0,0,0,0,0,Matches
20,Felipe Alves Raymundo,br BRA,GK,São Paulo,33,1988,17.0,407,556,73.2,10860,7337,83,83,199,203,122,265,0,0.0,0.0,0.0,0,0,0,0,0,Matches
21,Felipe Alves Raymundo,br BRA,GK,Juventude,33,1988,1.0,33,40,82.5,1076,801,2,2,14,14,16,23,0,0.0,0.0,0.0,0,1,0,0,0,Matches
22,Rodrigo Alves Soares,br BRA,DF,Juventude,29,1992,31.0,1360,1683,80.8,25757,9516,571,619,590,707,187,298,1,2.8,3.2,-1.8,30,121,30,22,154,Matches
23,Anderson,br BRA,GK,Ath Paranaense,23,1998,5.0,74,135,54.8,2883,2462,9,9,21,21,44,105,0,0.0,0.0,0.0,0,6,0,0,0,Matches
24,Thonny Anderson,br BRA,MF,Coritiba,24,1997,8.1,261,365,71.5,4201,1331,142,176,76,97,30,53,1,1.2,1.1,-0.2,15,37,16,4,55,Matches
25,André,br BRA,MF,Fluminense,20,2001,33.5,2268,2458,92.3,34408,10297,1269,1336,769,810,149,180,1,1.7,1.9,-0.7,28,219,11,3,200,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
26,André,br BRA,FW,Cuiabá,31,1990,8.1,112,165,67.9,1516,298,76,100,30,44,4,6,0,0.2,0.7,-0.2,5,8,0,0,10,Matches
27,Andrey,br BRA,MF,Avaí,19,2002,0.3,4,7,57.1,34,25,4,4,0,1,0,2,0,0.0,0.0,0.0,1,1,0,0,1,Matches
28,Ângelo,br BRA,"FW,MF",Santos,17,2004,17.0,348,522,66.7,5476,2106,171,216,149,200,20,53,7,3.9,3.8,+3.1,34,45,34,6,83,Matches
