rk,player,nation,pos,squad,age,born,90s,ga,pka,fk,ck,og,psxg,psxg_sot,psxg_exp,90,cmp,att,cmp_launch,att_gk,thr,launch,avglen,att_goal_k,launch_goal_k,avglen_goal_k,opp,stp,stp_crosse,opa,opa_90,avgdist,matches
1,Diego Alves,br BRA,GK,Flamengo,36,1985,4.7,8,1,0,1,0,6.7,0.34,-1.3,-0.28,13,18,72.2,75,14,21.3,26.6,28,7.1,19.3,49,3,6.1,1,0.21,14.7,Matches
2,Felipe Alves Raymundo,br BRA,GK,São Paulo,33,1988,17.0,16,4,0,0,0,24.0,0.26,+8.0,+0.47,70,197,35.5,436,63,32.3,31.8,118,47.5,40.3,236,8,3.4,18,1.06,13.4,Matches
3,Felipe Alves Raymundo,br BRA,GK,Juventude,33,1988,1.0,0,0,0,0,0,0.4,0.09,+0.4,+0.35,10,16,62.5,24,2,33.3,33.2,16,50.0,39.8,23,0,0.0,0,0.00,6.0,Matches
4,Anderson,br BRA,GK,Ath Paranaense,23,1998,5.0,10,0,0,6,0,9.1,0.32,-0.9,-0.18,36,97,37.1,86,10,68.6,46.4,49,77.6,53.7,107,4,3.7,3,0.60,9.0,Matches
5,Bento,br BRA,GK,Ath Paranaense,22,1999,33.0,38,3,2,4,1,43.2,0.29,+6.2,+0.19,126,471,26.8,529,116,53.7,42.6,317,59.0,47.5,527,27,5.1,13,0.39,10.1,Matches
6,Marcelo Boeck,br BRA,GK,Fortaleza,37,1984,13.0,18,2,1,1,1,19.3,0.29,+2.3,+0.17,60,147,40.8,181,43,49.2,37.8,118,49.2,37.8,191,8,4.2,6,0.46,10.2,Matches
7,Douglas Borges,br BRA,GK,Botafogo (RJ),31,1990,1.0,1,0,0,0,0,0.9,0.45,-0.1,-0.10,4,9,44.4,18,5,33.3,30.1,7,42.9,39.6,14,1,7.1,1,1.00,12.3,Matches
8,João Carlos,br BRA,GK,Cuiabá,33,1988,10.6,16,2,0,1,0,17.5,0.30,+1.5,+0.14,55,140,39.3,163,40,42.3,35.2,91,78.0,51.1,185,5,2.7,8,0.76,13.8,Matches
9,Cássio,br BRA,GK,Corinthians,34,1987,34.0,28,6,0,4,1,32.3,0.21,+5.3,+0.15,176,410,42.9,670,151,38.2,35.5,288,53.5,41.8,491,22,4.5,23,0.68,12.2,Matches
10,Matheus Cavichioli,br BRA,GK,América (MG),35,1986,25.0,26,2,1,3,1,28.5,0.21,+3.5,+0.14,130,364,35.7,536,126,44.8,37.7,241,51.5,41.2,433,48,11.1,26,1.04,11.7,Matches
11,Daniel,br BRA,GK,Internacional,27,1994,23.0,21,1,1,6,0,28.7,0.33,+7.7,+0.33,102,271,37.6,394,80,46.7,36.5,171,50.9,39.1,359,17,4.7,12,0.52,11.0,Matches
12,Diego,br BRA,GK,Atl Goianiense,23,1998,2.0,2,0,1,0,0,2.6,0.32,+0.6,+0.32,8,28,28.6,49,14,34.7,34.7,16,68.8,48.6,40,3,7.5,0,0.00,6.5,Matches
