rk,player,nation,pos,squad,age,born,90s,tkl,tklw,def_3rd,mid_3rd,att_3rd,tkl_challe,att,lost,blocks,sh,pass,int,tkl_int,clr,err,matches
1,David Abraham,ar ARG,DF,Eint Frankfurt,34,1986,13.6,18,12,13,3,2,11,17,6,13,4,9,17,35,34,0,Matches
2,Amir Abrashi,al ALB,"MF,DF",Freiburg,30,1990,0.7,1,1,1,0,0,0,0,0,1,1,0,2,3,1,0,Matches
3,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,22,1998,1.1,2,0,0,1,1,0,0,0,1,0,1,1,3,1,0,Matches
4,Tyler Adams,us USA,"MF,DF",RB Leipzig,21,1999,20.6,35,24,12,15,8,17,31,14,22,5,17,29,64,30,0,Matches
5,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,27,1993,5.3,9,4,4,3,2,7,14,7,2,0,2,6,15,1,0,Matches
6,Felix Agu,ng NGA,DF,Werder Bremen,20,1999,7.8,20,9,10,9,1,10,18,8,14,3,11,12,32,18,0,Matches
7,Naouirou Ahamada,fr FRA,MF,Stuttgart,18,2002,2.8,4,1,3,1,0,1,1,0,2,0,2,1,5,1,0,Matches
8,Manuel Akanji,ch SUI,DF,Dortmund,25,1995,26.1,41,22,23,12,6,19,31,12,23,10,13,49,90,70,1,Matches
9,Kevin Akpoguma,ng NGA,DF,Hoffenheim,25,1995,13.2,18,12,11,6,1,8,14,6,28,15,13,13,31,32,2,Matches
10,David Alaba,at AUT,"DF,MF",Bayern Munich,28,1992,29.7,37,21,14,19,4,17,32,15,29,13,16,43,80,60,0,Matches
11,Lucas Alario,ar ARG,FW,Leverkusen,27,1992,13.8,8,2,2,5,1,2,4,2,9,1,8,2,10,10,0,Matches
12,Omar Alderete,py PAR,DF,Hertha BSC,23,1996,14.4,16,10,11,5,0,7,16,9,14,10,4,21,37,61,1,Matches
13,Nadiem Amiri,de GER,MF,Leverkusen,23,1996,21.0,12,7,4,8,0,7,33,26,18,3,15,12,24,7,0,Matches
14,Sebastian Andersson,se SWE,FW,Köln,29,1991,12.5,3,2,0,3,0,1,8,7,10,3,7,2,5,9,0,Matches
15,Robert Andrich,de GER,MF,Union Berlin,25,1994,28.1,51,24,22,27,2,24,53,29,40,6,34,51,102,31,2,Matches
16,Angeliño,es ESP,"DF,FW",RB Leipzig,23,1997,24.0,31,19,10,18,3,13,24,11,22,1,21,30,61,40,0,Matches
17,Waldemar Anton,de GER,DF,Stuttgart,24,1996,30.1,31,20,17,14,0,12,31,19,28,18,10,47,78,114,0,Matches
18,Charles Aránguiz,cl CHI,MF,Leverkusen,31,1989,18.5,41,23,16,21,4,17,43,26,32,4,28,33,74,17,0,Matches
19,Santiago Arias,co COL,DF,Leverkusen,28,1992,1.0,2,1,0,1,1,1,1,0,0,0,0,1,3,4,0,Matches
20,Maximilian Arnold,de GER,MF,Wolfsburg,26,1994,28.7,47,32,20,26,1,18,49,31,24,3,21,49,96,57,0,Matches
21,Tolu Arokodare,ng NGA,"FW,MF",Köln,19,2000,1.2,1,1,0,0,1,0,0,0,1,0,1,1,2,0,0,Matches
22,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,23,1997,8.5,30,15,15,14,1,15,28,13,23,2,21,13,43,14,0,Matches
23,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,26,1994,21.7,37,20,19,14,4,17,29,12,21,7,14,20,57,62,0,Matches
24,Taiwo Awoniyi,ng NGA,FW,Union Berlin,22,1997,15.1,5,3,2,3,0,1,14,13,9,0,9,3,8,4,0,Matches
25,Mehmet Aydin,de GER,DF,Schalke 04,18,2002,5.6,15,7,9,6,0,4,10,6,6,1,5,6,21,16,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
26,Leon Bailey,jm JAM,"FW,MF",Leverkusen,22,1997,23.8,14,8,3,7,4,4,15,11,13,0,13,9,23,3,0,Matches
27,Ridle Baku,de GER,"FW,DF",Wolfsburg,22,1998,29.8,50,31,20,20,10,22,53,31,54,4,50,40,90,33,1,Matches
28,Ridle Baku,de GER,DF,Mainz 05,22,1998,2.0,4,2,3,1,0,2,6,4,3,1,2,3,7,6,0,Matches
29,Philipp Bargfrede,de GER,MF,Werder Bremen,31,1989,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Matches
30,Aymen Barkok,ma MAR,"MF,DF",Eint Frankfurt,22,1998,10.9,29,15,11,9,9,10,31,21,15,1,14,10,39,9,1,Matches
31,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,20,2000,25.6,58,32,19,26,13,20,50,30,34,9,25,57,115,55,0,Matches
32,Jacob Barrett Laursen,dk DEN,DF,Arminia,25,1994,12.3,23,12,13,8,2,10,16,6,14,4,10,24,47,37,0,Matches
33,Oliver Baumann,de GER,GK,Hoffenheim,30,1990,31.0,0,0,0,0,0,0,1,1,0,0,0,2,2,14,0,Matches
34,Julian Baumgartlinger,at AUT,MF,Leverkusen,32,1988,11.9,43,20,14,26,3,16,31,15,12,0,12,12,55,10,1,Matches
35,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,20,1999,26.3,44,31,13,24,7,14,51,37,40,8,32,24,68,24,0,Matches
36,Noah Joel Sarenren Bazee,ng NGA,"FW,MF",Augsburg,23,1996,0.4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,Matches
37,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,26,1994,24.4,24,9,5,10,9,8,14,6,18,4,14,17,41,16,0,Matches
38,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,25,1995,12.3,5,4,2,2,1,3,5,2,4,0,4,6,11,7,0,Matches
39,Timo Becker,de GER,DF,Schalke 04,23,1997,18.2,34,23,28,6,0,16,25,9,18,4,14,22,56,58,0,Matches
40,Brian Behrendt,de GER,DF,Arminia,28,1991,0.9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Matches
41,Maximilian Beier,de GER,"FW,DF",Hoffenheim,17,2002,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Matches
42,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,28,1992,6.6,3,2,0,0,3,0,2,2,1,0,1,1,4,3,0,Matches
43,Stefan Bell,de GER,DF,Mainz 05,28,1991,14.1,24,18,15,9,0,14,23,9,19,11,8,27,51,76,1,Matches
44,Karim Bellarabi,de GER,"FW,MF",Leverkusen,30,1990,8.9,12,10,3,4,5,4,17,13,12,0,12,12,24,4,0,Matches
45,Jude Bellingham,eng ENG,MF,Dortmund,17,2003,18.9,49,31,11,29,9,19,46,27,37,5,32,24,73,13,0,Matches
46,Lars Bender,de GER,DF,Leverkusen,31,1989,10.4,19,13,12,6,1,9,21,12,19,5,14,16,35,19,0,Matches
47,Sven Bender,de GER,DF,Leverkusen,31,1989,13.0,17,9,8,8,1,7,20,13,20,9,11,21,38,41,1,Matches
48,László Bénes,sk SVK,MF,Augsburg,22,1997,7.3,8,6,4,4,0,2,8,6,6,2,4,7,15,1,1,Matches
49,László Bénes,sk SVK,MF,Gladbach,22,1997,1.7,6,2,5,1,0,2,4,2,0,0,0,2,8,1,0,Matches
50,Ramy Bensebaini,dz ALG,DF,Gladbach,25,1995,20.1,43,24,27,13,3,26,42,16,39,7,32,47,90,66,0,Matches
