rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,David Abraham,ar ARG,DF,Eint Frankfurt,34,1986,14,14,1222,13.6,1,0,1,1,0,0,5,1,0.6,0.6,0.4,1.0,12,55,21,0.07,0.00,0.07,0.07,0.07,0.04,0.03,0.07,0.04,0.07,Matches
2,Amir Abrashi,al ALB,"MF,DF",Freiburg,30,1990,5,0,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,22,1998,7,0,100,1.1,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,3,3,12,0.90,0.00,0.90,0.90,0.90,0.13,0.00,0.13,0.13,0.13,Matches
4,Tyler Adams,us USA,"MF,DF",RB Leipzig,21,1999,27,21,1850,20.6,1,1,2,1,0,0,3,0,1.3,1.3,0.9,2.2,27,113,70,0.05,0.05,0.10,0.05,0.10,0.07,0.04,0.11,0.07,0.11,Matches
5,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,27,1993,18,3,479,5.3,2,3,5,2,0,0,2,0,2.1,2.1,2.3,4.5,20,17,58,0.38,0.56,0.94,0.38,0.94,0.40,0.44,0.84,0.40,0.84,Matches
6,Felix Agu,ng NGA,DF,Werder Bremen,20,1999,15,8,701,7.8,1,0,1,1,0,0,0,0,0.6,0.6,0.5,1.1,7,9,33,0.13,0.00,0.13,0.13,0.13,0.08,0.06,0.14,0.08,0.14,Matches
7,Naouirou Ahamada,fr FRA,MF,Stuttgart,18,2002,6,3,252,2.8,0,0,0,0,0,0,2,1,0.2,0.2,0.0,0.3,8,11,3,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
8,Manuel Akanji,ch SUI,DF,Dortmund,25,1995,28,26,2350,26.1,2,0,2,2,0,0,4,0,1.7,1.7,0.3,2.0,26,159,7,0.08,0.00,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08,Matches
9,Kevin Akpoguma,ng NGA,DF,Hoffenheim,25,1995,16,14,1184,13.2,1,0,1,1,0,0,1,0,0.1,0.1,0.4,0.5,10,56,14,0.08,0.00,0.08,0.08,0.08,0.01,0.03,0.04,0.01,0.04,Matches
10,David Alaba,at AUT,"DF,MF",Bayern Munich,28,1992,32,30,2675,29.7,2,4,6,2,0,0,4,0,1.2,1.2,2.1,3.3,56,242,70,0.07,0.13,0.20,0.07,0.20,0.04,0.07,0.11,0.04,0.11,Matches
11,Lucas Alario,ar ARG,FW,Leverkusen,27,1992,25,12,1245,13.8,11,2,13,9,2,2,2,0,7.2,5.7,0.9,6.6,7,21,75,0.80,0.14,0.94,0.65,0.80,0.52,0.07,0.59,0.41,0.48,Matches
12,Omar Alderete,py PAR,DF,Hertha BSC,23,1996,17,14,1299,14.4,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,8,55,3,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
13,Nadiem Amiri,de GER,MF,Leverkusen,23,1996,29,20,1890,21.0,2,6,8,2,0,0,5,0,2.2,2.2,3.1,5.3,45,113,82,0.10,0.29,0.38,0.10,0.38,0.10,0.15,0.25,0.10,0.25,Matches
14,Sebastian Andersson,se SWE,FW,Köln,29,1991,16,14,1126,12.5,3,0,3,2,1,1,1,0,6.2,5.4,0.3,5.7,6,20,55,0.24,0.00,0.24,0.16,0.16,0.49,0.03,0.52,0.43,0.46,Matches
15,Robert Andrich,de GER,MF,Union Berlin,25,1994,29,29,2526,28.1,5,2,7,5,0,0,5,1,2.6,2.6,2.0,4.5,25,128,31,0.18,0.07,0.25,0.18,0.25,0.09,0.07,0.16,0.09,0.16,Matches
