rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,prgr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90,matches
1,Diego Abella,mx MEX,"FW,MF",Puebla,20,1998,15,13,911,10.1,1,0,1,1,0,0,1,0,2.0,2.0,0.2,2.2,13,17,40,0.10,0.00,0.10,0.10,0.10,0.20,0.02,0.22,0.20,0.22,Matches
2,José Abella,mx MEX,DF,Santos,25,1994,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3,José Abella,mx MEX,DF,Atlas,25,1994,8,7,592,6.6,1,0,1,1,0,0,0,1,0.6,0.6,0.2,0.8,20,36,16,0.15,0.00,0.15,0.15,0.15,0.09,0.03,0.12,0.09,0.12,Matches
4,Clifford Aboagye,gh GHA,MF,Querétaro,24,1995,28,25,2280,25.3,1,0,1,1,0,0,5,0,1.2,1.2,2.2,3.4,43,145,61,0.04,0.00,0.04,0.04,0.04,0.05,0.09,0.13,0.05,0.13,Matches
5,Carlos Acevedo,mx MEX,GK,Santos,23,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
6,Gabriel Achilier,ec ECU,DF,Morelia,34,1985,19,19,1688,18.8,2,0,2,2,0,0,5,0,1.0,1.0,0.4,1.5,12,43,1,0.11,0.00,0.11,0.11,0.11,0.05,0.02,0.08,0.05,0.08,Matches
7,Alan Acosta,mx MEX,"FW,MF",Puebla,22,1996,23,8,979,10.9,2,1,3,2,0,0,0,0,1.4,1.4,0.7,2.2,36,25,71,0.18,0.09,0.28,0.18,0.28,0.13,0.07,0.20,0.13,0.20,Matches
8,Luciano Acosta,ar ARG,"MF,FW",Atlas,25,1994,10,10,806,9.0,1,1,2,1,0,0,3,0,0.7,0.7,1.8,2.5,24,42,50,0.11,0.11,0.22,0.11,0.22,0.07,0.20,0.27,0.07,0.27,Matches
9,Francisco Acuña,mx MEX,"FW,MF",Puebla,31,1988,3,0,72,0.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
10,Daniel Aguilar,mx MEX,"MF,DF",Atlas,21,1998,4,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
11,Jorge Aguilar,py PAR,DF,Querétaro,26,1993,8,7,635,7.1,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,3,29,2,0.14,0.00,0.14,0.14,0.14,0.06,0.00,0.06,0.06,0.06,Matches
12,Paul Aguilar,mx MEX,DF,América,33,1986,27,27,2423,26.9,0,1,1,0,0,0,7,0,1.6,1.6,1.2,2.8,22,113,54,0.00,0.04,0.04,0.00,0.04,0.06,0.05,0.10,0.06,0.10,Matches
