rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,xag,xa,a_xag,kp,1_3,ppa,crspa,prgp,matches
1,Diego Abella,mx MEX,"FW,MF",Puebla,20,1998,10.1,86,153,56.2,1182,366,51,70,26,52,4,12,0,0.2,0.2,-0.2,3,4,3,0,17,Matches
2,José Abella,mx MEX,DF,Santos,25,1994,2.0,60,73,82.2,1370,511,17,20,29,33,13,19,0,0.0,0.0,0.0,0,4,0,0,7,Matches
3,José Abella,mx MEX,DF,Atlas,25,1994,6.6,286,369,77.5,5054,2216,133,143,119,147,31,64,0,0.2,0.2,-0.2,3,32,3,1,36,Matches
4,Clifford Aboagye,gh GHA,MF,Querétaro,24,1995,25.3,1044,1211,86.2,17489,5039,474,500,429,489,96,140,0,2.2,2.3,-2.2,27,125,23,5,145,Matches
5,Carlos Acevedo,mx MEX,GK,Santos,23,1996,3.0,47,73,64.4,1680,1433,7,8,14,14,25,50,0,0.0,0.0,0.0,0,1,0,0,0,Matches
6,Gabriel Achilier,ec ECU,DF,Morelia,34,1985,18.8,648,764,84.8,11894,5197,266,284,317,360,57,105,0,0.4,0.3,-0.4,3,52,2,0,43,Matches
7,Alan Acosta,mx MEX,"FW,MF",Puebla,22,1996,10.9,281,369,76.2,4202,1068,160,183,106,138,11,25,1,0.7,0.6,+0.3,7,11,11,6,25,Matches
8,Luciano Acosta,ar ARG,"MF,FW",Atlas,25,1994,9.0,199,304,65.5,3428,1127,96,140,71,93,25,49,1,1.8,1.5,-0.8,19,29,17,3,42,Matches
9,Francisco Acuña,mx MEX,"FW,MF",Puebla,31,1988,0.8,13,23,56.5,253,97,6,9,5,9,2,4,0,0.0,0.0,0.0,0,1,1,0,3,Matches
10,Daniel Aguilar,mx MEX,"MF,DF",Atlas,21,1998,0.3,5,6,83.3,73,22,3,3,2,2,0,1,0,0.0,0.0,0.0,0,2,0,0,0,Matches
11,Jorge Aguilar,py PAR,DF,Querétaro,26,1993,7.1,199,245,81.2,4112,1908,61,73,101,114,35,51,0,0.0,0.1,0.0,0,12,1,0,29,Matches
12,Paul Aguilar,mx MEX,DF,América,33,1986,26.9,876,1130,77.5,15659,7358,410,479,363,445,95,171,1,1.2,0.8,-0.2,13,99,10,3,113,Matches
13,Emanuel Aguilera,ar ARG,DF,América,30,1989,26.4,708,869,81.5,15128,5859,178,203,421,477,101,169,0,1.1,0.4,-1.1,6,35,2,0,60,Matches
14,Eduardo Aguirre,mx MEX,"FW,MF",Santos,20,1998,6.5,66,98,67.3,955,177,40,50,21,31,2,4,0,0.1,0.2,-0.1,2,5,2,0,9,Matches
15,Érick Aguirre,mx MEX,"DF,MF",Pachuca,22,1997,24.3,855,1116,76.6,14431,5700,448,513,283,381,103,162,3,3.7,2.9,-0.7,36,74,31,13,122,Matches
16,Arnaud Ake,ci CIV,FW,Querétaro,21,1998,12.9,165,208,79.3,2051,296,98,109,43,54,6,11,3,2.3,0.7,+0.7,20,8,5,0,15,Matches
17,Arnaud Ake,ci CIV,FW,Monterrey,21,1998,1.3,13,17,76.5,195,28,8,9,4,4,1,1,0,0.5,0.3,-0.5,3,1,0,0,3,Matches
18,Oswaldo Alanís,mx MEX,DF,Guadalajara,30,1989,9.9,342,411,83.2,6720,3170,117,129,177,195,47,79,0,0.0,0.1,0.0,1,23,0,0,19,Matches
19,Jesús Alberto Angulo,mx MEX,DF,Atlas,21,1998,14.5,487,593,82.1,8422,3129,210,235,233,273,35,62,0,0.2,0.2,-0.2,5,37,5,1,50,Matches
20,Carlos Alberto Gutiérrez,mx MEX,DF,Veracruz,29,1990,10.9,324,421,77.0,5313,2304,178,196,108,145,30,59,0,0.6,0.5,-0.6,7,17,5,3,29,Matches
21,Gil Alcalá,mx MEX,GK,Querétaro,27,1992,28.0,498,689,72.3,16600,12743,61,61,202,206,232,415,0,0.1,0.0,-0.1,1,14,0,0,0,Matches
22,Adrián Aldrete,mx MEX,DF,Cruz Azul,31,1988,23.2,736,969,76.0,13548,5566,317,355,321,406,86,169,4,1.8,1.7,+2.2,23,56,20,14,61,Matches
23,Daniel Alexis Parra,mx MEX,DF,Monterrey,20,1999,1.4,44,62,71.0,922,374,12,19,22,26,9,15,0,0.0,0.0,0.0,0,4,0,0,4,Matches
24,Luis Alfonso Rodríguez,mx MEX,DF,UANL,28,1991,23.1,1202,1438,83.6,21370,6935,559,589,483,569,140,220,5,3.3,3.1,+1.7,30,109,26,12,123,Matches
25,Carlos Alonso Vargas,mx MEX,DF,América,20,1999,5.1,120,162,74.1,2237,869,45,54,58,72,15,28,0,0.1,0.1,-0.1,2,11,1,0,14,Matches
